abstract-quality;['personnalité', 'problème de personnalité', 'caractère'];Combinaison de caractéristiques émotionnelles, d'attitude et de comportement d'un individu
physical-object;['vanne', 'soupape', 'clapet', 'sectionnement', 'valve', 'vanne|vannes'];Dispositif destiné à contrôler le débit d'un fluide
physical-object;['saxhorn', 'saxhorns', 'pichotte'];Sous-famille d'instruments de musique, de la famille des cuivres à perce conique
physical-object;['viole de gambe', 'viola da gamba', 'viole', 'basse de viole', 'violes de gambe', 'gambiste', 'taille de viole', 'violes', 'violiste'];Instrument de musique à cordes
physical-object;['tunique', 'tuniques'];Vêtement ample, d'une seule pièce
physical-object;['lessive', 'lessives', 'poudre à laver', 'poudres à laver', 'détergent à lessive'];Mélange liquide ou solide de produits chimiques utilisés pour le lavage
physical-object;['bôme', 'bome', 'gui', 'boom'];Élément horizontal d'un mât
physical-object;['mandrin', 'porte-foret', 'épine', 'arbre'];Pièce mécanique
physical-object;['crème', 'émollient', 'creme', 'crèmes topiques', 'pommade'];Préparation destinée à être administrée en usage topique
physical-object;['antiquité', 'antique', 'antiquaire', 'antiquités'];Objet ancien de valeur
physical-object;['pyxide', 'ciboire'];Vase sacré en forme de boîte utilisé pour conserver la réserve eucharistique
physical-object;['trois-ponts', 'vaisseau à trois ponts'];Type de navire
physical-object;['robinet à boisseau sphérique', 'robinet à boisseau'];Sous-classe de robinets
physical-object;['fusée', 'roquette', 'fusée sans guide', 'projectile'];Munition du lance roquette contenant son propre moteur pour la propulser sur sa cible
physical-object;['bois', 'instrument à vent en bois', 'instrument de bois', 'famille des bois', 'instrument à vent, bois', 'la famille des bois', 'instrument à vent', 'anche', 'biseau', 'bois musique', 'double', 'forêt', 'simple', 'instruments à vent'];Famille d'instruments de musique
physical-object;['capteur', 'détecteur', 'capteurs', 'senseur', 'capteur de pmh', 'capteur optique', 'capteurs chimiques', 'détecteurs', 'élément de détection'];Type de composant électronique
physical-object;['chancel', 'clôture de chœur', 'bêma', 'clôture de sanctuaire', 'clôture du chœur', 'bema', 'sanctuaire', 'arc triomphal', 'bima', 'choeur', 'chœur'];Zone sanctuaire
physical-object;['égide', 'plastron', 'cuirasse', 'poitrail', 'aegis', 'egide', 'cuirasses'];Arme de la mythologie grecque
physical-object;['égide', 'plastron', 'cuirasse', 'poitrail', 'aegis', 'egide', 'cuirasses'];Pièce d'armure protégeant le torse
physical-object;['soleret', 'sabaton', 'solleret'];Pièce d'armure protégeant le pied
physical-object;['armure', 'armure medievale', 'armure personnelle', 'armure corporel', 'cataphractaire', 'gilets pare-balles', 'cataphractaires', 'armure complète', 'cataphracte', 'cotte de mailles', 'haubert'];Vêtement de protection conçu pour protéger le corps d'un combattant des coups de l'ennemi
physical-object;['vaisselle', 'couvert', 'couverts', 'vaisselles'];Ensemble des ustensiles utilisés pour manger, stocker et présenter les aliments
physical-object;['balustrade', "rampe d'appui", 'balustre', 'main courante', 'rambarde', "rampe d'escalier", 'garde-corps', 'rampe', 'balustres', 'lit courantes'];Page d''homonymie d''un projet Wikimédia
physical-object;['balustrade', "rampe d'appui", 'balustre', 'main courante', 'rambarde', "rampe d'escalier", 'garde-corps', 'rampe', 'balustres', 'lit courantes'];Élément de sécurité que comporte, du côté du vide ou en son centre, un escalier
physical-object;['tender'];Wagon attenant à la locomotive à vapeur et contenant eau et carburant
physical-object;['balle de tennis', 'balles de tennis'];Balle de couleur jaune, en caoutchouc recouverte de feutre, utilisée au tennis
physical-object;['balle de cricket', 'le cricket balle'];Balle pour jouer le Cricket
physical-object;['pare-chocs', 'pare-choc'];Élément de la carrosserie d'un véhicule servant à amortir les chocs avant et arrière
physical-object;['bénitier', 'benitier', 'perron'];Vase ou un bassin, contenant l'eau bénite dans une église catholique
physical-object;['roulement à billes', 'roulement mécanique', 'roulement', 'roulement à rouleaux', 'roulements à billes', 'roulement mecanique', 'roulements mécaniques', 'roulement à aiguilles', 'palier à roulement', 'roulements à rouleaux'];Dispositif destiné à guider un assemblage en rotation, c'est-à-dire à permettre à une pièce de tourner par rapport à une autre selon un axe de rotation défini
physical-object;['couverture', 'couverte'];Literie
physical-object;['grelot', 'traîneau cloche', 'cascabel', 'grelots'];Clochette constituée d'une sphère de métal creuse et percée, contenant un morceau de métal qui la fait résonner lorsqu'on l'agite.
physical-object;['robe pastorale', 'robe de genève'];Vêtement sacerdotal protestant
physical-object;['baptistère', 'fonts baptismaux', 'baptistere', 'cuve baptismale', 'fonds baptismaux', 'font baptismal', 'vasque baptismale', 'baptismaux'];Mobilier ecclésiastique utilisé pour le baptême des enfants et des adultes
physical-object;['passoire', 'égouttoir', 'cueilleur'];Ustensile creux dont la panse est percée de trous pour filtrer des liquides ou égoutter des aliments
physical-object;['tronc', 'tronc des pauvres', 'tronc pour les pauvres', 'denier de culte', 'denier du culte', 'boîte aumône', 'boîte aux acariens'];Tirelire installée dans une église pour collecter les dons en espèces faits par les fidèles
physical-object;['coffre', 'malle', 'coffres', 'poitrine', 'sein'];Meuble fermé destiné à contenir ou protéger des objets, pouvant le cas échéant permettre leur transport
physical-object;['coffre', 'malle', 'coffres', 'poitrine', 'sein'];meuble fermé destiné à contenir ou protéger des objets, pouvant le cas échéant permettre leur transport
physical-object;['candélabre', 'candelabre', 'candélabres', 'candelabrum', 'tour candélabres'];Grand chandelier à plusieurs branches
physical-object;['tricorne', 'chapeau à trois cornes'];Chapeau triangulaire
physical-object;['bicorne', 'chapeau à claque', 'bicornes'];Chapeau
physical-object;['collège', 'college'];Groupe de personnes partageant une même caractéristique
physical-object;['télévision', 'vidéo', 'tv', 'télé', 'petit écran', 'divertissement télévisé', 'langage télévisuel', 'regarder la télé', 'son de la télévision', 'television', 'téloche', 'télévision moderne', 'télévision portable', 'télévisions', 'télévisuel', 'télévisés', 'téléviseur', 'actrice de télévision', 'industrie de la télévision', 'télédiffusion', 'téléviseurs'];Instrument permettant de recevoir des images vidéo par le biais des ondes
physical-object;['cité lacustre', 'maison sur pilotis', 'palafitte', 'cite lacustre', 'maisons sur pilotis', 'pilotis', 'maison lac', 'palafito'];Constructions en bois sur pilotis en rivière, au bord des lacs, dans les marécages ou à la mer
physical-object;['engin explosif', 'engins explosifs'];missile
physical-object;['remontée mécanique', 'téléski', 'téléski à câble bas', 'remonte-pente', 'tire-fesse', 'remontées mécaniques', 'fil-neige', 'fil neige', 'fils neige', 'teleski a cable bas', 'télécorde', 'téléskis à câble bas', 'remontee mecanique', 'ascenseur'];Remontée mécanique pour skieurs
physical-object;['rosace', 'rose', 'rosette', 'rosaces'];Ouverture de fenêtre de forme circulaire
physical-object;['rosace', 'rose', 'rosette', 'rosaces'];Ouverture de fenêtre de forme circulaire
physical-object;['big ben', 'tour élisabeth'];Surnom de la grande cloche se trouvant au sommet de la tour horloge du Palais de Westminster à Londres
physical-object;['bas', 'bas courts', 'bas longs', 'bas nylon', 'bas résille', 'bas de laine'];Chaussette longue et fine
physical-object;['couvre-chef', 'couvre-chefs', 'couvre chef', 'coiffure'];Vêtement
physical-object;['tube de pitot', 'sonde pitot', 'antenne de prandtl', 'capteur pitot', 'pitot tube', 'sonde de pitot', 'sondes de pitot', 'tube pitot'];Système de mesure de vitesse des fluides
physical-object;['lentille de fresnel', 'lentille à échelons', 'lentilles de fresnel', 'la lentille de fresnel'];Type de lentille
physical-object;['diaphragme', "diaphragme d'ouverture", 'diaphragme de champ', 'diaphragme à iris', 'membrane'];Élément mécanique dans un instrument optique
physical-object;['redresseur', 'redresseurs', 'rectification entrante', 'rectifier', 'rectifieur', 'self de lissage'];Convertisseur alternatif/continu
physical-object;['vêtements', 'vêtement', 'habillement', 'fringue', 'fringues', 'habit', 'habits', 'habillé', 'nippe', 'tenue vestimentaire', 'vetement', 'tenue', "article de l'habillement", 'habiliment', 'industrie vêtement', 'portable'];Article d’habillement servant à couvrir une partie du corps humain
physical-object;['soulier', 'chaussure', 'chaussures'];Vêtement pour pied
physical-object;['relais électromécanique', 'relais electromecanique', 'contacteur', 'télécontacteur', 'relais électromécaniques', 'relais', 'relais électrique'];Organe électrique permettant l'ouverture et la fermeture d'un circuit électrique par un second circuit complètement isolé
physical-object;['jumelles', 'jumelle', 'jumelles de théâtre', 'lorgnette'];Dispositif optique binoculaire
physical-object;['aéronef amphibie', 'avion amphibie', 'amphibien', 'avions amphibies', 'amphibie'];Aéronef ayant tout à la fois la capacité de déjauger et d'amerrir comme un hydravion mais également d'opérer depuis un tarmac comme un avion classique
physical-object;['compteur geiger', 'compteur geiger-müller', 'compteur g-m', 'compteur gégere', 'compteur geiger-muller', 'compteurs geiger'];Sert à mesurer un grand nombre de rayonnement ionisant
physical-object;['céramique chinoise', 'porcelaine chinoise', 'ceramique chinoise', 'porcelaine de chine', 'porcelaine qingbai', 'qingbai', 'vase ming', 'porcelaine', 'céramiques chinoises', 'famille rose', 'objets de porcelaine'];Céramique faite en Chine
physical-object;['épinette', 'epinette', 'espinette'];Instrument à cordes pincées
physical-object;['adaptateur', 'adaptateur secteur', 'adaptateurs'];Accessoire qui permet d'adapter ou de connecter deux appareils ou deux pièces
physical-object;['équipement sportif', 'articles de sport', 'équipements sportifs', 'architecture sportive', 'equipement sportif', 'infrastructure sportive', 'installation sportive', 'installations sportives', 'article de sport'];Objets initialement conçus pour des activités physiques souvent compétitives. Cette classe inclut l’équipement utilisé dans toutes les formes de jeux athlétiques, y compris dans les sports individuels et d'équipe.
physical-object;['posemètre', 'photomètre', 'posemetre', 'luxmètre'];Appareil pour mesurer la luminosité
physical-object;['cuisinière', 'fourneau', 'fourneau de cuisine', 'cookstove'];type de poêle
physical-object;['borsalino', 'feutre', 'homburg', 'fédora', 'trilby', 'chapeau de feutre', 'chapeau mou', 'stetson', 'hombourg', 'chapeau fedora', 'chapeau stetson', 'fedora'];Chapeau de luxe en feutre mou produit par la chapellerie Borsalino
physical-object;['borsalino', 'feutre', 'homburg', 'fédora', 'trilby', 'chapeau de feutre', 'chapeau mou', 'stetson', 'hombourg', 'chapeau fedora', 'chapeau stetson', 'fedora'];Chapeau en feutre à large bord
physical-object;['filtre à café'];Accessoire de cafetière
physical-object;["bougie d'allumage", 'bougie', 'bougie d’allumage', 'bougie électrique', "bougies d'allumage", 'chandelle', 'bougies', 'la bougie'];Dispositif qui génère des étincelles dans les moteurs à combustion interne
physical-object;['lame', 'lame microscope', 'lame de microscope', 'montage humide'];Plaque de verre pour microscope
physical-object;['geta', 'sabot', 'gheta', 'sabots', 'socques japonais', 'socques japonaises', 'patten', 'chaussures en bois', 'patins'];Type de chaussure en bois
physical-object;['geta', 'sabot', 'gheta', 'sabots', 'socques japonais', 'socques japonaises', 'patten', 'chaussures en bois', 'patins'];Chaussures en bois associées au travail agricole dans les Pays-Bas, la France et la Belgique
physical-object;['théière', 'tisanière', 'theiere', 'théières'];Récipient
physical-object;['micromètre', 'alésomètre', 'mandrin expansible', 'micrometre', 'micromètre étrier'];Instrument de mesure
physical-object;['thermomètre', 'thermographe', 'thermometre', 'thermomètre magnétique', 'thermomètre à alcool', 'thermomètre à gaz', 'thermomètre à liquide', 'capteur de température', 'thermomètres'];Instrument de mesure de la température
physical-object;['planimètre', 'planimetre', 'intégrateur', 'transporteur intégral'];Instrument de mesure
physical-object;['carport', 'auvent', 'port de voiture'];Abri couvert pour voiture
physical-object;['capsule temporelle'];Système utilisé pour sauvegarder des biens ou des informations au travers du temps
