abstract-quality;['osobnosť'];Osobnosť definícií existuje okolo 110.
information-realization;['abstraktné umenie', 'abstractionist', 'abstraktné maliar', 'abstraktné obrazy', 'abstraktné umelec', 'nefigurativní', 'non-objektívne'];Abstraktné umenie je nefiguratívne umenie, ktoré nezobrazuje žiadny predmet, človeka, krajinu, vyjadruje sa len zostavou farebných škvŕn, plôch, čiar, geometrických prvkov ap.
information-realization;['futures', 'futurita', 'futuritná operácia', 'futuritný kontrakt', 'futuritný obchod', 'kontrakt futures', 'operácia futures', 'future', 'futures kontrakt', 'futures kontrakty', 'komoditných futures', 'obchodovanie s futures'];Futures je zmluva medzi dvoma stranami uzavretá v súčasnosti o povinnosti predať alebo kúpiť nejaké
information-realization;['moralita', 'morálka hra'];Moralita je dramatické dielo s náboženskou inšpiráciou a s didaktickými alebo moralizujúcimi zámermi.
information-realization;['esej', 'esejista', 'eseje'];Esej (z angl.
information-realization;['te deum', 'chválospev', 'ďakovná bohoslužba', 'te deum laudamus', 'jks 525', 'jks 526', 'teba boha chválime', 'teba bože chválime'];Te Deum laudamus, často skrátene Te Deum alebo slov.
information-realization;['klinové písmo', 'klinopis', 'klinopisné písmo', 'asýrskej klinové písmo', 'klinového písma', 'klinový', 'sumerskej klinové písmo'];Klinové písmo alebo klinopis alebo zriedkavo klinopisné písmo má dve základné definície: 1čiže tvar čiary zakončenej trojuholníkom alebo zakončenej V-čkom
information-realization;['efemerida', 'efemeridy'];Efemerida je tabuľka zobrazujúca polohy Slnka, Mesiaca a planét v danom čase.
information-realization;['maľba', 'maliarstvo', 'kresba', 'obrázok', 'maliarske umenie', 'maliarov', 'obrazy'];Maliarstvo je odbor výtvarného umenia, pri ktorom sa na nejaký predmet nanáša farba a línie s cieľom vytvorenia reprezentačných, prípadne abstraktných obrazov.
information-realization;['maľba', 'maliarstvo', 'kresba', 'obrázok', 'maliarske umenie', 'maliarov', 'obrazy'];Maľba je jednotlivé maliarske dielo, voľné i viazané s architektúrou, ale aj maliarstvo ako druh výtvarného prejavu, maliarska tvorba, rozlične rozlišovaná podla svojho zásadného poňatia, podľa námetu, podľa funkcie, podla materiálu a techniky a pod.
information-realization;['hudba'];Hudba sa vo všeobecnosti definuje ako špecifická ľudská aktivita, ktorá sa pomocou v priestore a čase charakteristicky zoskupených tónov a zvukov a na základe spoločenských skúseností usiluje o komunikáciu.
information-realization;['tanec'];Tanec sú opakované rytmické pohyby, konané jednou alebo viacerými osobami za sprievodu hudby, prípadne i spevu.
information-realization;['ária', 'árie'];Ária (z tal.
information-realization;['katechizmus', 'cathechism', 'cathecism', 'katechizmu', 'náboženské poučenie'];Katechizmus
information-realization;['eneida', 'aeneida', 'aeneis', 'báseň o aeneovi', 'eneis', 'aeneid'];Eneida (iné názvy: Eneis, Aeneida, Aeneis, Aeneas, Báseň o Aeneovi. lat.
information-realization;['haiku'];Haiku (jap.
information-realization;['kontrola cyklickým kódom', 'cyklická redundantné kontrola'];Kontrola cyklickým kódom alebo cyklická kontrola[chýba zdroj]
information-realization;['recenzia', 'kritika', 'posudok', 'kritické hodnotenie', 'prehľadný článok', 'recenzent', 'recenzie'];Recenzia je kritický rozbor umeleckého diela, odborného diela alebo vedeckého diela, ktorý obsahuje jeho odôvodnené hodnotenie.
information-realization;['kalk', 'calque', 'calque formácie', 'calques', 'preklad pôžičky'];Kalk je slovo alebo slovné spojenie vytvorené z prvkov domáceho jazyka napodobnením štruktúry slova či sloveného spojenia v cudzom jazyku so zachovaním jeho vnútornej formy a jazykového vyjadrenia rovnakých motivačných vzťahov.
information-realization;['ambiguita'];Ambiguita je dvojzmyselnosť, neurčitosť, dvojznačnosť/viacznačnosť slov, pojmov atď.
information-realization;['idióm', 'ustálené slovné spojenie', 'idiomatizmus', 'ustálené spojenie v užšom zmysle', 'ustálené spojenie v širšom zmysle', 'viazané slovné spojenie', 'frázové idiom', 'idiom', 'nastaviť frázu', 'pozostáva z ustálených spojení výraz'];Idióm je
information-realization;['idióm', 'ustálené slovné spojenie', 'idiomatizmus', 'ustálené spojenie v užšom zmysle', 'ustálené spojenie v širšom zmysle', 'viazané slovné spojenie', 'frázové idiom', 'idiom', 'nastaviť frázu', 'pozostáva z ustálených spojení výraz'];Ustálené slovné spojenie alebo viazané slovné spojenie alebo slovné spojenie je prvé označenie predmetu frazeológie.
information-realization;['pragmatická sankcia', 'pragmatieke sanctie', 'pragmatický'];Pragmatická sankcia je pôvodne podľa rímsko-byzantského štátneho práva akékoľvek nariadenie kráľa či cisára, ktoré sa ukutočňuje mimoriadne slávnostne, lebo sa týka základných otázok štátu, najmä nástupníctva.
information-realization;['oceľoryt', 'oceľorytiny'];Oceľoryt je tlačová forma pre oceľotlač, čo je druh tlače z hĺbky.
information-realization;['eufemizmus', 'eufemizmom'];Eufemizmus
information-realization;['epitaf', 'epitafy'];Epitaf je lyrický žáner, nápis na náhrobnom kameni.
information-realization;['dlhopis', 'dlžobný úpis', 'dlhopis osvedčenie'];Dlhopis alebo v niektorých textoch obligácia je v praxi akýkoľvek druh dlhového cenného papiera spojeného s platbou výnosov okrem niektorých špecifických spravidla krátkodobých dlhových cenných papierov, napr.
information-realization;['ms-dos', 'ms dos', 'microsoft diskový operačný systém'];Microsoft Disk Operating System firmy Microsoft bol dominantný operačný systém pre PC-kompatibilnú platformu počas 80-tych rokov 20.
information-realization;['dos', 'disk operating system', 'diskový operačný systém'];DOS (angl.
information-realization;['scenár', 'filmový scenár', 'scenáristka', 'scenárista'];Scenár je textová predloha pre vznik filmového, televízneho, rozhlasového príp.
information-realization;['madrigal'];Madrigal je druh svetskej vokálnej polyfónie z obdobia renesancie a baroka.
information-realization;['lineárne písmo a', 'krétske lineárne písmo a', 'lineárne'];Lineárne písmo A alebo krétske lineárne písmo A je písmo, ktoré používala v prvej polovici 2.
information-realization;['tónina', 'tónovanie', 'tónovej hudby'];Tónina je príslušnosť tónového materiálu hudobnej skladby k určitej stupnici.
information-realization;['postmoderna', 'postmodernizmus', 'postmodernej', 'post-modernistické', 'post-modernizmus', 'postmodernismus', 'postmodernisté', 'postmodernizmu'];Pozri aj napr.
information-realization;['moderna', 'modernistov', 'modernizmu', 'moderného hnutia'];Moderna (z lat.
information-realization;['typografia', 'typografické', 'typografie'];Typografia sa zaoberá problematikou grafickej úpravy tlačených dokumentov s použitím vhodných rezov písma a usporiadania jednotlivých znakov a odsekov vo vhodnej, pre čitateľa zrozumiteľnej a esteticky akceptovateľnej forme.
information-realization;['antifonár', 'antiphonal', 'antiphonary'];Antifonár
information-realization;['čiarový kód', 'univerzálny kód výrobku', 'upc', 'universal product code', 'čiarové kódy', '2d čiarových kódov'];Čiarový kód je strojom čitateľné označovanie tovarov pomocou hrubých a tenkých čiar oddelených medzerami.
information-realization;['binárny kód', 'dvojkový kód', 'binárne kódy'];Binárny kód alebo dvojkový kód je kód, v ktorom súbor znakov cieľovej množiny zobrazenia pozostáva iba z dvoch rôznych znakov, napríklad z 0 a 1.
information-realization;['reč', 'ústna komunikácia', 'hlasovej komunikácie', 'hovorený jazyk', 'reči', 'hlasová komunikácia', 'hovorí komunikácie', 'rečovej komunikácie', 'ústnej oznámenie', 'ľudskej reči'];Reč v univerzálnom zmysle je fyzicko-psychická činnosť človeka ako prírodno-spoločenskej bytosti vytvárať artikulované zvuky, spájať ich ako materiálnu formu s vnútornými psychickými ideálnymi obsahmi a pomocou týchto artikulovaných zvukov realizovať vzájomnú komunikáciu s inými členmi spoločenského celku.
information-realization;['textová kritika', 'kritické vydanie'];Textová kritika je hodnotenie prameňov čiže určovanie textu najbližšieho originálu a určovanie vzájomného vzťahu dochovaných rukopisov. ďalej vymedzovanie pôvodného textu.
information-realization;['pracovná zmluva', 'pracovnú zmluvu'];Pracovná zmluva je podľa slovenského Zákonníka práce dokument, ktorý zakladá pracovný pomer.
information-realization;['literatúra', 'písomníctvo', 'slovesnosť', 'slovesná tvorba', 'vývoj literatúry', 'beletrie prózy', 'literatúr', 'literatúry', 'literárne', 'literárne umenie'];Literatúra : atiež písomníctvo alebo slovesnosť alebo slovesná tvorbavrátane technických textov, korešpondencie a pod.
information-realization;['vyšívanie', 'výšivka', 'vyšívané', 'vyšívať', 'výšivky'];Vyšívanie je ozdobovanie stehmi, ozdobné šitie, resp.
information-realization;['evanjelium', 'evanjeliá', 'evanjelia', 'evanjelií'];Evanjelium, slovo pochádza z gréčtiny εὐαγγέλιον euangelion, dobrá správa, pôvodne zložený z εὐ- eu- „dobrý“ a angellein „zvestovat“, ktorý súvisí so substantivom ἄγγελος angelos — „posol“.
information-realization;['slang', 'slangový výraz', 'slangový termín'];Slang je špecifická vrstva nespisovných výrazov národného jazyka, ktorá má spornú definíciu.
information-realization;['upanišady', 'upanišad', 'upanišada', 'upanišat', 'upanišáda', 'upanišády', 'védanta', 'upanishad'];Upanišady alebo upanišády sú staroindické nábožensko-filozofické komentáre k védam, písané v priebehu mnohých storočí, posvätné texty brahmanizmu a hinduizmu považované za zjavenie.
information-realization;['ústava', 'konštitúcia', 'základný zákon štátu', 'ústava štátu', 'kodifikovaná ústava', 'najvyšší zákon', 'písanú ústavu', 'základný zákon', 'ústavnej vlády', 'ústavné', 'ústavný zákon'];Ústava alebo zastarano konštitúcia je základný zákon štátu.
information-realization;['causerie', 'rozprávanie', 'klebetenie', 'pletky', 'prázdne rozprávanie', 'táranie', 'causeria', 'kauzéria', 'kauzérie', 'bežný hovor', 'brada-kývať', 'brada kývať', 'brada šprýmař', 'chin-wag', 'chit chat', 'gabfest', 'pletka', 'rečami', 'táraniu'];Causerie (franc.
information-realization;['vedecká fantastika', 'sci-fi', 'science fiction', 'vedecko-fantastická literatúra', 'vedecko-fantastický', 'sci fi'];Vedecká fantastika alebo science fiction alebo sci-fi je žáner prozaických alebo audiovizuálnych diel, v ktorých sa obraz sveta, spravidla premietnutý do budúcnosti, opiera o znalosti súčasnej vedy a techniky a o predpoklady jej vývoja.
information-realization;['hypertext', 'hypertextový odkaz', 'hypertextuality'];Hypertext je z hľadiska hypertextológie konečný tvar činnosti autora pri tvorbe hyperdokumentu.
information-realization;['magický realizmus', 'magického realizmu'];Magický realizmus je prúd a typ modernej prózy, ktorý je založený na magickom a mytologickom výklade skutočnosti.
information-realization;['grisaille', 'vitráže', 'štýl maľby'];Grisaille [vyslov: grizaj] je maľba vytvorená prevažne jednofarebne, väčšinou v odtienoch sivej.
information-realization;['polyfónia', 'koncertná hudba', 'polyfónna hudba', 'polyfónne', 'polyfónne hudba', 'polyfónne hudby', 'rokovaní music'];Polyfónia je v hudbe viachlas, mnohohlas s melodickou a rytmickou samostatnosťou jednotlivých hlasov vedených podľa pravidiel kontrapunktu, opak: homofónia.
information-realization;['náboženská hudba', 'cirkevná hudba', 'nábožná hudba'];Náboženská hudba je hudba súvisiaca s textovým či melodickým vyjadrením viery človeka v nadprirodzeno.
information-realization;['vážna hudba', 'klasická hudba', 'klasika', 'klasický', 'európskej klasickej hudby', 'klasickej hudby', 'klasickí hudobníci', 'vážnej hudby', 'západnej klasickej hudby', 'západnej umeleckej hudby'];Klasická hudba je veľmi zaužívané označenie pre vrcholnú formu obvykle orchestrálnej hudby hranej v histórii, za ktorú je v tomto ohľade považované najmä obdobie renesancie, baroka, klasicizmu a romantizmu, podľa mnohých názorov sa sem však zaraďujú i neskoršie zložitejšie členené slohy ako impresionizmus, expresionizmus a niektoré obrodenia starých štýlov ako napr.
information-realization;['monódia', 'monod', 'monophony', 'monodic', 'monofónny music'];Monódia je hudba s jednou vedúcou melódiou a s akordickým sprievodom nástroja na podklade generálneho basu.
information-realization;['populárna hudba', 'popmusic', 'žáner populárnej hudby', 'populárne hudobné žáner', 'populárnej hudby', 'populárnych piesní'];Populárna hudba je hudba určená širokým masám poslucháčov, a ktorá je obyčajne distribuovaná k poslucháčom pomocou hudobného priemyslu.
