abstract-region;['vektorski produkt', 'vektor izdelek', 'vektorski izdelka', 'čez izdelek'];Binarni operator v trirazsežnem prostoru
physical-object;['mobilni telefon', 'prenosni telefon', 'gsm telefon', 'mobitel', 'mobilna celična', 'mobilne komunikacije', 'mobilnih celičnih', 'mobilnih komunikacijskih', 'mobilnih telefonov'];Elektronska telekomunikacijska naprava z osnovnimi zmožnostmi, enakimi običajnemu stacionarnemu telefonu, poleg tega pa je popolnoma prenosna in ne potrebuje žične povezave s telefonskim omrežjem
physical-object;['vztrajnik', 'zamašnjak'];Del stroja, največkrat v obliki okrogle plošče ali kolesa, ki je namenjen blaženju sunkov krožnega gibanja ali shranjevanju energije
physical-object;['korveta', 'corvette', 'corvettes'];Manjša vojaška ladja, ki je večja od hitrega jurišnega čolna in manjša od fregate
physical-object;['pralni stroj', 'avtomatsko pranje'];Električna naprava za pranje perila
physical-object;['sinagoga', 'shodnica', 'shul', 'sinagoge', 'synagoge', 'židovska sinagoga'];Judovski verski objekt, v katerem se izvaja versko čaščenje
physical-object;['kip svobode'];Ameriški spomenik, ki stoji na ustju reke Hudson v newyorškem pristanišču in predstavlja pozdrav vsem obiskovalcem, tudi priseljencem, ki so prihajali v Ameriko
physical-object;['leteča ladja', 'leteči čoln', 'drsna ladja', 'vodno letalo', 'plujejo ladje'];Letalo, ki je narejeno za vzletanje in pristajanje na vodi
physical-object;['violončelo', 'čelo', 'celli', 'violincello', 'violončela', 'violončelo piccolo'];Strunsko glasbilo iz družine godal
physical-object;['stadion', 'arena', 'nogometni stadion', 'štadion', 'športni stadion', 'kupolami stadiona'];Prostor oziroma prizorišče športnih ali kulturnih prireditev, ki se večinoma odvijajo na prostem
physical-object;['letalonosilka', 'napad letalski prevoznik', 'letalski prevoznik'];Vrsta vojne ladje, ki služi kot plavajoča letalska baza
physical-object;['parna lokomotiva', 'parne lokomotive', 'parni vlak', 'parnih vlakov'];Lokomotiva, ki kot pogonsko sredstvo uporablja vodno paro
physical-object;['burnus', 'burnous', 'burnoose', 'burnouse'];Široko, ohlapno oblačilo Beduinov
physical-object;['boa', 'perje boa'];Dolg, šalu podoben dodatek oblačilom
physical-object;['mušketa', 'puško', 'flinta', 'mušket'];Dolgo in težko strelno orožje, pri katerem je notranjost cevi gladka
physical-object;['cilinder', 'klobuk', 'obleka klobuk', 'opera hat', 'stovepipe klobuk', 'svileni klobuk', 'zgoraj klobuk'];Moško trdo, po navadi črno slavnostno pokrivalo iz svilenega blaga felbel
physical-object;['brezrokavnik', 'telovnik'];Čez pas segajoče volneno, platneno ali sintetično oblačilo brez ovratnika in rokavov
physical-object;['klavirski avtomat', 'pianola', 'igralec klavir', 'mehanski klavir', 'reprodukcijo klavir'];Bila mehanska naprava, ki je bila »priključena« na klavir in je avtomatsko izvajala skladbo
physical-object;['drumhead', 'opna'];Membrana, ki je napeta preko bobna
physical-object;['ampermeter', 'ampermetar'];Naprava za merjenje električnega toka
physical-object;['integrirano vezje', 'integracija računalništvo', 'vlsi', 'čip', 'mikrovezje', 'integriranih vezij', 'mikrovezja', 'računalniški čip', 'računalniških čipov'];Mikrovezje, sestavljeno iz množice elektronskih elementov, ki so na skupnem substratu iz polprevodniškega materiala med seboj povezani v električno vezje
physical-object;['grški ogenj'];Izraz za zažigalno bojno sredstvo, ki naj bi po bizantinskem kronistu Teofanesu nastalo okoli leta 650
physical-object;['čelesta', 'celesta', 'čelesto'];Glasbilo, ki spada v skupino instrumentov s tipkami, v akustičnem smislu pa v skupino metalofonov
physical-object;['tolkala', 'tolkalo', 'percusion', 'tolkal', 'tolkala glasbe', 'tolkalca', 'tolkalcev', 'udarnega', 'udarnega instrument'];Glasbila, na katera igramo tako, da z roko ali s paličastimi pripravami udarjamo nanje
physical-object;['citre', 'cítre', 'citrar', 'zithern'];Ljudsko strunsko glasbilo iz družine brenkal, razširjeno predvsem v alpskih deželah
physical-object;['boben', 'membranofoni', 'membranofoni glasbeni instrumenti', 'bobni', 'membranophone', 'tympan'];Tisti glasbeni instrumenti, pri katerih se generira zvok s pomočjo membrane
physical-object;['masjid', 'džamija', 'mošeja', 'musjid'];Muslimanski verski objekt, ki služi kot molilnica
physical-object;['minomet', 'havbica', 'možnar', 'havbice', 'howitzer', 'jarek malta', 'topovska krogla'];Artilerijsko orožje s cevjo dolgo med 15 in 25 kalibrov, ki izstreljuje projektile pod velikimi koti
physical-object;['trolejbus', 'troljebus', 'trackless voziček', 'trolejbusi', 'električni trolejbus', 'trolejbusov', 'turistični voziček', 'voziček-bus'];Električno vozilo, podobno avtobusu, ki se dotika dveh električnih žic, preko katerih z dvema drogovoma - trolama dobiva elektriko
physical-object;['činele', 'činela', 'cimbale'];Medeninasti kovani krožniki orientalskega izvora
physical-object;['helebarda', 'halberd', 'halberdier', 'halberds'];Predstavlja najbolj izpopolnjeno orožje na drogu, saj je glava orožja sestavljena iz sekire, osti in kavlja
physical-object;['kovček', 'potovalna torba'];Priprava, najpogosteje pravokotne oblike, s pokrovom, ročajem in kolesi, namenjena prenašanju osebne prtljage in predmetov med potovanjem
physical-object;['ladijski vlačilec', 'remorker', 'towboat', 'stolp', 'vlačilec', 'celostnega vlačilca in čolnom', 'flote vlačilcev', 'towboats', 'vlačilca', 'vlačilcev', 'vlačilci', 'vlačilcu'];Manjše plovilo, namenjeno vodenju oz. vlačenju večjih ladij v oz. iz pristanišča
physical-object;['lok', 'dolg lok', 'longbowmen', 'longbows'];Staro hladno orožje za lov in boj
physical-object;['grafoskop'];Projekcijski aparat
physical-object;['zakristija', 'zakristiji', 'žagrad', 'vestries'];V krščanskih cerkvah zahodnega obreda posebna sobica, ločena od ostale cerkve, namenjena za shranjevanje opreme in za duhovnikovo pripravo na bogoslužje
physical-object;['tranzistor', 'transistor', 'elektronski tranzistor', 'junction transistor', 'transistorized', 'tranzistorjev'];Polprevodniški elektronski element s tremi priključki, ki ga uporabljamo za ojačevanje, preklapljanje, uravnavanje napetosti, modulacijo signalov in v številne druge namene
physical-object;['viadukt', 'most', 'viaduktov', 'železniški viadukt'];Premostitvena konstrukcija, ki premošča dolino
physical-object;['deringer', 'derringer'];Žepna pištola z kratko cevjo in velikega kalibra
physical-object;['škripec', 'škripčevje', 'jermenice', 'škripec, blok', 'škripec blok'];Orodje, s katerim lahko zmanjšamo silo, potrebno za dviganje bremena, ali pa preusmerimo smer sile
physical-object;['klančina', 'klanec', 'nagnjena ravnina', 'poševnih ravninah'];V mehaniki ravna ploskev, nagnjena glede na vodoravnico za določen kot
physical-object;['klarinet', 'basovski klarinet'];Današnji kakovostni klarineti so narejeni iz ebenovine trdega afriškega lesa, še posebej iz grenadila, medtem ko so začetniški izdelani predvsem iz plastike
physical-object;['saksofon', 'saks', 'kvartet saksofonov', 'saxello'];Glasbilo, ki je nastalo v obdobju romantike, skonstruiral pa ga je Adolphe Sax kot povezavo med kovinskimi trobili in lesenimi pihali
physical-object;['oboa', 'hautbois', 'hautboy', 'baročna oboa', 'oboes'];Leseno pihalno glasbilo z dvojnim jezičkom
physical-object;['petarda', 'petarde', 'petardo', 'pokalica'];Pirotehnični izdelek, katerega glavni namen je pok, svetlobni efekt pa le posledica prvega.Praviloma so to kartonasti tulci različnih dolžin, napolnjeni s smodnikom ali kakšno drugo eksplozivno zmesjo, ki so na enem koncu zaprti s čepom, na drugem pa je nameščeno sredstvo za vžig eksplozivnega polnjenja
physical-object;['boksar', 'knuckleduster', 'knucks', 'medenina knucks', 'medenine členki', 'pevec', 'velikanski krpo', 'čukalj krpo'];Orožje, katerega glavni namen je okrepiti in hkrati zavarovati pest pri boju
physical-object;['disketa', 'diskete', 'disketni pogon', '3,5 diskete'];Zunanji spominski medij, ki se imenuje se tudi gibki oz. mehki disk
physical-object;['orglice', 'ustna harmonika', 'usta harfo'];Aerofono glasbilo s prostimi kovinskimi peresi in sodijo med pihala
physical-object;['topnjača', 'topovnjača', 'topničarka', 'gunboats', 'gunvessel'];Vrsta vojne ladje, ki ne presega spodriva do 2000 ton in je primarno oborožena s topom
physical-object;['lunarni modul', 'lem', 'lunarnega modula', 'lunarni modul izlet'];Ima več pomenov
physical-object;['trizob', 'trident'];Orožje na drogu ter lovsko orožje, ki je močno podobno bojnim vilam, a se v njih razlikuje v dejstvu, da ima tri osti in ne le dve
physical-object;['hipodrom'];Stadion, kjer potekajo konjske dirke in izvira iz antike
physical-object;['sarkofag'];Slika
physical-object;['rapir', 'rapid', 'estoc', 'rapirjem'];Bodalni meč z dolgim, ostrim rezilom, ki se je uveljavil v Evropi okoli leta 1530 kot del gosposke nošnje in hkrati obrambo orožje
physical-object;['balalajka', 'balalaika'];Družina ruskih ljudskih brenkal trikotne oblike s tremi strunami
physical-object;['kitara', 'kitare', 'akustična bas kitara', 'električne kitare', 'solo kitare', 'uglasitev kitare', 'uglaševanje kitare'];Strunsko glasbilo, ki ima po navadi 6 strun.Delijo se na akustične in električne kitare
physical-object;['citadela', 'trdnjava', 'citadel'];Trdnjava, ki je bila zgrajena za potrebe obrambe mesta oz. večjega naselja
physical-object;['most tacoma narrows', 'tacoma narrows bridge'];Bil 1.600 metrov dolg viseči most preko morske ožine Tacoma Narrows med Tacomo in Gig Harborjem v zvezni državi Washington
physical-object;['elektronka', 'vakuumska cev', 'žarilnokatodne ventil', 'cev', 'cevi', 'elektronov cev', 'vakuumske cevi', 'vakuumsko cev', 'žarilnokatodne cev', 'žarilnokatodne vakuumsko cev'];Elektronski element
physical-object;['pontonski most', 'bateau most', 'most čolnov', 'plavajoči most', 'pontonski mostovi'];Oblika mostu, ki je sestavljen iz plavajočih delov, povezanih med seboj ter s pomočjo plošč ali desk prirejen za promet ljudi in vozil
physical-object;['elektromagnet', 'elektro magnet', 'elektro-magneta', 'elektromagnetov'];Vrsta magneta, pri katerem magnetno polje ustvarja pretok električnega toka
physical-object;['kondom', 'prezervativ', 'kondọ̑m', 'preservativ', 'kondomov'];Mehansko kontracepcijsko sredstvo, ki si ga moški pred spolnim odnosom natake čez spolni ud
physical-object;['bluza', 'bluzo'];Malo čez boke segajoče žensko oblačilo z dolgimi ali kratkimi rokavi
physical-object;['transformator', 'konverter', 'konvertor', 'električni transformator'];Električna naprava, ki pretvarja električno energijo pri visoki napetosti v električno energijo pri nizki napetosti ali obratno
physical-object;['transformator', 'konverter', 'konvertor', 'električni transformator'];Električna naprava, ki pretvarja električno energijo pri visoki napetosti v električno energijo pri nizki napetosti ali obratno
physical-object;['glasbene vilice', 'tuning vilice'];Jeklena priprava v obliki črke Y in služijo kot pripomoček pri uglaševanju glasbil
physical-object;['žiroskop', 'giroskop', 'giroskopski', 'vrtavka', 'žiroskope'];Naprava, ki ponazarja in izrablja načelo ohranitve vrtilne količine v fiziki
physical-object;['vesoljsko plovilo', 'vesoljska vozila', 'vesoljsko vozilo', 'balistično kapsulo', 'raketo', 'vesoljska plovila', 'vesoljske ladje', 'vesoljsko ladjo'];Vozilo, ki lahko potuje skozi vesoljski prostor
physical-object;['zrakoplov', 'zračno plovilo', 'letal', 'civilni zrakoplov', 'letalna naprava', 'zračna vozila', 'zračno vozilo', 'letalo', 'aeroplan', 'avion', 'letala', 'leteči stroj', 'težji od zraka'];Stroj, ki je v ozračju zmožen leteti
physical-object;['plamenomet', 'plamenometalec', 'metalec ognja', 'flamethrowers', 'metalcih plamena'];Zažigalno orožje, ki se je pojavilo med prvo svetovno vojno
physical-object;['jedrsko orožje', 'atomsko orožje', 'jedrske bombe', 'atomska bomba', 'jedrska bomba', 'jedrska snov', 'nuklearna bomba', 'nuklearno orožje', 'jedrskega orožja', 'atomskega orožja', 'atomskih bomb', 'jedrsko konico', 'jedrsko napravo'];Slika
physical-object;['železniško vozilo', 'železniški vagon', 'vagon', 'modularni motornik', 'dizelskega motornika', 'vagonov', 'železniški potniški'];Vozilo na železniški progi, ki ni lokomotiva ter omogoča drugačno vlogo poleg same vleke, čeprav so nekateri vagoni tudi motorizirani
physical-object;['bikini'];Dvodelna ženska kopalna obleka, ki je nošena predvsem za kopanje in sončenje
physical-object;['helikopter', 'vijakar', 'helikopterji', 'whirlybird'];Zrakoplovi, težji od zraka, in za razliko od letal vzgonske sile ne proizvajajo s krili, temveč z vrtečimi se rotorji
physical-object;['potniško letalo', 'potniška letala', 'letalo'];Vsako letalo, namenjeno prevažanju potnikov
physical-object;['katapult', 'balista', 'tribok', 'trebuchet', 'trebušet', 'arbalest', 'ballista', 'bricole', 'orodje za met kamna', 'arbalist', 'ballistae', 'ballistas', 'catapault', 'katapulti', 'trebucket'];Vzvojna metalna naprava starih Rimljanov
physical-object;['nihalo', 'nihala'];Slika
physical-object;['mikrovalovna pečica', 'mikrovalovka', 'mikroval', 'kuhanje v mikrovalovni pečici', 'microwaving', 'mikrovalovne pečice'];Tudi »mikrovalovka« je gospodinjski pripomoček, ki se uporablja za pripravo in segrevanje hrane, pijače s pomočjo absorbcije mikrovalov
physical-object;['louvre', 'muzej louvre', 'musée du louvre'];Največji in eden od najznamenitejših muzejev v Franciji in na svetu
physical-object;['cepin', 'zlati cepin'];Vsestransko plezalno orodje, ki ga gornik uporablja pri napredovanju v snegu in ledu
physical-object;['transformator', 'konverter', 'konvertor', 'električni transformator'];Električna naprava, ki pretvarja električno energijo pri visoki napetosti v električno energijo pri nizki napetosti ali obratno
physical-object;['kondenzator', 'električni hladilnik', 'kapacitivni', 'kapacitivnosti', 'kondenzatorji'];Energijo v obliki električnega polja
physical-object;['dušilka', 'induktivnost', 'induktor', 'navitje', 'tuljava', 'indukcijska tuljava'];Elektronski element z dvema priključkoma, katerega glavna značilnost je induktivnost
physical-object;['upor', 'električni upornik', 'rezistor', 'upornik', 'električne prevodnosti', 'električno prevodnost', 'odpornost', 'uporov'];Eden najpomembnejših in najbolj uporabljanih elektrotehničnih in elektronskih elementov, čigar glavna veličina je upornost oz. njena obratna vrednost - prevodnost
physical-object;['elektrarna', 'elektrarn'];Objekt namenjen proizvodnji električne energije
physical-object;['strelišče'];Prostor, kjer se uporablja strelno orožje za vadbo ali tekmovanja
physical-object;['guma', 'gume radirka', 'radirke'];Mehansko kontracepcijsko sredstvo, ki si ga moški pred spolnim odnosom natake čez spolni ud
physical-object;['areometer', 'denzimeter', 'hidrometer', 'plavač', 'aerometer'];Priprava za določanje gostote kapljevin, ki plava v kapljevini in z višino nepotopljenega dela kaže njeno gostoto
physical-object;['teodolit', 'kotomer'];Slika
physical-object;['mikroskop', 'drobnogled', 'svetlobni drobnogled', 'svetlobni mikroskop', 'mikroskopi', 'mikroskopom'];Za izumitelja prvega mikroskopa velja Zacharias Jansen , nizozemski izdelovalec očal iz Middelburga
physical-object;['barometer', 'aneroid', 'živosrebrni barometer', 'tlakomer', 'vremenik', 'barometrični'];Slika
physical-object;['višinomer', 'altimeter', 'višine v metrih'];Instrument, ki meri praviloma višino nad morsko gladino
physical-object;['instrument', 'glasbilo', 'inštrument', 'glasbeni inštrument', 'glasbeni instrument', 'glasbila'];Priprava, s katerim izvajamo glasbo
physical-object;['mikroprocesor', 'centralno procesna enota', 'procesor', 'mikroprocesorjev'];Procesor, ki je izveden v enem samem integriranem vezju
physical-object;['arkebuza', 'arquebus', 'harquebus', 'arquebuse', 'arquebuses', 'arquebusier', 'arquebusiers', 'caliver', 'hackbut', 'hagbut'];Ročno strelno orožje, ki so ga izumili v poznem srednjem veku
physical-object;['podzemna železnica', 'podzemni vlak', 'metro', 'hitri tranzitni', 'masa hitri tranzitni'];Oblika železniškega množičnega javnega prevoza
physical-object;['triera', 'trirema', 'trireme', 'troveslača', 'triremes'];Bila pri starih Grkih in Rimljanih vojna ladja s tremi vrstami vesel
physical-object;['jurišna puška', 'avtomatska puška', 'jurišne puške', 'jurišnih pušk', 'napad puška'];Tudi avtomatska puška. angleško Assault Rifle, nemško Sturmgewehr je avtomatska puška in predstavlja vitalen del moderne pehotne oborožitve
physical-object;['pihala', 'pihalni instrument', 'pihalo', 'pihala instrument', 'pihalni instrumenti', 'woodwinds'];Glasbila, ki ustvarjajo zvok tako, da glasbenik pihne zrak v pihalo naravnost ali s pomočjo posebnega jezička
physical-object;['pohištvo', 'kos pohištva', 'doma pohištvo', 'oblikovanje pohištva', 'pohištva', 'članek pohištva'];Predstavljajo predmeti, ki so običajno leseni in jih uporabljano za opremo stanovanja. na njih sedimo ali ležimo, ali v njih ali na njih kaj hranimo
