abstract-region;['khi̍t-han'];Khi̍t-han he hien-thoi Sú-ho̍k thi̍t-phe̍t he Fûn-sak-ho̍k chûng ke kî-chhú khói-ngiam chṳ̂-yit.
political-geographic-object;['nàm-kîn-sṳ', '南京', 'kien-không', 'nàm-kîn'];Nàm-kîn-sṳ, he Chûng-fà Ngìn-mìn Khiung-fò-koet Kông-sû-sén Sén-fi, Fu-sén-kip sàng-sṳ.
political-geographic-object;['sṳ́m-yòng-sṳ'];Sṳ́m-yòng-sṳ he Chûng-koet Liàu-nèn-sén ke yit-chiak thi-kip-sṳ.
political-geographic-object;['thiap-sat-lò-nì-kâ'];Thiap-sat-lò-nì-kâ he Hî-lia̍p thi-ngi thai sàng-sṳ lâu Mâ-khì-tun thi-khî sú-fú.
political-geographic-object;['edirne'];Edirne he Thú-ngí-khì ke yit chak sàng-sṳ.
political-geographic-object;['hồ chí minh sṳ'];Hồ Chí Minh Sṳ he Ye̍t-nàm ke yit-chak chhṳ̍t-hot-sṳ.
political-geographic-object;['marseille', 'mâ-soi'];Marseille he Fap-koet thi-ngi thai sàng-sṳ lâu thi-sâm thai Tû-fî-khî.
political-geographic-object;['nice'];Nice he Thi-chûng-hói yèn-ngan Fap-koet nàm-phu kóng-khiéu sàng-sṳ, vi-yî Provence-Alpes-Côte d'Azur Thai-khî, vì Alpes-Maritimes-sén hàng-chṳn chûng-sîm.
political-geographic-object;['leipzig'];Leipzig he yit-chho vi yî Tet-koet nàm-phu, Saxony-pâng ke sàng-sṳ.
political-geographic-object;['nürnberg', 'nuremberg'];Nürnberg he Tet-koet Bayern-pâng Mittelfranken Hàng-chṳn-khî ke chûng-sîm sàng-sṳ, Bayern ke thi-ngi thai sàng-sṳ, kiùn chhṳ yî sú-fú mu nì het, he sṳ-kie chho̍k-miàng thai khî-ngia̍p si̍p-thòn Siemens kûng-sṳ̂ ke tan-sâng-thi.
political-geographic-object;['daegu'];Daegu Kóng-vet-sṳ he Thai-hòn Mìn-koet ke yit chak kóng-vet-sṳ.
political-geographic-object;['busan', 'fú-sân'];Busan Kóng-vet-sṳ he sa Seoul chṳ̂-heu Hòn-koet thi-ngi thai sàng-sṳ.
political-geographic-object;['los angeles', 'lo̍k-chhám-kî', 'lo̍k-chham-ki', 'lo̍k-chham-ki-sṳ'];Los Angeles he yit-chho Mî-koet sî-ngan California nàm-phu ke sàng-sṳ, on-cheu ngìn-khiéu phài-miàng, Los Angeles he California ke thi-yit thai sàng, yúng-yû chhêu-ko si-pak van ngìn-khiéu, ya-he Mî-koet ke thi-ngi thai-sàng.
political-geographic-object;['fukuoka', 'fuk-kông-sṳ', 'fukuoka, fukuoka'];Fukuoka-sṳ he vi-yî Ngit-pún Kiú-chû ke pet-phu, Fukuoka-yen sî-phu ke yit-ke chhùng-yeu sàng-sṳ, thùng-sṳ̀ ya-he Fukuoka-yen ke yen thâng só-chhai-thi, su̍k-yî chṳn lin chṳ́ thin tû-sṳ chṳ̂-yit.
political-geographic-object;['tshòng-khì-sṳ', 'nagasaki'];Tshòng-khì-sṳ
political-geographic-object;['stuttgart'];Stuttgart he Tet-koet sî-nàm-phu ke yit-chak sàng-sṳ.
political-geographic-object;['pittsburgh', 'phit-chṳ-páu'];Pittsburgh vi yî Mî-koet Pîn-sip-fap-nì-â-chû sî-nàm-phu, Â-le̍t-kîn-nì-hò lâu Mo̍k-nùng-kâ-hî-là-hò fi-ha̍p sṳ̀n Ngò-hòi-ngò-hò ke hò-khiéu, pûn phìn-vì Mî-koet chui sṳt-nî kî-chhu ke tû-sṳ.
political-geographic-object;['fut-lò-tshṳ-ngá-fû', 'wrocław'];Fut-lò-tshṳ-ngá-fû, he Pô-làn sàng-sṳ, vi-yî Pô-làn sî-nàm-phu ke O-tet-hò pán, chhṳ 1999-ngièn hí he Hâ Sî-lî-sî-â-sén ke Sén-fi.
political-geographic-object;['geneva', 'genève'];Geneva fe̍t-chá ham cho Genève, he Sui-sṳ ke yit chak sàng-sṳ.
political-geographic-object;['thòi-chûng-sṳ', 'taichung', 'thòi-chûng', '臺中市'];Liá-piên "Thòi-chûng-sṳ" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"台中市" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['volgograd'];Volgograd he Ngò-lò-sṳ̂ Volgograd-chû sú-fú, vi-yî Volga-hò sî-phu.
political-geographic-object;['sankt-peterburg', 'sṳn pí-tet-páu'];Sankt-Peterburg vi-yî Ngò-lò-sṳ̂ sî-pet-phu, Baltic-hói yèn-ngan, he Ngò-lò-sṳ̂ Lièn-pâng Chhṳ̍t-hot-sṳ.
political-geographic-object;['sî-ôn-sṳ'];Sî-ôn-sṳ he Chûng-koet Sám-sî-sén ke yit-chiak thi-kip-sṳ.
political-geographic-object;['â-pu-tha̍t-pí', 'abu dhabi'];Abu Dhabi he Â-lâ-pak Lièn-ha̍p Thai-kûng-koet Abu Dhabi Thai-kûng-koet ke Sú-fú, ya-he Â-là-pak Lièn-ha̍p Thai-kûng-koet ke sú-tû.
political-geographic-object;['hòng-chû-sṳ', 'hông-chû-sṳ', 'hángzhōu'];Hòng-chû-sṳ, vi-yî Chûng-koet tûng-nàm yèn-hói, Chet-kông-sén pet-phu, Chhièn-thòng-kông hâ-yù pet-ngan, Kîn-hông-thai-yun-hò nàm-tôn.
political-geographic-object;['gdańsk', 'kak-than-sṳ̂-khiet'];Kak-than-sṳ̂-khiet, he Pô-làn Pô-mî-là-nì-â-sén ke Sén-fi, ya-he kâi-koet pet-phu yèn-hói thi-khî ke chui-thai sàng-sṳ lâu chui chhùng-yeu ke hói-kóng.
political-geographic-object;['würzburg'];Würzburg he yit-chho vi yî Tet-koet nàm-phu, Bayern-pâng ke sàng-sṳ.
political-geographic-object;['tamil nadu', 'thai-mí-ngì-na̍p-tet-pâng'];Tamil Nadu he Yin-thu nàm-phu ke yit-ke pâng, nàm-lìm Yin-thu-yòng, tûng-kak Bengal-vân lâu Sri Lanka siông-mong, sî lâu Karnataka, Kerala chiap-yòng, pet-chiap Andhra Pradesh.
political-geographic-object;['orléans'];Orléans, Fap-koet chûng-phu sàng-sṳ, Chûng-phu Thai-khî ke Thai-khî Sú-fú lâu Loiret-sén ke Sén-fi.
political-geographic-object;['reading, berkshire', 'reading'];Reading, Berkshire he Yîn-koet Tûng-nàm Yîn-kak-làn Khî-vet Buckinghamshire khiùn ke yit-chho sàng-sṳ, khî-lì Lùn-tûn yok 58 kûng-lî, chúng mien-chit 40.40 phìn-fông kûng-lî, ngìn-khiéu 318,014.
political-geographic-object;['cologne', 'khô-lùng'];Cologne he Tet-koet ngìn-khiéu thi-si tô ke sàng-sṳ, Pet Rhine-Westphalia-chû chui-thai ke sàng-sṳ, he Tet-koet nui- liu̍k chui chhung-yeu ke kóng-héu chṳ̂-yit, Rhine thi-khî ke kîn-chi vùn-fa lâu li̍t-sṳ́ chûng-sîm.
political-geographic-object;['chêu-sién mìn-chú-chú-ngi ngìn-mìn khiung-fò-koet', 'pet-hôn'];Chêu-sién Mìn-chú-chú-ngi Ngìn-mìn Khiung-fò-koet he Â-chû tûng-phu Chêu-sién pan-tó pet-tôn ke koet-kâ, sú-tû he P'yŏngyang.
political-geographic-object;['nò-vî', 'kongeriket noreg', 'kongeriket norge', 'noreg', 'norge'];Nò-vî he Êu-chû yit-ke koet-kâ.
political-geographic-object;['hò-làn', 'ho-lan', 'nì-tet-làn', '荷蘭'];Hò-làn he chú-khièn koet-kâ Hò-làn Vòng-koet hâ ke chú-yeu kèu-sṳ̀n koet, lâu Mî-chû Caribe-hói thi-khî ke Aruba, Curaçao fò Sint Maarten 4 ke kèu-sṳ̀n koet, khiung-thùng chû-sṳ̀n chú-khièn koet-kâ “Hò-làn Vòng-koet”.
political-geographic-object;['lesotho', 'lòi-sò-thok'];Lesotho he Fî-chû nàm-phu ke nui-liu̍k koet-kâ tsṳ̂-yit.
political-geographic-object;['ngi̍t-pún', '日本', 'ngit-pún', 'nit-phun'];這邊 "日本" 个頁面係漢字，有白話字連結 "Ngi̍t-pún‎" 个頁面在這項點出。
political-geographic-object;['ngi̍t-pún', '日本', 'ngit-pún', 'nit-phun'];Liá-piên "Ngi̍t-pún" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"日本" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['monaco', 'mô-na̍p-kô'];Monaco he Êu-chû yit-ke koet-kâ.
political-geographic-object;['samoa'];Samoa he Thai-yòng-chû ke yit-ke koet-kâ.
political-geographic-object;['chûng-fî khiung-fò-koet'];Chûng-fî Khiung-fò-koet he Fî-chû ke yit-ke koet-kâ.
political-geographic-object;['djibouti'];Djibouti he Fî-chû ke yit-ke koet-kâ.
political-geographic-object;['mâ-lòi-sî-â', '馬來西亞', '马来西亚', 'ma-loi-si-a', 'mâ-loì-sî-â'];Liá-piên "Mâ-lòi-sî-â" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"馬來西亞" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['namibia', 'na̍p-mí-pí-â'];Namibia he Fî-chû sî-nàm-phu ke koet-kâ, hói-pha̍t yit-tshiên tsṳ lióng-tshiên mí, kôn-hôn yí-súi seu tsṳ̂-thi.
political-geographic-object;['antigua lâu barbuda', 'ôn-thì-kôa lâu pâ-pu-tha̍t'];Antigua lâu Barbuda he Caribe-hói‎ ke yit-ke koet-kâ.
political-geographic-object;['mauritania', 'màu-li-thap-nì-â'];Mauritania he Fî-chû sî-phu koet-kâ tsṳ̂-yit.
political-geographic-object;['belize', 'pi-lî-sṳ̂'];Belize he Caribe-hói‎ ke yit-ke koet-kâ.
political-geographic-object;['chhak-tho guinea'];Chhak-tho Guinea he Fî-chû ke yit-ke koet-kâ.
political-geographic-object;['saint kitts lâu nevis'];Saint Kitts lâu Nevis he Caribe-hói‎ ke yit-ke koet-kâ.
political-geographic-object;['comoros'];Comoros he Fî-chû ke yit-ke koet-kâ.
political-geographic-object;['dominica', 'tô-mí-nì-kâ', 'tô-mí-nì-khiet'];Dominica he Caribe-hói‎ yit-ke koet-kâ.
political-geographic-object;['saint lucia'];Saint Lucia he Caribe-hói‎ ke yit-ke koet-kâ.
political-geographic-object;['pet yorkshire', 'north yorkshire'];Pet Yorkshire, Yîn-koet Yorkshire lâu Humber ke khiùn, tûng-lìm Pet-hói, Yîn-kak-làn yúng-yû chui-thai mien-chit ke khiùn.
political-geographic-object;['berkshire'];Berkshire he Yîn-koet Tûng-nàm Yîn-kak-làn‎ Khî-vet ke khiùn.
political-geographic-object;['hàng-chṳn khî-va̍k'];Hàng-chṳn khî-va̍k chṳ́ koet-kâ tui hot-kin chin-hàng ke hàng-chṳn fûn-khî.
political-geographic-object;['england', 'yîn-kak-làn'];England, he Yîn-koet ke yit-ke kèu-sṳ̀n-koet.
political-geographic-object;['pet ireland', 'pet oi-ngì-làn'];Pet Ireland he Thai Britain lâu Pet Ireland Lièn-ha̍p Vòng-koet ke kèu-sṳ̀n chṳn-chhṳ sṳ̍t-thí chṳ̂-yit, vi-yî Ireland Tó tûng-pet-phu, mien-chit 14,139 phìn-fông kûng-lî, sú-fú he Belfast.
political-geographic-object;['sui-sṳ', 'ch'];Sui-sṳ he Êu-chû yit-ke koet-kâ.
political-geographic-object;['â-lâ-pak lièn-ha̍p thai-kûng-koet', 'united arab emirates', 'â-là-pak lièn-ha̍p siù-chhòng-koet', 'â-là-pak lièn-ha̍p thai-kûng-koet'];Â-lâ-pak Lièn-ha̍p Thai-kûng-koet he Â-chû yit-ke koet-kâ.
political-geographic-object;['sû-lièn'];Sû-vì-âi Sa-fi-chú-ngi Khiung-fò-koet Lièn-pâng, kién-chhṳ̂n Sû-lièn, he 1922-ngièn chṳ 1991-ngièn chṳ̂-kiên Pet-â lâu Tûng-êu ke yit-chak sa-fi-chú-ngi koet-kâ.
political-geographic-object;['fap-koet liâng polynesia'];Fap-koet liâng Polynesia he Fap-koet chhai Thai-yòng-chû ke yit chak hói-ngoi liâng-thi.
political-geographic-object;['weimar'];Weimar he Tet-koet chûng-phu Thuringia-chû ke yit-chak thu̍k-li̍p sàng-sṳ.
political-geographic-object;['frankfurt'];Fap-làn-khiet-fuk he Tet-koet Hesse-chû chui-tai ke sàng-sṳ, Tet-koet thi-ńg thai sàng-sṳ, 2012-ngièn ngìn-khiéu yok 687,775-ngìn, 2010-ngièn sṳ-khî ngìn-khiéu kû-kie vi 2,300,000-ngìn.
political-geographic-object;['luxembourg', 'lù-sêm-pó', 'lû-sêm-páu', '盧森堡大公國'];Luxembourg he Êu-chû yit-ke koet-kâ.
political-geographic-object;['kitakyūshū, fukuoka', 'kitakyūshū'];Kitakyūshū, Fukuoka he vi Ngit-pún Fukuoka-yen ke yit-ke sàng-sṳ, chúng mien-chit 486.81 phìn-fông kûng-lî, ngìn-khiéu 486.81 ngìn.
political-geographic-object;['sapporo', 'sapporo-sṳ', 'tsap-fóng'];Sapporo-sṳ he yit-ke vi-yî Ngit-pún Pet-hói-tho tho-ông thi-khî ke tû-fi sàng-sṳ, vì chhiòn Ngit-pún ngìn-khiéu thi-ńg tô ke sàng-sṳ, ya-he Ngit-pún ke chṳn-lin chṳ́ -thin tû-sṳ chṳ̂-yit.
political-geographic-object;['morocco', 'mô-lo̍k-kô'];Morocco he Fî-chû ke yit-ke koet-kâ.
political-geographic-object;['yîn-koet', 'lièn-ha̍p vòng-koet', 'put-lie̍t-tiên', 'thai put-lie̍t-tiên', 'thai put-lie̍t-tiên khi̍p pet oi-ngì-làn lièn-ha̍p vòng-koet', 'thai put-lie̍t-tiên lâu pet oi-ngì-làn lièn-ha̍p vòng-koet', 'yîn-kuet'];Liá-piên "Yîn-koet" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"英國" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['sî-pân-ngà', 'españa'];Liá-piên "Sî-pân-ngà" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"西班牙" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['saudi â-lâ-pak', 'saudi arabia', 'sâ-vû-thi â-là-pak', 'sâ-vû-thi â-lâ-pak'];Saudi Â-lâ-pak he Â-chû yit-ke koet-kâ.
political-geographic-object;['chad'];Chad he Fî-chû ke yit-ke koet-kâ.
political-geographic-object;['tajikistan', 'thap-kit-khiet', 'thap-kit-khiet-sṳ̂-thán'];Tajikistan he Chûng-Â koet-kâ tsṳ̂-yit, tshai-yî Afghanistan‎ khi̍p Uzbekistan‎ tsṳ̂-kiên, he Chûng-Â tsû-koet tsṳ̂-tsûng koet-thú mien-tsit tsui-séu ke koet-kâ.
political-geographic-object;['uganda', 'vû-kòn-tha̍t'];Uganda Khiung-fò-koet he Tûng-Fî ke nui-liu̍k koet-kâ.
political-geographic-object;['belarus'];Belarus he Êu-chû yit-ke koet-kâ.
political-geographic-object;['malawi', 'mâ-là-vî'];Malawi he Fî-chû tûng-nàm-phu ke nui-liu̍k koet-kâ.
political-geographic-object;['zimbabwe', 'sîn-pâ-pu-vî'];Zimbabwe he Fî-chû nàm-phu ke nui-liu̍k koet-kâ.
political-geographic-object;['azerbaijan', 'â-set-pai-kiong', 'â-set-pai-kiông', 'â-set-pai-yèn'];Azerbaijan Khiung-fò-koet
political-geographic-object;['kyrgyzstan', 'kit-ngì-kit-sṳ̂', 'kit-ngì-kit-sṳ̂-sṳ̂-thán', 'kit-ngì-kit-sṳ̂-thán', 'kit-ngí-kit-sṳ̂-thán'];Kyrgyzstan he Chûng-Â koet-kâ tsṳ̂-yit, 1991-ngièn Sû-lièn kié-thí yî-heu thu̍k-li̍p.
political-geographic-object;['uzbekistan', 'vû-tsṳ-phe̍t-khiet', 'vû-tsṳ-phe̍t-khiet-sṳ̂-thán', 'vû-tsṳ̂-phe̍t-khiet', 'vû-tsṳ̂-phe̍t-khiet-sṳ̂-thán'];Uzbekistan he yit-ke Chûng-Â koet-kâ, 1991-ngièn tshiùng Sû-lièn thu̍k-li̍p.
political-geographic-object;['mali'];Mali he Fî-chû ke yit-ke koet-kâ.
political-geographic-object;['kazakhstan', 'hâ-sat-khiet', 'hâ-sat-khiet-sṳ̂-thán', 'hâ-sat-khiet khiung-fò-koet'];Kazakhstan he Chûng-Â koet-kâ tsṳ̂-yit, kîn-tsi yî Sa̍k-yù, thiên-yèn-hi, tshái-khóng, mòi-than lâu nùng-ngia̍p vi-tsú.
political-geographic-object;['mùng-kú', 'mùng-kú-koet'];Liá-piên "Mùng-kú" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"蒙古" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['liverpool'];Liverpool he Yîn-koet Sî-pet Yîn-kak-làn Khî-vet Merseyside khiùn ke kóng-héu sàng-sṳ, khî-lì Lùn-tûn yok 286.4 kûng-lî, ngìn-khiéu 552,267.
political-geographic-object;['lò-tsṳ', 'łódź'];Lò-tsṳ, he Pô-làn ke thi-ngi thai sàng-sṳ.
political-geographic-object;['leicestershire'];Leicestershire, Yîn-koet Tûng Midlands ke khiùn.
political-geographic-object;['thiên-tsîn', 'thiên-tsîn-sṳ'];Liá-piên "Thiên-tsîn" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"天津" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['new jersey', 'néu tset-sî', 'néu chhe̍t-sî-chû', 'sîn-chhe̍t-sî', 'sîn chhe̍t-sî-chû'];New Jersey he Mî-koet ke yit-ke chû.
political-geographic-object;['illinois', 'yî-li-nò', 'yî-li-nok-chû', 'yî-li-nò-chû'];Illinois he Mî-koet ke yit-ke chû.
political-geographic-object;['minnesota', 'mìn-nì-sû-tha̍t'];Minnesota he Mî-koet ke yit-ke chû.
political-geographic-object;['missouri', 'me̍t-sû-lî'];Missouri he Mî-koet ke yit-ke chû.
political-geographic-object;['michigan', 'me̍t-hiet-kîn'];Michigan he Mî-koet ke yit-ke chû.
political-geographic-object;['nebraska', 'nui-pu-lâ-sṳ̂-kâ'];Nebraska he Mî-koet ke yit-ke chû.
political-geographic-object;['pí-li-sṳ̀', '比利時', '比利时', 'phi-li-si'];Liá-piên "Pí-li-sṳ̀" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"比利時" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['eswatini', 'swaziland', '史瓦帝尼', 'sṳ̂-vî-sṳ-làn'];Eswatini, ngièn-miàng Swaziland, he Fî-chû nàm-phu ke nui-liu̍k koet-kâ tsṳ̂-yit.
political-geographic-object;['tonga', 'tûng-kâ'];Tonga Vòng-koet he nàm Thai-phìn-yòng tó-koet, sṳ̂-hàng kiûn-chú chi-thu, ngìn-khiéu 104,000, mien-chit 699 km2.
political-geographic-object;['pakistan', 'pâ-kî-sṳ̂-thán', 'pâ-kî-sṳ̂-than'];Pakistan he Â-chû yit-ke koet-kâ.
political-geographic-object;['bangladesh', 'men-kâ-lâ-koet', 'men-kâ-là', 'men-kâ-là koet'];Bangladesh he Â-chû yit-ke koet-kâ.
political-geographic-object;['afghanistan', 'â-fu-hon', '阿富汗'];Afghanistan he Â-chû yit-ke koet-kâ.
political-geographic-object;['vung-pu-lî-â', 'umbria'];Umbria, vi-yî Yi-thai-li chûng-sîm, Sú-fú Perugia.
political-geographic-object;['â-pu-lû-tsó', 'abruzzo', 'â-pu-lû-chhè'];Abruzzo vi-yî Yi-thai-li chûng-phu, pet lâu Marche kâu chiap, Lazio vi-yî khì sî-nàm, sî-nàm-phu he Molise Thai-khî, tûng piên chet he Adriatic-hói.
political-geographic-object;['o-thi-li'];O-thi-li he Êu-chû yit-ke koet-kâ.
political-geographic-object;['liàu-koet', 'laos', 'liâu-koet'];Laos he Â-chû yit-ke koet-kâ.
political-geographic-object;['mién-thien', 'mén-thien'];Mién-thien he Â-chû yit-ke koet-kâ.
political-geographic-object;['kán-pu-chhài', 'kampuchea', 'kham-phú-soi', 'kán-pu-tshài'];Kampuchea he Â-chû yit-ke koet-kâ.
political-geographic-object;['au-chû', 'au-thai-li-â'];Liá-piên "Au-chû" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"澳大利亞" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['connecticut', 'không-nái-tí-khiet-chû', 'không-nái-tí-khiet'];Connecticut he Mî-koet ke yit-ke chû.
political-geographic-object;['si-chhôn', 'si-chhôn-sén', 'si-tshon', 'si-tshôn', 'si-tshôn-sén'];Liá-piên "Si-chhôn-sén" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"四川省" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['hanover', 'hannover', 'hon-nok-ngá', 'hon-nok-vî'];Hanover he Tet-koet chûng-phu ke yit-chak sàng-sṳ.
political-geographic-object;['bordeaux'];Bordeaux he vi-yî Fap-koet sî-nàm ke yit-ke kóng-khiéu sàng-sṳ, yúng-yû ngìn-khiéu 925,253-ngìn, he Fap-koet vi kî Pâ-lì, Lyon, Marseille chṳ̂-heu ke thi-si thai sàng-sṳ.
political-geographic-object;['ôn-thi̍t-ví-phú', 'antwerp'];Ôn-thi̍t-ví-phú he Pí-li-sṳ̀ chui chhùng-yeu ke sông-ngia̍p chûng-sîm, kóng-khiéu sàng-sṳ lâu Fap-làn-tet-sṳ̂ ke Sú-fú.
political-geographic-object;['澳門', 'àu-mûn', '澳门'];這邊 "澳門" 个頁面係漢字，有白話字連結 "Àu-mûn" 个頁面在這項點出。
political-geographic-object;['bhutan', 'put-tan'];Bhutan Vòng-koet, kién-chhṳ̂n Bhutan, he vi-yî Chûng-koet fò Yin-thu chṳ̂-kiên Himalaya Sân-mak tûng-thon nàm po ke yit-ke Nàm-Â nui-liu̍k koet.
political-geographic-object;['kâm-sok', 'kâm-suk', 'gansu', 'kâm-sok-sén', 'kâm-suk-sén'];Liá-piên "Kâm-sok" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"甘肅省" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['british columbia', 'british columbia-sén', 'put-lie̍t-tiên kô-lùn-pí-â-sén'];British Columbia he Kâ-nâ-thai ke Yit-kip Hàng-chṳn-khî, vi-yî kâi-koet chui sî-phu, sî-mien kho Thai-phìn-yòng, sú-fú vi-yî Vûn-kô-fà-tó ke Vì-tô-li-â, kâi-sén chui-thai sàng-sṳ he Vûn-kô-fà.
political-geographic-object;['yùn-nàm', '云南', '雲南', 'yunnán', 'yùn-nàm-sén'];Liá-piên "Yùn-nàm" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"雲南省" ke ya̍p-mien chhai liá-hong tiám-chhut.
political-geographic-object;['thok-sṳ̂-khà-na̍p', 'toscana'];Toscana, he Yi-thai-li yit-ke Thai-khî, Lazio vi-yî khì nàm, Umbria vi-yî khì tûng, Emilia-Romagna lâu Liguria chhai khì pet, sî phîn Tyrrhenian-hói.
political-geographic-object;['friuli-venezia giulia', 'fut-liù-li vî-nì-sṳ̂ chû-li-â', 'fut-liù-li - vî-nì-sṳ̂-chû-li-â thai-khî', 'fut-liù-li - vî-nì-sṳ̂ chû-li-â'];Friuli-Venezia Giulia, mien-chit 7856km², ngìn-khiéu 118 van, he Yi-thai-li tûng-pet-phu ke yit-ke Chhṳ-chhṳ-khî, phî-lìn Veneto chṳn khî, O-thi-li, Slovenia fò Adriatic-hói.
political-geographic-object;['phú-li-â', 'puglia'];Puglia he Yi-thai-li nàm-phu ke yit-ke Thai-khî, tûng lìn Adriatic-hói, tûng-nàm-mien-lìm Ionia-hói, nàm-mien chet lìn khiûn Otranto Hói-hia̍p khi̍p Taranto Vân.
political-geographic-object;['sabah', 'sâ-pâ'];Sabah he Mâ-lòi-sî-â mien-chit thi-ngi thai ke chû, vi-yî Tûng-Mâ Borneo ke pet-phu, yî-chhièn pûn-ngìn chhṳ̂n-cho Pet Borneo, chhai 1881-ngièn khôi-sṳ́ pûn Yîn-koet thúng-chhṳ, chṳ-to 1963-ngièn kiú-ngie̍t sṳ̍p-liuk-ngit lâu Sarawak thùng-sṳ̀ thot-lì Yîn-koet thúng-chhṳ kiet-ha̍p Mâ-lòi-â khi̍p Sîn-kâ-phô chû-sṳ̀n Mâ-lòi-sî-â Lièn-pâng.
political-geographic-object;['sarawak', 'sâ-là-ye̍t-chû', 'sâ-lâu-ye̍t'];Sarawak he Mâ-lòi-sî-â mien-chit chui-thai ke chû.
political-geographic-object;['lombardia', 'lùn-pâ-thi'];Lombardia he yit-ke vi-yî Alpes sân lâu Po Hò ke yit-ke Yi-thai-li pet-phu Thai-khî.
political-geographic-object;['emilia-romagna', 'ngie-mí-li-â lò-mâ-nyap', 'ngie-mí-li-â - lò-mâ-nyap'];Emilia-Romagna he vi-yî Yi-thai-li pet-phu ke Thai-khî, yù Li̍t-sṳ́ sông ke lióng-ke Thai-khî Emilia fò Romagna chû-sṳ̀n.
political-geographic-object;['trentino-alto adige', 'thi̍t-lùn-tì-nok song-â-thit-khiet', 'thi̍t-lùn-tì-nok - song-â-thit-khiet', 'thi̍t-lùn-tì-nok - sông-â-thit-khiet'];Trentino-Alto Adige he Yi-thai-li pet-phu ke yit-ke Chhṳ-chhṳ-khî.
political-geographic-object;['vî-nì-thok', 'veneto'];Veneto, he Yi-thai-li tûng-pet-phu ke yit-ke chṳn khî, khì piên-kie lâu Lombardia, Trentino-Alto Adige, O-thi-li lâu Emilia-Romagna chiap-yòng, chhai Alpes sân fò Adriatic-hói chṳ̂-kiên.
political-geographic-object;['catalonia', 'catalunya', 'catalonia chhṳ-chhṳ-khî', 'kâ-thai-lò-nì-â', 'kâ-thai-lò-nì-â chhṳ-chhṳ-khî'];Catalunya vi-yî Iberia Pan-tó tûng-pet-phu, he Sî-pân-ngà ke chhṳ-chhṳ-khî chṳ̂-yit, hâ-hot Barcelona-sén, Lleida-sén, Girona-sén lâu Tarragona-sén tén si-sén, sú-fú Barcelona.
political-geographic-object;['pâ-sṳ̂-li-khà-thap', 'basilicata'];Basilicata yi̍t chhṳ̂n Lucania, he Yi-thai-li nàm-phu ke yit-ke Thai-khî, tûng, sî fûn-phe̍t lâu Campania, Puglia siông-lìn, nàm-piên he Calabria, yû séu thon hói-ngan sien lièn-chiap Tyrrhenian-hói, nang yit-thon chet chhai tûng-nàm-fông — Taranto Vân — lâu Ionia-hói siông-lièn.
political-geographic-object;['mo̍k-li-set', 'molise'];Molise he Yi-thai-li chûng-phu ke yit-ke Thai-khî, he Yi-thai-li thi-ngi séu ke Thai-khî.
political-geographic-object;['turkmenistan', 'thú-khû-man-sṳ̂-thán', 'thú-khù-màn', 'thú-khù-màn-sṳ̂-thán'];Turkmenistan he yit-ke Chûng-Â koet-kâ, yî-chhièn su̍k-yî Sû-lièn ke kâ-mèn khiung-fò-koet chṳ̂-yit, Sû-lièn sṳ̀-khì ke miàng-chhṳ̂n he Turkmen Sû-vì-âi Sa-fi-chú-ngi Khiung-fò-koet, 1991-ngièn chhiùng Sû-lièn thu̍k-li̍p.
political-geographic-object;['gruzia', 'kak-lû-kit-â'];Gruzia he Â-chû yit-ke koet-kâ.
