abstract-region;['product', 'wiskundige product'];Wiskunde
physical-object;['aswandam', 'assuan dam', 'aswan-stuwdam', 'aswan high dam', 'hoge dam'];Zwaartekrachtdam in Aswan, Egypte
physical-object;['album', 'plaat', 'muziekalbum', 'studioalbum', 'rockalbum', 'studioalbums', 'albums', 'debuut album', 'muziek-albums', 'record album', 'studio-album', 'studio-albums'];Muziekalbum opgenomen in een studio
physical-object;['album', 'plaat', 'muziekalbum', 'studioalbum', 'rockalbum', 'studioalbums', 'albums', 'debuut album', 'muziek-albums', 'record album', 'studio-album', 'studio-albums'];Geluidsdrager met muzikaal werk erop
physical-object;['tweedehands', 'tweedehands goed', 'tweedehandsgoederen', 'gebruikt goed', 'tweedehands artikel'];goed dat wordt gekocht door, of anderszins wordt overgedragen aan, een tweede of latere eindgebruiker
physical-object;['dashboard', 'instrumentenpaneel', 'instumentenpaneel', 'voorkant'];Instrumentenpaneel
physical-object;['filmrol', 'smalfilm', 'cinefilm', 'film film', 'filmband', 'filmmateriaal', 'motion-picture film'];medium voor opnemen van film
physical-object;['mantelet', 'manteltje', 'mantlet'];verplaatsbaar schilt in middeleeuwse oorlogen
physical-object;['elektriseermachine', 'elektriseermachine van wimshurst', 'van de graaffgenerator', 'vandegraaffgenerator', 'elektrostatische generator', 'electriseermachine', 'van-de-graaffgenerator', 'van de graaff-generator', 'van de graaff generator', 'wimshurstmachine', 'elektrostatische machine', 'graaff-generator', 'wimshurst machine', 'invloed machine'];Apparaat dat statische elektriciteit opwekt
physical-object;['munitie', 'ammunitie', 'lading', 'munitieopslag'];Algemene term voor een breed scala aan wapens, zoals bommen, raketten, mijnen en projectielen
physical-object;['cantilever', 'uitkragende ligger', 'cantilever vleugel', 'console', 'uitkragingen'];Balk
physical-object;['diaprojector'];toestel waarmee dia's worden geprojecteerd
physical-object;['schoorsteenmantel', 'schouw', 'schouwmantel', 'schoorsteen', 'smuiger', 'plank boven open haard'];Haard
physical-object;['oscilloscoop', 'kathodestraaloscillograaf', 'oscilloscope', 'cro', 'kathodestraalbuizen oscilloscoop', 'oscilloscopen'];Meetinstrument uit de elektrotechniek
physical-object;['handwagen', 'kar', 'skelter', 'trapauto', 'ossenwagen', 'handkar', 'karren', 'paard en wagen'];Voertuig met twee wielen
physical-object;['filter'];Object om te filteren
physical-object;['pallium'];Onderdeel van de liturgische kledij in de Rooms-katholieke en de Anglicaanse Kerk
physical-object;['bolhoed', 'derby', 'dophoed', 'dop', 'garibaldi', 'garibaldihoed', 'pothoed', 'derby hat', 'derby hoed', 'plug hat'];Brits hoofddeksel
physical-object;['ark van het verbond', 'verbondsark', 'ark des verbonds', 'heilige ark', 'ark', 'aron kodesh', 'thora ark'];Draagbare kist, waarin de twee stenen platen met de tien geboden bewaard werden
physical-object;['smoking', 'tux', 'black tie', 'smokings'];Feestelijk avondkostuum voor mannen
physical-object;['vuurpijl', 'pijl', 'raket', 'omhoogschieten'];populair vuurwerk
physical-object;['antenne', 'antennes', 'zendantenne'];Een speciale omvormer die een radiofrequent veld omzet in een wisselstroom of omgekeerd
physical-object;['aankomsthal', 'terminal', 'vertrekhal', 'luchthaventerminal', 'passagiersterminal', 'air terminal', 'terminal van de luchthaven'];Vliegveld
physical-object;['busstation', 'stadsbusstation', 'bus depot', 'bus terminal'];Station die door meerdere buslijnen bediend wordt
physical-object;['beiaard', 'beierman', 'carillon', 'beiaardier', 'beiaardierster', 'stadsbeiaardier'];Met een klavier bespeelbaar muziekinstrument
physical-object;['knoop', 'knop', 'knoppen'];Kleding
physical-object;['brander', 'brand-schip', 'brand schip', 'branders', 'fireship', 'vuur schepen', 'vuur schip'];Schip
physical-object;['ballon', 'speelgoedballon', 'ballon als speelgoed', 'feestballon', 'heliumballon', 'rubberballon'];Gas
physical-object;['cabriolet', 'cabrio'];Tweewielig open rijtuig met neerklapbare kap, één zitbank voor twee personen afgeschermd met voorschild, te mennen vanaf de zitplaatsen, aan de achterzijde kenmerkende doorlopende C-veren en palfreniersplaats, hoofdzakelijk bestemd als sportrijtuig.
physical-object;['sneeuwbal', 'inzepen', 'sneeuwbalgevecht', 'sneeuwballen'];Sneeuw
physical-object;['lijkwade', 'doodskleed', 'lijkwa', 'baarkleed', 'doodshemd', 'lijkkleed', 'rouwkleed', 'wade', 'pelder', 'doodlaken', 'lijkwaden', 'liquidatie sheet', 'pall', 'wikkeling-kleding'];laken dat over de gestorvene wordt gelegd
physical-object;['akoestische gitaar', 'acoustische gitaar'];Type gitaar
physical-object;['orgel', 'pijporgel', 'orgaan', 'kerkorgel', 'het orgel', 'concertorgel', 'huisorgel', 'pijporgels'];Muziekinstrument
physical-object;['orgel', 'pijporgel', 'orgaan', 'kerkorgel', 'het orgel', 'concertorgel', 'huisorgel', 'pijporgels'];Muziekinstrument
physical-object;['pince-nez', 'knijpbril', 'lorgnet', 'neusknijper'];Bril zonder oortjes
physical-object;['bretel', 'jarretel', 'ophouder', 'beugel', 'jarretelle', 'kousophouder', 'sokophouder', 'bretels', 'hulpzeel'];schouderbanden gedragen om broek op te houden
physical-object;['adobe', 'steenklei', 'adobe-(bouw)stenen', 'adobe baksteen'];Materiaal
physical-object;['zweefvliegtuig', 'glider', 'zweeftoestel', 'zweven', 'zweefvliegtuigen'];Vliegtuig dat zonder motor werkt
physical-object;['pergola', 'prieel', "pergola's"];Tuin
physical-object;['klokkentoren', 'klokketoren', 'kloktoren', 'klokkentorens'];toren met een of meer klokken
physical-object;['lunet', 'lunette'];Klein vestingwerk
physical-object;['hermitage', 'kluis', 'kluizenarij', 'ermitage', 'kluizenaarshut', 'kluizenaarswoning', 'recluus'];eenzame plaats bewoond door een kluizenaar of door meerdere die gescheiden van de wereld leven. soms is er een hermitage of kapel die een bedevaartsoord kan zijn
physical-object;['hermitage', 'kluis', 'kluizenarij', 'ermitage', 'kluizenaarshut', 'kluizenaarswoning', 'recluus'];soort religieus gebouw, plaats van aanbidding, klein als een kapel, meestal onbewoond
physical-object;['koor', 'priesterkoor', 'sanctuarium', 'hoogkoor', 'katern', 'koorbanken', 'koorgestoelte'];Deel van een kerk
physical-object;['auditorium', 'gehoorzaal', 'zaal', 'aula', 'auditoria', 'koninklijke loge'];een ruimte met rijen stoelen en vaak een podium dat wordt gebruikt voor evenementen of vergaderingen
physical-object;['schip', 'middenbeuk', 'kerkschip', 'naaf', 'hoofdbeuk', 'middenschip', 'beuk', 'beuken'];Bouwkunst
physical-object;['dierentuin', 'zoo', 'dierenpark', 'diergaarde', 'park met dieren', 'zoologische tuin', 'zoölogische tuin', 'dierentuinen', 'menagerie'];Publieke tuinen waarin een verzameling (vreemde) dieren wordt onderhouden.
physical-object;['mount vernon'];Huis
physical-object;['putter', 'putten', 'putting ijzer'];Golf
physical-object;['gildehuis', 'ambachtsgebouw', 'hanzehuis', 'gildenhuis'];Een gildehuis is een gebouw waar beroepsverenigingen uit het ancien régime, zoals ambachten en gilden, hun bijeenkomsten hielden
physical-object;['kolf', 'gunstock', 'buttstock', 'voorraad', 'vouwen voorraad'];Vuurwapen
physical-object;['viool', 'vedel', 'fiddle', 'fiedel', 'elektrische viool', 'violen', 'fiddlers', 'prutsen'];Snaarinstrument
physical-object;['stabilo', 'staartvlak', 'horizontale staartvlak', 'horizontaal staartvlak', 'stabilisator', 'horizontale stabilisator'];horizontale draagvlak van een vliegtuig
physical-object;['manoir', 'havezate', 'herenhuis'];Huis waar de heer van het landgoed woonde
physical-object;['voetbal', 'voetbalbal'];Voorwerp gebruikt bij diverse sporten
physical-object;['tab', 'tabulator', '^i', 'horizontal tab', 'ht', 't', 'tab--toets', 'tab-karakter', 'tab-key', 'tabulatie', 'tabulatie-karakter', 'tab-toets'];Toets op een toetsenbord voor tabulatie
physical-object;['rotor', 'helikopter rotor', 'hoofdrotor'];Helikopter
physical-object;['sloep'];Soort boot
physical-object;['kelder', 'kelders'];Ondergrondse kamer van een gebouw
physical-object;['tuba', 'sousafoon', 'blaas-bas', 'tubaist', 'tubaïst', 'bashoorn', 'bastuba', 'slang'];Instrument
physical-object;['tuba', 'sousafoon', 'blaas-bas', 'tubaist', 'tubaïst', 'bashoorn', 'bastuba', 'slang'];Muziekinstrument
physical-object;['moederbord', 'moederkaart', 'mainboard', 'moederboard', 'moederboord', 'motherboard', 'systeembord', 'cpu-kaart', 'moederborden', 'pc moederbord', 'printplaat'];Printplaat met elektronica voor een computer
physical-object;['greenwich theatre'];Theater in het Verenigd Koninkrijk
physical-object;['donjon', 'don jon', 'bergvrede', 'slottoren', 'versterkte woontoren', 'schanstoren', 'hoofdtoren', 'mastio', 'te houden'];Middeleeuwse versterkte woontoren, onderdeel van een kasteel
physical-object;['blackface', 'zwart gezicht'];Amerikaans theatergenre om een Afro-Amerikaan voor te stellen
physical-object;['ontstekingssysteem', 'ontsteking', 'ontstekingsmechanisme', 'elektronische ontsteking'];Deel van een verbrandingsmotor
physical-object;['durbar'];formele bijeenkomst van het hof van een monarch in Zuid Azië
physical-object;['bariton', 'baritontuba', 'tenorsaxhoorn', 'euphonium en bariton', 'bariton hoorn'];Instrument
physical-object;['mayflower'];Schip
physical-object;['gnomon'];Zonnewijzer
physical-object;['schacht'];Deel van zuil
physical-object;['operagebouw', 'opera', 'operahuis', 'operazaal', 'operahuizen'];Wikimedia-lijst
physical-object;['operagebouw', 'opera', 'operahuis', 'operazaal', 'operahuizen'];gebouw waarin opera's worden opgevoerd
physical-object;['servet'];Tafelgerei
physical-object;['teleprompter', 'autocue'];Aflees apparatuur vaak gebruikt in het journaal
physical-object;['gelijkrichter', 'dubbelfasige gelijkrichting', 'enkelfasige gelijkrichting', 'siliciumgelijkrichter', 'gelijkrichters'];Component voor het omzetten van wisselspanning naar gelijkspanning
physical-object;['fax', 'telefax', 'telefacsimile', 'faxapparaat'];Communicatiemiddel
physical-object;['kniebroek', 'knickerbocker', 'pofbroek', 'drollenvanger', 'kuitbroek', 'plusfour', 'culotte', 'knickerbockers', 'knie broek', 'korte broek', 'rijbroek'];Broek tot aan de knie
physical-object;['windzak', 'air-sleeve', 'lucht sok', 'wind kegel', 'wind mouw', 'wind sok'];meteorologisch instrument
physical-object;['crescent city connection', 'greater new orleans brug'];Cantileverbrug in de Verenigde Staten
physical-object;['bundesstraße 52', 'bundesstrasse 52'];Bondsweg in Duitsland
physical-object;['posthoorn', 'posthorn'];Instrument
physical-object;['evenwichtsbalk', 'balk'];Turntoestel
physical-object;['schoener', 'schoeners', 'topzeilschoener'];Type zeilschip
physical-object;['bagage', 'passagiersgoed'];Goederen die een persoon bij zich draagt op reis
physical-object;['dissel', 'disselbijl', 'disselen', 'bijlen', 'houwen'];Houtbewerking
physical-object;['centrifuge', 'separator', 'afscheider', 'droogzwierder', 'scheider', 'centrifuges', 'centrifugatie', 'centrifugeren'];Inrichting voor het roteren van containers om een vaste as en het scheiden van materialen in deze containers door massatraagheid
physical-object;['cartouche', 'huls', 'patroonhuls', 'ornament'];Egypte
physical-object;['waterpoort', 'afsluiter', 'schutdeur', 'sluisdeur', 'grote waterpoort', 'kleine waterpoort', 'schuifafsluiter', 'sluicegate', 'sluisklep'];Doorgang
physical-object;['koning', 'koningsvelden'];Een schaakstuk
physical-object;['bakkerij', 'bake-off', 'bakkerijen', 'bakkerswinkel', 'pistrinum', 'warme bakker', 'bakeshop', 'bakhuis', 'bakker'];Gebouwen of gedeelten van gebouwen waar brood en andere gebakken producten worden bereid, het kan een ruimte voor de verkoop van gebakken producten omvatten
physical-object;['gieterij', 'metaalfabriek', 'metaalgieterij', 'metaalbewerking', 'gieterijen', 'metaalindustrie', 'metalworks'];fabriek die metalen gietstukken produceert
physical-object;['septische put', 'septic tank', 'beerput', 'kiepelton', 'individuele behandelingsinstallatie afvalwater', 'septictank', 'septische tank', 'septische systeem'];Eenvoudig waterzuiveringssysteem
physical-object;['treinstation', 'station', 'spoorwegstation', 'stationsgebouw', 'spoorstation', 'treinstations', 'ns-station', 'treindepot', 'een station', 'eindstation', 'halt', 'passagier station', 'spoorlijn halt', 'spoorterminal', 'spoorweg depot', 'spoorweg terminal', 'spoorwegen stop', 'stations'];Stopplaats voor treinen
physical-object;['botanische tuin', 'arboretum', 'hortus botanicus', 'hortus', 'plantentuin', 'heempark', 'heemtuin', 'arbarium', 'arboreta', 'bomentuin', 'pinetum', 'botanische tuinen'];Systematisch ingerichte tuin met educatief doel
physical-object;['kluis', 'brandkast', 'safe', 'brandkastkraker', 'veilig'];Afsluitbare kast, voor het opbergen van waardevolle spullen
physical-object;['rasp', 'kaasrasp', 'keukenrasp'];Werktuig om mee te raspen
physical-object;['kandelaar', 'helper', 'kandelaars'];Kaarshouder voor 1 enkele kaars
physical-object;['tandem', 'tandem fiets', 'fiets-built-voor-twee'];Fiets
physical-region;['maxwell', 'mx'];Eenheid
physical-region;['meander'];Muziekalbum van Carbon Leaf
physical-region;['helix', 'schroeflijn', 'helices', 'spiraalvormige'];Wiskunde
physical-region;['spiraal', 'curve', 'vortex'];Wiskunde
physical-region;['schemering', 'avondschemering', 'schemer', 'schemerlicht', 'avondval', 'deemstering', 'nachtval', 'tweelicht', 'valavond', 'astronomische schemering', 'crepuscle', 'crepuscule', 'evenfall', 'gloam', 'nautische schemering', 'vallen van de avond'];Tijd tussen middag en avond, bij zonsondergang
physical-region;['weber', 'wb'];Eenheid
physical-region;['regenboog', 'gamma', 'prisma', 'regenboogkleur', 'dubbele regenboog', 'regenbogen'];Optica
physical-region;['schaduw', 'lommer', 'afschaduwing', 'schaduwbeeld', 'schim', 'slagschaduw', 'eigen schaduw', 'gebroken schaduw', 'halfschaduw', 'kernschaduw', 'schaduwen'];De onbelichte zijde van een voorwerp. Of het onbelichte vlak dat een belicht voorwerp op een muur of bodem werpt.
plan;['tackle', 'uitrustingen voor verlies'];Beweging
plan;['plan', 'bedoeling', 'bestek', 'idee', 'ontwerp', 'voornemen', 'programma', 'plannen', 'programma management', 'programma manager'];Algemeen
plan;['strategie', 'plan', 'schema', 'wiskunde', 'regeling', 'strategieën', 'strategische'];Plan om een doel te bereiken onder onzekere omstandigheden
political-geographic-object;['roemenië', 'roemenie', 'ro', 'rou', 'roemeense', 'românia'];Land in Europa
political-geographic-object;['croatia airlines', 'ou'];Luchtvaartmaatschappij uit Kroatië
political-geographic-object;['joegoslavië', 'ex-joegoslavie', 'ex-joegoslavië', 'federatieve republiek joegoslavie', 'federatieve republiek joegoslavië', 'federatieve republiek van joegoslavie', 'federatieve republiek van joegoslavië', 'joegoeslavie', 'joegoeslavië', 'joegoslavie', 'voormalig joegoslavie', 'voormalig joegoslavië', 'yougoslavie', 'yougoslavië', 'joego-slavie', 'joego-slavië', 'klein-joegoslavië'];Historisch land
political-geographic-object;['greenwich'];Londen
political-geographic-object;['mwami, zimbabwe'];Stad in Zimbabwe
political-geographic-object;['tin pan alley', 'platenbranche', 'platenindustrie'];Muziek
political-geographic-object;['firenze', 'florence', 'florentië', 'florentie', 'florentijns', 'geschiedenis van florence'];Italiaanse gemeente in Toscane
political-geographic-object;['kyoto', 'kioto', 'heian', 'heiankyo', 'miako', 'miaco'];Hoofdstad van de Japanse prefectuur Kioto
political-geographic-object;['kaunas', 'kovno', 'kaoenas', 'kovna'];Gemeente in Litouwen
political-geographic-object;['lyon', 'geschiedenis van lyon', 'lijon'];Stad in het Franse departement Rhône
political-geographic-object;['nanjing', 'nankijn', 'nanking', 'jinling'];Hoofdstad van de Chinese provincie Jiangsu
political-geographic-object;['cambridge'];Wisconsin
political-geographic-object;['bandung', 'bandoeng'];Hoofdstad van West-Java
political-geographic-object;['worcester'];Achternaam
political-geographic-object;['tsjernobyl', 'tchernobyl', 'chernobyl', 'tjernobil', 'tjernobyl', 'tsjenobyl', 'tsjernobiel', 'tsjernobil', 'tsjornobyl'];Stad in Oekraïne
political-geographic-object;['delhi', 'old delhi', 'shahjahanbad'];Unieterritorium van India
political-geographic-object;['delhi', 'old delhi', 'shahjahanbad'];Stad in India
political-geographic-object;['thessaloniki', 'salonica', 'salonika'];Stad
political-geographic-object;['brugge', 'voetbal in brugge', 'stad van bruggen'];Gemeente en stad in West-Vlaanderen, België
political-geographic-object;['hargeisa', 'hargeysa'];Stad in Somaliland
political-geographic-object;['edirne', 'adrianopel', 'hadrianopolis', 'odrin', 'adrianopolis'];Stad
political-geographic-object;['sebastopol', 'sevastopol', "sevastopol'", 'theoderichshafen'];Stad in Oekraïne
political-geographic-object;['fresmo', 'fresno'];Gemeente in Colombia
political-geographic-object;['leipzig', 'geschiedenis van leipzig', 'leipziger messe'];Gemeente in de Duitse deelstaat Saksen
political-geographic-object;['busan', 'pusan', 'fusan'];Stad in Zuid-Korea
political-geographic-object;['lund'];Stad in de Zweedse provincie Skåne län
political-geographic-object;['los angeles', 'l.a.', 'the city of angels', 'los angeles, californie', 'los angeles, californië', 'stad van de engelen'];Grootste stad in de Amerikaanse staat Californië
