abstract-region;['ຕຳລາຂັ້ນສອງ'];ຕຳລາຂັ້ນສອງ ແມ່ນ ຕຳລາພະຫຸພົດ ທີ່ມີຮູບຮ່າbhgnnhbb f = a x 2 + b x + c {\displaystyle f=ax^{2}+bx+c\,\!}, where a ≠ 0 {\displaystyle a\neq 0\,\!}.
physical-object;['ຕູ້ໄປສະນີ'];ຕູ້ໄປສະນີ (ຄຳເຄົ້າ: ຕູ້ໄປຣສນີຍ໌, ອັງກິດ: post box ຫຼື mailbox, ຝະລັ່ງ: boîte aux lettres) ແມ່ນຕູ້ສຳລັບໃຫ້ປະຊາຊົນນຳຈົດໝາຍເຊິ່ງຕິດສະແຕັມຄ່າສົ່ງແລ້ວ ມາຢອດເຂົ້າໄປໃນຕູ້ ແລະຈະມີບຸລຸດໄປສະນີມາຮິບໂຮມຈົດໝາຍຕາມເວລາທີ່ກຳໜົດ ເພື່ອສົ່ງເຂົ້າລະບົບໄປສະນີຕໍ່ໄປ.
physical-object;['ໂຄງສ້າງພື້ນຖານ'];ໂຄງສ້າງພື້ນຖານ (ອັງກິດ: Infrastructure) ແມ່ນໂຄງສ້າງທາງກາຍະພາບແລະໂຄງສ້າງຫຼັກຂອງໜ່ວຍການສຳລັບໃຊ້ງານພາຍໃນຊຸມຊົນ ຫຼືໃຊ້ບໍລິການຕາມຄວາມຈຳເປັນເພື່ອຮູບແບບທາງເສດຖະສາດ
physical-object;['ລາດາ', 'radar'];ລາດາ (ຝະລັ່ງ: radar) ຫຼື ເລດາ (ອັງກິດ: radar) ແມ່ນລະບົບທີ່ໃຊ້ຄື່ນແມ່ເຫຼັກໄຟຟ້າເປັນເຄື່ອງມືໃນການລະບຸໄລຍະ (range) , ຄວາມສູງ (altitude) ລວມເຖິງທິດທາງຫຼືຄວາມໄວໃນການເຄື່ອນທີ່ຂອງວັດຖຸ.
physical-object;['ສະຖານີລົດໄຟ', 'ສະຖານີ'];ສະຖານີລົດໄຟ (ຄຳເຄົ້າ: ສຖານີຣົຖໄຟ, ອັງກິດ: train station, ຝະລັ່ງ: garre ferroviaire) ແມ່ນອາຄານຫຼືກຸ່ມອາຄານ ທີ່ໃຊ້ເປັນຈຸດຈອດ ແວພັກ ປ່ຽນຂະບວນ ສຳລັບການແລ່ນລົດໄຟ.
physical-object;['ອິນເຕີເນັດ', 'ອິນເຕີຣ໌ເນັຕ'];ອິນເຕີເນັດ ຫມາຍເຖິງ ເຄືອຂ່າຍຄອມພີວເຕີນານາຊາດ ທີ່ມີການເຊື່ອມຕໍ່ໄປຍັງສະຖາບັນ ຫຼື ຫນ່ວຍງານຕ່າງໆ ທົ່ວທຸກມຸມໂລກ ໂດຍໃຊ້ພາສາມາດຕະຖານທີ່ເອີ້ນວ່າ(TCP/IP)ໃນການເຊື່ອມຕໍ່ ເພື່ອອຳນວຍຄວາມສະດວກໃຫ້ແກ່ຜູ້ໃຊ້ທົ່ວໂລກ ໃນການຄົ້ນຫາຂໍ້ມູນ ແລະ ດາວໂຫຼດໂປຼແກຼມຕ່າງໆມາໃຊ້ໄດ້ ແລະ ບໍລິການອື່ນໆ ເຊັ່ນ:ຈົດຫມາຍອີເລັກໂຕຼນິກ ຫຼື ທີ່ເອີ້ນກັນທົ່ວໄປວ່າອີເມລ໌(e-mail),ສົນທະນາອອນໄລ ...
political-geographic-object;['ປະເທດລູມານີ', 'ລູເມເນຍ', 'romania', 'ປະເທດຣູມານີ'];ປະເທດລູມານີ ແມ່ນປະເທດນຶ່ງທີ່ຢູ່ໃນທະວີບເອີລົບ.
political-geographic-object;['ເອດີແນ'];ເອດີແນ, ເປນເນືລງ ປະເທດຕຸຣກີ
political-geographic-object;['ປະເທດເກົາຫຼີເໜືອ', 'ເກົາຫລີເໜືອ'];ປະເທດເກົາຫຼີເໜືອ ຫຼື ສາທາລະນະລັດປະຊາທິປະໄຕປະຊາຊົນເກົາຫຼີ ແມ່ນປະເທດໃນທະວີບອາຊີຕາເວັນອອກ ຕັ້ງຢູ່ທາງພາກເໜືອຂອງແຫຼມເກົາຫຼີ ມີຊາຍແດນຕິດກັບຈີນ ລັດເຊຍ ເກົາຫຼີໃຕ້ ທະເລຍີ່ປຸ່ນ ທະເລເຫຼືອງ
political-geographic-object;['ປະເທດນອກແວດ', 'ນໍເວ'];ນອກແວດ (ຝະລັ່ງ: Norvège) ຫຼື ນໍລະກະ (Norge) ມີຊື່ທາງການວ່າ ລາຊະອານາຈັກນອກແວດ (ຝະລັ່ງ: Royaume de Norvège) ແມ່ນປະເທດໃນເອີລົບເໜືອ.
political-geographic-object;['ປະເທດໂຮນລັງ', 'ເນເທີແລນ', 'netherlands'];ປະເທດໂຮນລັງ (ໂຮນລັງ: Nederlands, ຝະລັ່ງ: Les Pays-Bas ຫຼື Hollande) ແມ່ນປະເທດນຶ່ງທີ່ຢູ່ໃນທະວີບເອີລົບຕາເວັນຕົກຕອນເໜືອ.
political-geographic-object;['ປະເທດຍີ່ປຸ່ນ', 'ຍີ່ປຸ່ນ', 'ປະເທດຢີ່ປຸ່ນ', 'ຍີ່ປຸ່ນ'];ປະເທດຢີ່ປຸ່ນ ເປັນປະເທດທີ່ມີເກາະຍາວໃຫຍ່ເປັນແກນກາງແລະປະກອບໄປດ້ວຍເກາະນ້ອຍໃຫຍ່ທີຢູ່ອອ້ມຂ້າງ,ຕັ້ງຢູ່ໃນທະວີບອາຊີ.
political-geographic-object;['ປະເທດໂມນາໂກ', 'ໂມນາໂກ'];ປະເທດໂມນາໂກ ແມ່ນປະເທດນຶ່ງທີ່ຢູ່ໃນທະວີບເອີລົບ.
political-geographic-object;['ມາເລເຊຍ', 'ປະເທດມາເລເຊຍ', 'ມາເລເຊັຽ'];== ປະຫວັດສາດ == == ການເມືອງ == ໃນປັດຈຸບັນປະເທດມາເລເຊຍ ປະກອບ ໑໓ ລັດ ແລະ ປົກຄອງດ້ວຍລະບອບປະຊາທິປະໄຕແບບລັດຖະສະພາ ມີຮູບແບບໃນການປົກຄອງຄ້າຍຄືກັບປະເທດອັງກິດ ແລະ ສະຫະລັດອາຫຼັບເອັມມິເຣດ ປະມຸກແຫ່ງລັດມີຕຳແໜ່ງເປັນພະຣາຊາທິບໍດີ ປະເທດມາເລເຊຍ ເປັນປະເທດໃນພູມີພາກອາຊີຕາເວັນອອກສ່ຽງໃຕ້ ເຊິ່ງແບ່ງເປັນ ໒ ສ່ວນ ໂດຍມີທະເລຈີນໃຕ້ແບ່ງກັ້ນ ສ່ວນທຳອິດແມ່ນແຫຼມມາລາຢູ ມີຊາຍແດນທິດເໜືອຕິດກັບປະເທດໄທ ແລະ ທິດໃຕ້ຕິດກັບສິງກະໂປ ສ່ວນທີ ໒ ແມ່ນທາງເໜືອຂອງເກາະ ບໍນຽວ ມີຊາຍແດນທິດໃຕ້ຕິດກັບປະເທດອິນໂດເນເຊຍ ແລະ ມີຊາຍແດນລ້ອມຮອບປະເທດບຣູໄນ, ມາເລເຊຍເປັນສະມາຊິກກໍ່ຕັ້ງຂອງກຸ່ມປະເທດອາຊຽນ.
political-geographic-object;['ປະເທດອັງກິດ', 'ອັງກິດ', 'ເມືອງອັງກິດ'];ແມ່ແບບ:ລະວັງສັບສົນ ປະເທດອັງກິດ ຕັ້ງຢູ່ໃນເອີລົບເໜືອ.
political-geographic-object;['ປະເທດສະວິດ', 'ສະວິດເຊີແລນ', 'ປະເທດສະວິດເຊີແລນດ໌', 'ສະວິດ', 'ch', 'ປະເທດສະວິດເຊີແລນ'];ສະວິດເຊີແລນດ໌ ເປັນໜຶ່ງໃນບັນດາປະເທດທີ່ບໍ່ມີທາງອອກສູ່ທະເລ ໂດຍມີທີ່ຕັ້ງ ຢູ່ສູນກາງຂອງ ທະວີບເອີຣົບ.
political-geographic-object;['ສະຫະພາບໂຊວຽດ'];ສະຫະພາບສາທາລະນະລັດສັງຄົມນິຍົມໂຊວຽດ ຊື່ຫຍໍ້ ສະຫະພາບໂຊວຽດ ແມ່ນລັດທີ່ມີອຳນາດອະທິປະໄຕຂອງລັດຖະບານກາງໃນພາກເໜືອຂອງເອີຣົບເຊິ່ງມີມາແຕ່ປີ 1922 ເຖິງປີ 1991.
political-geographic-object;['ປະເທດລູກຊຳບວກ', 'ລຸກຊຳບົວ', 'ລຸກແຊມເບີກ', 'luxembourg', 'ປະເທດລຸກຊຳບວກ'];ປະເທດລູກຊຳບວກ ແມ່ນປະເທດນຶ່ງທີ່ຢູ່ໃນທະວີບເອີລົບ.
political-geographic-object;['ສະຫະລາຊະອານາຈັກ', 'ສະຫະຣາຊອານາຈັກ', 'ສະຫະລາຊະອານາຈັກເບຕາຍໃຫຍ່ແລະອຽກລັງເໜືອ', 'ສະຫະລາດຊະອານາຈັກ', 'uk', 'united kingdom'];ສະຫະຣາຊອານາຈັກ ຫຼືຊື່ເຕັມແມ່ນ ສະຫະຣາຊະອານາຈັກເບຕາຍໃຫຍ່ແລະອຽກລັງເໜືອ ເປັນລັດເອກະລາດຕັ້ງຢູ່ນອກຊາຍຝັ່ງຕາເວັນຕົກສຽງເໜືອຂອງເອີລົບພາກພື້ນທະວີບ.
political-geographic-object;['ປະເທດແອສະປາຍ', 'ສະເປນ', 'spain', 'ປະເທດສະແປນ', 'ປະເທດແອດສະປາຍ'];ແອສະປາຍ (ຝະລັ່ງ: Espagne. ແອສະປາໂຍນ: España) ຫຼືຊື່ທາງການແມ່ນ ລາຊະອານາຈັກແອສະປາຍ (ຝະລັ່ງ: Royaume d'Espagne. ແອສະປາໂຍນ: Reino de España) ແມ່ນປະເທດທາງຕາເວັນຕົກສຽງໃຕ້ຂອງທະວີບເອີລົບ ຕັ້ງຢູ່ເທິງຄາບສະໝຸດອີເບລີຮ່ວມກັບປອກຕຸຍການແລະອັງດອກ.
political-geographic-object;['ປະເທດບີເອໂລລຸດ', 'ເບນລາຮັສ', 'ເບລາລຸດ', 'ປະເທດບີເອໂລລູດ'];ປະເທດບີເອໂລລຸດ ແມ່ນປະເທດນຶ່ງທີ່ຢູ່ໃນທະວີບເອີລົບ.
political-geographic-object;['ປະເທດອາແຊກບາຍຊັງ', 'ອາເຊໄບຈານ', 'ອາແຊັກບາຍຊັນ', 'ອາເຊີໄບຈັນ'];ປະເທດອາແຊກບາຍຊັງ ແມ່ນປະເທດນຶ່ງທີ່ຢູ່ໃນທະວີບເອີລົບ.
political-geographic-object;['ມາລີ', 'ມາລິ', 'malí'];ມາລີ ແມນປະເທດທີ່ບໍ່ມີທາງອອກສູ່ທະເລໃນອາຟະລິກຕະເວນຕົກມີປະຊາກອນ18ລ້ານຄົນມີເມືອງຫຼວງຊື່ອບາມາໂກ
political-geographic-object;['ລັດມິຊິແກນ', 'michigan', 'ມິຊິແກນ'];ມິຊິແກນ ແມ່ນລັດຕັ້ງຢູ່ໃນ Great Lakes ແລະພາກຕາເວັນອອກກາງຂອງສະຫະລັດອາເມລິກາ.
political-geographic-object;['ປະເທດແບນຊິກ', 'ແບນຊິກ', 'ເບວຢຽມ', 'belgium'];ປະເທດແບນຊິກ ຫຼຶຊື່ທາງການວ່າ ລາຊະອານາຈັກແບນຊິກ ແມ່ນປະເທດນຶ່ງທີ່ຢູ່ໃນທະວີບເອີລົບຕາເວັນຕົກສຽງເໜືອ.
political-geographic-object;['ປະເທດປາກີສະຖານ', 'ປາກິດສະຖານ', 'ປາກິສຖານ'];ປາກີສະຖານ ຫຼືຊື່ທາງການຄື ສາທາລະນະລັດອິດສະລາມປາກິດສະຖານ ເປັນປະເທດທີ່ຕັ້ງຢູ່ໃນອາຊີໃຕ້ ມີພົມແດນຕິດກັບປະເທດອິນເດຍ ອີຫລ່ານ ອັຟການິສະຖານ ແລະຈີນ ແລະມີຊາຍຝັ່ງຕິດກັບທະເລອາຫຼັບ ມີປະຊາກອນກວ່າ 150 ລ້ານຄົນ ຫຼາຍເປັນອັນດັບ 6 ຂອງໂລກ ແລະເປັນປະເທດທີ່ນັບຖືສາສະໜາອິສະລາມໃຫຍ່ເປັນອັນດັບ 2 ແລະເປັນສະມາຊິກທີ່ສຳຄັນຂອງອົງການຄວາມຮ່ວມມືອິສະລາມ ແລະເປັນໜຶ່ງໃນບໍ່ກີ່ປະເທດທີ່ມີອາວຸດນິວເຄລຍໄວ້ໃນຄອບຄອງ
political-geographic-object;['ປະເທດບັງກະລາເທດ', 'ບັງກະລາເທດ'];ບັງກະລາເທດ (ບັງກະລາ: বাংলাদেশ) ຫຼືຊື່ທາງການຄື ສາທາລະນະລັດປະຊາຊົນບັງກະລາເທດ (ບັງກະລາ: গণপ্রজাতন্ত্রী বাংলাদেশ) ແມ່ນປະເທດໃນອາຊີໃຕ້ ເຊິ່ງຄອບຄອງເນື້ອທີ່ໃນສ່ວນຕາວັນຕົກຂອງພູມິພາກບັງການ.
political-geographic-object;['ປະເທດອັຟການິສະຖານ', 'ອັຟການິດສະຖານ', 'ອັບຟາການິດສະຖານ', 'ປະເທດອັບການິສະຖານ'];ອັຟການິສະຖານ ເປັນປະເທດໃນພູມິພາກອາຊີໃຕ້ ມີອານາເຂດທາງທິດຕາເວັນຕົກຈະລົດປະເທດອີຫລ່ານ ທາງທິດໃຕ້ແລະທິດຕາເວັນອອກຕິດປາກິດສະຖານ ທາງທິດເໜືອຕິດຕວກເມນິສະຖານ ອູຊະເບກີສະຖານ ແລະຕັກຊິກກິດສະຖານ ສ່ວນທາງທິດຕາເວັນອອກສຸດຕິດປະເທດຈີນ ອັຟການິສະຖານເປັນປະເທດທີ່ບໍ່ມີທາງອອກສູ່ທະເລ
political-geographic-object;['ປະເທດໂອຕະລິດ', 'ໂອຕຣິດ', 'ອົອດສະເຕຼຍ', 'austria', 'ປະເທດໂອຕຣິດ', 'ປະເທດໂອຕິດ'];ປະເທດໂອຕະລິດ ຫຼື ປະເທດເອີສະເຕີໄລ ຫຼືຊື່ທາງການແມ່ນ ສາທາລະນະລັດໂອຕະລິດ ແມ່ນປະເທດນຶ່ງທີ່ບໍ່ມີທາງອອກສູ່ທະເລ ຢູ່ໃນທະວີບເອີລົບກາງ.
political-geographic-object;['ປະເທດລາວ', 'ເມືອງລາວ', 'ລາວ', 'sathalanalat paxathipatai paxaxôn lao', 'ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ', "lao people's democratic republic", 'laos', 'ประเทศลาว', 'ປະເທດ ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ', 'ປະເທດສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ', 'ສປປ ລາວ', 'ສາທາລະນະລັດປະຂາທິປະໄຕປະຊາຊົນລາວ', 'ສາທາລະນະລັດປະຊາທິປະໄຕປະຊາຊົນລາວ'];ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ ຫຼື ສປປ ລາວ ຕັ້ງຢູ່ທິດຕາເວັນອອກສຽງໃຕ້ຂອງທະວີບອາຊີ, ຢູ່ໃຈກາງຂອງແຫຼມອິນດູຈີນລະຫວ່າງເສັ້ນຂະໜານທີ 14 — 23 ອົງສາເໜືອ ແລະ ເສັ້ນແວງທີ 100-108 ອົງສາ ສປປ ລາວມີເນື້ອທີ່ທັງໝົດ 236.800 ຕາລາງກິໂລແມັດ ເປັນປະເທດທີ່ບໍ່ມີຊາຍແດນຕິດກັບທະເລ, ຕັ້ງຢູ່ເຂດບົວໂມງທີ 7 ພາກເໜືອມີຊາຍແດນຕິດກັບ ສາທາລະນະລັດປະຊາຊົນຈີນ, ທິດໃຕ້ຕິດກັບລາຊະອານາຈັກກຳປູເຈຍ, ທິດຕາເວັນອອກຕິດກັບ ສາທາລະນະລັດສັງຄົມນິຍົມຫວຽດນາມ, ທິດຕາເວັນຕົກຕິດກັບລາຊະອານາຈັກໄທ, ແລະ ທິດຕາເວັນຕົກສຽງເໜືອຕິດກັບ ສາທາລະນະລັດແຫ່ງສະຫະພາບມຽນມາ, ສ.ປ.ປ.ລາວ ເປັນປະເທດດຽວໃນພາກພື້ນພາກພື້ນອາຊີຕາເວັນອອກສ່ຽງໃຕ້ ທີ່ບໍ່ມີຊາຍແດນຕິດກັບທະເລ.
