abstract-region;['taran'];Taran Xisaab ahaan waa natiijada Iskudhufasho laba walxoox.
political-geographic-object;['talyaaniga', 'talyaani', 'italy', 'taliyaani'];w:it:Italia Talyaaniga, ama Jamhuuriyadda talyaaniga waa dawlad ku taala qaarada yurub.
political-geographic-object;['jili', 'chili'];Chili ama Jamhuuriyadda Chili.
political-geographic-object;['paraguay', 'baraguay'];Baraguay ama jamhuuriyada Baraguay waa wadan kuyaalo Koonfur Ameerika oo wax bad ah laheen, waxoo u dhaxeeyaa wadamada Baraasiil,Boliifia iyo Arjantiina.
political-geographic-object;['botswana', 'botuswaana'];Botswana waa dal aan bad laheyn oo ku yaala Qaarada Afrika Qeybteeda Koofureed.
political-geographic-object;['musanbiig', 'musambiig', 'musaanbiiq', 'muzambiig'];Musaanbiig ama jamhuuriyadda musanbiig waa wadan oo ku yaalo koonfurta bari ee qaarada Afrika.
political-geographic-object;['indunisiya', 'indoneesiya', 'indonesia'];w:jp:indonesia Jamhuuriyada Indunisiya, waa dawlad kutaala koonfur bari asiya waana Dawladda ugu weyn Islaamka marka la eego xaga dadka ama tirada dadka.
political-geographic-object;['giriig', 'giriiga', 'greeg'];Giriig, af ka giriiga waa wadan ku yaala qaarada Yurub giriigu waxa uu ka koobanyahay in kabadan jasiirado waxa xuduudo dhanka koonfur kala leeyahay dhamaaan turkiga bulgaariya masadooniya iyo bada eeje dhanka barina Bada Dhexe wadanka girriigu waxa uu huwanyahay taariikh aad iyo aad u da weeyn giriigu masaafa ahaaan waxa lagu qiyaasaa ilaa
political-geographic-object;['yukrayn', 'ukrain'];Ukraine wadan nooc boqortooyo ah oo dhaca Bariga Qaarada Yurub, taasi oo xad kala wadaagta wadanka Ruushka dhinaca bariga iyo waqooyiga, haka wadanada Boland, Slovakia, Hungary, Romania, iyo Moldova xad kala leedahay dhinaca koonfur iyo waqooyi.
political-geographic-object;['meksiko', 'maksiko', 'mexico'];Meksiko ama Gobolada Midoobay ee Meksiko Af-Isbaanish Estados Unidos Mexicanos waa wadan ku yaalo, Woqooyiga Ameerika, waxoona xuduu la leeyahay, wadamada Mareykanka, Guatemala, iyo Belise, galbeedka neh waxaa kaga dhagan, Badweynta Baasifik, bariga neh, Gacanka Meksiko iyo badda karabiya.
political-geographic-object;['armania', 'armeeniya'];Armania waa wadan Dhul xiran oo ku yaalo, bariga Yurub iyo galbeedka Aasiya.
political-geographic-object;['ciraaq', 'iraq'];w:tr:Irak Ciraaq
political-geographic-object;['koonfur kuuriya', 'koonfur korea'];Koonfur Kuuriya ama Jamhuuriyadda Kuuriya waa wadan yar oo ku yaalo bariga Aasiya.
political-geographic-object;['gambia', 'gambiya'];Gambia ama jamhuuriyadda Gambia, afrika.
political-geographic-object;['gaana', 'ghana'];Taariikhda iyo meesha uu ka soo jeedo magaca Gaana.
political-geographic-object;['nayjeeriya', 'nigeria'];Nayjeerya waa wadan kuyaala galbeedka afrika caasimadiisuna waa Abuja laakin magaalada ugu weyn waa Lagos waa magaalo ganacsi oo qurux badan waxa uu xad la leeyahay wadamada ghana, Niger Karamaruun iyo wadan Jad Nayjeeriya, Afrika Nigeria
political-geographic-object;['xeebta foolmaroodi', 'ivory coast', "côte d'ivoire", "republic of côte d'ivoire جمهورية ساحل العاج"];Wadanka Xeebta Fool-maroodi waa dawlad ku taala Galbeedka Afrika taasi oo xad la wadaagta wadanka Gaana dhinaca koonfureed. xaga galbeedna waxa ay xuduud kala wadaagtaa dalalka Gini iyo Laybeeriya. waxaa xaga bari ka xiga wadanka Mali iyo Burkina Faso.
political-geographic-object;['nayjar', 'nayjer', 'niger'];Niger, oo sidoo kale loo yaqaano Niger ayaa [10] [11] [/] [11] waa waddan aan wali lahayn dhul galbeedka Afrika oo loo yaqaano River Niger.
political-geographic-object;['gabon', 'gaaboon'];Gabon waa wadan ku yaalo galbeedka Afrika, wadankaan waxoo xuduud la leeyahay wadamada Ikweetiga Guinea, Jamhuuriyadda Kongo iyo Kamiruun.
political-geographic-object;['jamhuuriyadda kongo', 'kongo', 'jamuuriyadda kongo'];Jamhuuriyadda Kongo waa wadan ku yaala qaarada Afrika.
political-geographic-object;['kameroon', 'kamiruun', 'kaameruun'];Kamiruun ama Jamhuuriyadda Kamiruun waa wadan ku yaalo Central Afrika.
political-geographic-object;['guinea-bissau', 'gini-bisaaw'];Guinea-Bissau waa wadan ku yaalo Galbeedka Afrika.
political-geographic-object;['sinigaal', 'senegaal', 'sénégal'];Sinigaal waa wadan kuyaala galbeedka qaarada Afrika si rasmiyana waxa loogu magacaabaa wadankani magaca waxa uu kahelay wabiga lagu magacaabo Sinigaal ee hareeraha kamara Sinigaal waxa ay xad kuleedahay [[Badwaynta Atlaantiga] waxa ay xuduudo la leedahay wadama Mauritania Gambiya iyo wadanka Guinea waxa kale oo ay xuduud la leedahay wadanka Mali wadankan waxa horay u gumaysan jiray wadanka Faransiiska Sinigaal waxay masaaxo ahaan ku fadhidaa dhul lagu qiyaasay 197,000 oo isku wareeg ah dadka kunooli waxa ay gaadhayaan 13.7 milyan oo qof Dakar waa caasimada Sinigaal waxa ay kutaalaa dhanka Galbeed ee wadanka waxa ay sadex boqol oo klm u jirtaa xeebaha Badweynta Atlaantik magaalada Dakar waxa ay noqotay caasimada Sinigaal sanadii 1960.kadib madaxbanaanida.
political-geographic-object;['faransiiska', 'faransa', 'faransiis', 'faransis', 'france'];Faransiiska sida dowliga ah loo yaqaano Jamhuuriyadda Faransiiska waa dalka mid ah dalalka kuyaala galbeedka qaarada Yurub.
political-geographic-object;['ikwadoor', 'ikuwadoor', 'equateur'];Equateur waa wadan ku yaalo Koonfur Ameerika dhinaca Badweynta Baasifik.
political-geographic-object;['ayrland', 'ireland'];Jamhuuriyada Ireland afka Iriska weaxa loogu dhawaqaa Waaqaybta uguwayn jasiirada Irland waxa ay kutaalaa koonfurta bari ee Badweynta Atlaantik ingiriiska iyo Irland waxa udhexeeya marin yar oo bad ah.
political-geographic-object;['madagaskar', 'madagascar', 'madagascar مدغشقر'];Madagaskar ama jamhuuriyadda madagaskar waa wadan Jasiirad ah, oo ku yaalo Badweynta Hindiya, dhinaca Koonfurbari ee xeebta Afrika.
political-geographic-object;['jasiirada maldiif', 'maaldiqeen'];Jasiirada Maldiif waa wadan jasiirad ah, oo ku taalo, Badweynta Hindiya.
political-geographic-object;['el salfador', 'el salvador', 'el salfadoor'];El Salvador waa wadan ku yaalo, Woqooyiga Ameerika ama.
political-geographic-object;['filibiin'];Filibiin waa wadan jasiirado ah oo ku yaalo bariga Aasiya.Wadankaan waxaa markiisa hore soo gumeestay wadanka spania waxoona xornimada ka helay 1898ii kadibneh wadanka Mareykanka, waxoona xornimadiisa ka helay 1946ii.Wadankaan waxaa degan dad gaaraayo ilaa 91,983,000 oo qof.
political-geographic-object;['seyshelles', 'sishelis', 'seychelles', 'siishilis'];Seychelles ama Jamhuuriyadda Seyshelles.
political-geographic-object;['iswiidhan', 'sweden', 'iswidhan', 'isweedhan', 'iswidhen', 'sverige'];w:sv:Sverige Iswiidhan, Boqortooyada Iswiidhan, waa dal ka mid ah Iskaandinafiyaaka dhacana Woqooyiyiga Yurub.
political-geographic-object;['magaalada kuwayt'];Magaalada Kuwayt waa caasimada wadanka Kuweyt, waxaa degen dad gaaraayo 637,411 oo qof sidoo kale waa magaalada ugu weyn dalka.
political-geographic-object;['magaalo madax'];Magaalo Madax waa fadhiga dowladaha wadanada aduunka.
political-geographic-object;['buerto riko', 'puerto rico'];Buerto Riko
political-geographic-object;['liechtenstein', 'lekhtanishtayn'];Liechtenstein waa wadan yar oo ku yaalo bartamaha qaarada Yurub gaar ahaan bariga Austriya iyo galbeedka Iswisarland.Magaalo madaxda waxa lagu magacaabaa fados.Luqada rasmiga oo looga hadlo neh waa Af-Jarmal
political-geographic-object;['andorra', 'andora'];Andorra waa wadan yar oo ku yaalo Koonfurta galbeed ee Yurub.
political-geographic-object;['galbeed australia'];Galbeed Australia waa gobol ka mid ah 7 gobol ee dalka Australia.
political-geographic-object;['koonfur dakota'];Template:U.S. state Template:Infobox U.S. state symbols Koonfurta Dakota waa dawlad Maraykan ah oo ku taal gobolka Midwest ee Mareykanka.
political-geographic-object;['niedersachsen'];Niedersachsen waa Gobol kamid ah Dawladda Federaalka Jarmalka, waana Gobolka Labaad ee ugu Dhulka Balaaran Jarmalka, iyo Gobolka 4aad ee ugu dadka badan, Magaalo Madaxda Gobolkan waa Hannover
political-geographic-object;['alaska', 'ak', 'gobol alaska'];Kani waa maqaal ku saabsan gobolka Alaska, Maraykanka.
political-geographic-object;['koonfur australia'];Koonfur Australia waa gobol ka mid ah 7 gobol ee dalka Australia.
political-geographic-object;['arkansas'];Kani waa maqaal ku saabsan gobolka Arkansas, Maraykanka.
political-geographic-object;['florida'];Florida waa gobol ka mid ah 50ka gobol ee dalka Mareykanka.
political-geographic-object;['arizona', 'az', 'gobol arizona'];Kani waa maqaal ku saabsan gobolka Arizona, Maraykanka.
political-geographic-object;['alabama'];Alabama Waa gobol kamida gobolda Maraykanka.waxa uu kuyaalaa dhanka koonfureed.dhanka waqooyi waxa kaxiga gobolka Tinisii.dhanka barigana waxa kaxiga Gobolka Joorjiya.
political-geographic-object;['hawaay'];Hawaay waa Gobolo jasiirado ka sameesan, oo ku yaalo dhaxbartanka Badweynta Baasifik.
political-geographic-object;['kalifornia', 'ca', 'kaliforniya'];Kalifornia ama California, waa gobol ka mid ah 50ka gobol ee Mareykanka.
political-geographic-object;['cumaan', 'oman'];Cumaan waa wadan ku yaalo koonfurta bari ee jasiirad dhuleedka Bariga Dhexe.Cumaan waxee xuduud la leedahay wadamada Sacuudi Carabiya, Imaaraadka Carabta iyo Yemen.Wadankaan waxaa xukumo dowlad suldaaneed, ninka suldaanka ah ayaa doorto wasiirada maamulo dalka, run ahaantii asiga ayaa haayo xukumada wadanka dhan, shacabka cumaan neh aad ayee ula jiraan ama ee garab istaagsanyihiin suldaanka xukumada 30ka sano haayo.Wadanka tartiib tartiib oo u noqonooyaan wadan dimoqraadiyad ah, 1990kii suldaanka waxoo ku dhawaaqay in ee shacabka doortaan xildhibaano lataliye ah golaha, doorashadaas neh dad aad u yar ayaa ka soo qeeb galay.
political-geographic-object;['degmo', 'dagmo'];Dagmo waa meel ku dhextaala ama ka mid ah Magaalo ama gobol.Degmooyinka waxay leeyihiin maamulo u gooni ah, waxayna degmada usii kala baxdaa xaafado.
political-geographic-object;['dimishiq'];Luuqada englishka waxaa lagu dhahaa.
political-geographic-object;['tabriz'];Tabriz waa gobal ka tirsan wadanka Iran waxuu xuduud la leeyahay wadanka Turki dadka ku nool waxaa lagu qiyaasaa ilaayo hal malyan iyo xoogaa
political-geographic-object;['algiers'];Algiers waa caasimada Aljeeriya.
political-geographic-object;['kuwayt', 'kuwait', 'kuweeyt'];Kuwayt ama Dowladda Kuwayt waa wadan yar oo ku yaala Bariga Dhexe dhinaca Gacanka Faarsiga.
political-geographic-object;['urdun', 'jordan'];Urdun waa wadan carbeed oo ku yaalo Bariga dhexe.
political-geographic-object;['tibet'];Tibetan: བོད, Lhasa dialect IPA: / pʰøː˨˧˩ /. Shiinaha: 西藏. Pinyin: Xīzàng
political-geographic-object;['lubnaan'];Lubnaan carabi: الجمهوريّة اللبنانيّة } waa mid kamida dawladaha carbeed waxaa ay ku taalaa bariga dhexe waxa ay kaga taalaa qaarada aasiya koonfur galbeed waxa ay xuduud la leedahay wadamada suuriya, Israaiil iyo falastiin.
political-geographic-object;['new south wales'];New South Wales waa gobol ka mid ah 7 gobol ee dalka Australia.
political-geographic-object;['faatikan', 'faatikaan'];Faatikaan waa wadan yar oo ku yaala dalka talyaaniga gaar ahaan caasimada Roma gudeheed wadankaas dhan waxaa ku wareegsan Roma waa meel laga xukumo diinta lagu magacaabo katooliga.
political-geographic-object;['fiji'];Dalka jamhuuriya jasiirada Fiji.
political-geographic-object;['amistardam', 'amsterdam'];Amistardam ama Amsterdam waa caasimada Dalka Holland waxaana degen in ka badan 851 573 oo qof.
political-geographic-object;['düsseldorf'];Düsseldorf, Jarmalka: [dʏsl̩dɔɐ̯f] . Faderaalka hoose iyo Ripuarian: Dusseldorf [dʏsl̩dœɐ̯p]
political-geographic-object;['kab ferde', 'cape verde islands'];Kab Ferde Cap Verde Jamhuuriyada Kap verde waa wadan jasiirado ah oo ku yaalo Badweynta Atlaantik, waxee galbeedka Afrika u jirtaa 570 km.
political-geographic-object;['baxrayn', 'baxreyn'];Baxrayn ama Boqortooyada Baxrayn(af-Carabi مملكة البحرين Mamlakat al-Baxrayn.
political-geographic-object;['kiribati'];Kiribati waa wadan oo jasiirado ah, waxeena ku yaalaan Badweynta Baasifik.
political-geographic-object;['trinidad iyo tobago', 'trinidad and tobago', 'tobago', 'trinidad'];Kani waa maqaal ku saabsan wadanka Trinidad iyo Tobago ee ka tirasan wadanada Kaariibiyaanka.Trinidad iyo Tobago sida dowliga ah loo yaqaano Jamhuuriyada Trinidad iyo Tobago, waa wadan gasiirado mataano oo ku yaala cidhifka waqooyi ee qaarada Koonfur Ameerika, xeebta waqooyi-bari ee wadanka Fanansuwela iyo koonfurta gasiirada Grenada.
political-geographic-object;['island', 'ayslaan', 'iislaand', 'aysland', 'iseland', 'ysland'];Aysland ama loo yaqaan jamhuuriyada Aysland waa wadan ku yaala woqooyiga Badweynta Atlaantik.
political-geographic-object;['são paulo', 'sow bawlo', 'sao paulo', 'saw bawlo', 'saw bowlo', 'sow bowlo'];Kani waa maqaal ku saabsan magaalada Sao Paulo.
political-geographic-object;['bort lois', 'port louis'];Bort Lois waa caasimada dalka Mauritius
political-geographic-object;['lissabon'];Lissabon waa caasimada dalka Bortuqaal.
political-geographic-object;['abuja'];Abuja waa caasimada dalka Nayjeeriyawaxayna dhacdaa bartamaha,waxaana kunool kudhawaad 405,000 Abuuja waxa ay kamid tahay caasimadaha dib loo aas aasay ee cusub, waxaana la biloobay sideetanaatkii qarnigii hore waxayna noqotay caasimad 12 dec, 1991.
political-geographic-object;['dublin'];Dublin waa caasimada Ireland
political-geographic-object;['gaborone'];Gaborone waa caasimada Botswana
political-geographic-object;['bogota'];Bogota Waa caasimada wadanka Kolombiya waxaa kunool dad gaadhaya 7,8 milyoon oo qof.waa magaalada wadanka uguwayn waana xarun dhaqaale.
political-geographic-object;['budapest'];Budapest waa caasimada dalka Hungaria.
political-geographic-object;['baqdaad', 'bagdād'];w:oc:Bagdad Baqdaad waa caasimadda Ciraaq.
political-geographic-object;['roma'];Roma waa caasimadda Talyaaniga iyo isbahaysi gaar ah.
political-geographic-object;['beyruut', 'bayruut'];Beyruut Waa caasimada wadanka Lubnaan
political-geographic-object;['brisbane'];Brisbane waa magaalad oo kuyaalo dalka Australia.
political-geographic-object;['buqarest'];Buqarest waa caasimada wadanka Romaniya
political-geographic-object;['qudus'];Qudus waa magaalo kutaala dalka Falastiin.
political-geographic-object;['lome'];Lome waa caasimada dalka Togo,dadka kunool waxa lagu qiyaasaa 700000 kun oo qof, Lome waxa ay saarantahay Gacanka Gaanbiya, waa caasimada maamulka iyo xaga waxsoosaarka waana dakada ugu wayn wadanka Togo,waxyaabaha ay magaaladu soosaarto waxa kamida Bunka iyo geedka looyaqaano Kakawga Cocoa bean waxa kale oo ay magaaladu leedahay goob batroolka lagu safeeyo, Waxa la'aasaasay magaalda qarnigii 18aad, waxa aasasay qabaa'ilka looyaqaano Eeyaw.markeedi hore waxa ay ahayd tuulo aad uyar.
political-geographic-object;['belgaraad'];Belgaraad Afka Serbiyaanka waa caasimada wadanka Serbia waana magaalda gabi ahaan wadankaas ugu wayn.waxa ay kutaalaa barta ay ku kulaan laba wabi ee Danube iyo Safa.
political-geographic-object;['torino'];Torino
political-geographic-object;['baarliin', 'berlin'];Template:Geobox2 symbolsTemplate:Geobox2 map w:de:berlin Baarliin waa magaalo madaxda dalka Jarmalka.
political-geographic-object;['nawakshot', 'nouakchott'];Nawakshot waa caasimada dalka Mauritania
political-geographic-object;['riyadh'];Riyadh
political-geographic-object;['mabane', 'mbabane'];Mabane waa caasimada dalka Swasiland
political-geographic-object;['beijing'];Template:Infobox Chinese w:zh:北京市 Beijing waa magaalo madaxda wadanka Shiinaha.
political-geographic-object;['tayland', 'taylaand', 'thailand'];Thailand (Af-Thai: ราชอาณาจักรไทย.
political-geographic-object;['itoobiya', 'itoobbiya', 'ethiopia', 'ethopia', 'etoobiya'];Itoobiya sida rasmiga ah loo yaqaanno Jamhuuriyadda Dimuqraadiga Federaalka Itoobiya, waa wadan ku yaal Geeska Afrika, waxa uuna xuduud la leeyahay wadamada Jabuuti, Suudaan, Ereteriya, Soomaaliya iyo Kiinya.
political-geographic-object;['moskow', 'moosko'];Moskow waa caasimada dalka Ruushka waana magaalda ugu wayn marka tirada dadka la eego.Moskow waa xaraunta Siyaasadda Dhaqaalaha Dhaqanka Gooshitaanka diinta iyo waxbarashada ee wadanka Ruushka.waana magaalda Todobaad marka la eego Liiska magaalooyinka adduunka dad ahaan magaalda moskow dadka kunooli waxa ay gaadhayaan ilaa 10,562,099 oo qof waxa ay kutaalaa duleedkqa Wabiga Moskow oo ah mandaqad katirsan qaybta Yurub ee wadanka Ruushka.waagii hore waxa ay ahyd caasimadii Midowga Sofiyet iyo Ambardooriyadii hore ee Ruushka.Moosko waa xarun dhaqaale oo aad u wayn waxa kuyaala xarumo waxbarasho iyo kuwo cilmibaadhis oo badan.
political-geographic-object;['benin', 'biniin'];Benin ama Jamhuuriyadda Benin waa wadan ku yaalo galbeedka Afrika.
political-geographic-object;['burkina faso', 'burkiina faaso'];Burkina Faso waa wadan ku yaal Galbeedka Afrika, waxaa ku hareeraysan lix wadan oo kala ah Maali oo woqooyi ka ah, nayjar oo bari ka xigta, Benin koofur bari, Togo iyo Gaana koonfur, iyo ivory coast oo koonfur galbeed, waxay ka mid tahay wadamada dhaca saxaraha wayn ee Afrika, caasimada wadanka waa Ouagadougou, 2014 tirikoobkii la sameeyay waxaa lagu qiyaasaa 17.3 milyan oo qof, baaxada wadanku waa 274,200 km2 Burkina Faso waa waddan baddan oo ku yaal Galbeedka Afrika.
political-geographic-object;['bahamas', 'bahaamas'];Bahamas waa wadan jasiirad ah oo ka kooban 700 oo jasiiradood, waxoona ku yaalaa Badweynta Atlaantik, waxee u dhaxeeyaan koonfurta bari ee gobolka Florida iyo woqooyiga Kuuba.
political-geographic-object;['sao tome iyo prinsipe', 'são tomé and príncipe', 'são tomé'];São Tomé iyo Príncipe, Premetoria, Premetoria, [9] Bortuqiis: [sɐw tumɛ i pɾĩsɨpɨ], si rasmi ah Jamhuuriyadda Dimuqraadiga ee São Tomé iyo Príncipe, waa jasiiradda Gacanka Guinea, ka baxsan xeebta galbeed ee Bartamaha Afrika.
political-geographic-object;['israaiil', 'israaʼiil', 'baytulaxam', 'beytul qudus', "israa'iil", 'jerusalem'];Israaiil waa dhulka ku yaalo Bariga Dhexe ee dhulka carabta.
political-geographic-object;['chicago', 'jikaago', 'shikaago'];Kani waa maqaal ku saabsan magaalada Jikaago, Illinois, wadanka Maraykanka.
political-geographic-object;['minneapolis', 'caasimada minneapolis', 'downtown minneapolis', 'mineyaabolis', 'minneapolis, minnesota'];Bogan waa mid ku saabsan magaalada Minneapolis, Minnesota wixii faahfaahin ah fiiri MinneapolisMinneapolis, Mineyaabolis, sida saxda ah loo yaqaano Caasimada Minneapolis waa xarunta Hennepin County, mid ka mid ah Magaalooyinka Mataanaha iyo mida 14aad ee shabakada magaalooyinka waaweyn ee wadanka Maraykanka, midaasi ooy ku nool yihiin dad ka badan 3.8 milyan.
political-geographic-object;['memfis', 'memfis, tennessee', 'memphis'];Kani waa maqaal ku saabsan magaalada Memphis, Tennessee, Maraykanka.
political-geographic-object;['triboli', 'tripoli'];Tripoli waa caasimada dalka Libiya.waana caasimada 17aad ee ugu weyn aduunka
