abstract-quality;['individuallik'];Individuallik
political-geographic-object;['turkmaniston', 'an tuircméanastáin', 'ithumekhi', 'pow turkmen', 'terkmenistaan', 'thú-khû-man-sṳ̂-thán', 'tirkmenistan', 'torkmienėstans', 'tuakmenien', 'turcmanastàn', 'turcmenistan', 'turcmènistan', 'turcomannia', 'turcomenistán - türkmenostan', 'turkmenia', 'turkmenio', 'turkmenistan', 'turkmenistán', 'turkmenistáni', 'turkmenistāna', 'turkmenän', 'turkmeńska', 'turkminsuyu', 'turkmyńistan', 'turkmènistan', 'turkménistan', 'turkménsko', 'turkmėnija', 'turkmẹ́nìstán', 'turquemenistão', 'turukimenisitani', 'túrkmenistan', 'türkmenistan', 'türkmenisztán', 'türkmənistan', 'tırkmenıstan', 'tʼóokmen bikéyah', 'yn turkmenistaan', 'τουρκμενιστάν', 'йомудин орн', 'туркманистон', 'туркмени', 'туркменистан', 'туркмения', 'туркменістан', 'туркмэністан', 'туьркменистан', 'түркменистаан', 'түркмөнстан', 'түрікменстан', 'төрекмәнстан', 'թուրքմենստան', 'טורקמניסטן', 'טורקמעניסטאן', 'تركمانستان', 'ترکمنستان', 'ترکمنون', 'توركمينيستان', 'تورکمانستان', 'تۈركمەنىستان', 'ܛܘܪܩܡܢܣܛܐܢ', 'ތުރުކުމެނިސްތާން', 'तुर्कमिनिस्थान', 'तुर्कमेनिस्तान', 'তুর্কমেনিস্তান', 'ਤੁਰਕਮੇਨਸਤਾਨ', 'તુર્કમેનિસ્તાન', 'ତୁର୍କମେନିସ୍ଥାନ', 'துருக்மெனிஸ்தான்', 'తుర్కమేనిస్తాన్', 'ತುರ್ಕಮೆನಿಸ್ತಾನ್', 'തുർക്\u200cമെനിസ്ഥാൻ', 'ประเทศเติร์กเมนิสถาน', 'ཏུརཀ་མེ་ནི་སུཏན།', 'တာ့ခ်မင်နစ္စတန်နိုင်ငံ', 'თურქმენეთი', 'ቱርክመኒስታን', 'តួរមិនីស្ថាន', 'トルクメニスタン', '土库曼斯坦', '투르크메니스탄'];Turkmaniston (turkmancha.
political-geographic-object;['gurjiston', 'gruziya', 'georgia', 'geòrgia', 'an tseoirsia', 'cheorchia', 'djiordjiya', 'georgie', 'georgien', 'georgiska', 'georgië', 'georgya', 'georgía', 'georhië', 'geworugiya', 'geólgia', 'geórgia', 'geörgje', 'giorgia', 'gjeorgjia', 'grozėjė', 'grusiyän', 'gruusia', 'gruzeja', 'gruzia', 'gruzie', 'gruzii', 'gruzija', 'gruziya respublikasi', 'gruziýa', 'gruzja', 'gruzyjo', 'gruzínsko', 'grëzóńskô', 'grúzia', 'gurcistan', 'gurcıstan', 'gáh-lū-gék-ā', 'géorgia', 'géorgie', 'gürcistan', 'gürcüstan', 'heorhiya', 'hōria', 'ijojiya', 'jeoji', 'jeoorji', 'joorjiya', 'jorja', 'jorjia', 'jóojah', 'jôrg·ie (payis', 'kak-lû-kit-â', 'kartulsuyu', 'kartvelio', 'keokia', 'pow grouzi', 'sakartvelo', 'xeorxa', 'xeorxia - საქართველო', 'yn çhorshey', 'zorzania', 'ġeorġja', 'γεωργία', 'γρουζία', 'грузи', 'грузие', 'грузий', 'грузия', 'грузија', 'грузія', 'гуржи', 'гуржистан', 'гуржисттан', 'гурҷистон', 'гуырдзыстон', 'гуьржий-мохк', 'гюрджю', 'гєѡргїꙗ', 'гүрж', 'гүрҗмүдин орн', 'гөрҗистан', 'хъырцей', 'қырҭтәыла', 'վրաստան', 'גאורגיה', 'גרוזיע', 'جارجیا', 'جورجيا', 'جيورجيا', 'ګرجستان', 'گرجستان', 'گرجستون', 'گرۇزىيە', 'گورجستان', 'ܓܘܪܓܝܐ', 'ޖޯޖިޔާ', 'जर्जिया', 'जॉर्जिया', 'ज्योर्जिया', 'জর্জিয়া', 'જ્યોર્જીયા', 'ଜର୍ଜିଆ', 'சியார்சியா', 'జార్జియా', 'ಜಾರ್ಜಿಯ', 'ജോർജ്ജിയ', 'ජෝර්ජියා', 'ประเทศจอร์เจีย', 'འཇོར་ཇི་ཡ།', 'ဂျော်ဂျီယာနိုင်ငံ', 'საქართველო', 'საქორთუო', 'ጂዮርጂያ', 'グルジア', '格魯吉亞', '格鲁吉亚', '조지아'];Gruziya yoki Gurjiston, rasman Gruziya Respublikasi — Kavkazortining markaziy va garbiy qismlarida, Qora dengizning sharqiy qirgʻoqida joylashgan mamlakat.
political-geographic-object;['ruanda', 'iruwanda', "r'wanda", 'rooandey', 'rouanda', 'ruanda - rwanda', 'ruanda respublikasi', 'ruando', 'ruandäa', 'ruandän', 'ruanna', 'rubhanda', 'ruwanda', 'ruwandaa', 'rwanda', 'rùwándà', 'rúanda', 'rûanda', 'wánda dineʼé bikéyah', 'ρουάντα', 'рванда', 'руандæ', 'руанда', 'руанде', 'руһандин орн', 'ռուանդա', 'רואנדה', 'راونډا', 'رواندا', 'روانڈا', 'رۋاندا', 'ڕواندا', 'ރުވާންޑާ', 'रवाण्डा', 'रुवाण्डा', 'ऱ्वान्डा', 'রুয়ান্ডা', 'ਰਵਾਂਡਾ', 'ରଵାଣ୍ଡା', 'ருவாண்டா', 'రువాండా', 'ರ್ವಾಂಡ', 'റുവാണ്ട', 'රුවන්ඩා ජනරජය', 'ประเทศรวันดา', 'རུ་ཝན་ཌ།', 'ရဝမ်ဒါနိုင်ငံ', 'რუანდა', 'ሩዋንዳ', 'ルワンダ', '卢旺达', '盧旺達', '르완다'];Ruanda, Ruanda Respublikasi – Sharqiy Afrikadagi davlat.
political-geographic-object;['zambiya', 'zambia', 'an tsaimbia', 'izambiya', 'saambi', 'saambiya', 'saimbia', 'sambia', 'sambija', 'sambya', 'sambía', 'sámbíà', 'tsan-pí-â', 'yn tambia', 'zambeja', 'zambi', 'zambias', 'zambie', 'zambija', 'zambijo', 'zambio', 'zambiya respublikasi', 'zambiya zambiya respublikasi', 'zambiyän', 'zambië', 'zambiýa', 'zambïi', 'zambėjė', 'zanbi', 'zanbia', 'zàmbia', 'zámbia', 'zâmbia', 'żambja', 'ζάμπια', 'замби', 'замбия', 'замбија', 'замбудин орн', 'замбія', 'զամբիա', 'זאמביע', 'זמביה', 'زامبىيە', 'زامبيا', 'زامبیا', 'زیمبیا', 'زېمبيا', 'ޒެމްބިއާ', 'ज़ाम्बिया', 'जाम्बिया', 'झांबिया', 'জাম্বিয়া', 'ਜ਼ਾਂਬੀਆ', 'ଜାମ୍ବିଆ', 'சாம்பியா', 'జాంబియా', 'സാംബിയ', 'ประเทศแซมเบีย', 'ཛམ་བི་ཡ།', 'ဇမ်ဘီယာနိုင်ငံ', 'ზამბია', 'ዛምቢያ', 'ប្រទេសហ្សំប៊ី', 'ザンビア', '尚比亞', '贊比亞', '赞比亚', '잠비아'];Zambiya (ingl.
political-geographic-object;['kongo demokratik respublikasi', 'zair', 'kongo dr'];Kongo Demokratik Respublikasi poytaxti — Kinshasa shahri.
political-geographic-object;['kongo demokratik respublikasi', 'zair', 'kongo dr'];Zair — Kongo Demokratik Respublikasining 1971—97 y.lardagi nomi.
political-geographic-object;['gonduras', 'fùng-tû-lâ-sṳ̂', 'gonduras respublikasi', 'hondouras', 'hondourasse', 'hondueras', 'honduras', 'hondurasa', 'hondurasi', 'hondures', 'honduria', 'honduro', 'hondurän', 'honduuras', 'hondùras', 'hondúras', 'hondûras', 'hondūras', 'honilagi', 'huondūrs', 'hůnduras', 'họ̀ndúràs', 'ihondulasi', 'ny hondooraghyn', 'ondiras', 'onduras', 'ondurat', 'unduras', 'ονδούρα', 'гандурас', 'гондурас', 'ондоурасъ', 'ондурасин орн', 'хондурас', 'ҳондурас', 'հոնդուրաս', 'האנדוראס', 'הונדורס', 'هندوراس', 'هوندوراس', 'ھوندۇراس', 'ھۆندووراس', 'ہونڈراس', 'ہونڈوراس', 'ހޮންޑިއުރަސް', 'हांडूरस', 'होण्डुरस', 'होन्डुरास', 'हौण्डुरस', 'হন্ডুরাস', 'ਹਾਂਡੂਰਾਸ', 'હોન્ડુરાસ', 'ହୋଣ୍ଡାରୁସ', 'ஹொண்டுராஸ்', 'హోండురాస్', 'ഹോണ്ടുറാസ്', 'ประเทศฮอนดูรัส', 'ཧོང་དུ་ར་སི།', 'ဟွန်ဒူးရပ်စ်နိုင်ငံ', 'ჰონდურასი', 'ሆንዱራስ', 'ホンジュラス', '洪都拉斯', '온두라스'];Gonduras, Gonduras Respublikasi — Markaziy Amerikadagi, davlat.
political-geographic-object;['gvatemala', 'guatemala', 'cuauhtēmallān', 'gatemala', 'goatemala', 'guatamala', 'guatemaala', 'guatemal', 'guatemara', 'guatimalia', 'guatémala', 'guatẹmálà', 'guwaatemala', 'guwatemala', 'gvatemala respublikasi', 'gvatemalo', 'gvatemän', 'gwatemala', 'gwatymala', 'gûatemala', 'igwathamala', 'kûa-thi-mâ-là', 'qvatemala', 'tuatemala', 'watimala', 'yn ghuatemaley', 'γουατεμάλα', 'гватемал', 'гватемалæ', 'гватемала', 'гватемалмудин орн', 'гватэмала', 'гуатемала', 'ґватемала', 'գվատեմալա', 'גואטמלה', 'גוואטעמאלע', 'جواتيمالا', 'غواتيمالا', 'ګواتمالا', 'گوئٹے مالا', 'گواتمالا', 'گواتیمالا', 'گویٹے مالا', 'گۋاتېمالا', 'ގުއަޓެމާލާ', 'ग्वाटेमाला', 'ग्वातेमाला', 'গুয়াতেমালা', 'ਗੁਆਤੇਮਾਲਾ', 'குவாத்தமாலா', 'ಗ್ವಾಟೆಮಾಲ', 'ഗ്വാട്ടിമാല', 'ประเทศกัวเตมาลา', 'གུ་ཝེ་ཐི་མ་ལ།', 'ဂွါတီမာလာနိုင်ငံ', 'გვატემალა', 'ጓቴማላ', 'グアテマラ', '危地馬拉', '危地马拉', '과테말라'];Gvatemala, Gvatemala Respublikasi — Markaziy Amerikaning shim.gʻarbidagi davlat.
political-geographic-object;['kosta-rika', 'kosta rika', 'crc', 'costa rica', 'còsta rica', 'cósta ríce', 'ikhosta-likha', 'kosita rika', 'kosta riika', 'kosta rrika', 'kosta ríka', 'kosta rîka', 'kostarika', 'kostarikas', 'kostariko', 'kostarikän', 'kostaryka', 'kuosta rėka', 'kustarika', 'kóstá rikà', 'kô-sṳ̂-tha̍t lì-kâ', 'ora opulenta', 'yn coose berçhagh', 'κόστα ρίκα', 'коста-рикæ', 'коста-рика', 'коста-рыка', 'коста рика', 'костарика', 'костарикмудин орн', 'կոստա ռիկա', 'קאסטא ריקא', 'קוסטה ריקה', 'كوستا ريكا', 'كوستارىكا', 'كوستاريكا', 'کاستاریکا', 'کوسٹا ریکا', 'کوسٹاریکا', 'کوسټاریکا', 'کۆستاریکا', 'ކޮސްޓަރީކާ', 'कोस्टा रिका', 'कोस्टा रीका', 'कोस्टारिका', 'কোস্টা রিকা', 'ਕੋਸਟਾ ਰੀਕਾ', 'କୋଷ୍ଟାରିକା', 'கோஸ்ட்டா ரிக்கா', 'కోస్టారీకా', 'ಕೋಸ್ಟಾ ರಿಕ', 'കോസ്റ്റ റീക്ക', 'කෝස්ට රිකා', 'ประเทศคอสตาริกา', 'ཁོ་ས་ཏ་རི་ཁ', 'ကော့စတာရီကာနိုင်ငံ', 'კოსტა-რიკა', 'ኮስታ ሪካ', 'コスタリカ', '哥斯大黎加', '哥斯达黎加', '哥斯達黎加', '코스타리카'];Kosta-Rika poytaxti — San José shahri.
political-geographic-object;['mojariston', 'vengriya', 'an ungair', 'an ungáir', 'hanekeria', 'hangari', 'hiûng-ngà-li', 'hongaarnlaand', 'hongareye', 'hongaria', 'hongarieë', 'hongarije', 'hongarye', 'hongiriya', 'hongria', 'hongrie', 'hongría', 'honharije', 'hunakalia', 'hungari', 'hungaria', 'hungario', 'hungary', 'hungarya', 'hungorska', 'hungria', 'hungrii', 'hungriya', 'hungrya', 'hungría', 'hungría - magyarország', 'hungyria', 'hunngariya', 'hwngari', 'hángewii', 'húngárì', 'ihangareyi', 'macaristan', 'macarän', 'macarıstan', "mad'jaranma", 'madjaristan', 'madjiar', 'madźarska', 'madźary', 'madżarskô', 'madžarska', 'magyar-kok', 'magyarország', 'majoriston', 'maďarsko', 'mađarska', 'ongarìa', 'ongiri', 'ongjarie', 'ongri', 'ongria', 'ungari', 'ungaria', 'ungariya', 'ungarn', 'ungarni', 'ungaïa', 'ungerija', 'ungerland', 'ungern', 'unggarya', 'ungheria', 'ungherie', 'ungherìa', 'ungherî', 'unghirìa', 'ungri', 'ungria', 'ungverjaland', 'ungārija', 'unkari', 'unriya', 'uŋgár', 'vengreja', 'vengrija', 'vengriya respublikasi', 'vengrėjė', 'wengriýa', 'węgry', 'yn ungaar', 'üngheria', 'ουγγαρία', 'венгеронь мастор', 'венгри', 'венгрий', 'венгрия', 'венгрыя', 'вугоршчына', 'маджар', 'мадиартәыла', 'мадьяр му', 'мадьярму', 'мадьяронь мастор', 'мадярьско', 'мажарстан', 'мађарска', 'маҗарстан', 'маҷористон', 'мэжарей', 'угорщина', 'унгар', 'унгария', 'унгарија', 'хунһармудин орн', 'ѫгри', 'հունգարիա', 'אונגארן', 'הונגריה', 'المجر', 'مجارستان', 'مجارستون', 'مەجارستان', 'هنګري', 'ھنگری', 'ۋېنگرىيە', 'ܡܓܪ', 'ހަންގޭރީ', 'हंगरी', 'हंगेरी', 'হাঙ্গেরি', 'হাঙ্গেরী', 'હંગેરી', 'ହଙ୍ଗେରୀ', 'அங்கேரி', 'హంగేరి', 'ഹംഗറി', 'හන්ගේරියානු සමුහාණ්ඩුව', 'ประเทศฮังการี', 'ཧུང་གྷ་རི།', 'ဟန်ဂေရီနိုင်ငံ', 'უნგრეთი', 'ሀንጋሪ', 'ប្រទេសហុងគ្រី', 'ハンガリー', '匈牙利', '헝가리'];Mojariston yoki Mojariston Respublikasi — Yevropaning markaziy qismida, Dunay daryosining oʻrta oqimida joylashgan davlat.
political-geographic-object;['polsha', 'polsha respublikasi'];Polsha — Yevropadagi davlat, shimoldan Boltiq dengizi bilan yuviladi.
political-geographic-object;['burundi', 'an bhurúin', 'boeroendi', 'bouroundi', 'burundaidh', 'burundee', 'burundi respublikasi', 'burundia', 'burundis', 'burundiya', 'burundo', 'burundî', 'burundïi', 'burunndi', 'buruundi', 'burůndi', 'bwrwndi', 'bùrúndì', 'búrúndí', 'bûrûndy', 'iburundi', "república de burundi - republika y'u burundi", 'rundiyän', 'uburundi', 'wóndii dineʼé bikéyah', 'μπουρούντι', 'бурундзі', 'бурунди', 'бурундин орн', 'бурунді', 'բուրունդի', 'בורונדי', 'برنڈی', 'بروندي', 'برونڈی', 'بوروندى', 'بوروندي', 'بوروندی', 'بۇرۇندى', 'ބުރުންޑީ', 'बुरुंडी', 'बुरुण्डी', 'बुरुन्डी', 'बुरूण्डी', 'বুরুন্ডি', 'ਬੁਰੂੰਡੀ', 'ବୁରୁଣ୍ଡି', 'புருண்டி', 'బురుండి', 'ಬುರುಂಡಿ', 'ബറുണ്ടി', 'ประเทศบุรุนดี', 'བུ་རུན་ཌི།', 'ဘူရွန်ဒီနိုင်ငံ', 'ბურუნდი', 'ቡሩንዲ', 'ブルンジ', '布隆迪', '蒲隆地', '부룬디'];Burundi, Burundi Respublikasi (frans.
political-geographic-object;['tanzaniya', 'an tansáin', 'itanzania', 'ithanzaniya', 'república xunida de tanzania', 'tansaania', 'tansaaniya', 'tansainìa', 'tansani', 'tansania', 'tansanija', 'tansaniya', 'tansanya', 'tansanän', 'tansanía', 'tanzaneja', 'tanzani', 'tanzania', 'tanzanias', 'tanzanie', 'tanzanija', 'tanzanio', 'tanzaniya birlashgan respublikasi', 'tanzanië', 'tanzaniýa', 'tanzanya', 'tanzanìa', 'tanzanïi', 'tanzanėjė', 'tanzańijo', 'tanzània', 'tanzánia', 'tanzânia', 'tanzānija', 'tanżanija', 'tànsáníà', 'tānahia', 'tʼanzanííya', 'τανζανία', 'танзани', 'танзаниэ', 'танзания', 'танзанија', 'танзанія', 'танзнмудин ниицәтә орн', 'տանզանիա', 'טאנזאניע', 'טנזניה', 'تانزانىيە', 'تانزانيا', 'تانزانیا', 'تنزانيا', 'تنزانیہ', 'ޓެންޒޭނިއާ', 'टंजानिया', 'टांझानिया', 'तंज़ानिया', 'तन्जानिया', 'তাঞ্জানিয়া', 'তানজানিয়া', 'ਤਨਜ਼ਾਨੀਆ', 'ટાન્ઝાનિયા', 'ତାଞ୍ଜାନିଆ', 'தன்சானியா', 'టాంజానియా', 'ಟಾಂಜಾನಿಯ', 'ടാൻസാനിയ', 'ประเทศแทนซาเนีย', 'ཏན་ཛ་ནི་ཡ།', 'တန်ဇေးနီးယားနိုင်ငံ', 'ტანზანია', 'ታንዛኒያ', 'タンザニア', '坦桑尼亚', '坦桑尼亞', '탄자니아'];Tanzaniya, Tanzaniya Birlashgan Respublikasi — Sharqiy Afrikadagi davlat.
political-geographic-object;['gvineya', 'gvineya respublikasi'];Gvineya, Gvineya Respublikasi — Gʻarbiy Afrikadagi davlat.
political-geographic-object;['somali', 'somali tili', 'an tsomáil', 'isomalia', 'isomaliya', 'somaali', 'somaalia', 'somaalje', 'somali demokratik respublikasi', 'somalia', 'somalia - soomaaliya', 'somalias', 'somalie', 'somalija', 'somalio', 'somalis', 'somaliya', 'somalië', 'somalja', 'somalän', 'somalïi', 'somałia', 'somàilia', 'somàlia', 'somália', 'somálsko', 'somālija', 'soomaaliya', 'soomáálii bikéyah', 'sumalia', 'suomalis', 'szomália', 'sòmálíà', 'sómalía', 'sōmalia', 'sůmalijo', 'tomariya', 'yn tomaal', 'σομαλία', 'самалі', 'сомали', 'сомалия', 'сомалија', 'сомалмудин орн', 'сомалі', 'сумолӣ', 'սոմալի', 'סאמאליע', 'סומליה', 'الصومال', 'سومالى', 'سومالی', 'سومالیا', 'سۆماڵیا', 'صومالیہ', 'ސޯމާލިއާ', 'सोमालिया', 'सोमालिया प्रजासत्ताक', 'সোমালিয়া', 'ਸੋਮਾਲੀਆ', 'ସୋମାଲିଆ', 'சோமாலியா', 'సొమాలియా', 'ಸೊಮಾಲಿಯ', 'സൊമാലിയ', 'සෝමාලියාව', 'ประเทศโซมาเลีย', 'སོ་མ་ལི།', 'ဆိုမာလီယာနိုင်ငံ', 'სომალი', 'ሶማሊያ', 'ソマリア', '索馬里', '索马里', '소말리아'];Somali poytaxti — Mogadisho shahri.
political-geographic-object;['vyetnam', 'bcp', 'bhiet-nam', 'bietnam', 'bietname', 'bitinam', 'biʼednam', 'fietnam', 'fiyetnam', 'fiẹtnám', 'iviyethina', 'iviyetnami', 'oa̍t-lâm', "v'yetnam", 'veetinaam', 'vetnam', 'vetnam sotsialistik respublikasi', 'vi-etnam', 'viet-nam', 'vietnam', 'vietnam - việt nam', 'vietnamas', 'vietname', 'vietnami', 'vietnamia', 'vietnams', 'vietnamän', 'vijetnam', 'viyetinamu', 'viyetnam', 'viètnam', 'viétnam', 'viêt nam', 'viëtnam', 'việt nam', 'vjetnam', 'vjetnama', 'vjetnamio', 'vjetnams', 'vyetnam sotsialistik respublikasi', 'víetnam', 'vítneam', 'whitināmu', 'wiekanama', 'wietnam', 'witnam', 'wiyetnaam', 'wjetnam', 'wýetnam', 'ye̍t-nàm', 'yiednamz', 'yn vietnam', 'yue nam', 'βιετνάμ', "в'етнам", "в'єтнам", 'ветнам', 'виетнам', 'вијетнам', 'вьетдин орн', 'вьетнам', 'вєтнам', 'віетнам', 'վիետնամ', 'וויעטנאם', 'וייטנאם', 'فيتنام', 'فييتنام', 'ویتنام', 'ڤیێتنام', 'ۋيېتنام', 'ވިއެޓުނާމު', 'वियतनाम', 'व्हियेतनाम', 'ভিয়েতনাম', 'ਵੀਅਤਨਾਮ', 'વિયેતનામ', 'ଭିଏତନାମ', 'வியட்நாம்', 'వియత్నాం', 'ವಿಯೆಟ್ನಾಮ್', 'വിയറ്റ്നാം', 'වියට්නාමය', 'ประเทศเวียดนาม', 'ປະເທດຫວຽດນາມ', 'ཝི་ཏི་ནམ།', 'ဗီယက်နမ်နိုင်ငံ', 'ვიეტნამი', 'ቬት ናም', 'វៀតណាម', 'ベトナム', '越南', '베트남'];Vyetnam Sotsialistik Respublikasi, BCP — Janubi-Sharqiy Osiyoda, Hindixitoy yarim orolidagi davlat.
