abstract-region;['quadratische funktion'];A quadratische Funktion is in da Mathematik a gonzrationale Funktion zwoatn Grades.
political-geographic-object;['katalonien', 'catalunya'];Katalonien (Katalanisch: Catalunya und spanisch: Cataluña, is oane vo 17 autonoman Gmoaschoftn vo Spanien.
political-geographic-object;['tuakmenien', 'tuakmenistan', 'turkmenistan'];Tuakmenien is oa Stoot in Asien.
political-geographic-object;['georgien'];Georgien is a Stoot in Osteiropa, an da Grenz zwischn Eiropa und Asien.
political-geographic-object;['honduras'];Vorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Honduras is a Stoot in Middlamerika.
political-geographic-object;['guatemala', 'republik guatemala'];Vorlage:Infobox Staat/Wartung/NAME-DEUTSCH Guatemala is as bevejkarungsreichste Land in Middlamerika am Sidn vo da Hoibinsl Yucatán.
political-geographic-object;['costa rica', 'crc'];Costa Rica is a Land in Middlamerika, wo im Noadn on Nicaragua und im Sidn on Panama grenzn duad.
political-geographic-object;['ungarn', 'magyarország'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Ungarn, is a Stoot in Middleiropa, de wos zum Großteu im Pannonischn Beckn liegt.
political-geographic-object;['poin', 'polen', 'poln', 'polska', 'republik polen', 'rzeczpospolita polska'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Poin is a Stoot in Middleiropa.
political-geographic-object;['vietnam'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE De Republik Vietnam, oda a Vietnam, is a Stoot in Ostasien.
political-geographic-object;['libyen'];Vorlage:Infobox Staat/Wartung/TRANSKRIPTIONVorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Libyen is a Stoot in NoadAfrika und grenzt on Egyptn, Sudan, Niger, Tschad, Tunesien und Algerien.
political-geographic-object;['deitsche demokratische republik', 'ddr', 'deutsche demokratische republik'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE De Deitsche Demokratische Republik, obkiazt DDR wor a Stoot in Middleiropa, der nochm Zwoatn Wödkriag entstandn is.
political-geographic-object;['deitschland', 'deitschlånd', 'bundesrepublik deutschland', 'de', 'ger', 'bundesrepublik deitschland', 'daidschlãnd', 'deidschlond', 'deitschlaund', 'deitschlond', 'deitschlãnd', 'deutschland'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Deitschland is a Stoot in Middleiropa.
political-geographic-object;['sudan'];Sudan is a Stoot in Afrika und grenzt an Egyptn, Libyen, Tschad, Zentralafrikanische Republik, Sidsudan, Äthiopien und Eritrea.
political-geographic-object;['egyptn', 'ägyptn', 'ägypten'];Vorlage:Infobox Staat/Wartung/TRANSKRIPTIONVorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Egyptn oda Ägypten is a Laund im Nordostn vu Afrika.
political-geographic-object;['guyana'];Vorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Guyana is a Land in Siidamerika.
political-geographic-object;['suriname'];Suriname is a Land in Siidamerika.
political-geographic-object;['venezuela'];Venezuela is a Stoot in Siidamerika an da Karibik und grenzt an Brasilien, Kolumbien und Guyana.
political-geographic-object;['algerien', 'oigerien'];Algerien is a Stoot im Nordwestn vu Afrika.
political-geographic-object;['indien', 'republik indien'];Indien is a Stoot in Sidasien mit 29 Bundesstootn.
political-geographic-object;['italien', 'italia', 'italienische republik', 'itàlien', 'itálien', 'repubblica italiana'];Italien is a Stoot in Eiropa, dea wos am Middlmeea ligt.
political-geographic-object;['chile'];Vorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Chile is a Land im westlichn Siidamerika und ligt zwischn de Breitngrode 17° 30′ S und 56° 0′ S. im Noadn duads an Peru grenzn, im Ostn an Argentinien, im Noadostn an Bolivien und im Westn und Sidn vom Land is da Pazifik.
political-geographic-object;['paraguay', 'pärygwei'];Paraguay is a Binnenstoot in Siidamerika, wo im Ostn an Brasilien, im Sidn und Westn an Argentinien und im Noadn und Westn an Bolivien grenzt.
political-geographic-object;['indonesien'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE D Republik Indonesien is da gresste Inslstod und vo de Eihwohna hea da viatgresste Stod auf da Weid.
political-geographic-object;['griachaland', 'ellinikí dimokratía', 'ellás', 'griechenland', 'griechnland', 'griechnlãnd', 'griechnlånd'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Griachaland liegt in Siidosteiropa am Middlmeea.
political-geographic-object;['ukraine'];Vorlage:Infobox Staat/Wartung/TRANSKRIPTIONVorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE De Ukraine [ukraˈiːnə] is a Stoot in Osteiropa.
political-geographic-object;['mexiko', 'méxico'];Mexiko (Spanisch: México, amtli: Vereinigte Mexikanische Staaten, span.
political-geographic-object;['armenien'];Kaltblüter nennt ma Ross, de wos guat zan Oarachtn hand.
political-geographic-object;['armenien'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Armenien is a Binnenstoot am Kaukasus.
political-geographic-object;['irak'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITEVorlage:Infobox Staat/Wartung/BILD-LAGE-BREITE Irak is a Staat in Vorderasien und grenzt an Kuwait, Saudi Arabien, Jordanien, Syrien, Tiakei und Iran.
political-geographic-object;['südkorea', 'sidkorea', 'republik korea', 'süd korea'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Sidkorea oda de Republik Korea is a Stoot in Ostasien.
political-geographic-object;['dominikanische republik', 'república dominicana'];Vorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE De Dominikanische Republik is a Inslstoot wo auf da Insl Hispaniola a de Groußn Antilln zwischn am Atlantik und da Karibik ligt.
political-geographic-object;['nigeria'];Nigeria is a Bundesstoot in Westafrika und grenzt an Benin, Niger, Tschad und Kamerun.
political-geographic-object;['kamerun'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Kamerun is a Stoot in Afrika und grenzt an Nigeria, Tschad, de Zentralafrikanische Republik, Republik Kongo, Gabun, Äquatorialguinea und an en Atlantik.
political-geographic-object;['senegal'];Da Senegal is a Stoot in Westafrika und grenzt an Mauretanien, Guinea, Guinea-Bissau, Mali, Gambia und an den Atlantik.
political-geographic-object;['frankreich', 'frånkreich', 'france', 'république française', 'fr', 'fraunkreich', 'fronkreich', 'frãnkreich', 'fråunkreich'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Frankreich is a demokratischa, zentralistischa Stoot im Westn vo Eiropa.
political-geographic-object;['ecuador', 'ecu', 'ec'];Ecuador, is a Republik om Noadwestn vo Sidamerika zwischn Kolumbien und Peru und hod 16.863.000 Milliona Eihwohna
political-geographic-object;['irland', 'irlãnd', 'irlånd', 'ireland'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Irland is a Inslstoot af da Insl Irland.
political-geographic-object;['maledivn', 'republik malediven'];D Maledivn hand a islamischa Inslstod am Indischn Ozean a da Natt vom Siadsbietz vo Indien und bestehd aus mehrane Atolle und 1196 Insln, von dene wos 220 vo Eiheimische bewohnt und 87 andane touristisch hergnumma wernd.
political-geographic-object;['el salvador'];Vorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE El Salvador is a Staat in Middlamerika und grenzn duada an Guatemala, Honduras und an Pazifik.
political-geographic-object;['philippinen'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE D Philippinen
political-geographic-object;['seychelln', 'seychellen'];Vorlage:Infobox Staat/Wartung/NAME-DEUTSCHVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE De Seychelln oda Seschelln
political-geographic-object;['suburbs'];Suburbs is a Oat in Simbabwe.
political-geographic-object;['schwedn', 'schwen', 'schweden', 'schwédn', 'sverige'];Schwedn is a Land in Nordeiropa.
political-geographic-object;['haptstod', 'hauptstådt', 'haubdstod', 'hauptstadt', 'hauptstod', 'hauptståd'];De Haptstod is da Sitz vo de wichtigstn politischn Eirichtunga vo am souvaräna Stoot.
political-geographic-object;['puerto rico'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Da Freistaat Puerto Rico
political-geographic-object;['liachtnstoa', 'liechtnstâ', 'liachtnstâ', 'firschtntum liachtnstoa', 'fürstentum liechtenstein', 'liechtenstein', 'liechtnstein', 'liechtnstoa'];As Fiaschtndum Liachtnstoa is a suvaräna Stoot im middleiropäischn Oipnraum.
political-geographic-object;['andorra', 'fürstentum andorra'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Andorra is a unobhängiga Kloastoot in Europa und befindt se in de estlichn Pyrenäen zwischn Spanien und Fraunkreich.
political-geographic-object;['tennessee'];Tennessee is a Bundesstoot vo da USA und gheat zu de Sidstootn.
political-geographic-object;['kentucky'];Kentucky, offiziej: Commonwealth of Kentucky is a Bundesstoot vo da USA. In amtlichn Nom Commonwealth fiat Kentucke zamma mit de Bundesstootn Virginia, Pennsylvania und Massachusetts, wearend olle ondan Bundesstootn „State“ hoassn.
political-geographic-object;['kansas'];Kansas is a Bundesstoot vo da USA. Ea liegt im Middlan Westn und voiständi in de Great Plains.
political-geographic-object;['vermont'];Vermont is a Bundesstoot vo da USA. Ea is 1791 a Bundesstoot woan.
political-geographic-object;['massachusetts', 'the commonwealth of massachusetts'];Massachusetts is a Bundesstoot in Neiengland im Noadostn vo da USA und a Tei vo Neiengland.
political-geographic-object;['rhode island'];Rhode Island (engl.
political-geographic-object;['sid-dakota', 'siid-dakota', 'south dakota'];Sid-Dakota oda amtli: South Dakota is a Bundesstoot im neadlichn mittlan Westn vo de USA. Da Nom kimmt vo de Dakota-Indiana, de wo zua Haptgruppm vo de Sioux ghean.
political-geographic-object;['niedersachsen', 'niedasaggsn'];Niedersachsen is a Bundesland im Noadwestn vo Deitschland.
political-geographic-object;['alaska'];Alaska is da flächnmassi gresste, da neadlichste und da westlichste Bundesstoot vo da USA. Es is 1.717.854 km² grouß, davo entfoin 1.481.346 km² auf Lond.
political-geographic-object;['montana'];Montana is a Bundesstoot im Noadwestn vo da USA. Da Nom „Montana“ leitet kimmt vom spanischn Woat montaña, meglichaweis a direkt vom montanus.
political-geographic-object;['oregon'];Oregon is a Bundesstoot in de USA. De Haptstod is Salem und de gresste Stod is Portland.
political-geographic-object;['louisiana'];Louisiana is a Bundesstoot im Sidn vo da USA. Louisiana liegt on da Mindung vom Mississippi in Goif vo Mexiko.
political-geographic-object;['oklahoma'];Oklahoma is a Bundesstoot vo de USA. Oklahoma liegt im mittlan Südn, neadlich vo Texas.
political-geographic-object;['arkansas', 'städt in arkansas'];Arkansas is oana vo de Sidstootn vo da USA. De Hauptstod is Little Rock.
political-geographic-object;['florida'];Florida is a Bundestoot im Siidostn vo de USA, am Atlantik bzw.
political-geographic-object;['georgia'];Georgia is a Bundesstoot im Sodostn vo da USA. Georgia woa da viate Bundesstoot, dea wo de Vafossung vo de Vaeinigtn Stootn ratifiziat hod.
political-geographic-object;['north carolina', 'state parks in north carolina'];North Carolina (engl.
political-geographic-object;['new mexico'];New Mexico (engl.
political-geographic-object;['arizona'];Arizona is a Bundesstoot im Sidwestn vo da USA. De Haptstod is Phoenix.
political-geographic-object;['mississippi'];ˌmɪsɪˈsɪpiː
political-geographic-object;['south carolina', 'siidkarolina', 'süd-carolina'];South Carolina oda Siidkarolina is a Bundesstoot a de Vaeinigtn Stootn vo Amerika.
political-geographic-object;['virginia'];Virginia is a Bundesstoot vo da USA on da sidlichn Atlantikgstod.
political-geographic-object;['idaho'];Idaho is a Bundesstoot im Noadwestn vo da USA. De Hauptstod is Boise.
political-geographic-object;['alabama'];Alabama is a Bundesstoot vo da USA, dea wo zu de Sidstootn zäjt.
political-geographic-object;['hawaii', 'hawaiʻi'];Hawaii is a Inslkettn im Pazifischn Ozean und da Nam vom 50.
political-geographic-object;['nevada'];Nevada is a US-Bundesstaat im westlichn Teil vo de Vaeinigtn Staatn vo Amerika.
political-geographic-object;['kalifornien', 'ca'];Kalifornien is mid 33 Mio.
political-geographic-object;['wyoming'];Wyoming (engl.
political-geographic-object;['utah'];Utah is a Bundesstoot im Westn vo da USA. De Haptstod is Salt Lake City.
political-geographic-object;['colorado'];Colorado is a Bundesstoot im westlichn Zentrum vo de USA. Mit ana mittlan Häh vo 2.073 Metan is a da hechstglegane Bundesstoot und wead zu de Gebiagsstootn zejd.
political-geographic-object;['noad-dakota', 'north dakota'];Noad-Dakota is a Bundesstoot im neadlichn middlan Westn vo de USA. Da Nom kimmt vo de Dakota-Indiana, de wo zua Haptgruppm vo de Sioux ghean.
political-geographic-object;['buganda'];Buganda is a Kinireich im haitigen Uganda in Afrika.
political-geographic-object;['oman'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Da Oman is a Land am Ostn vo da Arabischn Hoibinsl.
political-geographic-object;['yukon'];Yukon is a Territorium am eißastn Noadwestn vo Kanada midrana Flächn vo 482.443 km².
political-geographic-object;['amerikanisch-samoa'];Amerikanisch-Samoa is ois Teil vo Amerikanisch-Ozeanien a US-amerikanischs Außengebiet am siadlichn Pazifik.
political-geographic-object;['saragossa', 'zaragoza'];Vorlage:Infobox Gemeinde in Spanien/Wartung/Provinz
political-geographic-object;['kuwait'];As Emirat Kuwait is a Land in Voadaasien auf da Arabischn Hoibinsl.
political-geographic-object;['jordanien'];As Haschemitische Kinereich Jordanien is a Land in Voadaasien.
political-geographic-object;['tibet'];Tibet is a Hochlaund in Zentraiasien und Autonome Gebiete in Kina.
political-geographic-object;['libanon'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Da Libanon is a Land in Voadaasien am Mittelmeer.
political-geographic-object;['vatikanstod', 'vatikan', 'vatikanstaat', 'staat vatikanstadt', 'vatikanstadt', 'vatikanståd'];Vatikanstod is a söibständiga Stoot und de kloanste Stod auf da Wöd, wo anerkannt worn is.
political-geographic-object;['amsterdam'];Amsterdam (hollendisch: Amsterdam?/i) is de Haptstod vo Holland und hod 838.338 Eihwohna (am 1.
political-geographic-object;['düssldoaf', 'düssldorf', 'dusseldorpium', 'düsseldorf'];Düssldoaf is d Haptstod vo Noadrhein-Westfoin und mid 617.280 Eihwohna
political-geographic-object;['osaka'];Ōsaka (jap.
political-geographic-object;['kap verde'];Kap Verde is a afrikanischa Inslstoot mit nein bewohntn Insln im Atlantik.
political-geographic-object;['st. vincent und de grenadinen', 'st. vincent und die grenadinen'];St.
political-geographic-object;['bahrain', 'insln in bahrain', 'bahrein'];As Kinereich Bahrain is a Inslstoot wos aus 33 Insln bstehd und ligt arana Bucht am Persischn Goif, estle vo Saudi-Arabien und westle vo Katar.
political-geographic-object;['trinidad und tobago'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Trinidad und Tobago
political-geographic-object;['island', 'ísland', 'islaund', 'íslaund'];Vorlage:Infobox Staat/Wartung/NAMEVorlage:Infobox Staat/Wartung/BILD3 Island
political-geographic-object;['grenada'];Grenada (engl.
political-geographic-object;['são paulo'];São Paulo is mit mehr als ocht mille a einwohnan de bevejkarungsreichste Stod vo de Brasilien a d Hauptståd is Bundesstaat vo São Paulo.
political-geographic-object;['gmoa', 'gemeinde', 'gemeinden', 'gmeind', 'gmeinde', 'gmeindn', 'gmoand', 'gmoandn', 'gmoi'];A Gmoa, Pl.: Gmoana,, is a stootliche Instituzion, de wos fia a lokois Gebiet zuaständig is.
political-geographic-object;['lima'];Lima is d Haptstod vo Peru und is mid Abstand de gresste Stod vom Land.
political-geographic-object;['dublin'];Dublin is a Stodt, beziehungsweis de Hauptstodt vo da irischen Republik.
political-geographic-object;['sofia'];Sofia is de Hauptstod vo Bulgarien mid umara 1,5 Milliona Einwohna.
political-geographic-object;['bogotá'];Bogotá oda Bogotá D.C is de Hauptstod vo Kolumbien.
political-geographic-object;['prag', 'praha'];Prag is de Hauptstod und de bevökarungsreichste Stod vo da Tschechischn Republik.
political-geographic-object;['budapest', 'ofen-pest'];Budapest, is de Haptstod und zgleich gräßte Stod vo Ungarn.
political-geographic-object;['rom'];Rom, de greßte Stod vo Italien mit uma 2,9 Milliona Einwohna im Stodgebiet und uma 3,3 Milliona Einwohna ois Agglomeration, liegt in da Region Latium on de Ufer vom Fluss Tiber.
political-geographic-object;['jerusalem', 'al-quds', 'jeruschalajim'];Jerusalem is mit 933,113 Eihwohna de Haptstod vom Stoot Israel.
political-geographic-object;['kiew', 'київ'];Kiew is de Hapstod vo da Ukraine.
political-geographic-object;['berlin', 'bäalín'];Berlin is de Bundeshaptstod und da Regiarungssitz vo Deitschland.
political-geographic-object;['peking', 'beijing', 'běijīng'];Peking oda Beijing is de Haptstod vo da Voiksrepublik China.
political-geographic-object;['thailand'];Vorlage:Infobox Staat/Wartung/NAME As Kinireich Thailand is a Stoot in Sidostasien.
political-geographic-object;['ethiopien', 'abessinien', 'äthiopien'];Vorlage:Infobox Staat/Wartung/BILD-WAPPEN-BREITE Ethiopien is a Binnenstoot im Noad-Ostn vo Afrika.
political-geographic-object;['moskau', 'moskwa'];Moskau (russ.
political-geographic-object;['benin', 'republik benin', 'république du bénin'];Benin [beˈniːn] (frz.
