activity;['raga', 'kiwiki', 'rugby', 'raga soka', 'rugger'];Raga (ing.
organized-collection;['spektra', 'electromagnetic wigo', 'wigo ir', 'wigo mwanga', 'wigo sumakuumeme', 'wigo wa mwanga'];Spektra ni ufuatano wa jumla ya mawimbi sumakuumeme yote yenye urefu wa wimbi au masafa tofauti.
organized-collection;['wingu kubwa la magellan', 'kubwa magellanic cloud', 'wingu kubwa magellanic'];Wingu Kubwa la Magellan
organized-collective;['wanaisraeli', 'makabila ya israeli', 'makabila 12 ya israeli', 'makabila 12', 'makabila 12 ya waisraeli', 'waisraeli', 'makabila kumi na mawili ya israeli', 'nyumba ya israeli', 'waisraeli wa kale', 'wana wa israeli'];Makabila 12 ya Israeli waliunda taifa la lugha ya Kisemiti katika Mashariki ya Kati, wakiishi katika sehemu kubwa ya nchi ya Kanaani kati ya karne ya 15 KK na karne ya 6 KK
organized-collective;['wanaisraeli', 'makabila ya israeli', 'makabila 12 ya israeli', 'makabila 12', 'makabila 12 ya waisraeli', 'waisraeli', 'makabila kumi na mawili ya israeli', 'nyumba ya israeli', 'waisraeli wa kale', 'wana wa israeli'];Kwa maana mbalimbali ya jina Israeli tazama Israeli Wanaisraeli ni namna ya kutaja watu wa Agano la Kale waliokuwa wazawa wa Yakobo aliyeitwa pia Israeli, mmoja wa mababu wa taifa la Israeli ya Kale pamoja na babu yake Abrahamu na baba yake Isaka.
parameter;['sala ya kanisa', 'kisheria saa', 'masaa kisheria', 'ofisi ya kila siku', 'saa kisheria'];Sala ya Kanisa ndiyo sala rasmi ya madhehebu fulani ya Ukristo iliyopangwa ifanyike mara kwa mara kila siku.
parameter;['usiku kati', 'usiku wa manane'];Usiku kati ni nukta inayotenganisha siku moja na nyingine katika hesabu ya binadamu.
parameter;['asilimia', '%', 'kwa centum', 'pct'];Asilimia ni njia ya kutaja uhusiano kati ya viasi viwili.
parameter;['kasimwelekeo', 'velocity', 'velositi', 'kasi', 'velocities'];Kasimwelekeo ni kipimo cha kasi ya mwendo wa kitu kuelekea mahali fulani.
parameter;['karantini', 'quarantine', 'kituo cha karantini', 'quarantined'];Karantini ni uzuiaji wa watu au wanyama wasitolewe kutoka eneo moja hadi jingine ili kuzuia uenezaji wa magonjwa ya kuambukiza.
parameter;['upofu wa rangi', 'upofu rangi', 'colorblind', 'michezo maono upungufu', 'michezo upofu', 'rangi-vipofu', 'rangi kipofu'];Upofu wa rangi ni ugonjwa unaomfanya mtu asiweze kuelezea tofauti kati ya rangi fulanifulani.
parameter;['mmenyuko wa mzio', 'anaphylaxis', 'anafilaksisi', 'anaphylactic', 'athari ya anaphylactic', 'mmenyuko anaphylactic'];Mmenyuko wa mzio ni ugonjwa mkali wa mzio ambao huanza ghafla na huweza kusababisha kifo.
parameter;['ekinokokasi', 'echinococcosis', 'cyst hydatid', 'hydatid ugonjwa', 'hydatidosis', 'ugonjwa hydatid'];Ekinokokasi ni maradhi yenye kusababishwa na kimelea parasiti.
parameter;['upofu wa mto', 'upofu wa mtoni', 'usubi', 'onchocerciasis'];Upofu wa mto au usubi, ni maradhi yasababishwayo na ambukizo la kinyoo wa kimelea Onchocerca volvulus.Dalili ni pamoja na mwasho mkali, manundu chini ya ngozi, na upofu.
parameter;['sala ya mwisho', 'sala ya usiku', 'compline', 'complin'];Sala ya mwisho katika liturujia ya vipindi ni ile inayofanyika kabla ya kwenda kulala ili kumkabidhi Mungu usalama wa muda wa usiku ambao unadokeza pia kifo.
parameter;['uchafuzi wa hewa', 'air uchafuzi', 'hewa safi', 'ubora wa hewa', 'uchafuzi anga', 'uchafuzi hewa'];Uchafuzi wa hewa ni uingizaji wa mata yenye madhara kwa uhai katika hewa inayozingira dunia, hata kusababisha maradhi, vifo na uharibifu wa aina mbalimbali kwa binadamu na viumbe hai vingine, vikiwa pamoja na mazao.
parameter;['mvua asidia', 'asidi precipitation', 'asidi mvua', 'mvua asidi'];Mvua asidia ni hali ya mvua ambako kemikali katika angahewa zinaungana na unyevu ndani ya hewa na kusababisha maji ya mvua kuwa na kiasi kikubwa cha asidi.
parameter;['kinga', 'kingamwili', 'mfumo wa kinga mwilini', 'kumbukumbu ya kinga'];Kingamwili ni uwezo wa mwili wa kujihami dhidi ya pathojeni.
parameter;['siri', 'faragha', 'haki ya faragha', 'siri za kijeshi', 'usiri'];Siri ni jambo lolote ambalo mtu analiona haifai kumshirikisha mtu yeyote yule, haijalishi ni nani.
parameter;['kipindi cha masomo', 'matutina', 'matins', 'asubuhi maombi', 'ofisi ya masomo'];Kipindi cha masomo ni kipindi muhimu cha Sala ya Kanisa katika madhehebu mbalimbali ya Ukristo.
parameter;['alfajiri', 'pambazuko', 'asubuhi', 'dawning', 'kuvunja wa siku', 'kwanza mwanga', 'mapambazuko', 'sunup', 'wiko'];Alfajiri ni kipindi cha siku ambacho kinaleta mwanga wa kwanza kabisa baada ya giza la usiku: wakati huo jua lenyewe halijaonekana, ila unaeleweka upande litakapotokea.
parameter;['alfajiri', 'pambazuko', 'asubuhi', 'dawning', 'kuvunja wa siku', 'kwanza mwanga', 'mapambazuko', 'sunup', 'wiko'];Pambazuko ni hasa nukta ambapo jua linaanza kuonekana upande wa mashariki wa dunia, lakini pia kipindi chote cha siku ambacho kinafuata na kuathiriwa na nukta hiyo.Kurudi kwa mwanga wa kutosha duniani baada ya giza la usiku ni mfano muhimu katika sanaa na katika dini ambao unachukuliwa kama mzuri na wa kuleta tumaini jipya.
parameter;['adhuhuri', 'mchana', 'adhuuri', 'saa sita', 'high mchana', 'kumi na sita mchana', 'noontide'];Adhuhuri ni kipindi cha mchana ambapo jua liko juu zaidi, baina ya asubuhi na alasiri.
parameter;['modi', 'modal thamani', 'mode'];Katika takwimu, modi ya sampuli ya data ni thamani x ambayo inatokea mara nyingi zaidi.
parameter;['marudio', 'frequency', 'frekvenser', 'frequence', 'kipindi', 'kipindi wimbi', 'mbalimbali frequency', 'oftenness'];Marudio
parameter;['kiwango cha metaboli msingi', 'bmr', 'kiwango cha metaboli', 'metaboli kiwango cha'];Kiwango shikizi cha metaboli msingi, na karibu kuhusiana na kupumzika kiwango kwa metaboli, ni kiasi cha nguvu inayotolewa wakati wa mapumziko, kwa sifa na mazingira isiyo na sifa zinazobainikana inaweza kufyonza hali ambayo unahitaji muda wa saa kumi na mbili ya masaa kufunga kwa binadamu
parameter;['kiwango cha vifo', 'deathrate', 'fatality kiwango cha', 'kifo cha', 'kiwango cha kesi fatality', 'kiwango cha kifo', 'kiwango cha vifo vya', 'viwango vya kifo', 'viwango vya vifo'];Kiwango cha vifo ni kipimo.
parameter;['km/h', 'kilomita kwa saa', 'kilometa kwa saa', 'km / h', 'km h', 'kph'];Km/h ni kipimo cha kasi.
parameter;['muachano', 'ugomvi', 'ugomvi sampuli'];Katika takwimu, muachano ni kipimo cha kiasi cha tawanyiko ya sampuli ya data.
parameter;['kasi ya nuru', 'kasi ya mwanga', 'kasi mwanga', 'lightspeed', 'mwanga kasi'];Kasi ya nuru
parameter;['mkengeuko wastani', 'kiwango kupotoka', 'deviations kiwango', 'kupotoka kiwango'];Katika takwimu, mkengeuko wastani ni kipimo cha kiasi cha tawanyiko ya sampuli ya data.
parameter;['usafi wa mazingira', 'usafi', 'unsanitary'];Usafi wa mazingira ni njia ya kuendeleza afya kwa kuzuia mawasiliano ya binadamu na athari za taka.
parameter;['machweo', 'magharibi', 'sundown'];Machweo ni kipindi cha siku ambapo jua linatoweka kabisa kwa macho ya watu wa eneo fulani, kabla ya kwanza usiku.
parameter;['hertz', 'hezi', 'mhz', 'ghz', 'gigahezi', 'kilohezi', 'terahezi', 'hz', 'cps', 'mizunguko / pili', 'mzunguko kwa sekunde'];Hezi, pia hertz, kifupi Hz ni kipimo cha SI kwa marudio ikitaja rudio 1 kwa sekunde 1.
parameter;['kati', 'mediani', 'wastani', 'wastani sampuli', 'wastani thamani'];Katika takwimu, Kati ni thamani x inayogawanyika mara mbili sampuli ya data.
parametrized-collection;['rozari', 'ushanga wa sala', 'rosaries', 'sala shanga', 'shanga rozari', 'shanga sala'];Rozari, ni ushanga uliotengenezwa kwanza na Wakatoliki wa Karne za Kati ili kusali kwa kukariri Salamu Maria kadhaa pamoja na kutafakari mafumbo ya imani.
parametrized-collection;['rozari', 'ushanga wa sala', 'rosaries', 'sala shanga', 'shanga rozari', 'shanga sala'];Ushanga wa sala ni ushanga uliotengeneza kwa ajili ya kusali kwa kukariri maneno kadhaa ya imani.
phenomenon;['mmenyuko wa kikemia', 'chemical reaction', 'utendanaji wa kikemia', 'athari za kemikali', 'kemikali mmenyuko', 'kikemikali', 'mmenyuko', 'mmenyuko kemikali'];Mmenyuko wa kikemia, ni mchakato ambao unasababisha mabadiliko ya dutu ya kikemia kuwa dutu tofauti.
phenomenon;['hali maada', 'hali za mata', 'hali kimwili', 'hali ya kujali'];Hali ya maada katika fizikia ni muundo jinsi maada hutokea katika hali mbalimbali, ama kama elementi au kama kampaundi.
phenomenon;['mtando chakula', 'chakula mnyororo', 'minyororo chakula'];Mtando chakula ni neno la kutaja uhusiano kati ya viumbehai mbalimbali katika mazingira fulani.
phenomenon;['utegili', 'chanzo plasma', 'gesi ionized', 'plasma', 'plasmafysik'];Utegili katika lugha ya fizikia, ni hali ya nne ya maada.
phenomenon;['mwingiliano dhaifu', 'mtagusano dhaifu', 'dhaifu mwingiliano', 'dhaifu nguvu', 'kani hafifu ya nyuklia', 'nguvu dhaifu'];Katika fizikia ya nyuklia na fizikia ya atomu, neno mwingiliano dhaifu ni mfumo unaowajibika kwa nguvu ya nyuklia, na ni mojawapo ya maingiliano manne ya msingi, mengine yakiwa ya sumakuumeme, mwingiliano madhubuti, na mvuto.
phenomenon;['nuru', 'mwanga', 'chanzo mwanga', 'inayoonekana mionzi', 'inayoonekana mwanga', 'mawimbi mwanga', 'mwanga inayoonekana', 'reflection mwanga', 'wimbi mwanga'];Nuru ni neno la kutaja mnururisho unaoweza kutambuliwa kwa macho yetu.
phenomenon;['mwingiliano madhubuti', 'mtagusano madhubuti', 'mwingiliano nguvu', 'michezo nguvu', 'nguvu mwingiliano', 'yenye nguvu'];Katika fizikia ya nyuklia na fizikia ya atomu, neno mwingiliano madhubuti ni mfumo unaowajibika kwa nguvu ya nyuklia, na ni mojawapo ya maingiliano manne ya msingi, mengine yakiwa ya sumakuumeme, mwingiliano dhaifu, na mvuto.
phenomenon;['inesha', 'inertia'];Inesha ya gimba fulani ni tabia ya masi kubaki katika hali yake ya kutulia au kuwa na mwendo fulani hadi iathiriwe na nguvu ya nje.
phenomenon;['moshi', 'vumbi'];Kwa matumizi mengine ya jina moshi tazama makala ya maana moshi
phenomenon;['mkondo wa umeme', 'mkondo', 'electric current', 'sasa', 'sasa umeme', 'mikondo ya umeme', 'umeme sasa'];Mkondo wa umeme ni mwendo wa chaji ya umeme ndani ya kipitishi.
phenomenon;['umeme', 'electricity', 'electrically'];Umeme au stima hutokea wakati chaji ya umeme inatiririka.
phenomenon;['tufani', 'tornado', 'hurricane', 'hurrikan', 'taifun', 'kimbunga', 'tornadoes'];Tufani ni dhoruba yenye mwendo wa kuzunguka.
phenomenon;['myeyungano wa kinyuklia', 'myeyungano nyuklia', 'myeyungano wa kinyukilia', 'nuclear fusion', 'fusion mmenyuko', 'fusion nyuklia', 'hidrojeni fusion', 'mmenyuko fusion', 'nyuklia fusion', 'nyuklia fusion mmenyuko'];Myeyungano wa kinyuklia ni mchakato ambamo viini 2 au zaidi vya atomu vyepesi zaidi vinaungana kuwa kiini kimoja kizito.
phenomenon;['mbweu', 'burping', 'belching', 'burp', 'cheua', 'eructation'];Mbweu ni mngurumo wa hewa inayotoka tumboni kwa sababu ya mtu kushiba chakula au kupagawa na pepo.
phenomenon;['monsuni', 'monsoon', 'kaskazi', 'monsoon kusini-magharibi', 'monsoon kusini magharibi', 'tangambili'];Monsuni ni upepo wa majira unaoendelea kwa muda wa miezi kadhaa kuelekea upande mmoja na kubadilika baada ya kipindi hiki kuelekea kinyume.
phenomenon;['ushoga', 'homoeroticism', 'gayness', 'homoerotic', 'homosexualism', 'jinsia moja', 'jinsia moja kivutio', 'kivutio jinsia moja', 'mashoga', 'ya jinsia moja'];Ushoga ni mwelekeo wa kimapenzi unaokwenda tofauti na kawaida inayofanya mwanamume na mwanamke kupendana na kuzaliana katika familia.
phenomenon;['hangul', 'alfabeti ya kikorea'];Hangul ni alfabeti ya Kikorea.
phenomenon;['upepo wa jua', 'nishati ya jua upepo', 'upepo nishati ya jua'];Upepo wa jua
phenomenon;['chafya', 'kuchafya', 'sternutation'];Chafya ni hewa inayomtoka kiumbehai ghafla na kwa nguvu, bila hiari yake.
phenomenon;['wingu', 'mawingu', 'wingu malezi'];Wingu ni matone madogo ya maji yanayoelea pamoja katika angahewa juu ya ardhi.
phenomenon;['wingu vundevunde', 'cirrus', 'cirrus cloud', 'cirrus wingu'];Wingu vundevunde ni wingu la fuwele za barafu linalopatikana kwa kimo kikubwa.
phenomenon;['fugo', 'domestication', 'fuga', 'fugo kilimo', 'za ndani'];Fugo (ing.
phenomenon;['muungo kemia', 'chemical bond', 'bonding kemikali', 'dhamana', 'dhamana kemikali', 'kemikali dhamana', 'minyororo ya kemikali'];Muungo kemia ni kani inayoshikiza atomu, ioni na molekuli na hivyo kuwa msingi wa kutokea kwa kampaundi.
phenomenon;['wimbiredio', 'redio wimbi', 'chafu redio', 'mawimbi ya redio', 'redio chafu', 'redio mionzi'];Wimbiredio
phenomenon;['uchanguaji', 'kuchagua'];Uchanguaji ni mfumo unaotumiwa ili kupanga vitu kwa utaratibu.
phenomenon;['usumaku', 'uga sumaku', 'magnetism', 'magnetic', 'magnetic kivutio', 'magnetic nguvu', 'magnetics', 'nguvu magnetic'];Katika Fizikia, usumaku ni nguvu ambayo inaweza kuvutia au kurejesha vitu ambavyo vina asili ya chuma ndani yao.
phenomenon;['athari ya doppler', 'athari doppler', 'doppler athari', 'doppler kuhama', 'kuhama doppler'];Athari ya Doppler ni badiliko ya marudio na masafa ya mawimbi kutokana na mwendo wa chanzo cha mawimbi au mwendo wa mtazamaji.
phenomenon;['vumbi la angani', 'cosmic vumbi', 'vumbi cosmic', 'vumbi interstellar', 'vumbi nafasi'];Vumbi la angani ni hewa taka zilizoundwa na gesi mbalimbali na vipande vya mawe ambazo hupatikana katika tabaka la atmosphere mpaka kwenye exophere.
phenomenon;['osimosisi', 'osmosis', 'kiosmotiki'];Osimosisi ni mchakato katika mimea na wanyama ambapo kimiminika hupita taratibu kutoka upande mmoja wa mwili au wa mmea kwenda upande mwigine kupitia seli za mnyama au mmea huo.
phenomenon;['ukungu', 'ardhi ukungu'];Ukungu ni mawingu meupe mepesi yanayotanda hasa sehemu za milimani na kusababisha maeneo kutoonekana.
phenomenon;['umememaji', 'hydroelectricity', 'kituo cha umeme wa maji', 'bwawa la kuzalisha umeme', 'hydro-umeme', 'hydro umeme', 'kupanda umeme wa maji', 'mabwawa kuzalisha umeme', 'nishati umeme wa maji', 'wa umeme', 'ya kuzalisha umeme'];Umememaji ni umeme unaozalishwa kwa kutumia mwendo wa maji.
phenomenon;['infraredi', 'infrared radiation', 'infra-red', 'infra-red mionzi', 'infra nyekundu', 'infrared', 'infrared chafu', 'infrared mafuta', 'infrared mionzi', 'infrared mwanga', 'karibu-infrared', 'karibu infrared', 'katikati ya infrared', 'mionzi infrared', 'mwanga infrared'];Infraredi ni aina ya nuru isiyoonekana kwa macho ya kibinadamu lakini kuna wanyama wanaoweza kuiona.
phenomenon;['makanika', 'nishati ya kimakanika', 'mitambo ya nishati', 'nishati mitambo'];Nishati ya kimakanika si nishati endelezi, bali ni namna ya kuweka akiba ya nishati kwa mfano kwa njia ya "Flywheel".
phenomenon;['punyeto', 'masturbates', 'masturbating', 'onanism'];Punyeto ni tendo lolote la kujitafutia ashiki binafsi hasa kwa kuchochea viungo vya uzazi.
phenomenon;['nishati ya nyuklia', 'nishati nyuklia', 'nishati ya atomi', 'atomic nguvu', 'nguvu ya atomic', 'nguvu za nyuklia', 'nyuklia-nguvu', 'nyuklia-powered', 'nyuklia powered', 'sekta ya nyuklia'];Nishati ya nyuklia
phenomenon;['sitini na tisa', '69'];Sitini na tisa ni namba inayoandikwa 69 kwa tarakimu za kawaida na LXIX kwa zile za Kirumi.
phenomenon;['umeme wa upepo', 'nguvu ya upepo', 'nishati ya upepo', 'upepo kizazi', 'upepo nguvu ya kupanda', 'windpower'];Umeme wa upepo ni umeme unaopatikana kwa njia ya mitambo inayotumia nguvu ya upepo na kuibadilisha kuwa umeme.
phenomenon;['theluji', 'snowfall', 'cover theluji'];Theluji ni aina ya pekee ya barafu ya maji.
phenomenon;['mvua ya mawe', 'hailstorms tufani'];Mvua ya mawe ni aina ya mvua ambayo matone ya maji yamefika kwenye uso wa ardhi kwa umbo la vipande vya barafu.
phenomenon;['mnururisho sumakuumeme', 'mawimbi sumakuumeme', 'mawimbi ya sumakuumeme', 'mnururisho wa sumakuumeme', 'electromagnetic wimbi', 'em mionzi', 'mionzi electromagnetic', 'nonparticulate mionzi', 'sumakuumeme mionzi'];Mnururisho sumakuumeme
phenomenon;['urujuanimno', 'ultraviolet', 'karibu ultraviolet', 'kirefu ultraviolet', 'mbali ultraviolet', 'mionzi ultra-violet', 'mionzi ultraviolet', 'mionzi uv', 'mwanga ultra-violet', 'mwanga ultraviolet', 'mwanga uv', 'rays ultraviolet', 'ultra-violet', 'ultra violet', 'ultraviolet illumination', 'ultraviolet mwanga', 'ultraviolet radiation', 'utupu ultraviolet', 'uv', 'uv rays'];Urujuanimno ni aina ya nuru isiyoonekana na binadamu ila na wanyama mbalimbali.
phenomenon;['unururifu', 'mbunguo nururifu', 'mbunguo nururishi', 'nururifu', 'nururishi'];Unururifu ni tabia ya elementi kadhaa ambazo kiini cha atomi yake si thabiti, bali inaweza kubadilika kuwa kiini cha atomi kingine na katika mchakato huu kinatoa mnururisho.
phenomenon;['ngono zembe', 'ngono salama', 'ngono isiyo salama'];Ngono zembe maana yake ni tendo la ndoa lililofanywa au linalofanywa kwa uzembe, yaani bila kujali matokeo yake, hasa maambukizi ya maradhi ya zinaa, na kwa namna ya pekee Ukimwi.
phenomenon;['tetemeko', 'tetemeko la ardhi', 'matetemeko ya ardhi', 'mitetemeko ya ardhi', 'mtetemeko wa ardhi', 'moonquake', 'seism', 'seismicity', 'shughuli seismic', 'temblor', 'tetemeko duniani'];Tetemeko la ardhi ni mishtuko ya ghafla ya ardhi.
phenomenon;['kuoza kwa meno', 'caries', 'caries meno', 'cariogenic', 'meno caries'];Kuoza kwa meno, pia hujulikana kama kuoza kwa jino, kaviti, au caries, ni kuharibika kwa meno kutokana na shughuli za bakteria.
phenomenon;['usanisinuru', 'photosynthesis', 'usanidimwanga', 'photosynthesize', 'photosynthetic'];Usanisinuru ni mchakato wa kibiolojia na kikemia ambako mimea ya kijani inageuza nguvu ya nuru ya jua kuwa nishati ya kikemia.
phenomenon;['kula', 'kulisha', 'dining'];Kula ni kitendo cha kiumbe hai kuingiza chakula ndani ya mwili wake kupitia mdomo wake.
phenomenon;['tendo la ndoa', 'kujamiiana', 'tomba', 'kutombana', 'ngono', 'ugoni', 'coitus', 'copulation', 'binadamu tabia ya ngono', 'coition', 'huruma mapenzi', 'kimwili maarifa', 'maarifa ya kidunia', 'mahusiano ya kingono', 'ngono mkutano', 'ngono tendo', 'ngono uhusiano', 'shughuli za binadamu ya ngono', 'shughuli za ngono', 'tabia ya binadamu ngono', 'tendo', 'uhusiano wa kimapenzi', 'uke ngono', 'vitendo vya ngono'];Tendo la ndoa ni kitendo cha kujamiiana, kati ya mwanamke na mwanaume.
phenomenon;['nyonya', 'sucking', 'suck', 'suction'];Kunyonya ni namna ya kuondoa hewa au kimiminika.
phenomenon;['uzazi', 'kuzaliana', 'autogamous', 'autogamy', 'ukweli wa maisha'];Uzazi ni mchakato wa kibiolojia ambao kiumbe hai kipya kinapatikana kutokana na kingine au vingine.
phenomenon;['paralaksi', 'parallax', 'makosa parallax', 'mwendo parallax', 'parallax trigonometric'];Paralaksi
phenomenon;['usimbishaji', 'hydrometeor', 'precipitation'];Usimbishaji ni maji yanayonyesha kutoka hewa hadi ardhini.
phenomenon;['shinikizo', 'shinikizo maji', 'nguvu kwa kila eneo kitengo', 'shinikizo ngazi'];Shinikizo
phenomenon;['uga sumaku', 'magnetic field', 'uga wa sumaku', 'ugasumaku', 'flux magnetic', 'magnetic shamba', 'mashamba magnetic', 'mistari magnetic shamba', 'mstari magnetic shamba', 'shamba magnetic'];Uga sumaku
