abstract-region;['스칼라', '스칼라 물리량', '스칼라량', '스칼라물리량'];크기만 있고 방향은 없는 1차원적인 물리량
political-geographic-object;['맨해튼', 'manhattan', '맨해튼 구', '뉴욕 시 맨해튼 구', '뉴욕 시 맨해튼 자치구', '뉴욕 주 뉴욕 시 맨해튼 구', '뉴욕 주 뉴욕 시 맨해튼 자치구', '맨해튼 자치구', '미국 뉴욕 주 뉴욕 시 맨해튼 구', '뉴욕 군', '뉴욕군', '맨하탄', '맨하턴', '맨하튼', '맨해탄', '맨해턴', '맨해튼 섬', '맨해튼섬', '맨허튼'];미국 뉴욕 주 뉴욕 시의 자치구
political-geographic-object;['스코틀랜드', '사객란', '스코트랜드', '스코틀란드', '스콧랜드'];영국의 4개 지방 중 북쪽 지방.
political-geographic-object;['몬로비아', 'monrovia', '먼로비아', '라이베리아 수도', '라이베리아의 수도', '몬로 비아'];라이베리아의 수도
political-geographic-object;['아순시온', 'asunción', '아순씨온', '아쑨씨온', '파라과이의 수도'];파라과이의 최대 도시이자 수도
political-geographic-object;['도하', 'dohá', 'bida', '엘 beda', '카타르의 수도'];축구
political-geographic-object;['빈', '비엔나', '오스트리아 수도', '오스트리아의 수도'];오스트리아의 수도
political-geographic-object;['산호세', 'san jose', '싼호세', '코스타리카의 수도'];코스타리카의 수도
political-geographic-object;['니코시아', '레프코샤', '레프코시아', '니코 시아', '키프로스의 수도'];키프로스 공화국과 북키프로스의 수도
political-geographic-object;['지부티', '지부티 시', '지부티의 수도'];지부티의 수도
political-geographic-object;['수바', 'suva'];피지의 수도
political-geographic-object;['헬싱키', 'helsinki', '헬싱포르스', 'helsingfors', '핀란드어 자본', '핀란드의 수도'];핀란드의 수도
political-geographic-object;['포르토프랭스', 'port-au-prince', '뽀르또쁘랭스', '포토프렌스', '아이티 크리올어 자본', '포르토 프랭스'];아이티의 수도
political-geographic-object;['레이캬비크', 'reykjavìk', '레이카비크', '레이캬빅', '아이슬란드의 수도'];아이슬란드의 수도
political-geographic-object;['도쿄', '동경', '에도', '일본의 수도', '도쿄 도', '도쿄도', '토쿄', '토오쿄오', '토우쿄우', '동경 도', '동경도', '도꾜 도', '도꾜도', '동경 23구', '일본의수도', '토쿄 도', '토쿄도', 'tokio', 'yeddo', 'yedo'];일본의 수도이며, 47개의 도도부현 중 하나
political-geographic-object;['암만', 'amman', '요르단의 수도'];요르단의 수도로, 암만 주의 주도이다.
political-geographic-object;['프놈펜', 'phnom penh', '프놈 펜', 'pnom penh', '크메르어 수도'];캄보디아의 수도
political-geographic-object;['리가', 'rīga', '라트비아의 수도'];라트비아의 수도
political-geographic-object;['파두츠', 'vadúz', '바두쯔', '리히텐슈타인의 수도', '파두 츠'];리히텐슈타인의 수도
political-geographic-object;['룩셈부르크', '룩셈부르크 시티', '룩셈부르그 시', '룩셈부르그시', '룩셈부르크 시', '룩셈부르크시', '룩셈부르크시티', '룩셈부르크 - 빌', '룩셈부르크의 수도'];룩셈부르크 대공국의 수도
political-geographic-object;['카트만두', 'kātmāndū', '까뜨만두', '네팔의 수도'];네팔의 수도
political-geographic-object;['니아메', 'niamey', '니아메이', '니아 메', '니제르의 수도'];니제르의 수도
political-geographic-object;['오슬로', 'oslo', '크리스티아니아', '오슬로 시', 'christiania', '노르웨이의 수도'];노르웨이의 수도
political-geographic-object;['파나마시티', '파나마 시', '빠나마 시', '시우다드 데 파나마', '시우다드데파나마', '파나마', '파나마 시티', '파나마시', '파나마 수도', '파나마의 수도'];파나마의 수도
political-geographic-object;['포트모르즈비', 'port moresby', '포트 모르즈비', '포트 모스비', '포트모스비', '파푸아 뉴기니의 수도'];파푸아뉴기니의 수도
political-geographic-object;['다카르', 'dakar', '세네갈의 수도'];세네갈의 수도
political-geographic-object;['서울', '서울특별시', '한양', '서울시', '서울特別市', '남평양성', '대한민국의 수도', '서울 특별시', '서울특별자유시', '황성시', '한국의 수도'];대한민국의 수도
political-geographic-object;['방콕', '끄룽텝', '끄룽텝 마하나콘', '크룽 테프', '끄룽 테프', '끄룽 텝', '끄룽 텝 마하나컨', '끄룽 텝 마하나콘', '끄룽 텝 마하나콘 아몬 라따나꼬신 마힌타라 유타야 마하딜록 폽 노파랏 랏차타니 부리롬 우돔랏차니웻 마하사탄 아몬 삐만 아와딴 사팃 사카타띠야 윗사누깜 쁘라싯', '끄룽 텝 마하나콘 아몬 라따나꼬신 마힌타라 유타야 마하딜록 폽 노파랏 랏차타니 부리롬 우돔랏차니웻 마하사탄 아몬 피만 아와딴 사팃 사카타띠야 윗사누깜 쁘라싯', '끄룽 텝 마하나콘 아몬 란따나꼬신 아윳타라 유타야', '끄룽테프', '끄룽텝 마하나컨', '끄룽텝 마하나콘 아몬라따나꼬신 마힌타라유타야마하딜록 폽노파랏 랏차타니 부리롬 우돔랏차니웻 마하사탄 아몬피만 아와딴사팃 사까타띠야 윗사누깜 쁘라싯', '끄룽텝마하나컨아몬라따나꼬신마힌타라아윳타야마하디록폽노파랏랏차타니부리롬우돔랏차니웻마하사탄아몬삐만아와딴사티사까타띠야윗사누깜쁘라싯', '끄룽텝마하나콘아몬라따나꼬신마힌타라유타야마하딜록폽노파랏랏차타니부리롬우돔랏차니웻마하사탄아몬피만아와딴사팃사까타띠야윗사누깜쁘라싯', '방꼭', '방코크', '크룽 텝', '크룽테프', '크룽텝', '태국의 수도'];태국의 수도
political-geographic-object;['방기', 'bangui', '중앙 아프리카의 수도'];중앙아프리카 공화국의 수도
political-geographic-object;['산토도밍고', 'santo domingo', '산토 도밍고', '시우다드 트루히요', '시우다드트루히요', '싼또도밍고', '산토 도밍고 데 구스만', '산토도밍고데구스만', '도미니카 공화국의 수도', '시우다드 트루 히요'];도미니카 공화국의 수도
political-geographic-object;['아비장', 'abidján', '아비 장'];코트디부아르의 도시이다.
political-geographic-object;['마닐라', 'manila', '필리핀의 수도', '마닐라 시'];필리핀의 수도
political-geographic-object;['사나', '사나아', 'sana', 'sanaa'];아라비아 반도 남서부에 있는 예멘의 수도
political-geographic-object;['포트오브스페인', 'port of spain', '포트 오브 스페인', '트리니다드 토바고의 수도'];트리니다드 토바고의 수도
political-geographic-object;['몬테비데오', 'montevideo', '몬떼비데오', '몬테비디오', '우루과이의 수도'];우루과이의 수도
political-geographic-object;['솔트레이크시티', 'salt lake city', '솔트 레이크 시티', '솔트 레이크', '솔트레이크', '솔트레이크 시', '솔트레이크 시티', '유타의 수도'];유타주의 주도
political-geographic-object;['카라카스', 'caracas', '베네수엘라의 수도'];베네수엘라의 수도
political-geographic-object;['카디프', 'cardiff', '카이르디드'];웨일스의 수도
political-geographic-object;['루사카', 'lusaka', '잠비아의 수도'];잠비아의 수도
political-geographic-object;['하라레', 'harare', '솔즈베리', '짐바브웨의 수도'];짐바브웨의 수도이다.
political-geographic-object;['튀니스', 'tūnis', '뜌니스', '튀니지의 수도'];튀니지의 수도
political-geographic-object;['하노이', 'hanoi', '손타이', '하 노이', '하노이 시', '하노이시', '베트남의 수도'];베트남의 수도
political-geographic-object;['캔버라', 'canberra', '캔바라', '캔베라', '호주 수도', '호주의 수도'];오스트레일리아의 수도
political-geographic-object;['오타와', 'ottawa', '오타와시', '온타리오, 오타와', '캐나다 수도', '캐나다의 수도'];캐나다의 수도
political-geographic-object;['프라이아', 'praia', 'cidade 드 프라이 아', '케이프 베르데의 수도', '프라이 아'];카보베르데의 수도
political-geographic-object;['자그레브', '자그레브 직할시', 'zagreb', '아그람'];크로아티아의 수도이다.
political-geographic-object;['반줄', 'banjul', '반쥴', '배서스트', '감비아의 수도'];감비아의 수도
political-geographic-object;['타이페이', '타이베이시', '타이베이 시', '타이뻬이', 'taïpei', '타이베이', '태북', '태북 시', '태북시', '다이호쿠', '대북 시', '대북시', '타이페이 시', '타이호쿠', 'taihoku', 'taipeh', '대만의 수도'];타이완의 수도
political-geographic-object;['바스테르', 'basseterre', '바스 테르'];세인트키츠 네비스의 수도
political-geographic-object;['킹스타운', 'kingstown', '킹스 타운'];세인트빈센트 그레나딘의 수도
political-geographic-object;['류블랴나', '류블라나', '류블라냐', '류블랴냐', '류블 랴나'];슬로베니아의 수도
political-geographic-object;['하르툼', '카르툼', '카루툼', '수단의 수도', '카르 툼'];수단의 수도
political-geographic-object;['두샨베', '스탈리나바드', 'dusanbe', 'dyushambe', 'stalinabad', '타지키스탄의 수도'];타지키스탄의 수도
political-geographic-object;['타슈켄트', '토시켄트', '따슈껜뜨', '타쉬겐트', '타쉬켄트', '타슈겐트', '타시켄트', '토쉬켄트', '토슈켄트', 'taskent', '우즈베크어의 수도'];우즈베키스탄의 수도
political-geographic-object;['아피아', 'apia', '서사모아의 수도'];인구 3만명의 사모아의 수도이다.
political-geographic-object;['조국', '고국', '모국', '자국', '본고장', '우리 나라', '우리나라', '고향', '모극', '자기 나라', '제조국', '출생 한 나라'];한 사람이 태어난 나라, 또는 국적을 가지고 애착을 소유한 나라
political-geographic-object;['시드니', 'sydney', '씨드니'];오스트레일리아의 도시
political-geographic-object;['텔아비브', '텔 아비브', '텔아비브야파', '텔아비브자파', '텔아비브 야파', '텔아이브', '텔 아비브 - yalo', '텔 아비브 - 자파가'];이스라엘 서부 지중해 연안에 있는 도시
political-geographic-object;['뉴욕', '뉴욕 시', '뉴욕 시티', '뉴욕시', '뉴 요크', '뉴 욕', '뉴 욕 시', '뉴 욕 시티', '뉴요크', '뉴요크 시', '뉴요크 시티', '뉴요크시티', '뉴욕시티', '시티 오브 뉴 욕', '시티 오브 뉴욕', '시티오브뉴욕', '그레이터 뉴욕'];미국 뉴욕 주의 도시
political-geographic-object;['필라델피아', '필라델피아 시', '형제 사랑의시'];펜실베이니아주에서 가장 큰 도시
political-geographic-object;['퀘벡주', '퀘벡', 'québec', '퀘백 주'];캐나다의 주
political-geographic-object;['토론토', 'toronto', '또론또', '온타리오, 토론토', '터론터우'];온타리오 주에 위치한 캐나다에서 가장 큰 도시
political-geographic-object;['샬럿타운', 'charlottetown', '샬롯타운', '샬럿 타운'];캐나다, 프린스에드워드아일랜드주의 주도
political-geographic-object;['텍사스주', '텍사스 주', 'téxas', '텍사스', 'tx', '론 - 스타 주'];미국 남부에 있는 주
political-geographic-object;['나라', '주', '국토', '국가', '경기', '땅'];지리학적으로 구분된 지역. 다른 정치 사상 또는 구획을 포함할 수 있는 넓은 용어
political-geographic-object;['성', '도', '주', '지방', '지역', '경기'];행정 구역의 단위
practice;['행동 지침', '행동지침', '행동강령', '행동 강령', '행동의 코드'];위키미디어 동음이의어 문서
practice;['크로스드레싱', '트랜스베스티즘', '의상도착증', '이성장', 'transvestism', '크로스 드레싱', 'crossdress', 'transvestitism', '드레싱을 건너', '크로스 옷장'];여자가 남장을 하거나 남자가 여장을 하는 행위
