abstract-region;['bội số', 'bội', 'nhiều'];Tích của một số bất kì với một số nguyên
physical-object;['ánh sáng', 'ánh sáng nhìn thấy', 'ánh nắng', 'ánh đèn', 'sóng ánh sáng', 'có thể nhìn thấy bức xạ', 'nguồn ánh sáng', 'phản chiếu ánh sáng'];Từ phổ thông dùng để chỉ các bức xạ điện từ có bước sóng nằm trong vùng quang phổ nhìn thấy được bằng mắt thường của con người
physical-object;['van'];Thiết bị điều chỉnh, điều khiển hoặc điều khiển dòng chảy của chất lỏng
physical-object;['xe cứu hỏa', 'xe cứu hoả', 'chiếc xe cứu hỏa', 'cháy xe tải', 'firetruck', 'máy chửa lửa', 'pumper', 'xe chữa cháy'];Loại xe chuyên dụng để dập tắt các đám cháy
physical-object;['chăn', 'mền'];Mền,dùng để đắp
physical-object;['geta', 'giày gỗ', 'guốc', 'guốc', 'làm tắc nghẽn', 'patten', 'pattens'];giày gỗ truyền thống của Nhật Bản
physical-object;['tàu khu trục', 'khu trục hạm', 'tầu khu trục', 'hướng dẫn khu trục tên lửa', 'tàu khu trục phóng ngư lôi', 'tàu khu trục tàu thả mìn'];Tàu chiến nhanh, cơ động, có sức bền lâu dùng để hộ tống các tàu lớn hơn trong một hạm đội
physical-object;['rèm', 'màn', 'màn cửa', 'khăn bàn thờ', 'rèm cửa', 'xếp nếp'];Là thiết bị che nắng , cả nắng trang trí trong nhà , văn phòng , cửa hàng ..
physical-object;['bút bi', 'bút nguyên tử', 'viết bi', 'bi', 'biro', 'viên đạn ở đầu viết', 'đầu viết'];Một công cụ dùng để viết rất phổ biến ngày nay
physical-object;['trục cam'];Một bộ phận của động cơ đốt trong, giúp điều khiển các van của xi-lanh.
physical-object;['xe đạp', 'xe đạp'];Một chiếc xe bao gồm hai bánh xe được tổ chức trong một khung, đẩy bằng bàn đạp và lái với tay lái gắn vào bánh trước.
physical-object;['thiết giáp hạm', 'chiến hạm', 'chiến hạm bọc thép', 'chiến liệt hạm', 'tàu chiến đấu', 'tầu chiến đấu', 'battlewagon', 'tàu chiến', 'tàu chiến'];Loại tàu chiến bọc thép cỡ lớn
physical-object;['elettrometro', 'các máy điện', 'điện kế'];trang định hướng Wikimedia
physical-object;['hệ thống điều khiển hành trình', 'cruise control', 'kiểm soát hành trình'];Hệ thống hổ trợ giữ làn đường và giữ tốc độ trên oto
physical-object;['bơm chân không', 'máy bơm chân không', 'máy bơm không khí', 'máy hút'];Thiết bị điện dùng để loại bỏ không khí từ một không gian kín
physical-object;['hòm thư', 'hộp thư', 'thùng thư', 'hòm thư đi', 'hộp thư đi', 'postbox', 'hộp bài'];Thùng chứa thư để nhân viên bưu điện gửi đi
physical-object;['lò hơi công nghiệp', 'nồi hơi', 'súp-de', 'súp de', 'tổng quan về lò hơi', 'cưỡng bức', 'lò hơi', 'nồi súp de'];bình kín trong đó chất lỏng được làm nóng
physical-object;['tuxedo', 'ximôckinh', 'ximôkinh', 'áo đuôi tôm', 'xì-mốc-king', 'tux', 'bộ đồ áo lớn', 'khăn choàng ăn', 'lễ phục'];trang phục bán chính thức cho các sự kiện xã hội hay dạ tiệc nơ đen
physical-object;['nến', 'đèn cầy', 'cây nến', 'sáp ánh sáng'];Nến (còn gọi là đèn cầy) là một khối nhiên liệu (thường là sáp) ở thể rắn bao quanh một sợi bấc nến. Sợi bấc được thắp lên để cung cấp ánh sáng và đôi khi để cung cấp nhiệt năng. Ngày nay, phần lớn nến được làm từ parafin.
physical-object;['hợp xướng'];Trang định hướng Wikimedia
physical-object;['xe', 'rook'];Quân cờ vua
physical-object;['hệ thống đánh lửa', 'đánh lửa điện tử'];Hệ thống đốt cháy nhiên liệu cho động cơ đốt trong, giúp sinh công.
physical-object;['nhông xích', 'bánh răng', 'đĩa', 'bánh xích bánh xe', 'sprockets', 'xích'];Nhông sên dĩa
physical-object;['flansch', 'mặt bích'];trang định hướng Wikimedia
physical-object;['công sự', 'pháo đài', 'công trình quân sự', 'fortification lĩnh vực', 'tăng cường'];công trình quân sự dùng để bảo đảm an toàn cho người và phương tiện vật chất
physical-object;['internet', 'không gian mạng', 'hệ thống', 'mạng', 'mạng lưới', 'in-tơ-nét', 'liên mạng', 'mạng toàn cầu', 'mạng internet', 'cyber space', 'cyberspace', 'hệ thống liên mạng', 'in-tờ-nẹt', 'không gian ảo', 'mạng kết nối toàn cầu', 'sự hình thành và phát triển của internet'];Hệ thống mạng lưới thông tin kết nối các thiết bị vi tính trên toàn cầu
physical-object;['áo ngực', 'nịt vú', 'cái xú chiên', 'coóc xê', 'nịt ngực', 'su-chiêng', 'xu-chiêng', 'xu chiêng', 'áo nịt ngực', 'áo vú', 'băng tóc', 'brassiere', 'brassieres', 'cái yếm'];Đồ lót dùng để che chở và nâng đỡ hai vú của phụ nữ
physical-region;['hoàng hôn', 'bình minh', 'chạng vạng', 'chạng vạng tối', 'mặt trời lặn', 'nhá nhem', 'nhá nhem tối', 'chạng vạng', 'crepuscle', 'crepuscule', 'evenfall', 'gloam', 'hoàng hải lý', 'lúc mặt trời lặn', 'lúc thiên văn', 'tối tăm'];Giai đoạn giữa ban ngày và ban đêm cùng với bình minh
physical-region;['hàm gauss', 'bình thường đường cong', 'gaussian hình dạng', 'gaussian đường cong', 'hình chuông đường cong', 'hạt nhân gaussian', 'đường cong gaussian'];hàm toán học
plan;['phác đồ'];Trang định hướng Wikimedia
plan;['hoạt động xã hội', 'hoạt động chính trị', 'nhà hoạt động xã hội', 'nhà hoạt động', 'các hoạt động', 'động'];1 hoạt động và phong trào chính trị+xã hội nhằm thúc đẩy và bảo vệ các quốc gia dân tộc cùng nhân quyền,tự do dân chủ,khai phóng,nhân bản,hoà bình, an lành, độc lập, công bằng-lý,tiến bộ.vì kỷ cương và lẽ phải.
plan;['chiến lược', 'chiến lược là gì?'];kế hoạch chung để đạt được một hoặc nhiều mục tiêu dài hạn hoặc tổng thể trong điều kiện không chắc chắn
political-geographic-object;['romania', 'ru-ma-ni', 'românia', 'ru-ma-ni-a', 'lỗ ma ni', 'lỗ mã ni', 'roumania', 'ru-mu-ni', 'ru ma ni', 'ru mu ni', 'rumani', 'nước rumani'];Quốc gia nằm tại đông nam châu Âu.
political-geographic-object;['greenwich'];Quận ở Luân Đôn, Anh
political-geographic-object;['bandung'];Thành Phố Của Indonesia tại đảo Java
political-geographic-object;['thành phố hồ chí minh', 'hồ chí minh', 'tphcm', 'sông sài gòn', 'thành phố sài gòn', 'sài gòn', 'saigon', 'tp. hcm', 'tp. hồ chí minh', 'tp.hcm', 'tp hồ chí minh', 'đô thành sài gòn', 'ho chi minh city', 'sai gon', 'sài gòn - gia định', 'sài gòn – gia định', 'sài thành', 'thành phố mang tên bác', 'tp.hồ chí minh', 'tp hcm'];Thành phố trực thuộc trung ương của Việt Nam
political-geographic-object;['busan', 'phủ sơn', 'phủ san', 'pusan', 'phủ san quảng vực thị', 'puxan'];Thành phố ở Hàn Quốc
political-geographic-object;['los angeles', 'lốt an-giơ-lét', 'lôt angiơlet', 'lốt', 'los angeles, ca', 'los angeles, calif.', 'los angeles, california', 'lôt angiơlet, califonia', 'lốt ăng-giơ-lét', 'thành phố đức ma-ri-a nữ vương các thiên thần po-ti-un-cô-la', 'thành phố của các thiên thần'];Thành phố lớn nhất tiểu bang California và lớn thứ nhì tại Hoa Kỳ
political-geographic-object;['sankt-peterburg', 'xanh pê-téc-bua', 'xanh pêtecbua', 'xanh pêtécbua', 'saint petersburg', 'leningrad', 'peterburg', 'petrograd', 'pê-tơ-rô-grát', 'saint-peterburg', 'saint-petersburg', 'saint-pétersbourg', 'saint peterburg', 'sankt-petersburg', 'sankt peterburg', 'sankt peterburh', 'sankt petersburg', 'st. peterburg', 'st. petersburg', 'st.petersburg', 'st peterbourg', 'st petersburg', 'venezia phương bắc', 'xanh petecbua', 'xanh peterbua', 'xanh pê-tec-bua'];Thành phố lớn thứ nhì ở Nga và cũng là cố đô của Đế quốc Nga.
political-geographic-object;['tây an', 'trường an', "xi'an", 'changan', 'hsian', 'sian', 'singan', 'xian'];kinh đô của 13 triều đại Trung Quốc
political-geographic-object;['cộng hòa dân chủ nhân dân triều tiên', 'bắc triều tiên', 'bắc hàn', 'cộng hoà dân chủ nhân dân triều tiên', 'chdcnd triều tiên', 'cộng hòa dân chủ chủ nghĩa nhân dân triều tiên', 'dprk', 'north korea', 'triều tiên', 'triều tiên dân chủ chủ nghĩa nhân dân cộng hòa quốc', 'd.p.r.k.'];Quốc gia độc lập tại miền Bắc bán đảo Triều Tiên ở Đông Á
political-geographic-object;['na uy', 'na-uy', 'vương quốc na uy', 'nauy', 'norway', 'noreg', 'norge'];Quốc gia quân chủ lập hiến tại Bắc Âu
political-geographic-object;['nhật bản', 'nihon', 'hòa quốc', 'nhà nước nhật bản', 'nhật', 'nhật bản quốc', 'nhật bổn', 'nhựt bổn', 'nihon-koku', 'nippon-koku', 'nước nhật', 'nước nhựt', 'xứ hoa anh đào', 'xứ phù tang', 'xứ sở mặt trời mọc', 'y tế tại nhật bản', 'đất nước mặt trời mọc', 'nippon'];Một đảo quốc nằm ở vùng Đông Á
political-geographic-object;['djibouti', 'gi-bu-ti', 'cộng hòa djibouti', 'cộng hoà djibouti', 'jibuti', 'lãnh thổ afars và issas thuộc pháp', 'vùng lãnh thổ afars và issas thuộc pháp', 'afars và issas'];Quốc gia tại Châu Phi
political-geographic-object;['malaysia', 'ma-lai-xi-a', 'mã lai', 'ma-lay-xi-a', 'liên bang malaixia', 'liên bang malaysia', 'ma lay xi a', 'malaisia', 'malaixia', 'malaya'];Quốc gia ở Đông Nam Á
political-geographic-object;['phường', 'phường bầu cử', 'phường thành phố'];Phân khu của một đơn vị chính quyền địa phương
political-geographic-object;['anh', 'anh cát lợi', 'nước anh', 'anh quốc', 'anh cách lan', 'england', 'xứ anh'];Quốc gia nằm ở Châu Âu
political-geographic-object;['thụy sĩ', 'liên bang thuỵ sĩ', 'liên bang thụy sĩ', 'confoederatio helvetica', 'schweiz', 'suisse', 'svizzera', 'thuỵ sĩ', 'ch', 'liên bang thuỵ sỹ', 'liên bang thụy sỹ', 'svizra', 'switzerland', 'thuỵ sỹ', 'thụy-sĩ', 'thụy sỹ', 'thụy sĩ liên đoàn'];Quốc gia ở châu Âu
political-geographic-object;['các tiểu vương quốc ả rập thống nhất', 'các tiểu vương quốc a-rập thống nhất', 'các tiểu vương quốc ả-rập thống nhất', 'các tiểu vương quốc ảrập thống nhất', 'liên hiệp tiểu vương quốc ả rập', 'uae', 'united arab emirates'];Quốc gia nằm ở Tây Á
political-geographic-object;['liên bang cộng hòa xã hội chủ nghĩa xô viết', 'liên xô', 'liên bang cộng hoà xã hội chủ nghĩa xô viết', 'liên bang cộng hoà xã hội chủ nghĩa xô-viết', 'liên bang cộng hòa xã hội chủ nghĩa xô-viết', 'liên bang sô-viết', 'liên bang sô viết', 'liên bang xô-viết', 'liên bang xô viết', 'chxhcn xô viết', 'lbchxhcn xô viết', 'chxhcn xô-viết', 'lbchxhcn xô-viết', 'liên bang cộng hòa xã hội chủ nghĩa soviet', 'liên sô', 'liên xô cũ', 'cccp', 'chxhcn liên bang xô viết', 'lbxv', 'liên-xô', 'liên bang chxhcn xô viết', 'liên bang các nước cộng hoà xã hội chủ nghĩa xô viết', 'liên bang soviet', 'soviet union', 'sssr', 'sô viết', 'ussr', 'ссср', 'liên minh của các nước cộng hòa liên xô xã hội chủ nghĩa', 'nga'];Quốc gia Liên bang đa sắc tộc tồn tại từ 1922-1991 có lãnh thổ trải dài châu Âu và châu Á
political-geographic-object;['vương quốc liên hiệp anh và bắc ireland', 'vương quốc anh', 'anh quốc', 'united kingdom', 'vương quốc liên hiệp', 'vương quốc liên hiệp anh', 'vương quốc liên hiệp anh và bắc ai len', 'liên hiệp vương quốc', 'liên hiệp vương quốc anh', 'liên hiệp vương quốc anh và bắc ai-len', 'liên hiệp vương quốc anh và bắc ireland', 'uk', 'vương quốc anh và bắc ireland', 'vương quốc anh và bắc ái nhĩ lan', 'vương quốc anh và ireland', 'vương quốc liên hiệp anh và bắc ailen', 'vương quốc liên hiệp anh và bắc ái nhĩ lan', 'vương quốc liên hiệp đại anh và bắc ireland', 'anh', 'vương quốc anh.', 'vương quốc anh vương quốc anh và bắc ai-len'];Quốc gia độc lập có chủ quyền tại châu Âu.
political-geographic-object;['tây ban nha', 'vương quốc tây ban nha', 'españa', 'i pha nho', 'spain', 'tây-ban-nha', 'y pha nho', 'espana'];Quốc gia có chủ quyền nằm tại phía tây nam châu Âu
political-geographic-object;['mông cổ', 'cộng hòa nhân dân mông cổ', 'ngoại mông', 'ngoại mông cổ', 'cộng hoà nhân dân mông cổ', 'mongolia', 'mông-cổ', 'thể thao mông cổ', 'cộng hòa nhân dân mông cổ'];Quốc gia nằm ở Đông Á
political-geographic-object;['kingston upon hull', 'kingston trên sông hull', 'hull', 'kingston trên hull', 'kingston-upon hull'];Thành phố và khu vực thẩm quyền đơn nhất trong hạt nghi lễ East Riding of Yorkshire, Anh
political-geographic-object;['new jersey', 'nj', 'tiểu bang new jersey', 'tân jersey', 'garden state'];Tiểu bang của Hoa Kỳ
political-geographic-object;['illinois', 'tiểu bang illinois', 'il', 'land of lincoln', 'prairie tiểu'];Bang của Hoa Kỳ
political-geographic-object;['minnesota', 'tiểu bang minnesota', 'gopher nhà nước', 'tiểu bang north star'];Tiểu bang của Hoa Kỳ
political-geographic-object;['missouri', 'misuri', 'mixuri', 'tiểu bang missouri', 'show me nhà nước'];Tiểu bang của Hoa Kỳ
political-geographic-object;['michigan', 'bang michigan', 'mi-chi-gân', 'michigân', 'tiểu bang michigan', 'great lakes nhà nước', 'khu vực great lakes', 'wolverine nhà nước'];Tiểu bang của Hoa Kỳ
political-geographic-object;['nebraska', 'tiểu bang nebraska', 'cornhusker nhà nước'];Tiểu bang của Hoa Kỳ
political-geographic-object;['bỉ', 'vương quốc bỉ', 'belgique', 'belgium', 'bắc lợi thì', 'nước bỉ'];Một quốc gia có chủ quyền tại Tây Âu
political-geographic-object;['tonga', 'tông-ga', 'vương quốc tonga', 'thân thiện islands'];Bài viết danh sách Wikimedia
political-geographic-object;['áo', 'áo địa lợi', 'cộng hòa áo', 'austria', 'nước áo', 'đệ nhị cộng hòa áo', 'oesterreich'];Quốc gia ở châu Âu
political-geographic-object;['lào', 'nước lào', 'cộng hòa dân chủ nhân dân lào', 'cộng hoà dân chủ nhân dân lào', 'ai lao', 'chdcnd lào', 'nước triệu voi', 'triệu voi', 'xứ triệu voi', 'dân chủ cộng hòa nhân dân lào'];Quốc gia nội lục ở khu vực Đông Nam Á
political-geographic-object;['úc', 'australia', 'úc đại lợi', 'thịnh vượng chung úc', 'ô-xtrây-li-a', 'úc châu', 'châu úc', 'nước úc', 'liên bang úc', 'ô-xtơ-rây-li-a', 'ôx-trây-li-a', 'ôx-trây-lia', 'ôxtrâylia', 'ôxtơrâylia', 'commonwealth of australia'];Một quốc đảo nằm trên Thái Bình Dương thuộc châu Úc
