abstract-quality;['persoonallisuus', 'luonne', 'big five'];Kullekin ihmiselle luonteenomainen ajatusten, tunteiden ja käyttäytymisen muodostama kokonaisuus
physical-object;['kela', 'induktori', 'induktanssi', 'kuristin', 'käämi', 'yhteismuotokuristin', 'induktorin', 'induktorit'];sähkötekniikka
physical-object;['voimala', 'voimalaitos', 'sähkölaitos', 'sähkövoimala', 'sähkövoimalaitos', 'sähkölaitokset', 'voimalat', 'power plant', 'vesivoimalaan'];Sähköntuotantolaitos
physical-object;['panssarivaunu', 'tankki', 'hyökkäysvaunu', 'panssaroitu taisteluajoneuvo', 'panssarivaunutyypit', 'panssaroidut ajoneuvon', 'panssaroidut taisteluajoneuvot', 'armeijan tankki', 'panssaroitu torjumiseksi ajoneuvon', 'säiliöt', 'tankin komentaja'];Telaketjuilla kulkeva panssaroitu ajoneuvo
physical-object;['pommi', 'bombardemangi', 'pommitus', 'palopommi', 'pommeja'];räjähtävä ase
physical-object;['maamiina', 'pommiansa', 'miina', 'miinat', 'miinoitus', 'maa-loppusijoitettujen kaivoksen', 'maamiinaan', 'maamiinoja', 'maamiinojen', 'miinakentät'];Räjähtävä taisteluväline
physical-object;['harja', 'sivellin', 'suti', 'suka', 'harjat'];Harjaksista sidottu siivousväline
physical-object;['kirjoitusväline', 'kirjoitustyökalu', 'kirjallisesti toteuttaa', 'kirjallisesti väline', 'kirjoitusvälineet'];työkalu, jota käytetään kirjoittamisessa
physical-object;['golfmaila', 'maila', 'golf club', 'golfmailojen'];golfin peliväline
physical-object;['työkalu', 'välikappale', 'konetyökalu', 'työväline', 'työkaluja'];Väline jolla voidaan tehdä työtä
physical-object;['linna', 'kartanolinna', 'chateau', 'château', 'châteaux', 'linnat'];Kartanorakennustyyppi, jota löytyy lähinnä ranskankielisiltä alueilta
physical-object;['jalostamo', 'jalostamon', 'jalostamot'];Tuotantolaitos joka muuntaa (jalostaa) raakamateriaalin arvokkaammiksi tuotteiksi
physical-object;['kioskikirjallisuus', 'roskalehti', 'lukemistolehti', 'pulp', 'pulp-kirjallisuus', 'pulp-lehti', 'lukemistolehtikirjallisuus', 'pulp-lehtiä', 'pulp fiction', 'roskaromaani', 'sellu-lehden'];kaunokirjallisuuden lajityyppi
physical-object;['koripallo', 'koripalloilu'];Urheiluväline
physical-object;['lentopallo'];Urheiluväline
physical-object;['sähkötuoli', 'kuolema tuoli', 'sähkötuolissa'];Teloitusväline
physical-object;['puhelin', 'puhelinkoje', 'lankapuhelin', 'puhka', 'telefoni', 'puhelimet', 'kiinteän verkon', 'puhelimia'];Sähköinen äänensiirtolaite
physical-object;['kaukoputki', 'teleskooppi', 'apupeili', 'linssikaukoputki', 'peilikaukoputki', 'kaukoputket'];optinen laite
physical-object;['korkeusmittari', 'altimetri', 'korkeusmittaus', 'satelliitti korkeusmittaus'];Laite, jolla mitataan korkeutta haluttuun referenssitasoon verrattuna
physical-object;['kaikuluotain', 'sonar', 'asdic', 'kaikuluotaus', 'ääniluotain', 'kaikusuunnistautuminen', 'kaiku', 'kaikuluotaimen'];Tekniikka, jossa hyödynnetään ääniaaltoja merenpohjan tutkimuksessa
physical-object;['pitot-putki', 'pitot putki', 'pitotputki'];Mittalaite, jolla mitataan virtauksen paikallista nopeutta paine-eron avulla
physical-object;['soitin', 'instrumentti', 'musiikki-instrumentti', 'musiikkisoitin', 'soittimia'];Laite, joka on tarkoitettu musiikin tuottamiseen
physical-object;['pappila'];Papin asuinpaikaksi luovutettu kokonainen maatila
physical-object;['stereoskooppi', 'stereoskopia', 'stereoscape', 'stereograph'];Laite, jolla katsoa stereoskooppisia kuvia
physical-object;['lato', 'navetta', 'talli', 'vilja-aitta', 'talousrakennus', 'aitta', 'karjasuoja', 'navetasta'];säilytysrakennus
physical-object;['vibrafoni', 'fiilis', 'vibraphones'];Lyömäsoitin
physical-object;['laskuteline', 'laskeutumisteline', 'monowheel laskuteline', 'monowheel laskutelineiden', 'monowheel vaihde', 'sisäänvedettävä laskuteline'];lentokoneen osa
physical-object;['parveke', 'parvi', 'balkongi', 'balkonki', 'ranskalainen parveke', 'parvekkeet'];Rakennuksesta ulkoneva, yleensä aidattu alue.
physical-object;['metro', 'maanalainen', 'metrojuna', 'maanalaisverkko', 'metroverkko', 'metrojunat', 'mass rapid transit', 'nopea passitusjärjestelmään', 'rapid transit'];Maanalainen joukkoliikennejärjestelmä
physical-object;['kolmisoutu', 'trieeri', 'trireemi', 'kolmisoudusta', 'kolmisoutua'];antiikin aikainen sotalaivatyyppi
physical-object;['käkikello', 'käki kellot'];Seinäkello, joka antaa tasatunneittain käen kukuntaa muistuttavan merkkiäänen
physical-object;['valo', 'näkyvä valo', 'näkyvä säteily', 'keinovalo', 'optinen säteily', 'valoaallot', 'valoaalto', 'näkyvän valon', 'näkyvää säteilyä', 'valon', 'valon aallon', 'valon aallot'];ihmisen näköaistin havaitsema sähkömagneettinen säteily
physical-object;['venttiili', 'kolmitieventtiili', 'venttiilit'];Virtausta ohjaava laite
physical-object;['rynnäkkökivääri', 'rynkky', 'rynnäkkökivääreitä'];kiväärityyppi
physical-object;['puupuhallin', 'puupuhaltimet', 'puupuhaltimien'];Puhallinsoitinten ryhmä
physical-object;['anturi', 'ilmaisin', 'tunnistin', 'tuntoelin', 'tunto elementti', 'hipaisunäppäin', 'aistin', 'sensori', 'anturitekniikka', 'mikroanturi', 'nanoanturi', 'anturit', 'ilmaisimet', 'kemialliset anturit', 'mittauselementti', 'optinen anturi'];Fyysisen suureen signaaliksi muuttava laite
physical-object;['rintahaarniska', 'aigis', 'rintapanssari', 'rintasuojus', 'haarniskat', 'rintakilven', 'suojeluksessa'];myyttinen suoja
physical-object;['haarniska', 'panssari', 'panssariliivit', 'panssaripaita', 'sotisopa', 'aketon', 'gambeson', 'haqueton', 'jazeraint', 'klibanion', 'lorica squamata', 'luotiliivit', 'cataphract', 'haarniskan', 'takki postin'];soturin suojavaruste
physical-object;['huonekalu', 'huonekalut', 'kaluste', 'kalusteet', 'kodin sisustamiseen', 'huonekaluja'];sisustukseen kuuluva sisustamisväline
physical-object;['tenderi', 'hiilivaunu', 'tender', 'halkohäkki', 'tarjouksen', 'tarjouksen moottori'];höyryveturiin kytketty vaunu, joka kuljettaa polttoainetta ja vettä
physical-object;['kiinnitin', 'kiinnike', 'pidin', 'liitäntätekniikka', 'kiinnittäjä', 'kiinitysjärjestelmä', 'kiinnitystekniikka', 'liitosjärjestelmä', 'liitostekniikka', 'liitäntäjärjestelmä', 'holdfast', 'kiinnikkeet'];Rakennelmien kokoonpanomenetelmä
physical-object;['kuumailmapallo', 'kuumailmapallot'];moottoroimaton ilma-alus
physical-object;['kuulalaakeri', 'neulalaakeri', 'rullalaakeri', 'vierintälaakeri', 'pallolaakeri', 'kuulalaakereita', 'kuulalaakeroidut', 'rullalaakerit'];Laakeri jossa liikkuvien osien välissä on vierintäelementti
physical-object;['kuulalaakeri', 'neulalaakeri', 'rullalaakeri', 'vierintälaakeri', 'pallolaakeri', 'kuulalaakereita', 'kuulalaakeroidut', 'rullalaakerit'];Vierintälaakeri jossa vierintäelimet ovat kuulia
physical-object;['säkkipilli', 'säkkipillit'];Puhallinsoitin
physical-object;['kastemalja', 'kastekappeli', 'baptisterio', 'baptistry'];Malja, jota käytetään kristillisessä kasteessa
physical-object;['lyömämiekka', 'leveämiekka', 'broadsword', 'kori-hilted miekka'];1600-luvulla kehitetty miekkatytppi
physical-object;['televisio', 'tv', 'video', 'televisiointi', 'kuvaputkitelevisio', 'matkatelevisio', 'näköradio', 'taulutelkkari', 'televisiokanava', 'telkkari', 'telkku', 'töllö', 'töllötin', 'väritelevisio', 'pieni näyttö', 'telecasting', 'televisioidaan', 'televisiot', 'tv-alan'];Joukkoviestin, joka perustuu liikkuvan kuvan lähettämiseen ja vastaanottamiseen
physical-object;['tehdas', 'tuotantolaitos', 'laitos', 'paja', 'tehdaslaitos', 'teollisuuslaitos', 'työpaja', 'verstas', 'tehdasrakennus', 'tehdassuunnittelu', 'manufactory', 'tehdastyöläinen', 'tehtaita', 'tuotantolaitosta'];tuotantolaitos, jossa valmistetaan tai jalostetaan hyödykkeitä
physical-object;['ruusuikkuna'];Pyöreä lasimaalausikkuna
physical-object;['ruusuikkuna'];Pyöreä lasimaalausikkuna
physical-object;['big ben', 'elisabetin torni', 'elizabeth tower'];Lontoon parlamenttitalon kellotorni
physical-object;['pitot-putki', 'pitot putki', 'pitotputki'];Mittalaite, jolla mitataan virtauksen paikallista nopeutta paine-eron avulla
physical-object;['labyrintti', 'sokkelo', 'kiertokäytävä', 'sokkeloinen'];sokkelo
physical-object;['kaarisilta', 'nivelpalkkisilta', 'ulokesilta', 'konsolisilta', 'ulokkeen ristikkosiltaa'];Siltatyyppi, jonka kantavan osan muodostaa pystytasossa kaareva, puristettu palkkimainen rakenne
physical-object;['leipälaatikko', 'breadbox', 'leipä-bin'];Täsmennyssivu
physical-object;['isopuusirkku', 'camarhynchus psittacula'];lintulaji
physical-object;['kuivausrumpu', 'kuivuri', 'kuivauskaappi', 'vaatekuivain', 'rumpukuivain', 'vaatteet kuivempaa', 'vaatteiden kuivausrumpu'];kodinkone
physical-object;['spinetti', 'spinet'];klaveerisoitin
physical-object;['tiejyrä', 'höyryjyrä', 'steamroller'];työkone
physical-object;['huopahattu', 'stetson', 'fedora-hattu', 'edenhattu', 'fedora', 'fedora hattu', 'homburg', 'stetson hattu', 'vilttihattu'];päähine
physical-object;['aikakapseli', 'time capsule'];Tavaroita tai tietoja sisältävä säilö, joka on tarkoitettu avattavaksi vasta jonakin tulevana ajankohtana
physical-object;['kirkko', 'kirkkorakennus', 'kivikirkko', 'puukirkko'];Kristinuskon harjoittamiseen käytetty rakennus
physical-object;['bidee', 'bidet', 'bidé'];alapesuallas
physical-object;['hävittäjä', 'ohjusten torjunta-alus', 'hävittäjäalus', 'hävittäjä miinalaiva', 'hävittäjää', 'ohjus hävittäjä', 'torpedovene destroyer', 'torpedovene hävittäjä'];Nopea ja ketteräliikkeinen sota-alus
physical-object;['saketti', 'shaketti', 'šaketti', 'aamulla puku'];miesten päiväjuhlapuku
physical-object;['fajanssi'];keraaminen materiaali
physical-object;['ballistinen ohjus', 'ballististen ohjusten'];Ohjus, jonka lentorata on korkealla ilmakehässä
physical-object;['napakaira', 'kierrekaira', 'käsipora', 'maakaira', 'pora', 'puusepän pora', 'ruuvipora', 'vintilä', 'näveri', 'gimlet', 'ruuvikierukan', 'wimble'];poraustyökalu
physical-object;['verho', 'verhot', 'salusiini', 'alttariliina', 'kangas'];ikkunan eteen ripustettava tai näkösuojana ja tilanjakajana käytettävä kangas
physical-object;["foucault'n heiluri", 'foucault’n heiluri', 'foucaultin heiluri', 'foucault heiluri'];Heiluri, jolla voidaan osoittaa maapallon pyörimisliike akselinsa ympäri
physical-object;['nokka-akseli', 'jakoakseli', 'ohv', 'overlap', 'työntötankomoottori', 'nokka'];polttomoottorin osa
physical-object;['polkupyörä', 'pyörä', 'fillari', 'retkipyörä', 'tandempyörä', 'tsygä', 'polkupyöriä', 'polkupyörän', 'polkupyörät'];Ajoneuvo joka liikkuu kuljettajan polkemisen voimasta
physical-object;['hiukkaskiihdytin', 'atominsärkijä', 'kiihdytin', 'lineaarikiihdytin', 'atomi hurmuri', 'hiukkaskiihdyttimet'];Hiukkaisia sähkömagneetilla liikuttava tutkimuslaite
physical-object;['kannellinen pata', 'kannellinen vuoka', 'hollanti uuni'];Kannellinen, yleensä valuraudasta valmistettu ruoanlaittopata
physical-object;['puskutraktori', 'raivaustraktori', 'katepillari', 'katerpillari', 'dozer', 'polkea', 'puskutraktoreilla', 'puskutraktorilla', 'puskutraktorit'];maansiirtokone
physical-object;['kontrabasso', 'bassoviulu', 'akustinen basso', 'läskibasso', 'basso', 'pystybasso', 'basisti', 'basso viol', 'bull viulu', 'contra bass', 'double-basisti', 'kontrabasisti', 'kontrabasson', 'kontrabassot', 'pystyssä basso', 'stand-up basso', 'string bass', 'string basso'];Viuluperheen kontrabassokokoinen jäsen
physical-object;['nostokurki', 'nosturi', 'hammerhead nosturin', 'torninosturin'];tavaroiden nostamiseen ja siirtämiseen tarkoitettu laite
physical-object;['laser', 'laaser', 'light amplification by stimulated emission of radiation', 'laserit', 'optinen maser', 'pulssilaser'];Erivärisiä ja -tehoisia laasereita
physical-object;['karbiini', 'karabiini', 'karbiinit'];lyhyt sotilaskivääri
physical-object;['led', 'ledi', 'loistediodi', 'hohtodiodi', 'light-emitting diode', 'valodiodi', 'light emitting diode', 'valodiodeja', 'valoa lähettävä diodi'];Valoa säteilevä puolijohdekomponentti
physical-object;['klavikordi', 'klaveeri', 'klaveri', 'klavikordin'];Klaveerisoitin
physical-object;['tiilimuuraus', 'tiilivuoraus', 'limitys', 'sitomus', 'englanti joukkovelkakirjalainan', 'englanti side', 'flanderin bond', 'seinään'];muurauksessa tiilien tai rakennuskivien limittäinen asettelu
physical-object;['sytytyslanka', 'hidas sytytyslanka', 'lunttu', 'tulilanka', 'hidas ottelu'];räjähteiden sytysmekanismi
physical-object;['elektrometri', 'elettrometro'];täsmennyssivu
physical-object;['rintahaarniska', 'kyrassi', 'cuirasses'];vanhanaikainen rintapanssari
physical-object;['avain', 'avainkortti'];Lukon avaamiseen käytettävä apuväline
physical-object;['luuri', 'kannettavan puhelimen luuriosa', 'luurin', 'ranskan puhelin'];suuta ja korvaa vasten pidettävä puhelimen osa, jossa on mikrofoni ja kuuloke
physical-object;['batyskafi', 'batyskooppi', 'syvänmeren tutkimusalus', 'bathyscaphe', 'bathyscape', 'bathyscaph'];syvänmeren tutkimukseen tarkoitettu alus
physical-object;['tamponi', 'tuppo', 'haavaside', 'tampooni', 'tamppooni', 'toksinen shokkioireyhtymä', 'tamponit'];kuukautissuoja
physical-object;['kuivatelakka', 'allastelakka', 'shiplift', 'uiva telakka', 'vetotelakka', 'drydock', 'graving telakka', 'kuivatelakalla', 'dry dock', 'drydocks', 'kuivatelakoiden'];rakennelma laivanrakennuksessa
physical-object;['assuanin pato', 'assuanin korkea pato', 'korkea pato', 'assuanin padon vesivoimalaitos', 'korkea dam'];Suuri pato Egyptissä
physical-object;['albumi', 'levyalbumi', 'studioalbumi', 'musiikkialbumi', 'levy', 'musiikkilevy', 'albumia', 'avausraita', 'debyyttialbumi', 'ennätys albumi', 'musiikki-ja', 'studioalbumia'];Musiikkialbumi, joka on äänitetty studiossa
physical-object;['regaalit', 'kruununkalleudet', 'arvomerkit', 'vallanmerkit', 'etuoikeudet', 'valtaoikeudet', 'arvonmerkit', 'regalia', 'kruununjalokivet'];Hallitsijan valtaa kuvaavat arvoesineet
physical-object;['haaremi', 'seralji', 'harem', 'vaimola', 'seraglio', 'hareem', 'serail'];Naisille tarkoitettu arabialaisen huoneiston osa
physical-object;['käsiharmonikka', 'concertina', 'konzertina', 'lyttyyn'];vapaalehdykkäsoitin
physical-object;['kaarilamppu', 'kaarivalo', 'kaarilampusta', 'kaarilamput', 'purkausputki', 'valokaarta'];valaisin
physical-object;['potkuri', 'lentokoneen potkuri', 'propelli', 'potkurilla'];lentokoneen osa
physical-object;['knalli', 'knallihattu', 'derby hattu', 'derby', 'plug hattu'];pyöreäkupuinen miesten hattu
physical-object;['datša', 'datsa', 'datsha', 'dacha', 'mökit'];venäläinen vapaa-ajan asunto
physical-object;['höyrykattila', 'höyrygeneraattori', 'höyrynkehitin', 'kuumavesikattila', 'kattilan', 'höyrykattilan', 'kattilat', 'puhallinpolttimia'];Höyrykoneen ja -turbiinin voimanlähde
physical-object;['smokki', 'tumma puku', 'smokin takki', 'smokkitakki', 'smoking', 'tux', 'tuxedos'];Pukukoodi tapahtumiin ja sosiaalisiin kokoontumisiin
physical-object;['smokki', 'tumma puku', 'smokin takki', 'smokkitakki', 'smoking', 'tux', 'tuxedos'];Musta miesten puku
physical-object;['lentoterminaali', 'terminaali', 'lentoaseman terminaali', 'terminal', 'matkustajalentoterminaali', 'air terminal', 'lentoasemalla'];Lentoaseman rakennus, jonka kautta matkustajat siirtyvät lentokoneiden ja maakulkuneuvojen välillä
physical-object;['carillon', 'tornikellopeli'];useista kelloista koostuva soitin
physical-object;['muuraus', 'kivityö', 'muurattu rakennelma', 'muuraaminen'];rakennustekniikka
physical-object;['trivia', 'joutavuudet', 'pikkuasiat', 'triviatieto', 'hiluja', 'jonninjoutavuus', 'lillukanvarsi', 'pientä kauraa', 'tyhjänpäiväisyys', 'nippelitieto', 'pikkujuttu'];Toissijainen tai -arvoinen tieto
physical-object;['sähkökitara', 'sähkökitaroita'];Kitaratyyppi
physical-object;['akustinen kitara', 'klassinen kitara'];kitaratyyppi
physical-object;['urut', 'pilliurut', 'urku', 'kirkkourut', 'koppeli', 'urkutaiteilija', 'kammion urut', 'kirkon urut', 'konsertti urut'];kosketinsoitin
physical-object;['nenälasit', 'pinnelasit', 'pensnee'];silmälasimalli
physical-object;['steel-kitara', 'havaijinkitara', 'steelkitara', 'havaijin kitara', 'hawaijin kitara', 'hawaiian guitar', 'hawaiian kitara'];kitarasoitin
physical-object;['purjelentokone', 'purjekone', 'liitokone', 'liidokki', 'purjelentokoneiden'];Moottoroimaton lentokone
physical-object;['infrastruktuuri', 'pohja', 'perusrakenne', 'alusrakenne', 'ciip', 'kaupunki-infrastruktuurin'];Rakennukset, rakenteet ja palvelut, jotka mahdollistavat yhteiskunnan toiminnan
physical-object;['liberty bell', 'vapauden kello'];museoitu kello Yhdysvalloissa
physical-object;['akropolis', 'linna', 'linnavuori', 'akropoli', 'acropolis'];linnavuori antiikin kreikassa
physical-object;['tutka', 'mikroaaltotutka', 'radiopaikannin', 'bistaattinen tutka', 'ensiötutka', 'monostaattinen tutka', 'multistaattinen tutka', 'oth-tutka', 'passiivinen tutka', 'radiopaikannus', 'mikroaaltouuni tutka', 'radio havaitseminen ja vaihdellen', 'tutka-asema', 'tutkajärjestelmä', 'tutkat'];radiotekninen luotainlaite
physical-object;['viulu', 'fiddle', 'violisti', 'viulisti', 'viulutaiteilija', 'joutava', 'pelimannit', 'pillit', 'viulut'];Ei-klassinen viulu
physical-object;['viulu', 'fiddle', 'violisti', 'viulisti', 'viulutaiteilija', 'joutava', 'pelimannit', 'pillit', 'viulut'];Viuluperheen sopraanokokoinen jäsen, jossa on neljä kieltä
physical-object;['kartano', 'herraskartano'];Kruunun, rälssin tai aatelin omistuksessa ollut suurtila
physical-object;['synagoga', 'temppeli', 'tabernaakkeli', 'synagooga', 'juutalainen synagoga', 'shul', 'synagoge', 'synagogia'];juutalaisten rukoushuone
physical-object;['pääroottori', 'helikopteriroottori', 'helikopterin roottorin', 'pääroottorin'];Pyörivä siipi joka tuottaa nostovoiman ja ohjauksen
physical-object;['excalibur'];Kuvitteellinen Miekka
physical-object;['tuuba', 'sousafoni', 'sousaphone', 'bass horn', 'basso tuuba', 'käärme'];Matalaääninen vaskipuhallin
physical-object;['tuuba', 'sousafoni', 'sousaphone', 'bass horn', 'basso tuuba', 'käärme'];Vaskipuhallin
physical-object;['ulkomuuri', 'bailey'];Keskiaikaisen linnan päälinnan edustalla tai vierellä sijaitseva erillinen varustus
physical-object;['entablementti', 'palkisto', 'entablatuuri', 'entablement', 'entablature'];Klassisen arkkitehtuurin elementti, joka tarkoittaa pylväsrakennelman yläosaa
physical-object;['pakoputki', 'pakoputkisto', 'pakokaasujärjestelmä', 'katalysaattori', 'kolmitoimikatalysaattori', 'paisuntakammio', 'pakosarja', 'pakojärjestelmä', 'pakokaasujärjestelmät'];polttomoottorin osa, joka johtaa kuumat pakokaasut pois moottorista
physical-object;['bulla'];sinetin pohja
physical-object;['mayflower'];Ensimmäiset uudisasukkaat Pohjois-Amerikkaan kuljettanut laiva
physical-object;['elektronitykki', 'elektronitykin'];elektroniputken osa
