abstract-quality;['વ્યક્તિત્વ'];વ્યક્તિત્વ એટલે જે-તે વ્યક્તિની વર્તનશૈલી, તેની બૌદ્ધિક શક્તિઓ, અભિયોગ્યતાઓ, વિચારો, ટેવો, આવેગો, મનોવલણો અને બીજાં એવાં વિશિષ્ટ પાસાંઓના ગત્યાત્મક સંગઠનથી ઊપજેલું સુગ્રથિત સ્વરૂપ.
political-geographic-object;['લીચેસ્ટેઈન', 'લૈચટેંસ્ટેઇન'];લીચેંસ્ટાઇન યુરોપ મહાદ્વીપના મધ્ય ભાગમાં સ્થિત એક દેશ છે.
political-geographic-object;['એન્ડોરા', 'અંડોરા', 'ઍંડોરા', 'પ્રિન્સિપાલિટી ઓફ એન્ડોરા'];એન્ડોરા એ સ્પેન અને ફ્રાન્સ વચ્ચે આવેલો યુરોપનો દેશ છે.
political-geographic-object;['ટેનેસી', 'tennessee'];ઢાંચો:Infobox U.S. state
political-geographic-object;['કેન્સાસ', 'kansas'];ઢાંચો:US state
political-geographic-object;['વર્મોન્ટ', 'vermont'];ઢાંચો:US state
political-geographic-object;['અલાસ્કા', 'alaska'];અલાસ્કા ઉત્તર અમેરિકા ખંડના ઉત્તર-પશ્ચિમી ભાગને અંતે સ્થિત યુ.એસ.એ.નું એક રાજ્ય છે.
political-geographic-object;['ઑરેગોન', 'orégon', 'ૅઑરેગોન'];ઑરેગોન અમેરિકાનું એક રાજ્ય છે.
political-geographic-object;['લ્યુઇસિયાના', 'louisiana'];ઢાંચો:US state
political-geographic-object;['ઓક્લાહોમા', 'oklahoma'];ઢાંચો:US state
political-geographic-object;['અરકાનસાસ', 'arkansas'];ઢાંચો:US state
political-geographic-object;['અલાબામા', 'alabama'];અલાબામા એ સંયુક્ત રાજ્ય અમેરિકાના દક્ષિણ ક્ષેત્રમાં આવેલું એક રાજ્ય છે.
political-geographic-object;['કેલિફોર્નિયા'];કેલિફોર્નિયા સંયુક્ત રાજ્ય અમેરિકામાં પશ્ચિમ બાજુએ આવેલું રાજ્ય છે.
political-geographic-object;['બિહાર', 'bihâr'];બિહાર ભારત નું એક રાજ્ય છે.
political-geographic-object;['ઓમાન'];ઓમાન અરબી પ્રાયદ્વીપ ના અગ્નિ ભાગમાં સ્થિત એક દેશ છે.
political-geographic-object;['જિલ્લો'];જિલ્લો ‍‍ તાલુકાઓના સમૂહ માટે વપરાતો ભૂગોળ વિષયનો શબ્દ છે.
political-geographic-object;['કુવૈત'];આ એશિયા ખંડ માં સ્થિત એક દેશ છે.
political-geographic-object;['જોર્ડન', 'જૉર્ડન'];જૉર્ડન, આધિકારિક રીતે કિંગડમ ઑફ જૉર્ડન, દક્ષિણ પશ્ચિમ એશિયામાં અકાબા ખાડ઼ી ની નીચે સીરિયાઈ રણ પ્રદેશના દક્ષિણી ભાગ માં ફેલાયેલ એક અરબ દેશ છે.
political-geographic-object;['તિબેટ', 'તિબ્બત'];તિબેટ એ એશિયા ખંડના તિબેટન ઉચ્ચપ્રદેશમાં આવેલો એક વિસ્તાર છે, જે આશરે ૨૪ લાખ કિલોમીટર૨માં ફેલાયેલો છે અને ચીન પ્રદેશનો લગભગ પા ભાગ રોકે છે.
political-geographic-object;['લેબેનાન', 'લેબનોન'];લેબનાન, આધિકારિક રૂપે લેબનાન ગણરાજ્ય, પશ્ચિમી એશિયા માં ભૂમધ્ય સાગરના પૂર્વી તટ પર સ્થિત એક દેશ છે.
political-geographic-object;['બહેરીન', 'બહરૈન', 'બેહરીન'];બહેરીન એશિયા માં સ્થિત એક દેશ છે.
political-geographic-object;['ટ્રિનિદાદ અને ટોબેગો', 'ટ્રિનીડેડ અને ટોબેગો', 'ત્રિનિડાડ અને ટોબેગો'];ત્રિનિદાદ અને ટોબેગોનું ગણતંત્ર એ દ્વિપસમૂહો વડે બનેલું રાષ્ટ્ર છે જેનું સ્થાન દક્ષિણ અમેરિકાના દેશ વેનેઝુએલાની ઉત્તરપૂર્વ અને લૅસર એન્ટિલિઝ ના ગ્રેનેડાની દક્ષિણ બાજુએ દક્ષિણ કેરબિયનમાં આવેલું છે.
political-geographic-object;['આઇસલૅન્ડ', 'આઈસલેંડ', 'આઇસલેંડ', 'આઇસલેન્ડ'];આઇસલેંડ કે આઇસલેંડ ગણરાજ્ય ઉત્તર પશ્ચિમી યુરોપ માં ઉત્તરી એટલાંટિક માં ગ્રીનલેંડ, ફ઼રો દ્વીપ સમૂહ, અને નાર્વે ની મધ્યમાં વસેલ એક દ્વિપીય દેશ છે.
political-geographic-object;['બુડાપેસ્ટ', 'budapest'];બુડાપેસ્ટ એ યુરોપ ખંડમાં આવેલા હંગેરી દેશમાં આવેલું મહત્વનું શહેર છે.
political-geographic-object;['જાકાર્તા', 'જકાર્તા'];જાકાર્તા એ ઇન્ડોનેશિયા દેશનું સૌથી મોટું અને રાજધાનીનું શહેર છે.
political-geographic-object;['બેઇજિંગ', 'પેઇચિંગ', 'બેઈજિંગ', 'પેકીંગ', 'બેઇજીંગ'];બેઇજિંગ પેકીંગ તરીકે પણ જાણીતું છે, તે ઉત્તરી ચીનનું એક મહાનગર છે અને પીપલ્સ રીપબ્લિક ઓફ ચાઇનાની રાજધાની છે.
political-geographic-object;['થાઇલેન્ડ', 'થાઇલેંડ'];થાઇલેન્ડ દક્ષિણ પૂર્વ એશિયામાં આવેલો દેશ છે.
political-geographic-object;['ઇથિયોપિયા', 'ઇથિઓપિઆ', 'ઇથિઓપિયા', 'ઇથોપિયા', 'ઈથિયોપિયા'];ઇથિયોપિયા નું અધિકારીક નામ સંઘીય અને લોકતાંત્રિક ઇથિયોપિયાનું ગણરાજ્ય છે, જે હોર્ન ઓફ આફ્રિકામાં આવેલો છે.
political-geographic-object;['બેનિન', 'બેનીન'];બેનિન, સાંવિધાનીક નામ બેનિન ગણતંત્ર, પશ્ચિમ આફ્રિકામાં આવેલો દેશ છે.
political-geographic-object;['સાઓ તોમ પ્રિન્સિપી', 'સાઓ ટૉમ અને પ્રિંસિપે'];સાઓ તોમ પ્રિન્સિપી આફ્રિકા ખંડમાં આવેલું એક રાષ્ટ્ર છે, જેની રાજધાની સાઓ તોમ ખાતે આવેલી છે.
political-geographic-object;['ઈઝરાયલ', 'ઇઝ્રેલ', 'ઇઝરાઇલ'];ઈઝરાયલ રાષ્ટ્ર એક દક્ષિણપશ્ચિમ એશિયામાં સ્થિત એક દેશ છે.
political-geographic-object;['મિનેપોલિસ', 'minneapolis'];મિનેપોલિસ કે જેને હુલામણાં નામ તરીકે તળાવોનું શહેર અથવા તો મિલોનું શહેર તરીકે ઓળખવામાં આવે છે.
