abstract-quality;['шәхси кемлек'];Мин төшенчәсе, Кемлек, Үзаң, Үзбәяләү һәм Үзбилгеләү төшенчәләре белән бутамагыз.
physical-object;['кул кыңгыравы'];Кул кыңгыравы — кул белән тавыш чыгару өчен уйлап чыгарылган кыңгырау.
physical-object;['матәм'];Матәм - иң гади мәгънәдә, берсенең үлеме сәбәпле кичерелгән хәсрәт тойгысына тиң.
physical-object;['термотөш коралы', 'водород бомбасы'];Термотөш коралы яки сутуар бомбасы
physical-object;['торба', 'труба'];Труба
physical-object;['аcылмалы күпер', 'ачылмалы күпер'];Ачылмалы күпер - хәрәкәтле өлешләр белән җиһазландырылган күпер.
physical-object;['принтер кабеле'];Принтер кабеле дип санак һәм санак принтеры арасында бирелгән мәгълүматны тапшыру өчен кабельга әйтәләр.
physical-object;['кепка'];Кепи, кепка
physical-object;['такси', 'taxi'];Такси (фр.
physical-object;['трамвай', 'tramway', 'tramwaylar'];Трамвай, шәһәр җирендә электр көче белән хәрәкәт ителә торган рельслы, пассажирлар йөртә торган транспорт.
physical-object;['фил'];Фил — шахмат фигурасы.
physical-object;['ат', 'at'];Ат — шахмат уенында куллана торган таш.
physical-object;['сабын'];Сабын — үз эченә өслек актив матдәләрне кертүче каты яки сыек матдә.
physical-object;['оекбаш'];Оекбаш - аякка киелә торган кием.
physical-object;['бөтендөнья пәрәвезе', 'bötendönya päräweze', 'world wide web', 'www', 'веб', 'пәрәвез'];Бөтендөнья челтәре белән бутамагыз.
physical-object;['çikləwek watuçı', 'çikläwek watuçı', 'щелкунчик'];Çikläwek Watuçı - ike akttan torğan äkiäti balet.
physical-object;['nasdaq'];NASDAQ - yuğarı texnologiä şirkätläre aktsiäläre belän eşläwçe AQŞ fond birjası.
physical-object;['гәҗит', 'газета', 'gazeta', 'gäzit', 'гәзит'];Газе́та — даими исеме астында айга бер тапкыр ким чыкмаган периодик басма.
physical-object;['музей', 'мөзәй', 'muzey'];Музе́й - сәнгать әсәрләрен техник, тарихи, фәнни-табигый экспонатларны, сыннарны һәм башкаларны җыеп саклый һәм күргәзмәгә куеп тота торган бина.
physical-object;['гаджет'];Гаджет
physical-object;['сабан'];Сабан - җир сукалый, сөрә торган авыл хуҗалыгы коралы.
physical-object;['автомат', 'avtomat'];Автома́т, яки автомати́к караби́н, чит ил әдәбиятендә штурм мылтыгы — шәхси кул автоматик ата торган корал, якын сугышуында көндәшнең җанлы көчләренә тидерү билгеләнгән.
physical-object;['галәм аланы', 'kosmodrom', 'ğäläm alanı', 'космодром'];Галәм аланы яки космодром — галәми аппаратны Галәмгә җибәрү өчен корылмалар комплексы урнаштыру урыны.
physical-object;['ындыр'];Ындыр — бөртеклеләрне саклау, киптерү, эшкәртү өчен крестьян хуҗалыкларында коймаланган җир.
physical-object;['бөек кытай дивары', 'böyek qıtay divarı', 'böyek qıtay stenası', 'бөек кытай стенасы'];Бөек Кытай дивары (кыт.
physical-object;['тәрәзә'];Тәрәзә яки витраж — йортның махсус детале, яктылык төшсен, һава инсен өчен, корылыш стенасына янына уем һәм шул уемга куелган кысалы пыяла.
physical-object;['алъяпкыч', 'alyapqıç'];Алъяпкыч — күбесенчә өй шартларында һәм эш вакытында киелүче өс киеме.
physical-object;['кискеч'];Кичкеч (инг.
physical-object;['кесә телефоны', 'мобиль телефон'];Кәрәзле телефон белән бутамагыз.
physical-object;['терракота'];Терракота
physical-object;['gömbäz', 'гөмбәз'];Gömbäz — küreneşe buyınça yarım sferağa yäki bütän käkre sızıq äylänüe öslegenä oxşaş qaplama miğmäriät qorılışı.
physical-object;['i̇strebitel', 'һөҗүм итүче очкыч', 'istrebitel', 'истребитель', 'кырып бетерүче', 'очкычны бетерүче', 'штурмовик'];İstrebitel yä Oçqıçnı beterüçe - hawa tämeklären yuq itü öçen qullanıla torğan xärbi oçqıç.
physical-object;['i̇strebitel', 'һөҗүм итүче очкыч', 'istrebitel', 'истребитель', 'кырып бетерүче', 'очкычны бетерүче', 'штурмовик'];Һөҗүм итүче очкыч - хәрби оча торган аппарат, һөҗүм авиациясенә карый, сугыш чагында җир өсте гаскәренә ярдәм итә һәм җир өсте, су өсте тәмекләрен бетерә.
physical-object;['кер юу машинасы'];Кер юу машинасы — текстиль эшләнмәләрне юу өчен җайланма.
physical-object;['синагога', 'кәнәсә', 'sinagoga'];Синагога (грек.
