abstract-region;['iolraí', 'il'];Sa matamaitic
agentive-physical-object;['fearán', 'fearán eorpach', 'streptopelia turtur', 'fearán breac', 'fearán eidhinn'];Speiceas éan
agentive-physical-object;['tadarida brasiliensis', 'bat freetail mheicsiceo', 'guanó bat'];Speiceas mamach
agentive-physical-object;['faoileán bán', 'faoileán', 'farraige mew', 'larus canus', 'mew faoileán'];Speiceas éan
agentive-physical-object;['lepus californicus', 'blacktail jackrabbit', 'californicus', 'dubh-tailed jackrabbit'];Speiceas mamach
agentive-physical-object;['luxilus cornutus', 'shiner coitianta', 'notropis cornutus'];speiceas iasc
agentive-physical-object;['sionnach', 'madra rua', 'dearg sionnach', 'sionnaigh dearg', 'vulpes', 'vulpes vulpes'];Speiceas mamach
agentive-physical-object;['storc bán', 'corr bhán', 'bán stork', 'ciconia ciconia'];speiceas éan
agentive-physical-object;['easóg', 'beainín uasal', 'bláthnaid', 'cailín bán', 'cailín uasal', 'eas', 'flannóg', 'easóga'];Speiceas mamach
agentive-physical-object;['lucas alario'];Imreoir sacair Airgintíneach
agentive-physical-object;['bultúr uan', 'bultúr féasógach', 'bultúr meigeallach', 'lammergeier', 'vulture bearded', 'gypaetus barbatus', 'lammergeyer'];Speiceas éan
agentive-physical-object;['dragan chomódó', 'komodo dragon', 'dragon laghairt', 'komodo laghairt', 'laghairt fathach', 'varanus komodoensis'];speiceas reiptílí
agentive-physical-object;['leamhan éadaigh an cháis', 'casemaking éadaí moth', 'pellionella tinea'];Speiceas feithidí
agentive-physical-object;['tangarach scarlóideach', 'scarlet tanager', 'piranga olivacea'];Speiceas éan
agentive-physical-object;['óiréal úllord', 'icterus spurius', 'orchard oriole', 'úllord oriole'];Speiceas éan
agentive-physical-object;['dorád', 'coryphaena hippurus', 'iasc deilf', 'mahi-mahi'];Speiceas iasc
agentive-physical-object;['pulex irritans', 'irritans pulex'];Speiceas feithidí
agentive-physical-object;['tympanuchus cupido', 'níos mó prairie sicín'];Speiceas éan
agentive-physical-object;['neisseria gonorrhoeae', 'gonococcus'];Speiceas baictéar
agentive-physical-object;['myotis lucifugus', 'bat donn beag', 'beag donn myotis', 'myotis leucifugus'];Speiceas mamach
agentive-physical-object;['callithrix pygmaea', 'marmoset fhraoigh', 'cebuella pygmaea'];Speiceas mamach
agentive-physical-object;['míocaplasma', 'mycoplasma'];Géineas baictéar
agentive-physical-object;['potato yellow dwarf virus'];speiceas víreas
agentive-physical-object;['sionnach artach', 'alopex lagopus', 'artach sionnach', 'bán sionnach'];Speiceas mamach
agentive-physical-object;['regalecus glesne', 'regalecidae', 'oarfish', 'rí na scadán'];Speiceas iasc
agentive-physical-object;['pinnotheres pisum', 'portán pea'];Speiceas crústach
agentive-physical-object;['zaops ostreus', 'pinnotheres ostreum', 'portán oisrí'];speiceas crústach
agentive-physical-object;['bombina bombina', 'bombina', 'dóiteáin-bellied buaf', 'buaf dóiteáin-bellied'];Speiceas amfaibiach
agentive-physical-object;['bombina bombina', 'bombina', 'dóiteáin-bellied buaf', 'buaf dóiteáin-bellied'];Géineas amfaibiach
agentive-physical-object;['pipilo chlorurus', 'glas-tailed towhee'];Speiceas éan
agentive-physical-object;['eidhneán talún', 'athair lusa', 'glechoma hederacea', 'alehoof', 'geolbhaigh-thar-an-talamh', 'glechoma hederaceae', 'nepeta hederaceae', 'runaway spideog', 'talamh eidhneán'];speiceas plandaí
agentive-physical-object;['lobotes surinamensis', 'atlantaigh tripletail'];Speiceas iasc
agentive-physical-object;['adiantum tenerum', 'maidenhair sobhriste', 'maidenhair sobhriste raithneach'];speiceas plandaí
agentive-physical-object;['orthotomus sutorius', 'orthotomus', 'tailorbird'];géineas éan
agentive-physical-object;['orthotomus sutorius', 'orthotomus', 'tailorbird'];Speiceas éan
agentive-physical-object;['balistes vetula', 'enoplosus armatus', 'banríon truicir', 'bessy cerca', 'oldwench'];Speiceas iasc
agentive-physical-object;['balistes vetula', 'enoplosus armatus', 'banríon truicir', 'bessy cerca', 'oldwench'];Speiceas iasc
agentive-physical-object;['rupicola rupicola'];Speiceas éan
agentive-physical-object;['lygodium microphyllum', 'dreapadóireachta maidenhair', 'dreapadóireachta maidenhair raithneach', 'nathair raithneach'];speiceas plandaí
agentive-physical-object;['chaetodontidae', 'dactylopterus volitans', 'butterflyfish', 'eitilte gurnard', 'eitilte spideog', 'gurnard eitilt'];Speiceas iasc
agentive-physical-object;['pinctada margaritifera', 'pearl oisrí'];Speiceas moileasc
agentive-physical-object;['asplenium nidus', 'raithneach nead éin', 'nead éin ar raithneach'];Speiceas plandaí
agentive-physical-object;['psophia crepitans', 'crepitans psophia', 'trumpeter brasaíle'];Speiceas éan
agentive-physical-object;['camall baictriach', 'bactrian camel', 'camel bactrian', 'camels bactrian', 'camelus bactrianus'];Speiceas mamach
agentive-physical-object;['cuileog', 'cuil', 'diptera', 'cuileoga', 'cuileoga fíor', 'dipterans', 'eitilt'];Ord feithidí
agentive-physical-object;['microtus ochrogaster', 'prairie vole'];Speiceas mamach
agentive-physical-object;['equus ferus', 'capall fiáin', 'fia-chapall'];Speiceas mamach
agentive-physical-object;['néimeatóid', 'nematoda', 'worm néimeatóide', 'néimeatóid worm', 'néimeatóidí', 'roundworm', 'roundworms'];Fíleam ainmhithe, cruinnphéisteanna
agentive-physical-object;['trinectes maculatus', 'hogchoker', 'trinectes an atlantaigh'];Speiceas iasc
agentive-physical-object;['bradán fearna eorpach', 'acipenser transmontanus', 'acipenser huso', 'beluga', 'hausen', 'sturgeon beluga', 'sturgeon bán'];Speiceas iasc
agentive-physical-object;['bradán fearna eorpach', 'acipenser transmontanus', 'acipenser huso', 'beluga', 'hausen', 'sturgeon beluga', 'sturgeon bán'];Speiceas iasc
agentive-physical-object;['ptiloris', 'ptloris paradisea', 'riflebird'];Géineas éan
agentive-physical-object;['acanthophis antarcticus', 'adder báis', 'antarcticus'];Speiceas reiptílí
agentive-physical-object;['latrodectus mactans', 'mactans latrodectus', 'baintreach dubh'];Speiceas araicnidí
agentive-physical-object;['agkistrodon piscivorus', 'cottonmouth', 'cottonmouth moccasin', 'piscivorus', 'uisce moccasin'];Speiceas reiptílí
agentive-physical-object;['synanceia verrucosa', 'stonefish', 'synanceja verrucosa'];Speiceas iasc
agentive-physical-object;['buachrapaire', 'constrictor boa', 'boa constrictor', 'constrictor constrictor'];Speiceas reiptílí
agentive-physical-object;['ruvettus pretiosus', 'oilfish'];Speiceas iasc
agentive-physical-object;['píotón afracach', 'carraig nathair', 'carraig python', 'python sebae', 'sebae'];Speiceas reiptílí
agentive-physical-object;['ealaghé', 'anser cygnoides', 'cygnoides anser', 'gé sínis'];Speiceas éan
agentive-physical-object;['pellaea atropurpurea', 'corcra carraig coscáin'];speiceas plandaí
agentive-physical-object;['an t-aló íceach', 'aló vera', 'sruthán plandaí'];Speiceas plandaí
agentive-physical-object;['kogia sima', 'dwarf sperm whale', 'kogia simus', 'míol mór sperm dwarf'];Speiceas mamach
agentive-physical-object;['chlamyphorus truncatus', 'armadillo fairy bándearg', 'chlamyphore', 'fairy armadillo', 'pichiciago', 'pichiciego'];Speiceas mamach
agentive-physical-object;['baiomys taylori', 'luch fhraoigh'];Speiceas mamach
agentive-physical-object;['bodairlín', 'pincín', 'phoxinus phoxinus', 'bricín', 'geasán', 'líbín', 'bodairlín coitianta', 'minnows'];Speiceas iasc
agentive-physical-object;['mallotus villosus', 'capelin', 'capelan', 'caplin', 'masago'];Speiceas iasc
agentive-physical-object;['auriparus flaviceps', 'verdin', 'flaviceps auriparus'];Speiceas éan
agentive-physical-object;['aiteann', 'aiteannach', 'aiteann gallda', 'ulex europaeus', 'aiteann francach', 'tinne', 'europaeus', 'gaeilge aiteann', 'whin'];speiceas plandaí
agentive-physical-object;['aspidoscelis sexlineata', 'cnemidophorus sexlineatus', 'racerunner', 'racerunner sé-lined', 'rádala cine', 'sé-lined racerunner'];speiceas reiptílí
agentive-physical-object;['scophthalmus aquosus'];Speiceas iasc
agentive-physical-object;['liús', 'esox lucius', 'thuaidh liús'];Speiceas iasc
agentive-physical-object;['cearc ghuine', 'numida meleagris', 'coileach guine', 'éanlaithe guine', 'guineafowl', 'meleagris'];Speiceas éan
agentive-physical-object;['aramus guarauna', 'limpkin', 'aramidae', 'aramus pictus'];Speiceas éan
agentive-physical-object;['leitheadach', 'spoonbill', 'corr leitheadach', 'spoonbills'];Géineas éan
agentive-physical-object;['íbis', 'ibis', 'ibises'];géineas éan
agentive-physical-object;['marsilea quadrifolia', 'uisce seamair'];Speiceas plandaí
agentive-physical-object;['sorex palustris', 'meiriceánach uisce dallóg'];Speiceas mamach
agentive-physical-object;['lagiasc ballach', 'chonaic atlantaigh', 'chonaic breac geal', 'chonaic seatrout', 'chonaic squeateague', 'cynoscion nebulosus'];speiceas iasc
agentive-physical-object;['cladorhynchus leucocephalus', 'banded bataí', 'cladorhyncus leucocephalum'];Speiceas éan
agentive-physical-object;['ascaphus', 'frog tailed', 'ascaphus trui', 'buaf iomaireach', 'buaf tailed', 'clog buaf'];géineas amfaibiach
agentive-physical-object;['sphyrapicus ruber', 'dearg-breasted sapsucker', 'sphyrapicus varius ruber'];Speiceas éan
agentive-physical-object;['icterus bullockii', 'icterus galbula bullockii', 'oriole bullock an', 'oriole bullock ar'];Speiceas éan
agentive-physical-object;['chlorocebus aethiops', 'grivet', 'gribhéad', 'cercopithecus aethiops'];Speiceas mamach
agentive-physical-object;['gealóg sneachta', 'liatráisc', 'plectrophenax nivalis', 'sneachta stiallbhratacha'];Speiceas éan
agentive-physical-object;['faoileán eabhartha', 'eabhair faoileán', 'pagophila eburnea'];Speiceas éan
agentive-physical-object;['cocatú leadbetter', 'bándearg cockatoo', 'kakatoe leadbeateri'];Speiceas éan
agentive-physical-object;['cacatua galerita', 'sulfar-crested cockatoo', 'kakatoe galerita'];Speiceas éan
agentive-physical-object;['euproctis chrysorrhoea', 'brown-eireaball', 'ór-eireaball moth'];speiceas feithidí
agentive-physical-object;['droimneach mór', 'mór dubh fuscus', 'caobach', 'cráinseach', 'droim dubh', 'dubh fuscus', 'larus marinus', 'marinus'];Speiceas éan
agentive-physical-object;['sillago sihama', 'thuaidh faoitín', 'menticirrhus saxatilis'];Speiceas iasc
agentive-physical-object;['turtar droimleathair', 'droimleathair', 'coriacea', 'dermochelys coriacea', 'turtle leathery', 'turtles droimleathair'];Speiceas reiptílí
agentive-physical-object;['rana sylvatica', 'sylvatica rana', 'adhmaid-frog', 'frog adhmaid'];Speiceas amfaibiach
agentive-physical-object;['ceathrú uain', 'valerianella locusta', 'leitís uain ar', 'sailéad arbhar coitianta', 'valerianella olitoria'];Speiceas plandaí
agentive-physical-object;['ambystoma tigrinum', 'tiger salamander'];Speiceas amfaibiach
agentive-physical-object;['petroica macrocephala', 'tomtit', 'meantán', 'gorm gcioch', 'parus caeruleus'];Speiceas éan
agentive-physical-object;['rumohra adiantiformis', 'adiantiformis polystichum', 'deich lá raithní', 'leatherleaf raithneach'];speiceas plandaí
agentive-physical-object;['microtus pennsylvanicus', 'vole móinéir', 'luch móinéar', 'microtus pennsylvaticus'];Speiceas mamach
agentive-physical-object;['zapus hudsonius', 'luch léim móinéir', 'luch móinéir léim'];Speiceas mamach
agentive-physical-object;['crotalus horridus', 'rattlesnake adhmaid', 'crotalus horridus horridus', 'horridus crotalus', 'rattlesnake banded'];Speiceas reiptílí
agentive-physical-object;['hypentelium nigricans', 'muc molly', 'nigricans hypentelium', 'sucker muc'];speiceas iasc
agentive-physical-object;['síolta rua', 'mergus serrator'];Speiceas éan
agentive-physical-object;['neomys fodiens', 'na heorpa uisce dallóg'];Speiceas mamach
agentive-physical-object;['síodéan céadrais', 'cedar waxwing', 'bombycilla cedrorun', 'cedarbird'];Speiceas éan
agentive-physical-object;['carcharhinus limbatus', 'blacktip siorc', 'siorc blacktip'];Speiceas iasc
agentive-physical-object;['thamnophis sirtalis', 'nathair garter coitianta'];Speiceas reiptílí
agentive-physical-object;['lampropeltis getula', 'getula', 'kingsnake coitianta', 'lampropeltis getulus'];Speiceas reiptílí
agentive-physical-object;['ciang', 'kiang', 'equus kiang', 'khyang'];Speiceas mamach
agentive-physical-object;['mallard', 'lacha', 'anas platyrhynchos', 'bardal', 'crannlacha', 'duck mallard', 'lachain mallard', 'mallard duck', 'mallard lacha', 'mallards'];speiceas éan
agentive-physical-object;['sionnach foraoise', 'dusicyon cancrivorus', 'portán-ithe madra', 'portán-ithe sionnach'];Speiceas mamach
agentive-physical-object;['fearán gubhach', 'colm ochlánach', 'macroura', 'mourning chol', 'zenaidura macroura'];Speiceas éan
agentive-physical-object;['capra ibex', 'ibex', 'ibeach', 'alpach ibex'];Speiceas mamach
agentive-physical-object;['capall przewalski', 'capall przewalski ar', 'capall przevalski ar', 'equus caballus przevalskii', 'equus caballus przewalskii'];speiceas mamach
agentive-physical-object;['guanácó', 'lama guanicoe', 'geac', 'guanacó', 'guanacos', 'guanicoe'];speiceas mamach
agentive-physical-object;['láma', 'lama glama', 'llamas'];Speiceas mamach
agentive-physical-object;['bos javanicus', 'banteng', 'bos banteng', 'tsine'];Speiceas mamach
agentive-physical-object;['patagioenas fasciata', 'bandtail', 'banna-eireaball colm', 'banna-tailed colm', 'banna-tailed pigeon', 'columba fasciata'];Speiceas éan
agentive-physical-object;['caora bharbarach', 'aoudad', 'bharbaraigh caorach', 'ammotragus lervia', 'arui', 'audad', 'caorach maned'];Speiceas mamach
agentive-physical-object;['árgailí', 'argali', 'argal', 'ovis ammon'];Speiceas mamach
agentive-physical-object;['meleagris ocellata', 'agriocharis ocellata', 'tuirc ocellated', 'turcaí ocellated'];Speiceas éan
agentive-physical-object;['uma', 'imeall-toed laghairt', 'uma notata'];géineas reiptílí
agentive-physical-object;['cnagaire glas', 'picus viridis', 'woodpecker glas'];Speiceas éan
agentive-physical-object;['anailid', 'annelida', 'ainilid', 'annelid', 'worm annelid', 'worm deighilte', 'annelids'];Péisteanna deighleogacha
agentive-physical-object;['wilsonia pusilla', 'ceolaire dúchaipíneach', 'blackcap wilson', 'ceolaire wilson', 'warbler wilson'];speiceas éan
agentive-physical-object;['lus na maighdine muire', 'hypericum perforatum subsp. angustifolium', 'hypericum perforatum subsp. perforatum', 'hypericum perforatum', 'klammath weed', 'wort naomh eoin'];speiceas plandaí
agentive-physical-object;['raithneach aolchloiche', 'aolchloiche raithneach', 'gymnocarpium robertianum', 'thuaidh dair raithneach'];Speiceas plandaí
agentive-physical-object;['aneides lugubris', 'salamander arboreal'];Speiceas amfaibiach
agentive-physical-object;['ceolaire buí', 'buí ceolaire', 'dendroica petechia', 'warbler buí', 'órga warbler'];speiceas éan
agentive-physical-object;['séabra grevy', 'equus grevyi', 'séabra grevy ar'];Speiceas mamach
amount-of-matter;['manglam', 'cocktail', 'mhanglaim'];Deoch mheisciúil
amount-of-matter;['aol', 'aol beo', 'oscaíd chailciam', 'ocsaíd chailciam', 'aol cailcínithe', 'aol dóite', 'aol unslaked', 'calx', 'fluxing aol'];Comhdhúil cheimiceach
amount-of-matter;['seaimpéin', 'bubbly', 'champagne', 'de blanc blancs'];Fíon súilíneach ón Fhrainc
amount-of-matter;['cré-umha', 'umha', 'bronzes', 'bronzeware'];Cóimhiotal
amount-of-matter;['damhna', 'ábhar'];aon rud a bhfuil mais aige agus a líonann spás
biological-object;['teanga', 'cailín dearg', 'glossa', 'lingua'];Ball sa bhéal
biological-object;['cíor', 'cuircín', 'curca', 'círín', 'cnota', 'suaitheantas'];gné ar cheann éin
biological-object;['sáil', 'súil'];cuid den chos
biological-object;['toradh', 'torthaí', 'pod síol'];cuid de phlanda
biological-object;['cnámh chloigneach', 'capitate', 'capitate cnámh', 'os capitatum'];cnámh sa lámh
classification-system;['téarmaíocht', 'ainmníocht', 'téarmeolaíocht', 'téarmeolaí', 'ainmníocht eolaíochta', 'téarma'];Staidéar ar théarmaí agus a n-úsáid
classification-system;['téarmaíocht', 'ainmníocht', 'téarmeolaíocht', 'téarmeolaí', 'ainmníocht eolaíochta', 'téarma'];Coincheapa a úsáidtear i dteanga ar leith
cognitive-event;['dreasacht', 'brostú', 'dreasú', 'gríosú', 'spreagadh', 'dreasachtaí', 'dreasú eacnamaíoch', 'motivator'];rud éigin a spreagann duine le rud éigin a dhéanamh
