abstract-quality;['شخصیت'];شخصیت یا شخسیت مفهومی کلی هسه که معانی مختلفی داینه.
political-geographic-object;['سانتیاگو', 'سانتیەگو'];سانتیاگو أتا شهر نوم هسه که لاتین آمریکا دله دره.
political-geographic-object;['نیکوزیا', 'لفکشا'];نیکوزیا که قبرس نیشتنگاء و ونه گت‌ترین شهر هسته که ونه دله ۲۰۸٬۰۰۰ نفر درنه.
political-geographic-object;['لندن', 'سیتی لندن'];لندن أتا شهر نوم هسه که بریتانیا نیشتنگاء هسه.
political-geographic-object;['تالین'];تالین اتا شهر هسته که ارمنستون ِآراگاتسوتن استان دله دره و سال ۱۹۹۵ اتا شهر بَیی‌یه.
political-geographic-object;['پاریس'];پاریس أتا شهر نوم هسه که فرانسه نیشتنگا هسه.
political-geographic-object;['تفلیس'];تفلیس (به گورجی: თბილისი ، (تلفظ وونه:تبیلیسی) گرجستون نیشتنگاء(=پایتخت) هسته که گرجستون شرقی‌وَری دره.
political-geographic-object;['تهرون', 'teherán', 'tehran', 'تهران'];تهرون، ئیرون ره نیشته گا هه سه، وه هم ئیران ره فرئنگ، اقتصاد، سیاست گت شهر وونه.
political-geographic-object;['توکيو', 'توکیو'];توکیو أتا شهر نوم هسه جاپون دله دره.
political-geographic-object;['امان', 'amman'];شِمه منظور شاید اینتا بی‌بائه: عمان.
political-geographic-object;['کوآلالامپور', 'kuala lumpur', 'کوالالامپور'];کوآلالامپور أتا شهر نوم هسه مالزی دله دره.
political-geographic-object;['مکزیکوسیتی', 'مکزیکو سیتی'];مکزیکوسیتی ‏ اتا شهر هسه که مکزیک ِنیشتنگا هسه.
political-geographic-object;['اولان باتور', 'اولانباتار'];اولانباتار ، موغولئون ِکیشور ره نیشتگاه هسته.
political-geographic-object;['کاتماندو', 'kātmāndū'];کاتماندو أتا شهر نوم هسه نپال دله دره.
political-geographic-object;['اسلو', 'oslo'];اسلو ، نروژ ِکیشور ره نیشتگاه هسته.
political-geographic-object;['مادرید', 'madrid'];مادرید أتا شهر نوم هسه که ایسپانیا نیشتنگاء هسه.
political-geographic-object;['کلمبو'];کلمبو أتا شهر نوم هسه سری‌لانکا دله دره.
political-geographic-object;['استکهلم'];استکهلم ، سوئد ِکیشور ره نیشتگاه هسته.
political-geographic-object;['بانکوک'];بانکوک یا بانگکوک تایلند ِکشور ره نیشتگاه هسته.
political-geographic-object;['آبیجان', 'abidján'];آبیجان عاج ساحل ِکشور ره قبلی نیشتگاه بی‌یه که اتا کودتا په سال ۲۰۰۰ وه ره عوض هاکردنه.
political-geographic-object;['عشق\u200cآباد'];شِمه منظور شاید اینتا بی‌بائه: عشق‌آباد.
political-geographic-object;['هانوی', 'hanoi', 'هانوي'];هانوی أتا شهر نوم هسه ویتنام دله دره.
political-geographic-object;['باکو', 'bakü'];باکو ، آذربایجان ِکیشور ره نیشتگاه هسته.
political-geographic-object;['برازیلیا', 'brasília'];برازیلیا ، برزیل ِکیشور ره نیشتگاه هسته.
political-geographic-object;['اوتآوآ', 'ottawa', 'اتاوا'];اوتآوآ ئه‌تا شاهر نوم هاسه کی کانادا ده‌له، اونتاریو آستان میون داره.
political-geographic-object;['قاهره'];قاهره آتا شهر نوم هسه که مسر نیشته‌گا هسه.اینتا شهر ره قائد جوهر مولای المسفر عبیدی به‌ساته.الازهر دینی دانشگا ونه دله دره.
political-geographic-object;['آدیس آبابا', 'addis abeba'];آدیس آبابا ، اتیوپی ِکشور ره نیشتگاه و گتترین شهر هسته که سال ۲۰۰۷ دله ۳٫۳۸۴٫۵۸۹ نفر جمعیت داشته.
political-geographic-object;['بانجول', 'banjul'];بانجول گامبیا کیشور ره نیشتگاه هسته.
political-geographic-object;['نو دهلی', 'دهلی نو', 'دهلی\u200cنو', 'نودهلي'];نو دهلی أتا شهر نوم هسه که هند نیشتگاء هسه.
political-geographic-object;['بيشکک'];بیشکک أتا شهر نوم هسه قرقیزئون دله دره.
political-geographic-object;['باماکو', 'bamako'];باماکو ، مالی ِکیشور ره نیشتگاه هسته.
political-geographic-object;['رباط', 'rabat'];رباط آتا شهر نوم هسه که مراکش نیشته‌گا هسه.اینتا شهر ره قائد جوهر فتح الله ولعلو به‌ساته.اتا ونه اکبر شهر فی مراکش الدار البیضاء.
political-geographic-object;['اسلام آباد', 'islamabad'];اسلام آباد ، پاکستان ِکیشور ره نیشتگاه هسته.
political-geographic-object;['آنکارا', 'ankara'];آنکارا تورکیه ِکشور ره نیشتنگاء هسته.
political-geographic-object;['تاشکند'];تاشکند أتا شهر نوم هسه اوزبکستون دله دره.
political-geographic-object;['ناها، اوکیناوا', 'naha'];ناها اتا شهر نوم هسته که جاپون ِاوکیناوا استان دله دره.
political-geographic-object;['والپرایزو', 'ولپریسو', 'valparaiso'];ولپریسو تا شهر نوم هسه که شیلی.
political-geographic-object;['ریو دو ژانیرو', 'rio de janeiro'];ریو دو ژانیرو أتا شهر نوم هسه که برزیلدله دره.
political-geographic-object;['مشهد'];مشهد شهر رضوی خـِراسون اوستان ره نیشتگاه هسته و ونه جمیت ۲٬۴۱۰٬۸۰۰ نفر هسته.
political-geographic-object;['سیدنی', 'sydney'];سیدنی أتا شهر نوم هسه که استرالیا دله دره.
political-geographic-object;['استامبول', 'استانبول', 'ایستامبول'];استامبول یا استانبول ‏ ترکیه گت‌ترین شهر و ونه فرهنگی و اقتصادی مرکز هسته.
political-geographic-object;['دیترویت'];دیترویت أتا شهر نوم هسه که موتحده ایالات دله دره.
political-geographic-object;['نیویورک'];نیویورک أتا شهر نوم هسه که موتحده ایالات دله دره.
political-geographic-object;['کراچی', 'karāchi', 'کراچي'];کراچی أتا شهر نوم هسه که پاکئون جنوب ور دره.اینتا شهر پاکئون ایقتصادی نیشته‌گا هسه.
political-geographic-object;['فیلادلفیا'];فیلادلفیا أتا شهر نوم هسه که موتحده ایالات دله دره.
political-geographic-object;['برزیل'];|
political-geographic-object;['پیمونت', 'پیمونته'];پیمونت، پیمونته یا پیامونته ‏ اتا از ۲۰ ناحیه ایتالیا هسته که تورین ِشهر ونه دله دره.
political-geographic-object;['تگزاس', 'téxas'];تگزاس اتا ایالت نوم هسته که آمریکا دله دَره.
practice;['عادت'];عادت اتا انگاره رفتاری یاد بیته هسه که وجه موشخصه وه تثبیت بین اون و توانائی وه برای عملکرد خودکار هسه.از اونجه که اغلب رفتارای انسانی از راه یادگیری کسب بوننه روان شناسون به موطالعه عادت خله علاقه مندهسنه.کار ایوان پاولوف در زمینه شرطی سازی کلاسیک و کار بی اف اسکینر در زمینه شرطی بین عامل اساسن موطالعاتی در زمینه شکل بیتن عادت به حساب انه.
practice;['شکنجه'];هر کاری که کاری که ونه هاکردن جه ات نفر روحی یا جسمی ضرر بَوینه ره شکنجه گانّه.
practice;['مک\u200cکارتیسم'];مک‌کارتیسم اصطلاحی بی‌یه که سناتور جوزف مک‌کارتی ِضدکمونیستی فعالیتون جه اشاره داشته.
quality;['دین'];دین ایزدی یا فراطبیعی موضوعات ره باور داشتن هسه که ایمان ره مبتنی هسه و پرستش ره سبب بونه.
quality;['میترائیسم', 'مهرپرستی', 'میتراییسم'];مهر ِدین یا میترائیسم، اتا راز‌دارِ ِدین بی‌یه که به پایه پرستش مهر ایزد ئیران باستون و خدای خارشید، عدالت ، پیمون و جنگ ، زمون پیش از زرتشت بساته بَیبی‌یه.
quality;['مهایانه'];مهایانه گت‌ترین چلّه‌ای هسته که بودایی مذهبون دله درنه.
quality;['مزدیسنا'];مزدینسا یا زرتشتی دین، ایرونی پغمبر دین نوم هسه، اشو زرتشت اسپنتمان هسّه.
quality;['ایسلام', 'izlam', 'اسلام'];اسلام یا ایسلام دین اتـّاپرستی و ابراهیمی ادیان جا هسته.
quality;['یهودیت', 'یهودی دین'];یهودیت اتا از ابراهیمی سه دین هسه.
quality;['ارتدوکس', 'ارتدوكس', 'ارتدکس', 'ارتودوکس', 'ارتودکس'];شِمه منظور شاید اینتا بی‌بائه: شرقی ارتدوکس.
