abstract-region;['ෆූරියර් ශ්\u200dරේණිය', 'ෆෝරියර් ශ්\u200dරේණිය'];ගණිතයේදී, ෆූරියර් ශ්‍රේණිය මගින් ආවර්තිත ශ්‍රිතයක් සරල දෝලන ශ්‍රිත කිහිපයක ඓක්‍යයක් බවට වියෝජනය කරයි.
political-geographic-object;['උස්බෙකිස්ථානය', 'උස්බෙකිස්තානය'];උස්බෙකිස්ථානය නිළ වශයෙන් උස්බෙකිස්ථාන් සමුහාණ්ඩුව මධ්‍යම ආසියාවේ පිහිටි රටකි.
political-geographic-object;['මාලි', 'malí'];මාලි රටෙහි නිල නාමය වන්නේ 'මාලි ජනරජය' යන්නයි.
political-geographic-object;['කසක්ස්තානය', 'කසකස්තානය'];නිල වශයෙන් කසක්ස්තාන සමූහාණ්ඩුව වන කසක්ස්තානය යනු රුසියාවට දකුණු දෙසට වන්නට පිහිටි ‍ලෝකයේ 9 වන විශාලතම රාජ්‍යයයි.
political-geographic-object;['මොංගෝලියාව', 'මොන්ගෝලියාව'];මොංගෝලියාව ඉංග්‍රීසි: මොංගෝලියා යනු නැගෙනහිර සහ මධ්‍යම ආසියාවෙහි පිහිටි භූමියෙන් වටවූ රටකි..
political-geographic-object;['බෙල්ජියම'];බෙල්ජියම් රාජ්‍ය යුරෝපයේ ඊසාන වයඹ දිග ප්‍රදේශයේ පිහිටි රටකි.
political-geographic-object;['ස්වාසිලන්තය', 'ස්වාසි(z)ලන්ත රාජධානිය'];ස්වාසිලන් අධිරාජ්‍යය දකුණු අප්‍රිකාවේ පිහිටි රටකි.උතුරින් දකුණින් සහ බටහිරින් දකුණු අප්‍රිකාව හා නැගෙනහිරින් මොසැම්බික් මෙහි මායිම් වේ.
political-geographic-object;['ටොංගා'];ටොංගා රාජ්‍යයේ නිල නාමය වනුයේ ටොංගා රාජධානිය යන්නය.
political-geographic-object;['පාකිස්ථානය', 'පකිස්තානය', 'පාකිස්තානය', 'පකිස්ථානය', 'පකිස්ථාන් ඉස්ලාමීය ජනරජය', 'පාකිස්තාන් ඉස්ලාමීය ජනරජය'];පාකිස්ථානය යනු දකුණු ආසියාතික රටකි.
political-geographic-object;['බංග්ලාදේශය', 'බංගලාදේශය', 'බංගලිදේශය', 'bangladesh'];බංග්ලාදේශය දකුණු ආසියාතික රටකි.
political-geographic-object;['ඇෆ්ගනිස්ථානය', 'ඇෆ්ගනිස්තානය'];ඇෆ්ගනිස්ථාන ඉස්ලාමික ජනරජය, එසේත් නැතිනම් පොදු ව්‍යවහාරයට අනුව ඇෆ්ගනිස්ථානය යනු දකුණු-මධ්‍යම ආසියාවේ පිහිටි සම්පූර්ණයෙන්ම ගොඩබිමින් වටවූ කඳුකර රාජ්‍යයකි.
political-geographic-object;['ඔස්ට්\u200dරියාව', 'ඔස්ට් රියාව', 'ඔස්ට්රියාව', '\u200d\u200dඔස්ට්\u200dරියාව', 'ඔස්ට්\u200dරියාව/ඉතිහාසය'];ඔස්ට්‍රියාව නිල වශයෙන් ඔස්ට්‍රියා සමුහාණ්ඩුව ලෙස හඳුන්වයි.
political-geographic-object;['ලාඕසය'];ලාඕසය ගිනිකොණදිග ආසියාවේ පිහිටි රටකි.
political-geographic-object;['කාම්බෝජය', 'කාම්බෝජියාව', 'කැම්බෝඩියා', 'රාමඤ්ඤ දේශය', 'රාමඤ්ඤය'];කාම්බෝජියා රාජධානිය ගිනිකොන ආසියාවේ පිහිටි රටකි.
political-geographic-object;['ඕස්ට්\u200dරේලියාව', 'ඕස්ට්රේලියාව'];ඕස්ට්‍රේලියාව පෘථිවියේ දකුණු අර්ධගෝලයේ පිහිටි රටකි.
political-geographic-object;['හෝබාර්ට්', 'හොබර්ට්', 'hobart'];හෝබාර්ට් යනු ඕස්ට්‍රේලියානු දිවයින් ප්‍රාන්තයක් වන ටැස්මේනියාවෙහි ප්‍රාන්ත අගනගරය සහ වඩාත් ජනාකීර්ණ නගරය වෙයි.
political-geographic-object;['මකාවෝ', 'මැකාවු'];මකාවෝ යනු, මහජන චීන ජනරජයේ විශේෂ පරිපාලන භූමිප්‍රදේශ දෙක අතුරින් එකක් වන අතර, අනෙක වන්නේ හොංකොංය.
political-geographic-object;['භූතානය', 'bhutan'];භූතාන රාජධානිය යනු ස්වෛරීය රාජ්‍යයකි.
political-geographic-object;['ගන්සූ', 'gansu'];ගන්සූ යනු, රටෙහි වයඹ දිග ප්‍රදේශයෙහි පිහිටි චීන මහජන සමූහාණ්ඩුවේ පළාතකි.
political-geographic-object;['ටර්ක්මෙනිස්තානය', 'තුර්ක්මෙනිස්තානය', 'තුර්ක්මෙනිස්ථානය'];ටර්ක්මෙනිස්තානය යනු මධ්‍යම ආසියාවේ පිහිටි රටකි.
political-geographic-object;['ජෝර්ජියාව', 'ජෝර්ජියා'];ජෝර්ජියා යනු යුරේසියාවේ කෝකසස් ප්‍රදේශයෙහි පිහිටි ස්වෛරී රාජ්‍යයකි.
political-geographic-object;['රුවන්ඩාව', 'රුවන්ඩා ජනරජය'];රුවන්ඩා සමුහාණ්ඩුව 'කඳු දහසකයේ භූමිය' වශයෙන් ද හඳුන්වන අතර, නැගෙනහිර මධ්‍යම අප්‍රිකාවේ ග්‍රේට් ලේන්ස් ප්‍රදේශයේ පිහිටි රටකි.
political-geographic-object;['සැම්බියාව', 'සැම්බියා', 'සැම්බියා සමුහාණ්ඩුව'];නිල වශයෙන් සැම්බියා සමූහාණ්ඩුව ලෙසින් හැඳින්වෙන, සැම්බියාව යනු, දකුණු අප්‍රිකාවේ පිහිටි භූමියෙන් වටවූ රටකි.
political-geographic-object;['හොන්දුරාස්', 'හොන්ඩියුරාස්', 'හොන්ඩුරාස්', 'honduras'];හොන්දුරාස් යනු මධ්‍යම ඇමරිකාවේ පිහිටි ජනරජයක් වේ.
political-geographic-object;['කෝස්ට රිකා', 'කෝසටා රිකා'];කෝස්ටා රිකා ජනරජය.
political-geographic-object;['හන්ගේරියානු සමුහාණ්ඩුව', 'හන්ගේරියාව'];හන්ගේරියානු සමුහාණ්ඩුව, මධ්‍යම යු‍රෝපයේ කරහැනියන් ද්‍රෝණියේ පිහිටි රටකි.
political-geographic-object;['පෝලන්තය', 'පෝලන්ත'];පෝලන්ත සමුහාණ්ඩුව මධ්‍යම යුරෝපයේ පිහිටි රටකි.
political-geographic-object;['බුරුන්ඩි', 'burundí'];ටිවා, ටුට්සි සහ හුටු ජනයා ශතවර්ෂ 5 කට පෙරත් බුරුන්ඩි රාජ්‍යය බිහිවූ පසුවත් එහි ජිවත් විය.
