abstract-quality;['ವ್ಯಕ್ತಿತ್ವ'];ವ್ಯಕ್ತಿತ್ವವು ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ಭಾವನಾತ್ಮಕ, ಮನೋಭಾವದ, ಮತ್ತು ವರ್ತನಾತ್ಮಕ ಪ್ರತಿಕ್ರಿಯೆ ಮಾದರಿಗಳ ನಿರ್ದಿಷ್ಟ ಸಂಯೋಜನೆ.
physical-object;['ವಾಹನ', 'ಗಾಡಿ'];ವಾಹನವು ವರ್ಗಾವಣೆ, ಸಾಗಣೆ ಅಥವಾ ಸಾರಿಗೆಗೆ ಬಳಸಲಾಗುವ ಒಂದು ಯಂತ್ರಚಾಲಿತ ಸಾಧನ.
physical-object;['ಶೈತ್ಯಗೋಪುರ'];ಶೈತ್ಯಗೋಪುರಗಳು ಶಾಖವನ್ನು ತೆಗೆಯು ಉಪಕರಣಗಳಾಗಿದದು ಸಂಸ್ಕರಣ ತ್ಯಾಜ್ಯ ಶಾಖವನ್ನು ವಾತಾವರಣಕ್ಕೆ ವರ್ಗಾಯಿಸಲು ಉಪಯೋಗಿಸಲ್ಪಡುತ್ತವೆ.
physical-object;['ಲಟ್ಟಣಿಗೆ'];ಲಟ್ಟಣಿಗೆಯು ಉರುಳೆಯಾಕಾರದ ಆಹಾರ ತಯಾರಿಕಾ ಉಪಕರಣ.
physical-object;['ಪೀಪಾಯಿ'];ಪೀಪಾಯಿಯು ಉಬ್ಬಿಕೊಂಡಿರುವ ಮಧ್ಯಭಾಗವನ್ನು ಹೊಂದಿರುವ ಟೊಳ್ಳಾದ ಉರುಳೆಯಾಕಾರದ ಧಾರಕ, ಮತ್ತು ಇದು ಅಗಲಕ್ಕಿಂತ ಉದ್ದವಾಗಿರುತ್ತದೆ.
physical-object;['ವೃತ್ತಪತ್ರಿಕೆ'];ವೃತ್ತಪತ್ರಿಕೆಯು ಪ್ರಚಲಿತ ಘಟನೆಗಳು, ಮಾಹಿತಿಯುಳ್ಳ ಲೇಖನಗಳು, ಬಗೆಬಗೆಯ ವಿಶೇಷ ಲೇಖನಗಳು ಮತ್ತು ಜಾಹೀರಾತುಗಳನ್ನು ಒಳಗೊಂಡ ನಿಯತವಾಗಿ ನಿಗದಿತವಾದ ಒಂದು ಪ್ರಕಟಣೆ.
physical-object;['ಮೈಕ್ರೊಫೋನ್'];ಮೈಕ್ರೊಫೋನ್ (ಆಡು ಭಾಷೆಯಲ್ಲಿ ಮಿಕ್ ಅಥವಾ ಮೈಕ್ (ಎರಡೂ 'ಮೈಕ್' ಎಂದು ಉಚ್ಚರಿಸಲ್ಪಡುತ್ತವೆ) ಒಂದು ಧ್ವನಿತರಂಗಗಳಿಂದ-ವಿದ್ಯುತ್ ಸಂಜ್ಞಾಪರಿವರ್ತಕ(ಸಂಜ್ಞಾಪರಿವರ್ತಕ) ಅಥವಾ ಸಂವೇದಕ(ಸೆನ್ಸರ್) ಆಗಿದೆ.
physical-object;['ಮುದ್ರೆ'];ಮುದ್ರೆಯು ದಾಖಲೆಪತ್ರಗಳ ಪ್ರಾಮಾಣ್ಯವನ್ನು ಸ್ಥಿರೀಕರಿಸಿ ಅಥವಾ ಖಾತರಿಪಡಿಸಿ ಅವನ್ನು ಅಧಿಕೃತಗೊಳಿಸಲು ಬಳಸುವ ಸಾಧನಗಳಲ್ಲೊಂದು.
physical-object;['ಅಯಸ್ಕಾಂತ'];ಅಯಸ್ಕಾಂತಎಂದರೆ ಕಾಂತತೆಯನ್ನು ಹೊಂದಿದ ವಸ್ತು.
physical-object;['ಲಿಕ್ವಿಡ್ ಕ್ರಿಸ್ಟಲ್ ಡಿಸ್\u200cಪ್ಲೆ'];ಲಿಕ್ವಿಡ್ ಕ್ರಿಸ್ಟಲ್ ಡಿಸ್‌ಪ್ಲೆ ಒಂದು ತೆಳ್ಳನೆಯ ಚಪ್ಪಟೆಯಾದ ಸಲಕರಣೆಯಾಗಿದ್ದು, ಇದನ್ನು ಯಾವುದೇ ಬರಹ, ಆಕೃತಿ ಮತ್ತು ಚಲಿಸುವ ಚಿತ್ರಗಳಂತಹ ವಿದ್ಯುನ್ಮಾನ ಮುಖೇನ ರೂಪಿಸಿದ ಮಾಹಿತಿಯನ್ನು ತೋರಿಸುವ ಉದ್ದೇಶಕ್ಕಾಗಿ ಬಳಸಲಾಗುತ್ತದೆ.
physical-object;['ಸೂತ್ರದ ಬೊಂಬೆ'];ಒಂದು ಸೂತ್ರದ ಬೊಂಬೆ ಎಂದರೆ ಅದೊಂದು ಯಥಾರೂಪಣದ ಕಲೆ ಪ್ರದರ್ಶಿಸುವ ನಿರ್ಜೀವ ವಸ್ತು ಅಥವಾ ಒಂದು ಚಲನಶೀಲತೆಯನ್ನು ಪ್ರತಿನಿಧಿಸುವ ಪ್ರತಿರೂಪಕ ಪ್ರದರ್ಶಕದ ವಸ್ತು ಅಥವಾ ಓರ್ವ ಸೂತ್ರದ ಕೀಲುಬೊಂಬೆಯಾಟಗಾರನ ಕುಶಲತೆಯಿಂದ ಮಾಡಿದ ಸೂತ್ರದ ಬೊಂಬೆ ಎನಿಸಿದೆ.
physical-object;['ಕಲ್ಕಟ್ಟಣೆ'];ಕಲ್ಕಟ್ಟಣೆ : ಕೆರೆಗಳ ಏರಿಯ ಕೆಳಭಾಗದಲ್ಲಿ ಸಾಮಾನ್ಯವಾಗಿ ನಿರ್ಮಿಸಲಾಗುವ ಒಂದು ಬಗೆಯ ತಡೆಗೋಡೆ.
physical-object;['ನೇಗಿಲು'];ನೇಗಿಲು ಬೀಜ ಬಿತ್ತುವ ಅಥವಾ ಸಸ್ಯ ನೆಡುವ ತಯಾರಿಕೆಯಲ್ಲಿ ಮಣ್ಣನ್ನು ಸಡಿಲಗೊಳಿಸಲು ಅಥವಾ ತಿರುಗಿಸುವ ಸಲುವಾಗಿ ಮಣ್ಣಿನ ಆರಂಭಿಕ ಸಾಗುವಳಿಗಾಗಿ ಕೃಷಿಯಲ್ಲಿ ಬಳಸಲಾದ ಒಂದು ಉಪಕರಣ ಅಥವಾ ಕೃಷಿ ಸಾಮಗ್ರಿ.
physical-object;['ಸೊಳ್ಳೆಪರದೆ'];ಸೊಳ್ಳೆಪರದೆಯು ಹಾಸಿಗೆ ಅಥವಾ ಮಲಗುವ ಪ್ರದೇಶದ ಮೇಲೆ ಆವರಿಸುವಂತೆ ಇಳಿಬಿಡಲಾಗುವ ಒಂದು ಬಗೆಯ ಜಾಲರಿಯಂಥ ರಚನೆಯ ಪರದೆ.
physical-object;['ಪಿಸ್ತೂಲು'];ಪಿಸ್ತೂಲು ಒಂದು ಬಗೆಯ ಕೈಬಂದೂಕು.
physical-object;['ದಿ ಪೆಂಟಗನ್', 'pentagon'];ಪೆಂಟಗನ್ ಅನ್ನುವುದು ವರ್ಜಿನಿಯದ ಅರ್ಲಿಂಗ್‌ಟನ್ ಪ್ರದೇಶದಲ್ಲಿದ್ದ, ಯುನೈಡೆಡ್ ಸ್ಟೇಟ್ಸ್‌ನ ರಕ್ಷಣೆ ವಿಭಾಗದ ಕೇಂದ್ರ ಕಾರ್ಯಸ್ಥಾನವಾಗಿದೆ.
physical-object;['ಕೊಳಾಯಿ'];ಕೊಳಾಯಿ ದ್ರವ ಅಥವಾ ಅನಿಲದ ಬಿಡುಗಡೆಯನ್ನು ನಿಯಂತಿಸುವ ಕವಾಟ.
physical-object;['ಆವರ್ತದರ್ಶಕ'];ಆವರ್ತದರ್ಶಕ ಆವರ್ತಿಸುತ್ತಿರುವ ಅಥವಾ ಕಂಪಿಸುತ್ತಿರುವ ಕಾಯಗಳನ್ನು ಅವು ನಿಶ್ಚಲಸ್ಥಿತಿಯಲ್ಲಿರುವಾಗಿನಷ್ಟೇ ವಿವರವಾಗಿ ವೀಕ್ಷಿಸಲು ಅನುಕೂಲಿಸುವಂತೆ ಆವರ್ತನೀಯ, ಅಂತರಾಯಿಕ ಬೆಳಕನ್ನು ಬೀರುವ ಉಪಕರಣ.
physical-object;['ಚೀನಾದ ಮಹಾ ಗೋಡೆ', 'ಚೀನಾದ ಅದ್ಭುತ ಗೋಡೆ', 'ದಿ ಗ್ರೇಟ್ ವಾಲ್ ಆಫ್ ಚೈನಾ'];ದಿ ಗ್ರೇಟ್‌ ವಾಲ್‌ ಆಫ್‌ ಚೀನಾ' ಅಥವಾ ಎಂಬುದು ವಿವಿಧ ಪರಂಪರೆಯ ರಾಜವಂಶಗಳ ಅವಧಿಯಲ್ಲಿ ಕಂಡುಬಂದ ಚೀನಾದ ಸಾಮ್ರಾಜ್ಯದ ಉತ್ತರದ ಗಡಿಭಾಗಗಳನ್ನು ರಕ್ಷಿಸಲು 5ನೇ ಶತಮಾನ BC ಮತ್ತು 16ನೇ ಶತಮಾನದ ನಡುವೆ ನಿರ್ಮಿಸಿ, ಮರುನಿರ್ಮಿಸಿ, ಮತ್ತು ನಿರ್ವಹಣೆ ಮಾಡಲ್ಪಟ್ಟ, ಉತ್ತರದ ಚೀನಾದಲ್ಲಿನ ಕಲ್ಲು ಮತ್ತು ಸುಟ್ಟ ಜೇಡಿಮಣ್ಣಿನ ಕೋಟೆ-ನಿರ್ಮಾಣಗಳ ಒಂದು ಸರಣಿಯಯಾಗಿದೆ.
physical-object;['ಲಂಡನ್\u200c ಗೋಪುರ', 'ಲಂಡನ್ ಗೋಪುರ'];ಹರ್ ಮೆಜೆಸ್ಟೀಸ್ ರಾಯಲ್ ಪ್ಯಾಲೇಸ್ ಎಂಡ್ ಫೋರ್ಟ್‌ರೆಸ್, ಸಾಮಾನ್ಯವಾಗಿ ಲಂಡನ್ ಗೋಪುರ ಎಂದು ಹೆಸರಾಗಿದೆ.
physical-object;['ಕಿಟಕಿ', 'ಖಿಡಕಿ'];ಕಿಟಕಿಯು ಬೆಳಕು ಮತ್ತು, ತೆರೆದಾಗ, ಗಾಳಿ ಹಾಗೂ ಧ್ವನಿ ಹೋಗಲು ಎಡೆಗೊಡುವ ಗೋಡೆಯಲ್ಲಿನ ಒಂದು ಪಾರದರ್ಶಕ ರಂಧ್ರ.
physical-object;['ಸೀರೆ', 'şari'];ಸೀರೆ ಹೆಂಗಸರು ತೊಟ್ಟುಕೊಳ್ಳುವ, ಹೊಲಿಗೆ ಮಾಡದ, ಬಟ್ಟೆಯ ಒಂದು ವಿಧವಾದ ಉದ್ದನೆಯ ಪಟ್ಟೆ.
physical-object;['ಕೈಕಾಪು'];ಕೈಕಾಪು ಮಧ್ಯಯುಗದಲ್ಲಿ ವೀರ ಸರದಾರರೂ ಖಡ್ಗಮಲ್ಲರೂ ಸೈನಿಕರೂ ತೊಡುತ್ತಿದ್ದ ಕಬ್ಬಿಣದ ಕೈಚೀಲ.
physical-object;['ಯುದ್ಧನೌಕೆ'];ಯುದ್ಧನೌಕೆ ಯು ಯುದ್ಧಕ್ಕಾಗಿ ನಿರ್ಮಿಸಿದ ಮತ್ತು ಪ್ರಾಥಮಿಕವಾಗಿ ಉದ್ದೇಶಿಸಿದ ಒಂದು ಹಡುಗು ಆಗಿದೆ.
physical-object;['ಅಗ್ನಿಶಾಮಕ ಯಂತ್ರ'];ಅಗ್ನಿಶಾಮಕ ಯಂತ್ರವು ಹಲವುವೇಳೆ ತುರ್ತು ಪರಿಸ್ಥಿತಿಗಳಲ್ಲಿ, ಸಣ್ಣ ಬೆಂಕಿಗಳನ್ನು ಆರಿಸಲು ಅಥವಾ ನಿಯಂತ್ರಿಸಲು ಬಳಸಲಾಗುವ ಒಂದು ಸಕ್ರಿಯ ಅಗ್ನಿ ರಕ್ಷಣಾ ಸಾಧನ.
physical-object;['ಉಗುರುಳಿ'];ಉಗುರುಳಿ ನಿಮ್ನ ಅಥವಾ ಹಳ್ಳದಂತೆ ಬಾಗಿರುವ ಅಲಗು ಇರುವ ಹತ್ಯಾರು.
physical-object;['ಸುತ್ತಿಗೆ'];ಆಧುನಿಕ ಸುತ್ತಿಗೆಯು ಉದ್ದನೆಯ ಹಿಡಿಕೆಗೆ ಜೋಡಿಸಲಾಗಿರುವ ಭಾರದ "ಶಿರ" ಇರುವ ಒಂದು ಉಪಕರಣ.
physical-object;['ಮೊಬೈಲ್ ಫೋನ್', 'ಮೊಬೈಲ್\u200c ಫೋನ್\u200c', 'ಜಂಗಮ್ಮವಾಣಿ'];advantage and disadvantage
physical-object;['ಚಿಕಿತ್ಸಾಲಯ'];ಚಿಕಿತ್ಸಾಲಯ ಎಂದರೆ ರೋಗಿಗಳಿಗೆ ಚಿಕಿತ್ಸೆ ಒದಗಿಸುವ ಸ್ಥಳ.
physical-object;['ಆಸ್ಪತ್ರೆ'];ಒಂದು ಆಸ್ಪತ್ರೆ ಎಂದರೆ ಇದೊಂದು ರೋಗಿಗಳಿಗೆ ಆರೋಗ್ಯ ರಕ್ಷಣೆ, ಗುಣಮಾಡುವ ಚಿಕಿತ್ಸೆ ಒದಗಿಸುವ ತಾಣವಾಗಿದೆ.ಇದಕ್ಕಾಗಿ ವಿಶೇಷ ವೈದ್ಯಕೀಯ ಸಿಬ್ಬಂದಿಯು ಮೇಲಿಂದ ಮೇಲೆ ರೋಗಿಗಳ ಸ್ಥಿತಿಗತಿಯನ್ನು ನಿಗಾವಹಿಸುತ್ತದೆ.ಬಹುಕಾಲದ ಕಾಯಿಲೆಗಳಿಗೆ ಅಲ್ಲಿಯೇ ಔಷಧೋಪಚಾರವನ್ನು ಒದಗಿಸುತ್ತದೆ.
physical-object;['ಪಿಕಾಸಿ'];ಪಿಕಾಸಿಯು ಮಣ್ಣನ್ನು ಎತ್ತಲು ಬಳಸಲಾಗುವ, ಸಾಮಾನ್ಯವಾಗಿ T-ಆಕಾರದ ಕೈ ಉಪಕರಣ.
physical-object;['ಗುಮ್ಮಟ'];ಗುಮ್ಮಟ ಎಂದರೆ ಗೋಳಾಕೃತಿಯ, ಶಂಕ್ವಾಕೃತಿಯ ಅಥವಾ ಅಂಡಾಕಾರದ ಮೇಲ್ಛಾವಣಿ.
physical-object;['ಚಿಮಟ'];ಚಿಮಟ ಒಂದು ವಸ್ತುವನ್ನು ಗಿಲ್ಲಲು, ಕತ್ತರಿಸಲು ಅಥವಾ ಎಳೆಯಲು ಯಾಂತ್ರಿಕ ಸೌಕರ್ಯ ಅಗತ್ಯವಾದ ಅನೇಕ ಸಂದರ್ಭಗಳಲ್ಲಿ ಬಳಸಲಾದ ಒಂದು ಕೈ ಉಪಕರಣವಾಗಿದೆ.
physical-object;['ವಾಶಿಂಗ್ ಮಷೀನ್'];ದೈಹಿಕ ದುಡಿಮೆ ಕಡಿಮೆ ಮಾಡಲು ಒಂದು ದಾರಿ ಅಭಿವೃದ್ಧಿ ಬಟ್ಟೆ ತೊಳೆಯುವ ತಂತ್ರಜ್ಞಾನ ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಉಡುಪು ಚಳವಳಿ ಪ್ಯಾಡ್ಲ್ಗಳನ್ನು ಅಥವಾ ಬೆರಳುಗಳಿಂದ ಮುಕ್ತ ಜಲಾನಯನ ಅಥವಾ ಮೊಹರು ಧಾರಕ ಒದಗಿಸುವ, ಖರ್ಚು.
physical-object;['ಫ್ಲೆಕ್ಸಿಬಲ್ (ಬಾಗಿಸಬಲ್ಲ) ಕೀಬೋರ್ಡ್\u200c'];ಕೀಬೋರ್ಡ್‌ ಎಂದರೆ ಗಣಕೀಕರಣದಲ್ಲಿ ಯಾಂತ್ರಿಕಪಟ್ಟಿಯಂತೆ ಅಥವಾ ವಿದ್ಯುಚ್ಚಾಲಿತ ಸ್ವಿಚ್ಚಿನಂತೆ ವರ್ತಿಸುವ ಗುಂಡಿಗಳ ಅಥವಾ ಕೀಲಿಗಳ ಜೋಡಣೆಯನ್ನು ಹೊಂದಿರುವ ಬೆರಳಚ್ಚು ಯಂತ್ರದ ಕೀಬೋರ್ಡ್‌ ಆಗಿದೆ.
physical-object;['ಶೀತಕಯಂತ್ರ', 'ಫ಼್ರಿಜ್', 'ಫ್ರಿಜ್'];ಶೀತಕಯಂತ್ರವು ಉಷ್ಣ ನಿರೋಧಕ ಭಾಗ ಮತ್ತು ಫ್ರಿಜ್‍ನ ಒಳಭಾಗವನ್ನು ಕೋಣೆಯ ತಾಪಮಾನಕ್ಕಿಂತ ಕಡಿಮೆ ತಾಪಮಾನಕ್ಕೆ ತಂಪಾಗಿಸಲು ಫ್ರಿಜ್‍ನ ಒಳಗಿನಿಂದ ಅದರ ಬಾಹ್ಯ ವಾತಾವರಣಕ್ಕೆ ಶಾಖವನ್ನು ವರ್ಗಾಯಿಸುವ ಶಾಖದ ಪಂಪನ್ನು ಹೊಂದಿರುವ ಒಂದು ಸಾಮಾನ್ಯ ಗೃಹೋಪಯೋಗಿ ವಸ್ತು.
physical-object;['ಒಲೆ'];ಒಲೆಯು ಆಹಾರವನ್ನು ಬೇಯಿಸುವ ಉದ್ದೇಶಕ್ಕಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸಲಾದ ಒಂದು ಅಡುಗೆಮನೆಯ ಸಲಕರಣೆ.
physical-object;['ಸೌರ ಫಲಕ'];ಸೌರ ಫಲಕ ಜೋಡಿಸಲಾದ ಅಂತರ ಸಂಪರ್ಕವಿರುವ ಸೌರ ಕೋಶಗಳ ಸಂಯೋಜನೆಯಾಗಿದೆ.
physical-object;['ಹೂವರ್ ಆಣೆಕಟ್ಟು'];ಒಂದು ಕಾಲಕ್ಕೆ ಬೌಲ್ಡರ್ ಅಣೆಕಟ್ಟು ಎಂದು ಹೆಸರಾಗಿದ್ದ ಹೂವರ್ ಅಣೆಕಟ್ಟು ಆಮೇರಿಕ ಸಂಯುಕ್ತ ಸಂಸ್ಧಾನದ ಅರಿಜೋನಾ ಮತ್ತು ನೆವಾಡ ರಾಜ್ಯಗಳ ಗಡಿಯಲ್ಲಿರುವ ಕೊಲೊರೆಡೊ ನದಿಯ ಕಪ್ಪು ಕಣಿವೆಯಲ್ಲಿ ಕಾಂಕ್ರೀಟ್‌ನಿಂದ ನಿರ್ಮಿಸಲಾಗಿರುವ ಕಮಾನಿನಾಕಾರದ ಗುರುತ್ವಾಕರ್ಷಕ ಅಣೆಕಟ್ಟು ೧೯೩೬ರಲ್ಲಿ ಅದರ ನಿರ್ಮಾಣ ಕಾರ್ಯ ಮುಗಿದಾಗ ಅದು ಜಗತ್ತಿನ ಅತಿದೊಡ್ಡ ಜಲವಿದ್ಯುತ್ ಸ್ಧಾವರ ಮತ್ತು ಅತಿದೊಡ್ಡ ಕಾಂಕ್ರೀಟ್‌ ರಚನೆ ಅಥವಾ ಈ ಎರಡೂ ಎಂಬ ಹೆಗ್ಗಳಿಕೆ ಪಡೆದುಕೊಂಡಿತ್ತು.
physical-object;['ಫಿರಂಗಿ'];ಫಿರಂಗಿ ಕೊಳವೆಯಾಕಾರದ, ಸಿಡಿಮದ್ದು ಅಥವಾ ಇತರ ಸ್ಫೋಟಕಗಳನ್ನು ಉಪಯೋಗಿಸಿ ಮದ್ದು ಗುಂಡನ್ನು ಅಥವಾ ಬಾಂಬನ್ನು ದೂರದವರೆಗೆ ಸಿಡಿಸಬಲ್ಲ ಆಯುಧ.
physical-object;['ಸ್ವಾತಂತ್ರ್ಯದ ಪ್ರತಿಮೆ'];(ಸ್ಟ್ಯಾಚ್ಯೂ ಆಫ್ ಲಿಬರ್ಟಿ ಪ್ರತಿಮೆಯು ಅಮೆರಿಕದ ಅಪರೂಪದ ಸ್ಮಾರಕ.
physical-object;['ಆವಿಗೆ'];ಒಂದು ವಸ್ತುವಿಗೆ ಅಧಿಕೋಷ್ಣವನ್ನು ಪುರೈಸುವುದರ ಮೂಲಕ ಅದರಲ್ಲಿರುವ ತೇವವನ್ನು ನಿವಾರಿಸುವ ಸಾಧನ.
physical-object;['ಕ್ರೀಡಾಂಗಣ'];ಕ್ರೀಡಾಂಗಣ ಎಂದರೆ ಸುತ್ತಣ ಪೀಠವ್ಯವಸ್ಥೆಯೂ ಸೇರಿದಂತೆ ಆಟೋಟಗಳ ಅಖಾಡ.
physical-object;['ವಿಮಾನವಾಹಕ ನೌಕೆ'];ವಿಮಾನವಾಹಕ ನೌಕೆ ಎಂಬುದು ಒಂದು ಸಮರನೌಕೆಯಾಗಿದ್ದು, ವಿಮಾನವನ್ನು ಸಜ್ಜುಗೊಳಿಸುವ ಮತ್ತು ಪುನರ್ವಶಮಾಡಿಕೊಳ್ಳುವ ಒಂದು ಪ್ರಾಥಮಿಕ ಉದ್ದೇಶದೊಂದಿಗೆ ಅದನ್ನು ನಿರ್ಮಿಸಲಾಗಿರುತ್ತದೆ ಮತ್ತು ಒಂದು ಸಮುದ್ರಯೋಗ್ಯ ವಾಯುನೆಲೆಯಾಗಿ ಇದು ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ.
physical-object;['ಜಾಯ್\u200cಸ್ಟಿಕ್\u200c'];ಜಾಯ್‌ಸ್ಟಿಕ್ ಮಾಹಿತಿ ಉಪಕರಣವಾಗಿದ್ದು, ಒಂದು ಆಧಾರದ ಮೇಲೆ ತಿರುಗುವ ದಂಡವನ್ನು ಹೊಂದಿದೆ.
physical-object;['ಪಂಜು', 'ಕಕ್ಕಡ', 'ದೀವಟಿಗೆ'];ಪಂಜು ಎಂದರೆ ಒಂದು ತುದಿಯಲ್ಲಿ ದಹನಶೀಲ ವಸ್ತುವನ್ನು ಹೊಂದಿರುವ ಕಡ್ಡಿ.
physical-object;['ಕ್ಯಾಮರ', 'ಕ್ಯಾಮೆರಾ'];ಚಿತ್ರಗಳನ್ನು ದಾಖಲಿಸುವ, ಶೇಖರಿಸುವ ಮತ್ತು ಇನ್ನೊಂದು ಕಡೆಗೆ ವರ್ಗಾಯಿಸಲು ಸಹಾಯ ಮಾಡುವ ಒಂದು ಆಪ್ಟಿಕಲ್ ಸಾಧನ ಬಿಂಬಗ್ರಾಹಿ ಅರ್ಥಾತ್ ಕ್ಯಾಮರ.
physical-object;['ಕೊಡೆ', 'ಆತಪತ್ರ', 'ಛತ್ರಿ'];ಕೊಡೆ ಅಥವಾ ಛತ್ರಿಯು ಕಟ್ಟಿಗೆ ಅಥವಾ ಲೋಹದ ಅಡ್ಡಪಟ್ಟಿಗಳಿಂದ ಆಧಾರಪಡೆದ, ಸಾಮಾನ್ಯವಾಗಿ ಒಂದು ಕಟ್ಟಿಗೆಯ, ಲೋಹದ, ಅಥವಾ ಪ್ಲಾಸ್ಟಿಕ್ ಕೋಲಿನ ಮೇಲೆ ಆರೋಹಿತವಾದ ಒಂದು ಮಡಚಬಲ್ಲ ಮೇಲಾವರಣ.
physical-object;['ರೈಲು'];thumb|ರೈಲು ಎರಡು ಸಮಾನಾಂತರ ಹಳಿಗಳ ಮೇಲೆ ಚಲಿಸುವ ಯಂತ್ರ ಚಾಲಿತ ವಾಹನವನ್ನು ರೈಲು ಎನ್ನುತ್ತಾರೆ.
physical-object;['ದೋತ್ರ', 'dhoti'];ದೋತ್ರ ಭಾರತೀಯ ಉಪಖಂಡದಲ್ಲಿ ಧರಿಸಲ್ಪಡುವ ಪುರುಷರ ಒಂದು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಪು.ಇದು ಹೊಲಿಯದ ಬಟ್ಟೆಯ ಆಯತಾಕಾರದ ತುಂಡಾಗಿರುತ್ತದೆ.
physical-object;['ಪಾತ್ರೆ ತೊಳೆಯುವ ಯಂತ್ರ'];ಪಾತ್ರೆ ತೊಳೆಯುವ ಯಂತ್ರವು ಸ್ವಯಂ ಚಾಲಿತವಾಗಿ ಪಾತ್ರೆಗಳನ್ನು ತೊಳೆಯುತ್ತದೆ ಮತ್ತು ಒಣಗಿಸುತ್ತದೆ.
physical-object;['ಕೃತಕ ಉಪಗ್ರಹ'];ಒಂದು ಅಂತರಿಕ್ಷ ಕಾಯದ ಸುತ್ತ ಪ್ರದಕ್ಷಣೆ ಹಾಕುವಂತಹ ಮಾನವ ನಿರ್ಮಿತ ವಸ್ತುವಿಗೆ ಕೃತಕ ಉಪಗ್ರಹ ಎಂದು ಹೆಸರು.
physical-object;['ಅಳತೆಗೋಲು'];ಅಳತೆಗೋಲು ದೈಹಿಕವಾಗಿ ಉದ್ದಗಳು ಮತ್ತು ವಿವಿಧ ಗಾತ್ರಗಳ ಮೋಜಣಿ ಪ್ರದೇಶಗಳನ್ನು ಅಳೆಯಲು ಬಳಸಲಾಗುವ ಒಂದು ಉಪಕರಣ.
physical-object;['ಕಪ್ಲಿಂಗ್'];ಕಪ್ಲಿಂಗ್ ಎನ್ನುವುದು ಎರಡು ಶಾಫ್ಟ್ ಗಳ ನಡುವೆ ಶಕ್ತಿಯ ವರ್ಗಾವಣೆಗೆ ಬಳಸುವ ಸಾಧನ.
physical-object;['ಜೀರ್ಕೊಳವೆ', 'ಸಿರಿಂಜ್'];ಜೀರ್ಕೊಳವೆಯು ಮದ್ದನ್ನು ದೇಹದೊಳಗೆ ಹೋಗಿಸಲು, ಕಿವಿ, ಜಠರ, ಮೂತ್ರಕೋಶ, ಯೋನಿ, ಗರ್ಭಕೋಶ ಮುಂತಾದ ಅಂಗಗಳನ್ನು ತೊಳೆಯಲೂ ಉಪಯೋಗಿಸುವ ಉಪಕರಣ.
physical-object;['ಕೈಕೋಳ'];ಕೈಕೋಳವು ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ಮಣಿಕಟ್ಟುಗಳನ್ನು ಒಂದಕ್ಕೊಂದಕ್ಕೆ ಹತ್ತಿರವಾಗಿರುವಂತೆ ಭದ್ರಪಡಿಸಲು ವಿನ್ಯಾಸಗೊಳಿಸಲಾದ ನಿಗ್ರಹ ಸಾಧನಗಳು.
physical-object;['ಅನಿಲಮಾಪಕ'];ಅನಿಲಗಳ ಗಾತ್ರವನ್ನು ಅಳೆಯಲು ಉಪಯೋಗಿಸುವ ಸಾಧನ is ±2%..
physical-object;['ಓಡೋಮೀಟರ್'];ಓಡೋಮೀಟರ್: ದೂರಮಾಪನ ಸಾಧನವು ಕ್ರಮಿಸಿದ ದೂರವನ್ನು ನಿರ್ದಿಷ್ಟ ಸಂಖ್ಯೆಗಳಲ್ಲಿ ಸೂಚಿಸುವ ಉಪಕರಣ.
physical-object;['ರೆಪ್ಪೆ', 'ಎಮೆ', 'ಎವೆ'];ರೆಪ್ಪೆಯು ಮಾನವನ ಕಣ್ಣನ್ನು ಆವರಿಸುವ ಮತ್ತು ರಕ್ಷಿಸುವ ಚರ್ಮದ ಒಂದು ತೆಳು ಪದರ.
physical-object;['ಸೂಜಿ'];ಕೈ ಹೆಣಿಗೆಗಾಗಿ ಬಳಸಲಾಗುವ ಸೂಜಿಯು ಒಂದು ಕೊನೆಯಲ್ಲಿ ಚೂಪಾದ ತುದಿಯನ್ನು ಮತ್ತು ಇನ್ನೊಂದು ಕೊನೆಯಲ್ಲಿ ರಂಧ್ರವನ್ನು ಹೊಂದಿರುವ ಒಂದು ಉದ್ದನೆಯ, ತೆಳ್ಳಗಿರುವ ಸಾಧನ.
physical-object;['ಅರಗು'];ಪ್ರಾಚೀನ ಕಾಲದಲ್ಲಿಯೆ ಅರಗು ಮತ್ತು ಅರಗಿನ ಹಲವು ಉಪಯೋಗಗಳನ್ನು ಭಾರತೀಯರು ಅರಿತುಕೊಂಡಿದ್ದರೆಂದು ಅಥರ್ವವೇದದಲ್ಲಿ ಅರಗಿನ ಕುರಿತಾದ ಉಲ್ಲೇಖದಿಂದ ತಿಳಿದುಬರುತ್ತದೆ.
