abstract-quality;['personalidad', 'perfil', 'caracter', 'carácter', 'personalidades'];Concepto en psicología
phenomenon;['transpiración', 'transpiración vegetal'];Proceso vegetal de perdida de agua
phenomenon;['energía de unión', 'energía de enlace nuclear', 'energia de enlace nuclear', 'energia de ligadura', 'energía de ligadura', 'energía de enlace', 'separación energía'];Energía de Unión. La energía de unión es la energía mínima requerida para desmontar un sistema de partículas en partes separadas.
phenomenon;['especiación', 'evolución de las especies', 'especiacion', 'especies y especiación'];Proceso mediante el cual una población de una determinada especie da lugar a otra u otras
phenomenon;['antropogénesis', 'antropogenia', 'proceso de hominización', 'antropogenía', 'hominización', 'orígenes humanos', 'proceso de hominizacion', 'origenes humanos', 'anthropogeny'];Proceso evolutivo biológico
phenomenon;['polimorfismo', 'fase de color', 'morfo de color', 'tolerancia a la lactosa', 'morph', 'color morph', 'morfotipo', 'polimorfismo genético'];Variación fenotípica
phenomenon;['precipitación', 'precipitación atmosférica', 'precipitacion', 'lluvias', 'pluviosidad', 'precipitaciones', 'precipitación pluvial', 'hidrometeoros'];Forma de hidrometeoro que cae de la atmósfera y llega a la superficie terrestre
phenomenon;['presión', 'presion', 'presion hidraulica', 'presion mecanica', 'presión hidráulica', 'presión mecánica', 'kg/cm', 'kg cm', 'presion absoluta', 'presión absoluta', 'fuerza por unidad de área', 'nivel de presión', 'presiones', 'presión del agua', 'presión fluido'];Propiedad física
phenomenon;['ley de gravitación universal', 'gravedad', 'gravitacíon', 'gravitación universal', 'ley de la gravitación universal', 'gravitacion universal', 'ley de gravedad', 'ley de gravitacion', 'ley de gravitacion de newton', 'ley de gravitacion universal', 'ley de gravitación', 'ley de gravitación de newton', 'ley de la gravedad', 'ley de la gravitacion', 'ley de la gravitacion universal', 'ley gravitacional', 'teoria de la gravitacion universal', 'teoria de la gravitación universal', 'teoría de la gravitacion universal', 'teoría de la gravitación universal', 'gravedad newtoniana', 'la ley de la gravitación', 'la ley de newton de la gravitación', 'ley de newton gravedad', 'ley de newton gravitación', 'ley de newton gravitación universal'];Ley gravitacional formulada por el físico inglés Isaac Newton
phenomenon;['tracción', 'adherencia', 'agarre', 'sujeción', 'traccion', 'fuerza de tiro', 'tensión de tracción', 'fricción adhesiva'];Fuerza usada para generar movimiento
phenomenon;['deriva continental', 'revolucion wegeneriana', 'revolución wegeneriana', 'teoria de la deriva continental', 'teoría de la deriva continental', 'la deriva continental'];Teoría de movimiento continental.
phenomenon;['calor específico', 'capacidad calorífica', 'capacidad calorífica específica', 'capacidad térmica', 'capacidad calórica', 'capacidad calorica', 'capacidad calorifica', 'capacidad calorifica especifica', 'capacidad calorifica específica', 'capacidad calorifica molar', 'capacidad calorífica molar', 'capacidad termica masica', 'capacidad termica másica', 'capacidad térmica masica', 'capacidad térmica másica', 'julio por kilogramo kelvin', 'capacidad termica', 'capacidad de calor', 'capacidad de calor específico'];Cociente entre la cantidad de energía calorífica transferida a un cuerpo en un proceso cualquiera y el cambio de temperatura que experimenta
phenomenon;['proteólisis', 'proteolisis', 'degradacion proteinica', 'degradacion proteínica', 'degradación proteinica', 'degradación proteínica', 'proteolitico', 'proteolítico', 'degradación de proteínas', 'proteolyic', 'proteolítica'];Degradación de proteínas ya sea mediante enzimas específicas
phenomenon;['cohesión', 'fuerzas de cohesión', 'fuerzas de cohesion'];Fuerzas encargadas de mantener unidas las moléculas
phenomenon;['luz de estrellas', 'luz estelar', 'luz de las estrellas'];Luz proveniente de las estrellas
phenomenon;['campo magnético', 'flujo magnético', 'flujo', 'campo magnetico', 'campos magnéticos', 'densidad del flujo magnetico', 'intensidad de campo magnetico', 'intensidad de campo magnético', 'línea de campo magnético', 'líneas de campo magnético'];Efecto sobre una región del espacio generado por una corriente eléctrica o un imán
phenomenon;['necrosis', 'gangrena', 'cangrena', 'gangrena gaseosa', 'gangrenico', 'gangrenoso', 'gangrénico', 'necrosis tisular', 'muerte celular', 'esfacelación', 'necrosis gangrenosa', 'gangrenosas', 'necrotizante', 'tejido necrótico'];Muerte patológica de un conjunto de células o de cualquier tejido
phenomenon;['magnetosfera', 'magnetósfera', 'rabo magnético', 'cola magnética'];Región alrededor de un planeta en la que el campo magnético de éste desvía la mayor parte del viento estelar.
phenomenon;['metamorfosis', 'metabolismo', 'metamorfosi', 'metamorfosis de la mariposa'];Proceso biológico por el cual un animal se desarrolla desde su nacimiento hasta la madurez
phenomenon;['energía cinética', 'energia cinetica', 'energia cinética', 'energía cinetica', 'k.e.'];Energía poseída por un objeto en virtud de su movimiento
phenomenon;['energía potencial', 'energía potencial gravitatoria', 'energia potencial', 'energia potencial gravitacional', 'energia potencial gravitatoria', 'energía potencial elástica', 'energía potencial gravitacional', 'educación física', 'energía potencial nuclear'];Magnitud física
phenomenon;['tiempo', 'tiempo atmosférico', 'condición atmosférica', 'estado del tiempo', 'clima', 'condiciones', 'condiciones metereológicas', 'tiempo meteorológico', 'condiciones atmosféricas', 'estado atmosférico', 'tiempo atmosferico', 'tiempo meteorologico', 'condiciones climáticas'];Estado de la atmósfera
phenomenon;['momento'];Parámetro en matemática y estadística
phenomenon;['menstruación', 'periodo', 'regla', 'catamenia', 'menstruo', 'período', 'mes', 'achaque', 'menstruacion', 'flujo menstrual', 'menorrea', 'menstruar', 'premenstrual', 'sindrome premestrual', 'síndrome premestrual', 'trastorno disforico premenstrual'];Desprendimiento del endometrio y sangre por la vagina desde el útero
phenomenon;['muerte celular', 'necrobiosis'];Cese de las funciones vitales de una célula
phenomenon;['vida', 'caracteristicas de la materia viva', 'características de la materia viva', 'funciones contractiles', 'la vida', 'vidas'];Capacidad de nacer, crecer, reproducirse y morir
phenomenon;['digestión', 'digestion', 'digestion intestinal', 'digestion mecanica', 'digestion mecánica', 'digestiva', 'digestión estomacal', 'digestión intestinal', 'digestión mecanica', 'digestión mecánica', 'eupeptica', 'eupeptico', 'eupéptica', 'eupéptico', 'proceso de absorcion de nutrientes en la digestion', 'proceso de absorcion de nutrientes en la digestión', 'proceso de absorción de nutrientes en la digestión', 'proceso digestivo'];Proceso de transformación de los alimentos, previamente ingeridos, en sustancias más sencillas para ser absorbidos
phenomenon;['corona', 'corona solar', 'aureola', 'auréola'];Capa más externa del Sol
phenomenon;['parto', 'nacimiento', 'alumbramiento', 'parto vaginal', 'embarazo', 'dar a luz', 'paricion', 'parición', 'parto humano', 'dilatacion', 'dilatación', 'multipara', 'multípara', 'parir', 'parto natural', 'parto vaginal instrumentado', 'parto vaginal instrumental', 'parto vaginal normal', 'parturienta', 'parturiente', 'primipara', 'primípara', 'puja', 'maternidad'];Culminación del embarazo humano con la salida del bebé del útero materno
phenomenon;['trayectoria', 'trayectorias'];Lugar geométrico de un cuerpo en su movimiento
phenomenon;['vulcanismo'];Conjunto de fenómenos naturales asociados a la actividad volcánica
phenomenon;['alotropía', 'estado alotropico', 'estado alotrópico', 'alotrópicas', 'alótropos', 'alotropismo', 'alotropia', 'alotropicas', 'alotropo', 'alotropos', 'alótropo', 'forma alotropica', 'forma alotrópica', 'allotropism'];Propiedad química de algunas sustancias simples de poseer estructuras atómicas o moleculares diferentes
phenomenon;['absorción', 'absorcion', 'absorcion optica', 'absorción de luz', 'absorción óptica'];Proceso por el cual la radiación electromagnética es captada por la materia
phenomenon;['dispersión', 'dispersion', 'dispersion de ondas', 'dispersion optica', 'dispersión de ondas', 'dispersión óptica', 'scattering'];Fenómeno físico donde las ondas son desviadas forzosamente de una trayectoria rectilínea debido a irregularidades locales en el medio que atraviesan
phenomenon;['energía hidráulica', 'energía hídrica', 'fuerza hidráulica', 'energía hidroeléctrica', 'hidroelectricidad', 'hidroenergía', 'energía neumohidráulica', 'energia hidraulica', 'energia hidrica', 'energia hidroelectrica', 'energia hidroeléctrica', 'energia hidráulica', 'energia hídrica', 'energia neumohidraulica', 'energia neumohidraúlica', 'energía hidraulica', 'energía hidroelectrica', 'energía neumohidraulica', 'energía neumohidraúlica', 'energía del agua', 'energía hydel', 'hidráulica'];Energía derivada de agua corriente o cascadas
phenomenon;['presión sanguínea', 'presión arterial', 'tensión arterial', 'tensión sanguínea', 'tensión venosa', 'presion sanguinea', 'presion sanguínea', 'presión sanguinea', 'presión arterial diastólica', 'presión arterial sistólica', 'presión sanguínea arterial'];Fuerza del corazón bombeando sangre
phenomenon;['división celular', 'division celular', 'la división celular'];Parte del ciclo celular
phenomenon;['retroalimentación', 'realimentación', 'retroacción', 'bucle de retroalimentacion', 'bucle de retroalimentación', 'contrarreaccion', 'contrarreacción', 'realimentacion', 'retroalimentacion', 'feed-back', 'feed back', 'feedback', 'control realimentación', 'mecanismo de retroalimentación'];Mecanismo de control de los sistemas dinámicos por el cual una cierta proporción de la señal de salida se redirige a la entrada
phenomenon;['ontogenia', 'ontogénesis', 'crecimiento', 'desarrollo', 'maduración', 'ontogénico', 'ontogenico', 'ontogenético', 'biología del desarrollo', 'biólogo de desarrollo', 'genética del desarrollo'];Desarrollo de un organismo, desde la fecundación de un cigoto durante reproducción sexual hasta su senescencia
phenomenon;['evaporación', 'vaporización', 'vapor', 'vaporación', 'evaporacion', 'evaporada', 'evaporadas', 'evaporado', 'vaporizacion', 'deficit higrométrico', 'evaporados', 'evapora', 'vaporizado', 'vaporizar'];Tipo de vaporización de un líquido que ocurre desde su superficie
phenomenon;['evaporación', 'vaporización', 'vapor', 'vaporación', 'evaporacion', 'evaporada', 'evaporadas', 'evaporado', 'vaporizacion', 'deficit higrométrico', 'evaporados', 'evapora', 'vaporizado', 'vaporizar'];Proceso mediante el cual una sustancia cambia de estado líquido a gaseoso
phenomenon;['destilación', 'distillment', 'alambicamiento', 'destilacion', 'destiladores', 'destilería', 'destileria', 'aparato de destilacion', 'aparato de destilacion simple', 'aparato de destilación simple', 'destilacion a vacio', 'destilacion a vacío', 'destilacion seba', 'destilación a vacio', 'destilación a vacío', 'destilación seba', 'destilado', 'destilada', 'destilador', 'destilados', 'destilar', 'destilerías'];Proceso de separar las distintas sustancias que componen una mezcla líquida mediante vaporización y condensación selectivas
phenomenon;['llama', 'fuego', 'flama', 'incendio', 'lumbre', 'llamas', 'llamarada', 'fuegos', 'incendios', 'llameante'];Emisión de luz cuando se produce la combustión de un elemento inflamable en una atmósfera rica en oxígeno
phenomenon;['refrigeración', 'enfriamiento', 'refrigeracion', 'refrigerar', 'sistemas de refrigeracion', 'infrigidation', 'refrigerado'];Proceso que reduce o mantiene el nivel de calor de un cuerpo o un espacio
phenomenon;['precipitación', 'precipitado', 'precipitacion', 'precipitados', 'precipitación química', 'precipita', 'reacción de precipitación', 'reacción precipitación'];Creación de un sólido a partir de una solución
phenomenon;['coagulación', 'coagulación sanguínea', 'coagulo', 'coágulo', 'cascada de la coagulación', 'coagulación de la sangre', 'cascada de coagulación', 'coagulacion', 'coágulo sanguíneo', 'factores de coagulación', 'coagular', 'cuajado', 'cuajar'];Proceso por el cual la sangre pierde su liquidez convirtiéndose en un gel, para formar un coágulo
phenomenon;['nacimiento', 'parto', 'parturición', 'nacer', 'nacida', 'nacimientos', 'nacido'];Inicio de la vida fuera del huevo o útero
phenomenon;['fusión', 'derretimiento', 'fundición', 'deshielo', 'colicuación', 'licuación', 'licuefacción', 'derretir', 'fusion', 'fundir', 'descongelación', 'fundido', 'metal fundido', 'puntos de fusión'];Proceso físico en el que cambia el estado de la materia de sólido a líquido por acción del calor
phenomenon;['desmagnetización'];Proceso de disminuir o eliminar el campo magnético permanente
phenomenon;['refinación', 'refino', 'refinado', 'refinadura', 'fundición', 'limpia', 'purificación', 'refinacion', 'refinar'];proceso de purificación de una sustancia química
phenomenon;['diaforesis', 'sudoración', 'transpiración', 'sudor', 'hidrosis', 'sudación', 'diaforético', 'sudar', 'sudoroso', 'sudorífica', 'sudorífico', 'hipersudoracion', 'hipersudoración', 'diaforetico', 'perspiración', 'sudoracion', 'sudorifico', 'sudation'];Líquido secretado por las glándulas sudoríparas
phenomenon;['llanto', 'lágrima', 'lloro', 'llorera', 'lagrima', 'lagrimas', 'llorar', 'lloriquear', 'lloriqueo', 'lloroso', 'llorador', 'llorisquear', 'vías lagrimales', 'lágrimas', 'lagrimeo'];Estado manifestado por lágrimas en respuesta a un estado emocional
phenomenon;['ingestión', 'consumo', 'ingesta', 'ingestion', 'absorción', 'ingerido', 'ingieren'];Consumo de una sustancia por parte de un organismo
phenomenon;['respiración', 'ventilación', 'respiro', 'aliento', 'respiracion', 'respiracion tisular', 'respiración tisular', 'respirar', 'respiración externa'];Proceso en el que el aire entra y sale de los pulmones
