abstract-region;['tensor', 'cálculo tensorial', 'magnitud tensorial', 'análisis tensorial', 'tensores'];Objeto que amplía la noción del escalar, vector, y matriz.
information-realization;['unix', 'unix', 'unics', 'sistemas unix', 'unices', 'unix like', 'sistema operativo unix', 'sistema unix'];Poderoso sistema de operación para computadores, desarrollado inicialmente en AT&T.
information-realization;['boceto', 'bosquejo', 'anteproyecto', 'borrador', 'esbozo'];Bosquejo preliminar de una imagen o documento.
information-realization;['acuerdo prenupcial', 'capitulaciones matrimoniales', 'capitulaciones prematrimoniales', 'contrato de matrimonio', 'contrato prematrimonial', 'contrato matrimonial', 'acuerdo pre-nupcial', 'contraer matrimonio', 'matrimonio asentamiento', 'prenupcial', 'prenupciales'];Documento legal, firmado por ambas partes antes del matrimonio, indicando la repartición de los bienes en caso de divorcio.
information-realization;['grabado en madera', 'grabado', 'grabado de madera', 'xilografía', 'grabados en madera', 'madera grabado'];Impresión realizada mediante la técnica de grabado en madera.
information-realization;['formulario', 'forma'];Un documento con espacios en blanco para ser llenado por el usuario.
information-realization;['reproducción', 'impresión fotográfica'];Resultado concreto del proceso de reproducción de una imagen por medio de diversas técnicas.
information-realization;['creación', 'bodeguero', 'idea', 'idea original', 'inspiración', 'fruto del espíritu', 'parto del ingenio'];Producto del trabajo creativo o pensamiento de alguien.
information-realization;['aplicación', 'software de aplicación', 'aplicación informática', 'aplicacion', 'aplicaciones informáticas', 'application software', 'aplicaciones informaticas', 'app', 'software aplicativo', 'aplicacion informatica', 'aplicacion informática', 'aplicaciones', 'aplicación informatica', 'software de aplicacion', 'programa de aplicación', 'aplicaciones de programa', 'aplicaciones de software', 'aplicación de escritorio'];Programa informático que tiene por objetivo resolver un problema específico.
information-realization;['depurador', 'debugger', 'depurador informatico', 'depurador informático', 'trazador'];Programa de computadora que se utiliza para probar y depurar programas de otros (el programa "objetivo").
information-realization;['traductor', 'programa de traducción', 'traducción', 'traduciendo programa'];Acto de convertir las palabras y los textos de un idioma a otro.
information-realization;['navegador web', 'browser', 'navegador', 'explorador', 'visualizador web', 'navegador de internet', 'web browser', 'browser web', 'explorador de internet', 'hojeador web', 'navegadores web', 'examinar', 'exploradores de internet', 'navegación web', 'navegador red', 'navegadores', 'navegadór red', 'navegadór web', 'webbrowser', 'cliente web', 'navegadores de internet'];Aplicación informática usada para localizar y para mostrar páginas Web.
information-realization;['cuento', 'relato corto', 'historieta', 'narrativa breve', 'cuentos', 'cuentistico', 'cuentístico', 'escritor de cuentos', 'novela corta'];Prosa narrativa de ficción que tiende a ser más corta que la novela.
information-realization;['signo', 'marca', 'muestra', 'indicio'];Algo que indica la existencia de otra cosa.
information-realization;['compendio', 'colección'];Recopilación corta pero completa de un cuerpo de conocimiento.
information-realization;['publicación periódica', 'periódico', 'revista', 'publicaciones periódicas'];Trabajo impreso que aparece regularmente.
information-realization;['tarjeta', 'carta'];Un pedazo de cartón o plástico, plano y normalmente rectangular.
information-realization;['diccionario', 'léxico', 'diccionarios', 'diccionario de la lengua', 'diccionario de la palabra'];Libro de referencia que contiene una lista alfabética explicativa de palabras, la lista de palabras puede ser exhaustiva o una selección restringida de palabras de un idioma, usualmente identificando las características fonéticas, gramáticas y semánticas de cada palabra. frecuentemente incluye también etimología, citas, guia de uso y otras informaciones.
information-realization;['anuario', 'anual'];Libro del que se publica una nueva edición cada año.
information-realization;['enciclopedia', 'enciclopedias', 'enciclopédico', 'enciclopedico', 'encyclopedia', 'enciclopedica', 'enciclopédica', 'diccionario enciclopedico', 'diccionario enciclopédico', 'cyclopaedia', 'cyclopedia'];Trabajo de referencia usualmente en varios varios volúmenes que contiene artículos sobre una gran variedad de aspectos de un área particular, usualmente, organizados alfabéticamente.
information-realization;['patois', 'dialecto', 'arpitano', 'franco-provenzal'];Lengua hablada en Francia, cerca de las fronteras italiana y suiza. También hablada en Italia y Suiza.
information-realization;['vía crucis', 'estaciones de la cruz', 'viacrucis', 'estaciones', 'via crucis', 'pasion', 'pasión', 'pasion de cristo', 'pasion de jesucristo', 'pasion de jesus', 'pasión de jesus', 'pasion de jesús', 'pasión de jesucristo', 'camino de la cruz'];Representación de las horas finales (o de la pasión) de Jesús, y la devoción que conmemora esa pasión.
information-realization;['conjuro', 'encantamiento', 'encantamientos'];Recitación ritual de palabras o sonidos que se cree que tienen un efecto mágico.
information-realization;['artículo', 'paper', 'artículo científico', 'artículo de investigación'];Trabajo científico escrito que describe resultados de observaciones o expresa hipótesis.
information-realization;['hoja de cálculo', 'hoja de calculo', 'hojas de cálculo', 'columna', 'hojas de calculo', 'planilla de calculo', 'planilla de cálculo', 'planillas de calculo', 'planillas de cálculo', 'programa de hoja de calculo', 'programa de hoja de cálculo', 'celda'];Programa para introducir, editar, manipular e imprimir información tabular estructurada, tal como hojas de contabilidad.
information-realization;['guión', 'guion', 'libreto', 'guion cinematográfico', 'script', 'guion cinematografico', 'guión cinematográfico', 'screenplay', 'guion de cine', 'guiones cinematográficos', 'guionismo cinematográfico', 'guión cinematografico', 'guiones'];Texto de una película o de un programa televisivo.
information-realization;['busto', 'busto retrato'];Representación de un hombre de la cabeza a los hombros, hecha casi siempre en bronce o mármol.
information-realization;['estatua', 'figura', 'estatuas', 'estatuaria', 'estatuario'];Pieza de arte tridimensional, usualmente representando a una persona o un animal, creado esculpiendo, socavando, moldeando o rellenando.
information-realization;['móvil', 'movil', 'escultura móvil', 'esculturas móviles', 'mobile'];Tipo de escultura en el que hay partes que se mueven, generalmente activadas por corrientes de aire.
information-realization;['código secreto', 'cifrado', 'cifra', 'clave', 'criptografía', 'criptográfico', 'algoritmo de cifrado', 'código', 'algoritmo criptografico', 'algoritmo criptográfico', 'algoritmo de descifrado', 'cifras', 'máquina de cifrado'];Método de escritura secreta.
information-realization;['código', 'codificación', 'códigos', 'código de la ley', 'código de leyes'];Proceso de recoger y de arreglar sistemáticamente, generalmente por tema, las leyes de un estado o un país, o las reglas y las regulaciones que cubren un área o un tema particular de la ley o de la práctica.
information-realization;['código', 'codificación', 'códigos', 'código de la ley', 'código de leyes'];Colección, compendio o revisión sistemática de leyes, reglas, o regulaciones.
information-realization;['función', 'procedimiento', 'subprograma', 'subrutina', 'rutina', 'funcion', 'subrutinas', 'método'];Parte de un programa que se abstrae como unidad y que puede llamarse desde diferentes lugares, a menudo con parámetros.
information-realization;['égloga', 'idilio', 'bucólica', 'egloga', 'poesía idílica', 'bucólico'];Poema pastoral, a menudo en la forma de un monólogo de un pastor o un diálogo entre pastores.
information-realization;['prefacio', 'avant-propos', 'ante-proposito', 'ante-propósito', 'proemio', 'proemios', 'prólogo'];Sección introductoria que precede el texto principal de un libro u otro documento.
information-realization;['canción', 'vocal', 'cancion', 'canciones', 'җыр', 'cancion popular', 'canción popular', 'temas musicales', 'voz humana'];Pieza musical con letra. prosa que puede ser cantada.
information-realization;['novela corta', 'novela', 'nouvelle', 'novella', 'nouvelles', 'novelas', 'novellae'];Obra narrativa de ficción en prosa más larga que un cuento pero más corta que una novela.
information-realization;['epílogo'];Breve discurso, que habla directamente a la audiencia al final de una obra de teatro.
information-realization;['nota', 'línea', 'breve carta'];Una breve carta personal.
information-realization;['parche', 'corrección', 'parche informatico', 'parche informático', 'parchear', 'patch', 'actualizacion', 'actualización', 'update', 'corrección de errores', 'parche de software'];Parte de remplazo de un programa que se utiliza para eliminar errores en un software. acto de crear código para eliminar errores.
information-realization;['epílogo'];Breve discurso, que habla directamente a la audiencia al final de una obra de teatro.
information-realization;['ostentación', 'charanga', 'fanfarria'];Mostrado de forma llamativa y orgullosa.
information-realization;['signo más', 'más', 'signos más y menos'];Signo +.
information-realization;['grupo funcional', 'grupo químico', 'grupo', 'radical', 'familia', 'grupos funcionales', 'serie homologa', 'serie homóloga', 'resto', 'serie química'];Conjunto de elementos que pertenecen a la misma columna de la tabla periódica.
information-realization;['grupo funcional', 'grupo químico', 'grupo', 'radical', 'familia', 'grupos funcionales', 'serie homologa', 'serie homóloga', 'resto', 'serie química'];En química orgánica: Agrupación específica de elementos que es característica de una clase de componentes y determina algunas de las propiedades y reacciones de la clase.
information-realization;['cartel', 'pancarta', 'letrero', 'póster', 'anuncio', 'rótulo', 'pancartas', 'pasacalle', 'pasacalles'];Aviso fijado en un lugar público como anuncio.
