abstract-quality;['kapribadèn', 'kapribadhen', 'kepribadian'];Kapribadèn ya iku unsur tindak tandhuk.
information-realization;['musik populer'];Musik populer ngrujuk marang salah siji saka sawenèh aliran musik kang "nduwéni daya pamikat kang jembar" lan biasané didol ing masarakat lewat industri musik.
information-realization;['artikel'];Artikel ya iku karangan nyata kang jangkep kanthi dawa tartamtu kang digawé kanggo disebaraké lumantar koran, kalawarta, buletin, lsp.
information-realization;['wirama'];Ing notasi musik, wirama iku pérangan wektu sing magepokan karo thuthukan.
information-realization;['paragraf', 'warna- warnane paragraf'];Paragraf, tinilik saka dunungé ukara lajer kaperang dadi 4: Paragraf Dheduktif ya iku paragraf kang ukara lajere mapan ing wiwitaning paragraf.
information-realization;['injil lukas'];Injil Lukas iku kitab Injil sing dikarang déning Santo Lukas.
information-realization;['injil matius'];Injil Matius iku kitab kapisan Injil Prajanjian Anyar.
information-realization;['reggae', 'réggaé'];Reggae ya iku kombinasi saka iringan tradhisional Afrika, Amérika, lan Blues sarta folk Jamaika.
information-realization;['kitab wahyu'];Kitab Wahyu iku kitab pungkasan Prajanjian Anyar.
information-realization;['kuran', "al-qur'an", 'al-quran', 'al-qur’an', "al qur'an", 'al quran', 'al qur’an', "qur'an", 'quran'];Kuran, Al-Qur'an utawa Qur'an punika kitab sucinipun agama Islam.
information-realization;['talmud'];Talmud ya iku cathetan kang isiné ngeneni rembugan para rabi kang ana gandhèngané karo hukum Yahudi, etika, pakulinan lan sajarah.
information-realization;['relief'];Rèlièf yaiku seni tatah utawa ukir 3-dhimènsi kang digawé saka watu, kayu, lan waja.
information-realization;['relief'];Rèlièf yaiku seni tatah utawa ukir 3-dhimènsi kang digawé saka watu, kayu, lan waja.
information-realization;['diksi'];Diksi ya iku trep orané anggoné milih tembung miturut makna lan runtut.
information-realization;['magna carta'];Magna Carta iku piagam Inggris taun 1215 kang mbatesi kakuwasan Monarki Inggris, mligi Raja John, saka kakuwasan absolut.
information-realization;['prajanjian anyar', 'prejanjèn anyar'];Prajanjian Anyar, iku péranganing Alkitab Kristen sing tinulis sawisé kelairan Gusti Yesus.
information-realization;['andharaning torèt', 'kitab andharaning torèt', 'andharaning toret'];Kitab Andharaning Torèt iku kitab kaping lima tanakh lan uga kitab Torèt.
information-realization;['torèt', 'kitab taurat', 'taurat', 'toret'];Kitab Torèt, iku limang kitab pratama Alkitab sing miturut tradhisi ditulis déning Nabi Musa.
information-realization;['wilangan', 'kitab wilangan'];Kitab Wilangan iku kitab Tanakh lan Torèt sing kaping papat.
information-realization;['la marseillaise'];La Marseillaise iku lagu kabangsané Prancis.
information-realization;['injil yohanes'];Injil Yohanes, iku kitab Injil sing kaping papat.
information-realization;['syncope'];Syncope ya iku tembung kang wis ilang aksara/wandané kang tengah.
information-realization;['igor stravinsky'];== Riwayat Urip == Igor Srtavinsky ya iku salah sawijiné komposer kang misuwur ing donya.
information-realization;['the star-spangled banner'];The Star-Spangled Banner iku lagu kabangsané nagara Amérikah Sarékat.
information-realization;['alkitab'];Alkitab Nasrani utawa kacekak Alkitab yaiku kitab suciné wong Nasrani saperangan dhenominasi kaya ta Kristen Protèstan lan Katulik.
information-realization;['injil markus'];Injil Markus iku kitab kapindho Injil Prajanjian Anyar.
information-realization;['kaimaman', 'kitab kaimaman'];Kitab Kaimaman iku kitab kaping telune tanakh lan uga kitab Torèt.
information-realization;['dhialèk', 'dhialek', 'dialek', 'dialèk'];Dhialèk tegesé varian-varian sinkronis basa.
information-realization;['pisuhan', 'misuh'];Pisuhan iku tembung utawa ukara kang lumrahé kagunakaké kanggo ngècè utawa ngina wong liya.
intentional-collective;['suréalisme', 'surealisme'];Suréalisme ya iku obahan kabudayan kang muncul ing awal taun 1920an, lan kondhang amarga karya visualé lan tulisané.
intentional-collective;['dadaisme'];Dadaisme ya iku salah sijiné aliran kang ana ing sajeroning seni rupa utawa sastra kanthi tumuju nolak anané gayutan logis antara pikiran lan èksprèsi.
intentional-collective;['kubisme'];Kubisme iku salah siji gerakan seni wigati ing abad ping 20.
intentional-collective;['bebrayan', 'masyarakat', 'masarakat'];Bebrayan utawa masarakat iku golongan wong kang mangun sistém semu katutup, ing ngendi sabagéan gedhé interaksi ya iku antarané individu-individu kang ana ing golongan mau.
language;['basa pamrograman', 'basa pemrograman', 'basa program'];Basa pamrograman, utawa kerep uga diistilahké kanthi jeneng Basa komputer, iku tèknik komando/instruksi standar kanggo maréntah komputer.
language;['klausa'];Klausa punika urutanipun tembung ingkang kagungan fungsi predikatif.
language;['basa austro-asiatik', 'kulawarga basa austroasiatika', 'austro-asiatik', 'basa austro-asia', 'basa austroasiatik'];Kulawarga basa Austroasiatika kang kanthi barès ateges “Asia Kidul”, iku sawijining kulawarga basa-basa kang dicaturaké ing Asia Kidul-Wétan lan Asia Kidul.
language;['basa slavik', 'kulawarga basa slavika'];Cithakan:Topik Indo-Éropah Basa-basa Slavik iku siji cawang rumpun basa saka basa-basa Indo-Éropah.
language;['basa hagkah'];Basa Hagkah utawa basa Kek yaiku klumpukan basa Cina kang dipocapake dening wong Hagkah ing Cina Kidul, Taywan, Hongkong, Makaw, lan sajroning laladan pêpêncaring wong Cina ana ing Asiyah Wetan, Asiyah Kidul Wetan, lan sapanunggalane.
language;['basa ngu'];Basa Ngu yaiku klumpukan basawangsa Cina kang ameh padha kanthi basawidya lan babad kang utamane kocap ing Syanghay, Propinsi Cecyang, paron kidul Propinsi Cyangsu, lan laladan-laladan pinggirane.
language;['basa yiddish'];Basa Yiddish iku siji basa Jermanik kang dipituturaké déning Wong Yahudi Ashkenazim.
language;['basa irula'];Basa Irula ya iku salah siji basa Dravida sing dicaturaké déning wong Irula sing dumunung ing tlatah Pagunungan Nilgiri, wewengkon Tamil Nadu lan Karnataka, India.
language;['basa kannada'];Basa Kannada wujud péranganing golongan basa Dravida, sing dituturaké déning sapérangan gedhé masarakat praja Karnataka, India Kidul.
language;['c'];Basa pamrograman C iku basa pamrograman komputer.
language;['basa elllas koyni', 'koinê'];Basa Ellas Koyni uga karanan cara basa Aleksandriyah, basa Atthikus lumrah, basa Ellas Ellasjati, utawa basa Ellas Alkitab yaiku basa dhuwur laladan lumrah saka basa Ellas kang kocap.lan katulis nalika jaman Ellasjati, Kabauraton Rum Kulon, lan Kabauraton Rum Wetan wiwitan utawa jaman antiquity pungkasan.
language;['basa afro-asiatik', 'kulawarga basa afroasiatika', 'basa afro-asia'];Basa Afro-Asiatik iku rumpun basa kanggo anggota mèh 240 basa lan 285 yuta penutur sing sumebar ing laladan Afrika Lor, Afrika Wétan, Sahel, lan Asia Kidul-Kulon.
language;['wasésa'];Wasésa ya iku pérangan ukara
language;['basa georgia', 'basa géorgia'];Basa Géorgia iku basa utama ing nagara Géorgia, siji nagara républik ing Kaukasia, lan gunggung panyaturé watara wong 4 yuta, sing dedunung ing nagara Géorgia, Iran, Azerbaijan, Turki, lan Rusia.
language;['basa norwegia', 'basa nurwègen'];Basa Nurwègen ya iku basa Jermanik kanthi udakara 5 yuta panutur ing Nurwègen, Swèdhen, Kanada, lan AS. == Sajarah == Basa tulis Skandinavia kang sepisanan dingertèni ya iku basa Nurwègen Kuno utawa Dansk tunga, kang ana sajeroning tulisan Rune saka udakara 700 M menduwur.
language;['basa dhénemarken', 'dhénemarken', 'da', 'dan', 'basa denmark'];Basa Dénmark iku basa Jérmanik Lor sing panyaturé watara 5,5 yuta wong ing Denmark lan ing Greenland, Jérman, Norwégia, Swédia, Kanada, Uni Émirat Arab lan Amérika Sarèkat.
language;['basa èslan'];Basa Èslan iku basa Jermanik Lor lan basa ing nagara Èslan.
language;['basa swèdhen', 'basa swédia', 'basa swedia'];Basa Swèdhen iku sawijining Basa Jermanik Lor, dituturaké déning watara 10 yuta jiwa, mligi ing Swèdhen lan sapérangan Finlandia, mligi ing sadawaning pasisir lan ing pulo Åland.
language;['basa bulgaria'];Basa Bulgaria iku basa Slavik Kidul sing sacara cedhak gegandhèngané karo basa Makedonia, Serbia, Kroasia lan Slovenia, kanthi cacahing penutur nganti 9 yuta ing Bulgaria, Ukraina lan Makedonia.
language;['ukara'];Ukara iku konsèp linguistik lan racaké diartèkaké minangka siji èksprèsi alami basa: ya iku unit tatabasa lan lèksikal kang kasusun saka tembung kang cacahé siji utawa punjul siji kang mawa teges.
language;['kulawarga basa turk'];Kulawarga basa Turk iku kulawarga basa mawa anggota basa cacah telung puluh lima kang dicaturaké wong-wong Turk saka Éropah Wétan lan Madya Bawana tekan Sibèri lan Cina Kulon.
language;['basa', 'bahasa'];Basa iku sistém simbul-simbul lan paugerané kanggo nggunakaké sistém iki.
language;['basa turki'];Basa Turki kagolong basawangsa Turki paling kulon, lan kanthi gunggung penutur paling akèh yèn dibandingaké karo basa-basa Turki liyané.
language;['basa sorbia'];Basa Sorbis iku anak saka Basa Slavik sing dituturaké déning kurang luwih 75.000 sing ndunungi praja Brandenburg lan Sachsen, Jerman.
language;['basa sangskreta', 'basa sangsekerta', 'basa sangaskreta', 'basa sangskerta', 'basa sansekerta', 'basa sansekreta', 'basa sanskerta', 'sangsekerta', 'sangsekreta', 'sangskerta', 'sangskreta', 'sansekerta', 'sansekerta:', 'sansekreta', 'sanskerta', 'sanskreta'];Basa Sangsekerta iku basa Indo-Éropah kang lawas dhéwé lan isih disinaoni.
language;['basa rumania', 'basa romania'];Basa Rumania utawa Limba Română, iku anak cabang paling wétan basa-basa Roman lan siji-sijiné cabang basa Latin kang diubengi déning basa-basa Slavia lan Hongaria.
language;['frasa'];Frasa punika satuan gramatika ingkang gadhah sifat nonpredikatif, utawi gabungan tembung ingkang gadahi fungsi sintaksis ing ukara.
language;['basa inggris', 'inggris', 'bahasa inggris', 'cara inggris'];Basa Inggris iku basa Jermanik Kulon, sing asalé saka Inggris.
language;['basa dari'];Basa Dari atawa basa Pérsi-Dari, Pérsi-Afghan, ya iku dialék basa Pèrsi kang dituturnang ning Afghanistan.
language;['basa tajik'];Basa Tajik ya iku jinis Pèrsi modern kang dituturnang karo Wong Tajik ning Tajikistan, sapérangan Uzbèksitan kutha Bukhara lan Samarkand.
language;['basa kurdhi', 'kurdhi'];Basa Kurdhi ya iku siji kontinum saka basa Irania Lor-Kulon kang dituturaké déning wong-wong Kurdhi ing Asia Kulon.
language;['basa afrikaans'];Afrikaans iku salah sawijining basa Jermanik Kulon kang dipituturaké ing nagara Afrika Kidul, Namibia lan, kanthi cacah panyatur luwih sithik, ing nagara Botswana lan Zimbabwé.
language;['basa latin'];Basa Latin iku basa Italik sing asalé saka Latium, siji tlatah ing Italia saidenging kutha Roma.
language;['basa-basa papua', 'basa papua'];Basa-basa Papua iku ngrujuk marang basa-basa sing dituturaké ing pulo-pulo saindhenging Asia Kidul-Wétan lan Australia sing ora kalebu basa Austronesia utawa basa Australia.
language;['basa cina', 'basa cinten', 'basa mandarin', 'basa tionghoa'];Basa Cina iku péranganing basawangsa Sino Tibet.
language;['basa ellas katarewusah', 'katharévousa'];Basa Ellas Katarewusah yaiku wujud parijaga saka basa Ellas Modheren kang lair ing pungkasan abad kaping 18 Masehi kanthi dalan tengah antaraning basa Ellas Kuna lan basa Ellas Dhimotiki jaman iku.
language;['basa koréa', 'basa korea'];Cithakan:Teks Koréa Basa Koréa iku basa kang paling akèh dianggo ing Koréa, lan dadi basa resmi Koréa Kidul lan Koréa Lor.
language;['basa mesir', 'kulawarga basa mesir'];Basa Mesir iku sawijining basa Afro-Asiatik sing isih kerabaté basa Berber, Semitik, Somali lan Beja.
language;['basa ibrani', 'hebrew'];Basa Ibrani iku basa Semitik saka rumpun basa Afro-Asia kang saiki dipituturaké déning punjul 7 yuta jiwa ing Israèl lan sacacahing wong sajeroning komunitas Yahudi saubenging donya.
language;['rumpun basa melayu-polinesia', 'kulawarga basa malayu-polinésia', 'basa melayu-polinesia'];Kulawarga basa Melayu-Polinésia iku sawijining cawang utama kulawarga basa Austronésia sing dumadi kabèh basa Austronésia sing dipituturaké sanjabané Taiwan.
language;['basa somali'];Basa Somali ya iku basa nasional Somalia sing kalebu jroning rumpun Afro-Asia.
language;['basa mandharin'];Basa Mandharin yaiku klumpukan saka basa-basa Cinawangsa sing kocap ana ing Cina Lor lan Kidulkulon.
language;['basa kwangtung', 'basa yüt'];Basa Kwangtung yaiku parijinis basa Cina sing wiwitane saka kutha Kwangtung lan laladan sakubenge ana ing Cina Kidulwetan.
language;['basa indonésia', 'basa indonesia', 'id', 'bahasa indonesia', 'bahasa indonésia', 'cara indonésia'];Basa Indhonesiyah punika nagarabasanipun Indhonesiyah.
language;['basa austronésia', 'kulawarga basa austronésia', 'austronesia', 'austronesian languages', 'basa-basa austronésia', 'basa austronesia'];Kulawarga basa Austronésia iku warna-warna basa sing dicaturake ing Asia Kidul-Wétan, Madagaskar, lan Oséania.
language;['basa indo-eropah', 'kulawarga basa indo-éropah', 'indo-eropah', 'basa indo-éropah'];Basawangsa Barata Yuropah iku basawangsa sing gedhé dhéwé ing donya ditilik saka gunggung penuturé.
language;['basa galig', 'basa gaelik skotlandia'];Basa Gaelik Sekotlan dituturake udakara 60.000 wong ing Sekotlan, mligi ing Highlands lan ing Western Isles, nanging uga ing Glasgow, Edinburgh lan Inverness.
language;['basa roman', 'kulawarga basa romanika'];Basa Roman iku siji kulawarga basa saka rumpun basa Indo-Éropah.
language;['basa yunani', 'basa yunani kuna'];Basa Ellas utawa basa Ellas Dhimotiki ing basa asliné ya iku pang dhéwé ana ing basawangsa Barata Yuropah.
language;['basa albania'];Basa Albania iku basa sing dipituturaké déning kurang luwih 7 yuta jiwa, utamané ing Albania, Kosovo lan Makedonia.
language;['basa armèni', 'basa arménia', 'basa armenia'];Basa Armèni iku basa Indo-Éropah sing dipituturaké déning wong Armèni.
language;['wong bali', 'suku bali'];Wong Bali iku suku bangsa ing Indonésia sing utamané urip ing Pulo Bali lan saindhengé.
language;['basa jawa', 'jawa', 'basa jawi', 'jv', 'ꦧꦱꦗꦮ', 'cara jawa', 'ꦕꦫꦗꦮ', 'ꦧꦱꦗꦮꦶ', 'dhialek basa jawa'];Basa Jawa ꧌ꦧꦱꦗꦮ꧍ iku kagolong basa Austronésia, yaiku basa-basa kang dianggo sawarna-warnaning bangsa pribumi ing kapuloan sakidulwetaning bawana Asia.
language;['basa pèrsi', 'parsi', 'basa parsi', 'basa persia'];Basa Parsi, iku basa golongan Indo-Éropah saka kulawarga basané.
language;['basa ositania'];Basa Ositania iku sawijining basa Roman sing dipituturaké kira-kira déning 0,6 yuta jiwa.
language;['basa norma-ongdhi'];Basa Norma-ongdhi ya iku basa kang ana ing laladan Norma-ongdhi, Prangês.
language;['basa vietnam', 'basa viètnam'];Basa Viètnam, iku basa resmi Vietnam.
language;['basa swahili'];Swahili iku sawijining basa Bantu.
language;['basa hindi', 'basa hindhi', 'hindi'];Basa Hindi iku salah siji basa resmi ing India, lan basa iki wujud salah siji basa kanthi gunggung penutur paling akèh ing donya sawisé Basa Tionghoa lan Basa Inggris.
language;["basa hawai'i", 'basa hawaii'];Basa Hawaii ya iku salah satunggaling basa kang digunakaké déning masarakat kapuloan Hawaii.
language;['basa myanmar'];Basa Myanmar ya iku basa resmi kang ana ing tlatah Myanmar.Sacara resmi duwé jeneng 'basa Myanmar', uga akeg golongan kang njebatake 'basa Burma'.
language;['basa suomi', 'basa finlandia'];Basa Finlandia utawa basa Suomi iku basa sing dituturaké déning sapérangan gedhé warga Finlandia lan déning Wong Finlandia ing sajabané Finlandia.
