abstract-quality;['זהות אישית', 'אינדיבידואליות'];מודל סוציולוגי
physical-object;['אור', 'אוֹר', 'אור נראה\u200e', 'התחום הנראה', 'קרן אור', 'תחום נראה', 'אור נראה', 'גל אור', 'גלי אור', 'השתקפות אור', 'מקור אור', 'קרינה גלויה'];קרינה אלקטרומגנטית בסביבת התחום הנראה
physical-object;['טוניקה'];סוג ביגוד המכסה חלק מפלג הגוף העליון ושוליו אינם מוכנסים למכנסיים
physical-object;['מנור', 'מָנוֹר\u200e'];כלונס בכלי שיט עם מפרשים
physical-object;['מגן', 'באקלר', 'מָגֵן', 'מָגֵן\u200e', 'בוקליר', 'pelte', 'מגן קרב', 'רמח'];אמצעי הגנה אישי ללוחם
physical-object;['שריון גוף', 'שִׁרְיוֹן\u200e', 'היסטוריה של המיגון האישי', 'התפתחות השריון', 'שיריון גוף', 'שריון הגוף', 'חליפת השריון', 'cataphract', 'סוחרה', 'שריון אישי'];מיגון אישי ללוחם המכסה את גופו או חלקו
physical-object;['בית סירות', 'בֵּית סִירוֹת\u200e', 'בית סירה'];מבנה לאחסון סירות, בדרך כלל בקרבת מזח או שפת המים
physical-object;['חמת חלילים', 'חֵמֶת חֲלִילִים\u200e', 'חמת-חלילים', 'חם חלילים'];כלי נשיפה עתיק
physical-object;['מפעל', 'בית חרושת', '!מִפְעָל', 'בֵּית חֲרֹשֶׁת\u200e', 'טחנה\u200e', 'מִפְעָל\u200e', 'בית-חרושת', 'manufactory', 'מפעל לייצור', 'מפעלי ייצור', 'עובד במפעל'];סדנת ייצור גדולה, לרוב ממוכנת, שבה מייצרים דברים (כגון כלי רכב, מוצרי צריכה, מכשירים ביתיים, שעונים, אריזת ושיווק מזון ועוד)
physical-object;['מטען חבלה', 'מטען נפץ', 'מטעני חבלה'];מטען חבלה
physical-object;['מטען חבלה', 'מטען נפץ', 'מטעני חבלה'];מטען נפץ המיועד לפגוע, לגרום נזק ואף להרוג
physical-object;['רוזטה', 'חלון רוזטה', 'חלון הרוזטה', 'חלון ורוד'];חלון ויטראז' עגול בצורת פרח
physical-object;['רוזטה', 'חלון רוזטה', 'חלון הרוזטה', 'חלון ורוד'];חלון ויטראז' עגול בצורת פרח
physical-object;['ביג בן', 'ביג בן\u200e', 'ביג-בן', 'מגדל אליזבת', "מגדל אליזבת'", 'big ben', 'הביג בן'];פעמון במגדל אליזבת בלונדון, אנגליה
physical-object;["ג'ינס", "מכנסי ג'ינס"];מכנסיים העשויים מדנים
physical-object;['מצמד', "קלאץ'", 'מצמד רטוב'];התקן מכני שמכונה בעגה קלאץ
physical-object;['בגד', 'בגדים', 'ביגוד', 'בִּגּוּד', 'מד', 'הלבשה', 'לבוש', 'habiliment', 'בגדי נשים', 'לביש', 'מאמר של בגדים'];כיסוי גוף מלאכותי
physical-object;['משקפת', 'מִשְׁקֶפֶת', 'מִשְׁקֶפֶת\u200e', 'משקף', 'משקף תיאטרון'];אמצעי תצפית המסייע בצפייה למרחק
physical-object;['מוט מתיחה', 'לקשור את המוט'];יחידה מבנית דקה המשמשת למתיחה
physical-object;['ציוד ספורט'];מכלול הכלים או החפצים ההכרחיים על מנת לשחק או להתאמן בענפי ספורט ופעילויות ספורטיביות שונות
physical-object;['מגפיים', 'מגף', 'אתחול', 'נעלי עבודה'];פריט-הנעלה סגור וגבוה המכסה את קימור כף הרגל והקרסול בשלמותם
physical-object;['פדומטר', 'מד צעדים'];מכשיר אלקטרוני
physical-object;['מד רוח', 'אנמומטר', 'מד מהירות רוח', 'gage רוח', 'אנמומטרים'];מכשיר למדידת מהירות הרוח
physical-object;['תחנת טלוויזיה', 'ערוץ טלוויזיה', 'תחנת טלביזיה'];ארגון המשדר תכנים באמצעות שידורי טלוויזיה
physical-object;['משחתת', 'מַשְׁחֶתֶת', 'יוקשת משחתת', 'משחתות', 'משחתת טילים מונחים', 'משחתת ספינת טורפדו'];סוג של ספינת מלחמה
physical-object;['מזלג'];כלי אכילה נפוץ
physical-object;["ז'קט בומבר", 'מעייל רוח'];ז'קט הנראה מעט נפוח, ומקורו בז'קטים שלבשו טייסי חיל האוויר האמריקאיים והאירופאיים במלחמת העולם הראשונה
physical-object;['כְּפָפַת-אִגְרוּף', 'כפפות איגרוף', 'כִּפְפַת אִגְרוּף\u200e', 'כפפת אגרוף', 'כפפות אגרוף'];כפפות מגן עבור מתאגרפים
physical-object;['כפפה', 'כְּפָפָה', 'כְּפָפָה', 'כְּפָפָה\u200e', 'כפפות', 'כסיה', 'כפפות עור', 'כפפת עור'];פריט לבוש לכף היד והאצבעות
physical-object;['משקוף', 'משקופי'];הקורה העליונה במסגרת דלת או חלון
physical-object;['מבער אחורי', 'afterburners', 'afterburning', 'לחמם'];רכיב במנועי סילון
physical-object;['אקורדיון', 'אָקּוֹרְדִּיּוֹן\u200e', 'אקורדאון', 'אקורדיאון', 'אקורדיוניסט', 'מפוחון', 'אקורדיון פסנתר', 'לסחוט תיבה'];כלי נגינה ממשפחת כלי המקלדת
physical-object;['קרדיגן', 'מִקְטוֹרָה\u200e', 'קְרְדִיגָן\u200e', 'מקטורה'];אריג דק המשמש כעליונית
physical-object;['אוניית מערכה', 'אֳנִיַּת מַעֲרָכָה\u200e', 'אוניית קרב', 'אונית מערכה', 'אניית מערכה', 'ספינת מערכה', 'ספינת קרב', 'battlewagon', 'ספינות קרב'];סוג של אוניית מלחמה כבדה וגדולה
physical-object;['חדר נשפים', 'אוּלַם-רִקּוּדִים', 'אולם נשפים\u200e', 'אולם ריקודים', 'סלוניים', 'ריקוד ארמון'];חדר המיועד לעריכת נשפים
physical-object;['דחפור', '!דַּחְפּוֹר', 'בולדוזר', 'דוזר', 'דחפור צבאי', 'דחפורים', 'ודחפורים'];סוג של ציוד מכני הנדסי
physical-object;['עגורן', 'מָנוֹף', 'עֲגוּרָן', 'מנוף', 'ומנוף הפטיש', 'מנוף מגדל'];סוג של מנוף וציוד מכני הנדסי
physical-object;['לייזר', 'ליזר', 'לזירה', 'אור ליזר', 'ליזר פעם', 'לייזרים', 'מאזר האופטי'];מכשיר הפולט אור ממוקד
physical-object;['קרבין'];רובה מקוצר
physical-object;['רובה אוטומטי', 'נשק אוטומטי', 'רובה מכונה'];סוג של רובה
physical-object;['בלייזר', 'בלייזר - לבוש', 'מעייל ספורט', 'בליזר'];סוג של ז'קט דמוי חליפה, אבל מעוצב באופן רשמי פחות
physical-object;['חרס', 'כלי חרס'];חומר קרמי
physical-object;['electrometer'];דף פירושונים
physical-object;['בולומטר', 'bolometer'];מכשיר למדידת הספק של קרינה אלקטרומגנטית
physical-object;['מאייד', 'מְאַיֵּד', 'קַרְבּוּרָטוֹר', 'מְאַיֵד\u200e', 'קרבורטור', 'carburator', 'carbureted', 'carburetter'];רכיב במנועי רכבים
physical-object;['שפופרת טלפון', 'טלפון צרפתי', 'מכשיר'];רכיב בטלפון שדרכו ניתן לקבל שמע דרך המקלט ולשוחח עם הגורם המרוחק באמצעות המשדר המובנה בטלפון
physical-object;['משאבת אוויר', 'משאבת ואקום', 'משאבת ריק'];מכונה ליצירת תת לחץ/ ריק בתוך תא סגור
physical-object;['נחתת', 'נַחֶתֶת\u200e', 'נט"ק', 'נחתת טנקים'];כלי שיט צבאי
physical-object;['בתיסקף', 'בתיסקף\u200e', 'בתיסקפה', 'bathyscaphe', 'bathyscape', 'bathyscaph'];סוג של צוללת
physical-object;['טמפון', 'טמפון רב פעמי', 'טמפונים'];מסת חומר סופג, המשמשת בעיקר כמוצר היגיינה נשית
physical-object;['ארמון', 'ארמונות', 'מגורים מלכותיים', 'מפואר'];מבנה מגורים מפואר למשפחת המלוכה
physical-object;['מבדוק יבש', 'מבדוק', 'מִבְדּוֹק יָבֵש\u200e', 'drydock', 'drydocks', 'graving מזח', 'מזח graving'];אגן מלאכותי סכור בשפת נמל שאפשר למלאו מים ולרוקנו ומשמש לתיקון או לבנייה של כלי שיט
physical-object;['רשת שיווק', 'רשת חנויות'];גוף עסקי (בדרך כלל חברה) העוסק במסחר קמעונאי ולו סניפים רבים בעלי מותג משותף
physical-object;['בית עירוני', 'טאונהאוס', 'townhome', 'בית שורה', 'העיר הבית'];בית בעיר שמיועד למגורים של מישהו שבדרך־כלל אינו גר בעיר
physical-object;['אדן', 'אֶדֶן', 'אדני רכבת', 'אדנים', 'פסי רכבת'];בסיס לפסי רכבת
physical-object;['שדרית', 'קוער'];קורת האמצע האורכית של כלי השיט
physical-object;['סכר אסואן', 'סכר אסוואן', 'האי פיליי', 'תחנת הכוח אסואן', 'סכר גבוה', 'סכר גבוה אסואן'];סכר הממוקם על נהר הנילוס במצרים
physical-object;['סרבל'];סוג של סרבל
physical-object;['צבע שמן'];חומר צביעה על בסיס שמן, מתייבש לאט
physical-object;['ווק', 'ווק\u200e', 'wok', 'הווק'];כלי בישול רב-תכליתי שמקורו בסין, ומשמש במטבח הסיני ובמטבחי המזרח הרחוק
physical-object;['בוכיר', 'בֻּכְיָר'];מתקן להחזקת סליל חוטים
physical-object;['הרמון', 'הַרְמוֹן', 'הַרְמוֹן\u200e', 'harem', 'hareem', 'serail'];אגף הנשים בארמון מלוכה
physical-object;['קדם', "גנץ'", 'וו סירה'];מוט ארוך ובראשו אונקל המשמש בסירה לשליית עצמים מן המים ולקירוב הסירה אל המזח או להרחקתה ממנו
physical-object;['מסור שרשרת', 'מסור חשמלי'];כלי חיתוך רב עוצמה
physical-object;['עוגן', 'עגינה', 'עגן', 'עוגנים', 'ציוד קרקע'];אביזר לריתוק ספינות
physical-object;['תחמושת'];אמצעי לחימה חד-פעמיים, לרוב קליעים מסוגים שונים
physical-object;['באסטיון', 'bastion', 'מעוז', 'מעוזים'];מגנן, סוג של ביצור
physical-object;['כובע', 'כּוֹבַע\u200e', 'מגבעת', 'puggaree'];פריט לבוש לראש
physical-object;['ספריית השאלה', 'במחזור הספרייה', 'ספריית שאלה'];ספרייה המשאילה ספרים ומדיה אחרת
physical-object;['אוסצילוסקופ', 'oscilloscope', 'משקף תנודות', 'אוסילוסקופ', 'cro', 'oscilloscopes', 'אוסצילוסקופ קרן קתודית'];מכשיר מדידה
physical-object;['מכ"ם מזג האוויר', 'מכ"ם מזג אוויר', 'מכ"ם גשם', 'מכם גשם', 'מכם מזג אוויר', 'מכמ גשם', 'רדאר גשם', 'רדאר מזג אוויר', 'רדאר מזג האוויר', 'מטאורולוגית רדאר', 'מכ"ם מזג אוויר דופלר'];מכ"ם לאתר משקעים
physical-object;['קופסה שחורה', 'מקליט נתוני טיסה', 'רשמקול תא טייס', 'קופסה שחורה\u200e', 'מקליט תא טייס', 'רושם נתוני טיסה', 'רשם נתוני טיסה', 'רשמקול תא הטייס'];מערכת הקלטה המותקנת בכלי טיס שמתעדת באמצעים אנלוגיים או דיגיטליים נתוני טיסה שונים ואת קשר הפנים של צוות האוויר
physical-object;['קופסה שחורה', 'מקליט נתוני טיסה', 'רשמקול תא טייס', 'קופסה שחורה\u200e', 'מקליט תא טייס', 'רושם נתוני טיסה', 'רשם נתוני טיסה', 'רשמקול תא הטייס'];מקליט טיסה משמקליט את המידע המגיע ממערכות אוויוניקה ומחיישנים שונים במטוס
physical-object;['קופסה שחורה', 'מקליט נתוני טיסה', 'רשמקול תא טייס', 'קופסה שחורה\u200e', 'מקליט תא טייס', 'רושם נתוני טיסה', 'רשם נתוני טיסה', 'רשמקול תא הטייס'];מקליט טיסה שמקליט את הקול בתא הטייס ואת קשר הרדיו עם מטוסים אחרים ובקרי טיסה
